[1740779488.1685197]	Q_Header<(2621443, 30304, 257, 173, 250, 8, 58, 0, 60)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 100, 227, 253, 253, 253, 195, 237, 199, 122, 77, 94, 253, 253, 253, 253, 169, 224, 253, 253, 130, 0, 59, 0, 80, 77, 78, 144, 159, 118, 87, 0, 84, 28, 0, 0, 0, 29, 0, 0, 0, 0, 46, 0, 17, 0, 0, 105, 163, 137, 162, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17565947350550282, y=-0.9791886495652472, z=0.10131852884612046, w=0.008239759876039917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.04888888888888889, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=0.06, z=0.04)>	COMP<98>
[1740779488.6784005]	Q_Header<(2621443, 30355, 257, 173, 250, 8, 58, 51, 36)>	Q_Data<(0, 0, 51, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 27, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 22, 0, 0, 162, 230, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 229, 215, 105, 113, 215, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17541643554871872, y=-0.9797441278455229, z=0.0964973502444413, w=0.004333530592887623)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.03777777777777778, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.01, z=0.01)>	COMP<102>
[1740779488.6883893]	Q_Header<(2621443, 30356, 257, 173, 250, 8, 58, 52, 40)>	Q_Data<(0, 0, 52, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 16, 15, 11, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42, 0, 15, 48, 93, 182, 100, 97, 121, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 198, 119, 50, 168, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17541643554871872, y=-0.9797441278455229, z=0.0964973502444413, w=0.004333530592887623)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.03777777777777778, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.01, z=0.01)>	COMP<102>
[1740779488.6984038]	Q_Header<(2621443, 30357, 257, 173, 250, 8, 58, 53, 42)>	Q_Data<(0, 0, 55, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30, 29, 31, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 33, 148, 105, 0, 107, 143, 163, 253, 253, 206, 219, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 219, 151, 91, 139, 64, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17541643554871872, y=-0.9797441278455229, z=0.0964973502444413, w=0.004333530592887623)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.03777777777777778, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.01, z=0.01)>	COMP<102>
[1740779488.7083993]	Q_Header<(2621443, 30358, 257, 173, 250, 8, 58, 54, 38)>	Q_Data<(0, 0, 17, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 40, 48, 40, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 35, 58, 169, 253, 210, 198, 150, 250, 229, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 148, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17578320111689874, y=-0.9796861670581047, z=0.09643661727940972, w=0.0039062933581533055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.025555555555555557, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.01)>	COMP<102>
[1740779488.7183232]	Q_Header<(2621443, 30359, 257, 173, 250, 8, 58, 55, 30)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 37, 42, 54, 29, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 253, 253, 233, 253, 129, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 153, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17578320111689874, y=-0.9796861670581047, z=0.09643661727940972, w=0.0039062933581533055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.025555555555555557, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.01)>	COMP<102>
[1740779488.7281826]	Q_Header<(2621443, 30360, 257, 173, 250, 8, 58, 56, 42)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34, 42, 31, 40, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 48, 117, 106, 253, 253, 145, 253, 195, 253, 253, 253, 253, 253, 253, 253, 253, 253, 238, 134, 189, 253, 253, 253, 111, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17578320111689874, y=-0.9796861670581047, z=0.09643661727940972, w=0.0039062933581533055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.025555555555555557, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.01)>	COMP<102>
[1740779488.7382567]	Q_Header<(2621443, 30361, 257, 173, 250, 8, 58, 57, 43)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 33, 31, 30, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 186, 163, 253, 253, 253, 253, 251, 253, 231, 253, 253, 253, 236, 93, 162, 131, 132, 78, 194, 193, 253, 222, 56, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17578320111689874, y=-0.9796861670581047, z=0.09643661727940972, w=0.0039062933581533055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.025555555555555557, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.01)>	COMP<102>
[1740779488.7484016]	Q_Header<(2621443, 30362, 257, 173, 250, 8, 58, 58, 43)>	Q_Data<(0, 0, 20, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 38, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 154, 253, 253, 253, 186, 253, 253, 253, 236, 123, 253, 253, 253, 211, 28, 27, 45, 22, 12, 70, 85, 132, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1763252541087146, y=-0.9795847450484145, z=0.09649367488607746, w=0.0034788990945644627)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.01888888888888889, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.0)>	COMP<102>
[1740779488.7495687]	Q_Header<(2621443, 30363, 257, 173, 250, 8, 58, 59, 37)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 24, 0, 22, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 217, 253, 253, 253, 253, 253, 253, 253, 253, 216, 253, 253, 156, 139, 36, 0, 0, 0, 0, 0, 25, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1763252541087146, y=-0.9795847450484145, z=0.09649367488607746, w=0.0034788990945644627)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.01888888888888889, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.0)>	COMP<102>
[1740779488.7613518]	Q_Header<(2621443, 30364, 257, 173, 250, 8, 58, 60, 34)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 24, 23, 0, 0, 9, 34, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 253, 227, 253, 253, 253, 253, 253, 253, 253, 198, 253, 233, 133, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1763252541087146, y=-0.9795847450484145, z=0.09649367488607746, w=0.0034788990945644627)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.01888888888888889, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.0)>	COMP<102>
[1740779488.7749915]	Q_Header<(2621443, 30365, 257, 173, 250, 8, 58, 61, 36)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 33, 40, 8, 41, 53, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 249, 132, 253, 253, 244, 253, 253, 253, 253, 209, 235, 121, 90, 95, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1763252541087146, y=-0.9795847450484145, z=0.09649367488607746, w=0.0034788990945644627)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.01888888888888889, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.0)>	COMP<102>
[1740779488.784829]	Q_Header<(2621443, 30366, 257, 173, 250, 8, 58, 62, 34)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 39, 15, 31, 75, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 120, 183, 152, 253, 253, 253, 253, 253, 253, 253, 236, 253, 102, 45, 80, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1766970294528103, y=-0.9794935850289117, z=0.09674086068487195, w=0.003417973626721028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.006666666666666667, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.05)>	COMP<105>
[1740779488.788923]	Q_Header<(2621443, 30367, 257, 173, 250, 8, 58, 63, 35)>	Q_Data<(0, 0, 59, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 0, 8, 48, 90, 139, 102, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 58, 91, 197, 253, 253, 253, 253, 253, 253, 253, 253, 253, 134, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1766970294528103, y=-0.9794935850289117, z=0.09674086068487195, w=0.003417973626721028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.006666666666666667, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.05)>	COMP<105>
[1740779488.8006659]	Q_Header<(2621443, 30368, 257, 173, 250, 8, 58, 64, 30)>	Q_Data<(0, 0, 54, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 17, 25, 52, 175, 253, 188, 70, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 200, 253, 253, 253, 253, 253, 253, 253, 253, 253, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1766970294528103, y=-0.9794935850289117, z=0.09674086068487195, w=0.003417973626721028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.006666666666666667, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.05)>	COMP<105>
[1740779488.8185062]	Q_Header<(2621443, 30369, 257, 173, 250, 8, 58, 65, 29)>	Q_Data<(0, 0, 45, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 7, 37, 74, 227, 253, 253, 103, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 253, 253, 253, 253, 253, 253, 253, 253, 253, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17706564327537044, y=-0.9793848024807288, z=0.09716942574780757, w=0.0033569839297295325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.0, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.04)>	COMP<103>
[1740779488.8200088]	Q_Header<(2621443, 30370, 257, 173, 250, 8, 58, 66, 31)>	Q_Data<(0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 44, 38, 65, 157, 244, 253, 246, 122, 44, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 178, 253, 253, 253, 253, 253, 253, 253, 236, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17706564327537044, y=-0.9793848024807288, z=0.09716942574780757, w=0.0033569839297295325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.0, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.04)>	COMP<103>
[1740779488.8294196]	Q_Header<(2621443, 30371, 257, 173, 250, 8, 58, 67, 31)>	Q_Data<(0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 38, 32, 140, 231, 253, 253, 163, 113, 48, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 43, 232, 253, 253, 253, 253, 253, 253, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17706564327537044, y=-0.9793848024807288, z=0.09716942574780757, w=0.0033569839297295325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.0, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.04)>	COMP<103>
