[1740780392.9648924]	Q_Header<(2621443, 55268, 257, 173, 250, 8, 58, 0, 26)>	Q_Data<(0, 0, 0, 79, 66, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 143, 118, 100, 47, 40, 0, 37, 33, 0, 0, 0, 0, 0, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39178040188595703, y=-0.9153953057307344, z=0.09057518560504133, w=-0.01885965791910901)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.07333333333333333, y=-0.03111111111111111, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=-0.15)>	COMP<107>
[1740780393.5959089]	Q_Header<(2621443, 55331, 257, 173, 250, 8, 58, 63, 24)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 95, 253, 253, 253, 253, 253, 253, 96, 139, 94, 81, 100, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38354315229841207, y=-0.9183307239786614, z=0.09649613682109955, w=-0.015869067408909476)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.0022222222222222222, z=0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.14, z=-0.43)>	COMP<107>
[1740780393.6069999]	Q_Header<(2621443, 55332, 257, 173, 250, 8, 58, 64, 24)>	Q_Data<(0, 0, 57, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 121, 253, 253, 253, 253, 253, 253, 140, 151, 139, 78, 52, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38213720844310783, y=-0.9189359224276363, z=0.09625145786851637, w=-0.016235185664569027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.011111111111111112, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.17, z=-0.39)>	COMP<105>
[1740780393.6149125]	Q_Header<(2621443, 55333, 257, 173, 250, 8, 58, 65, 26)>	Q_Data<(0, 0, 52, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 24, 21, 26, 12, 0, 151, 253, 253, 253, 253, 253, 253, 188, 211, 169, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38213720844310783, y=-0.9189359224276363, z=0.09625145786851637, w=-0.016235185664569027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.011111111111111112, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.17, z=-0.39)>	COMP<105>
[1740780393.62486]	Q_Header<(2621443, 55334, 257, 173, 250, 8, 58, 66, 28)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 17, 29, 26, 32, 30, 37, 167, 253, 253, 253, 253, 196, 253, 215, 212, 141, 81, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38213720844310783, y=-0.9189359224276363, z=0.09625145786851637, w=-0.016235185664569027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.011111111111111112, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.17, z=-0.39)>	COMP<105>
[1740780393.6349354]	Q_Header<(2621443, 55335, 257, 173, 250, 8, 58, 67, 30)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 8, 23, 22, 18, 7, 61, 137, 253, 253, 253, 253, 253, 253, 162, 200, 87, 6, 61, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38213720844310783, y=-0.9189359224276363, z=0.09625145786851637, w=-0.016235185664569027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.011111111111111112, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.17, z=-0.39)>	COMP<105>
[1740780393.644956]	Q_Header<(2621443, 55336, 257, 173, 250, 8, 58, 68, 26)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 16, 0, 0, 81, 174, 253, 253, 253, 253, 253, 253, 85, 243, 209, 103, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38128694068490565, y=-0.9193122939964862, z=0.09600838125457926, w=-0.01635743558564987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.02, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.32, y=-0.3, z=-0.3)>	COMP<107>
[1740780393.6549606]	Q_Header<(2621443, 55337, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 58, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 13, 14, 9, 96, 230, 253, 253, 253, 253, 253, 213, 132, 253, 244, 115, 31, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38128694068490565, y=-0.9193122939964862, z=0.09600838125457926, w=-0.01635743558564987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.02, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.32, y=-0.3, z=-0.3)>	COMP<107>
[1740780393.6649067]	Q_Header<(2621443, 55338, 257, 173, 250, 8, 58, 70, 26)>	Q_Data<(0, 0, 62, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 0, 105, 228, 253, 253, 253, 253, 253, 173, 214, 253, 214, 81, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38128694068490565, y=-0.9193122939964862, z=0.09600838125457926, w=-0.01635743558564987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.02, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.32, y=-0.3, z=-0.3)>	COMP<107>
[1740780393.6749964]	Q_Header<(2621443, 55339, 257, 173, 250, 8, 58, 71, 26)>	Q_Data<(0, 0, 40, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 253, 126, 253, 253, 253, 253, 253, 247, 224, 125, 0, 44, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38128694068490565, y=-0.9193122939964862, z=0.09600838125457926, w=-0.01635743558564987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.02, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.32, y=-0.3, z=-0.3)>	COMP<107>
[1740780393.6849697]	Q_Header<(2621443, 55340, 257, 173, 250, 8, 58, 72, 27)>	Q_Data<(0, 0, 42, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 13, 32, 63, 226, 253, 253, 253, 253, 253, 253, 253, 253, 195, 45, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38068411628501, y=-0.9195746185585955, z=0.09588820693983496, w=-0.016357759045115067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.01888888888888889, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.78, y=-0.37, z=-0.16)>	COMP<107>
[1740780393.694938]	Q_Header<(2621443, 55341, 257, 173, 250, 8, 58, 73, 26)>	Q_Data<(0, 0, 59, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 57, 85, 86, 164, 253, 253, 253, 253, 253, 253, 253, 253, 253, 183, 52, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38068411628501, y=-0.9195746185585955, z=0.09588820693983496, w=-0.016357759045115067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.01888888888888889, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.78, y=-0.37, z=-0.16)>	COMP<107>
[1740780393.704942]	Q_Header<(2621443, 55342, 257, 173, 250, 8, 58, 74, 25)>	Q_Data<(0, 0, 60, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 99, 156, 156, 227, 253, 253, 253, 253, 253, 253, 253, 253, 200, 216, 15, 50, 55, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38068411628501, y=-0.9195746185585955, z=0.09588820693983496, w=-0.016357759045115067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.01888888888888889, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.78, y=-0.37, z=-0.16)>	COMP<107>
[1740780393.71495]	Q_Header<(2621443, 55343, 257, 173, 250, 8, 58, 75, 24)>	Q_Data<(0, 0, 55, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 30, 130, 217, 211, 221, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 82, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38055401350347845, y=-0.9196772855606116, z=0.0953979026633419, w=-0.016479484145298987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.013333333333333334, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.99, y=-0.62, z=-0.1)>	COMP<103>
[1740780393.7248864]	Q_Header<(2621443, 55344, 257, 173, 250, 8, 58, 76, 22)>	Q_Data<(0, 0, 75, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 136, 231, 207, 157, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 91, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38055401350347845, y=-0.9196772855606116, z=0.0953979026633419, w=-0.016479484145298987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.013333333333333334, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.99, y=-0.62, z=-0.1)>	COMP<103>
[1740780393.7350714]	Q_Header<(2621443, 55345, 257, 173, 250, 8, 58, 77, 25)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 111, 189, 182, 228, 253, 253, 253, 253, 253, 253, 253, 235, 253, 242, 66, 43, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38055401350347845, y=-0.9196772855606116, z=0.0953979026633419, w=-0.016479484145298987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.013333333333333334, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.99, y=-0.62, z=-0.1)>	COMP<103>
[1740780393.7449584]	Q_Header<(2621443, 55346, 257, 173, 250, 8, 58, 78, 27)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 115, 90, 229, 249, 253, 253, 253, 191, 253, 218, 115, 213, 159, 30, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3810925934692709, y=-0.9194682768441009, z=0.09527314836731772, w=-0.01641798648994777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.0, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.35, y=-0.78, z=-0.14)>	COMP<103>
[1740780393.7549722]	Q_Header<(2621443, 55347, 257, 173, 250, 8, 58, 79, 32)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 55, 181, 253, 253, 253, 253, 253, 100, 190, 154, 82, 99, 66, 20, 58, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3810925934692709, y=-0.9194682768441009, z=0.09527314836731772, w=-0.01641798648994777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.0, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.35, y=-0.78, z=-0.14)>	COMP<103>
