[1740780078.003519]	Q_Header<(2621443, 23768, 257, 173, 250, 8, 58, 0, 51)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 191, 100, 253, 253, 199, 253, 253, 253, 253, 231, 217, 253, 253, 253, 251, 124, 79, 55, 17, 23, 0, 0, 60, 101, 181, 171, 13, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 37, 0, 43, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24658291126359447, y=-0.9649692641280764, z=0.08935578764601541, w=-0.00683596189641648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.03333333333333333, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.09, z=0.19)>	COMP<155>
[1740780078.5627282]	Q_Header<(2621443, 23824, 257, 173, 250, 8, 58, 56, 46)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 16, 0, 0, 0, 6, 35, 52, 89, 160, 187, 151, 151, 253, 253, 253, 253, 253, 253, 253, 253, 253, 153, 190, 142, 235, 146, 142, 253, 253, 204, 212, 85, 39, 118, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2595247768507669, y=-0.9615600504484907, z=0.08941763830817817, w=-0.007324311670294457)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.0)>	COMP<158>
[1740780078.5727503]	Q_Header<(2621443, 23825, 257, 173, 250, 8, 58, 57, 57)>	Q_Data<(0, 0, 22, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 26, 15, 12, 0, 15, 8, 30, 58, 158, 253, 253, 152, 246, 213, 127, 224, 240, 253, 253, 213, 253, 253, 253, 149, 93, 150, 98, 128, 124, 253, 253, 146, 95, 65, 133, 71, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2595247768507669, y=-0.9615600504484907, z=0.08941763830817817, w=-0.007324311670294457)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.0)>	COMP<158>
[1740780078.5827844]	Q_Header<(2621443, 23826, 257, 173, 250, 8, 58, 58, 44)>	Q_Data<(0, 0, 28, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 27, 25, 12, 0, 0, 32, 61, 162, 253, 253, 253, 253, 253, 253, 253, 251, 253, 253, 253, 132, 253, 253, 229, 131, 30, 72, 46, 110, 115, 245, 193, 68, 61, 44, 96, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26056423492326697, y=-0.9613227219586448, z=0.08892998132658701, w=-0.0075074726857722734)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.02, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.09)>	COMP<161>
[1740780078.594237]	Q_Header<(2621443, 23827, 257, 173, 250, 8, 58, 59, 46)>	Q_Data<(0, 0, 60, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 34, 18, 0, 0, 0, 21, 95, 242, 253, 253, 253, 253, 253, 253, 253, 233, 253, 194, 174, 83, 169, 235, 143, 76, 0, 0, 27, 73, 88, 82, 26, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26056423492326697, y=-0.9613227219586448, z=0.08892998132658701, w=-0.0075074726857722734)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.02, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.09)>	COMP<161>
[1740780078.6024787]	Q_Header<(2621443, 23828, 257, 173, 250, 8, 58, 60, 44)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 34, 15, 0, 0, 23, 12, 122, 253, 253, 253, 253, 253, 253, 253, 230, 179, 224, 95, 65, 31, 95, 120, 59, 34, 0, 0, 0, 0, 20, 97, 82, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26056423492326697, y=-0.9613227219586448, z=0.08892998132658701, w=-0.0075074726857722734)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.02, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.09)>	COMP<161>
[1740780078.6138892]	Q_Header<(2621443, 23829, 257, 173, 250, 8, 58, 61, 40)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 24, 0, 0, 0, 24, 19, 152, 253, 253, 253, 253, 253, 253, 248, 118, 143, 172, 106, 20, 0, 57, 76, 18, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26135489426679115, y=-0.9611292667022793, z=0.08868488121663884, w=-0.007690498990568819)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.01888888888888889, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.01)>	COMP<161>
[1740780078.6243432]	Q_Header<(2621443, 23830, 257, 173, 250, 8, 58, 62, 36)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 25, 23, 5, 0, 25, 44, 173, 253, 253, 253, 253, 253, 253, 155, 52, 96, 134, 96, 0, 0, 0, 22, 29, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26135489426679115, y=-0.9611292667022793, z=0.08868488121663884, w=-0.007690498990568819)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.01888888888888889, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.01)>	COMP<161>
[1740780078.6325626]	Q_Header<(2621443, 23831, 257, 173, 250, 8, 58, 63, 32)>	Q_Data<(0, 0, 65, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 21, 21, 0, 12, 66, 113, 249, 253, 253, 253, 253, 253, 253, 73, 139, 212, 170, 74, 38, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26135489426679115, y=-0.9611292667022793, z=0.08868488121663884, w=-0.007690498990568819)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.01888888888888889, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.01)>	COMP<161>
[1740780078.6433618]	Q_Header<(2621443, 23832, 257, 173, 250, 8, 58, 64, 29)>	Q_Data<(0, 0, 57, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 17, 0, 23, 16, 121, 253, 253, 253, 253, 253, 160, 253, 228, 98, 194, 253, 194, 25, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2620175705264791, y=-0.9609752266339189, z=0.08837676266534865, w=-0.007934377863601743)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.024444444444444446, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.18)>	COMP<156>
[1740780078.65308]	Q_Header<(2621443, 23833, 257, 173, 250, 8, 58, 65, 31)>	Q_Data<(0, 0, 53, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 15, 28, 31, 27, 152, 253, 253, 253, 253, 253, 253, 253, 91, 51, 200, 253, 180, 33, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2620175705264791, y=-0.9609752266339189, z=0.08837676266534865, w=-0.007934377863601743)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.024444444444444446, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.18)>	COMP<156>
[1740780078.6626563]	Q_Header<(2621443, 23834, 257, 173, 250, 8, 58, 66, 29)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 34, 17, 52, 129, 253, 253, 253, 253, 253, 238, 229, 102, 90, 168, 251, 133, 38, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2620175705264791, y=-0.9609752266339189, z=0.08837676266534865, w=-0.007934377863601743)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.024444444444444446, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.18)>	COMP<156>
[1740780078.6727118]	Q_Header<(2621443, 23835, 257, 173, 250, 8, 58, 67, 28)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 31, 7, 91, 240, 162, 253, 253, 253, 253, 147, 156, 106, 112, 112, 160, 74, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2620175705264791, y=-0.9609752266339189, z=0.08837676266534865, w=-0.007934377863601743)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.024444444444444446, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.18)>	COMP<156>
[1740780078.682709]	Q_Header<(2621443, 23836, 257, 173, 250, 8, 58, 68, 30)>	Q_Data<(0, 0, 7, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 30, 51, 177, 253, 253, 182, 253, 253, 253, 207, 90, 169, 116, 64, 81, 20, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.263004574437061, y=-0.9607082853653609, z=0.08831924326071647, w=-0.008239874112091723)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.022222222222222223, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.1, z=0.19)>	COMP<158>
[1740780078.6926146]	Q_Header<(2621443, 23837, 257, 173, 250, 8, 58, 69, 25)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 67, 20, 71, 253, 253, 253, 253, 253, 253, 253, 204, 166, 193, 118, 113, 126, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.263004574437061, y=-0.9607082853653609, z=0.08831924326071647, w=-0.008239874112091723)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.022222222222222223, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.1, z=0.19)>	COMP<158>
[1740780078.7026498]	Q_Header<(2621443, 23838, 257, 173, 250, 8, 58, 70, 29)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 110, 38, 75, 253, 253, 253, 253, 253, 253, 253, 191, 194, 178, 128, 132, 128, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.263004574437061, y=-0.9607082853653609, z=0.08831924326071647, w=-0.008239874112091723)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.022222222222222223, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.1, z=0.19)>	COMP<158>
[1740780078.7127378]	Q_Header<(2621443, 23839, 257, 173, 250, 8, 58, 71, 28)>	Q_Data<(0, 0, 47, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 143, 111, 113, 253, 253, 253, 253, 252, 187, 202, 219, 253, 137, 126, 125, 96, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2636780344412721, y=-0.9605326916671989, z=0.08819786105732365, w=-0.008484084904476117)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.016666666666666666, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.16)>	COMP<158>
[1740780078.7226338]	Q_Header<(2621443, 23840, 257, 173, 250, 8, 58, 72, 33)>	Q_Data<(0, 0, 51, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 170, 197, 191, 229, 253, 253, 253, 208, 136, 183, 253, 253, 71, 145, 102, 34, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2636780344412721, y=-0.9605326916671989, z=0.08819786105732365, w=-0.008484084904476117)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.016666666666666666, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.16)>	COMP<158>
