[1740780075.5027883]	Q_Header<(2621443, 23518, 257, 173, 250, 8, 58, 0, 44)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 226, 253, 253, 253, 253, 253, 163, 253, 253, 112, 253, 253, 253, 178, 253, 78, 119, 99, 47, 0, 0, 0, 0, 61, 56, 0, 69, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 110, 97, 60, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23894746901642164, y=-0.9664707974138025, z=0.09393107402714505, w=-0.0039061655215966756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.012222222222222223, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.04, z=-0.16)>	COMP<159>
[1740780076.0327322]	Q_Header<(2621443, 23571, 257, 173, 250, 8, 58, 53, 55)>	Q_Data<(0, 0, 61, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 13, 0, 0, 0, 50, 52, 39, 81, 82, 88, 253, 253, 242, 253, 253, 253, 253, 212, 253, 210, 57, 201, 253, 138, 253, 168, 137, 253, 253, 253, 237, 44, 172, 173, 110, 140, 78, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23583713999152953, y=-0.967213032465261, z=0.0940540974966219, w=-0.005798273369356963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.017777777777777778, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.03, z=-0.13)>	COMP<151>
[1740780076.043484]	Q_Header<(2621443, 23572, 257, 173, 250, 8, 58, 54, 51)>	Q_Data<(0, 0, 54, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 25, 23, 0, 0, 51, 48, 66, 77, 81, 147, 253, 253, 253, 253, 253, 253, 253, 228, 217, 76, 172, 139, 209, 89, 236, 95, 189, 253, 253, 253, 240, 48, 144, 133, 75, 54, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23583475742263865, y=-0.9672032610964169, z=0.09417521498528247, w=-0.005554079432054896)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.01888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.06, z=-0.21)>	COMP<158>
[1740780076.052678]	Q_Header<(2621443, 23573, 257, 173, 250, 8, 58, 55, 49)>	Q_Data<(0, 0, 21, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 27, 6, 0, 39, 44, 103, 142, 253, 253, 253, 253, 253, 122, 223, 253, 253, 222, 146, 142, 193, 127, 77, 45, 127, 84, 129, 234, 253, 253, 223, 28, 91, 86, 37, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23583475742263865, y=-0.9672032610964169, z=0.09417521498528247, w=-0.005554079432054896)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.01888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.06, z=-0.21)>	COMP<158>
[1740780076.063571]	Q_Header<(2621443, 23574, 257, 173, 250, 8, 58, 56, 51)>	Q_Data<(0, 0, 34, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 0, 0, 0, 39, 67, 88, 253, 253, 253, 253, 253, 253, 235, 187, 204, 247, 210, 77, 137, 154, 144, 51, 0, 27, 48, 14, 153, 233, 138, 157, 0, 8, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23583475742263865, y=-0.9672032610964169, z=0.09417521498528247, w=-0.005554079432054896)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.01888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.06, z=-0.21)>	COMP<158>
[1740780076.072699]	Q_Header<(2621443, 23575, 257, 173, 250, 8, 58, 57, 49)>	Q_Data<(0, 0, 29, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27, 23, 0, 0, 15, 64, 116, 177, 253, 253, 253, 253, 253, 253, 242, 205, 77, 183, 161, 48, 91, 95, 107, 24, 0, 0, 0, 33, 20, 145, 127, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23583475742263865, y=-0.9672032610964169, z=0.09417521498528247, w=-0.005554079432054896)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.01888888888888889, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.06, z=-0.21)>	COMP<158>
[1740780076.083306]	Q_Header<(2621443, 23576, 257, 173, 250, 8, 58, 58, 46)>	Q_Data<(0, 0, 54, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 25, 12, 14, 25, 64, 133, 253, 253, 253, 253, 253, 217, 253, 176, 137, 121, 143, 86, 5, 46, 42, 68, 0, 13, 0, 0, 7, 58, 142, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23566357119442996, y=-0.967252165946162, z=0.09411893985542891, w=-0.005249175633960367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.02, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.22)>	COMP<154>
[1740780076.0926433]	Q_Header<(2621443, 23577, 257, 173, 250, 8, 58, 59, 39)>	Q_Data<(0, 0, 74, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 11, 17, 30, 53, 154, 253, 253, 253, 253, 134, 93, 156, 114, 54, 125, 95, 39, 0, 15, 0, 20, 0, 0, 0, 0, 0, 8, 78, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23566357119442996, y=-0.967252165946162, z=0.09411893985542891, w=-0.005249175633960367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.02, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.22)>	COMP<154>
[1740780076.1028252]	Q_Header<(2621443, 23578, 257, 173, 250, 8, 58, 60, 28)>	Q_Data<(0, 0, 70, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 7, 13, 13, 129, 253, 253, 253, 253, 253, 253, 93, 54, 114, 73, 74, 60, 60, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23566357119442996, y=-0.967252165946162, z=0.09411893985542891, w=-0.005249175633960367)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.02, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.22)>	COMP<154>
[1740780076.114418]	Q_Header<(2621443, 23579, 257, 173, 250, 8, 58, 61, 34)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 24, 0, 0, 78, 239, 253, 198, 253, 253, 253, 253, 170, 130, 174, 184, 57, 68, 54, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23540972296759374, y=-0.9673343788730602, z=0.09393195842549307, w=-0.004821718463686778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.06, z=-0.25)>	COMP<154>
[1740780076.1240597]	Q_Header<(2621443, 23580, 257, 173, 250, 8, 58, 62, 28)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 21, 9, 14, 171, 253, 253, 253, 253, 253, 253, 253, 237, 129, 209, 234, 84, 76, 42, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23540972296759374, y=-0.9673343788730602, z=0.09393195842549307, w=-0.004821718463686778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.06, z=-0.25)>	COMP<154>
[1740780076.133292]	Q_Header<(2621443, 23581, 257, 173, 250, 8, 58, 63, 29)>	Q_Data<(0, 0, 58, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 23, 19, 36, 236, 253, 253, 253, 253, 253, 253, 235, 222, 96, 201, 223, 48, 70, 29, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23540972296759374, y=-0.9673343788730602, z=0.09393195842549307, w=-0.004821718463686778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.06, z=-0.25)>	COMP<154>
[1740780076.143675]	Q_Header<(2621443, 23582, 257, 173, 250, 8, 58, 64, 29)>	Q_Data<(0, 0, 53, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 19, 28, 32, 67, 253, 253, 253, 253, 253, 253, 225, 159, 144, 53, 157, 165, 0, 33, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2352272436387006, y=-0.9673979791576036, z=0.09374910384770216, w=-0.004516558388496067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.01888888888888889, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=-0.12)>	COMP<157>
[1740780076.1526632]	Q_Header<(2621443, 23583, 257, 173, 250, 8, 58, 65, 30)>	Q_Data<(0, 0, 29, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 21, 29, 42, 98, 242, 253, 253, 253, 253, 253, 193, 97, 44, 8, 111, 82, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2352272436387006, y=-0.9673979791576036, z=0.09374910384770216, w=-0.004516558388496067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.01888888888888889, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=-0.12)>	COMP<157>
[1740780076.1626236]	Q_Header<(2621443, 23584, 257, 173, 250, 8, 58, 66, 24)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 31, 46, 25, 139, 253, 253, 253, 253, 253, 253, 190, 94, 130, 49, 93, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2352272436387006, y=-0.9673979791576036, z=0.09374910384770216, w=-0.004516558388496067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.01888888888888889, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=-0.12)>	COMP<157>
[1740780076.172603]	Q_Header<(2621443, 23585, 257, 173, 250, 8, 58, 67, 23)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 67, 56, 85, 199, 253, 253, 253, 253, 253, 253, 203, 201, 174, 105, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2352272436387006, y=-0.9673979791576036, z=0.09374910384770216, w=-0.004516558388496067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.01888888888888889, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=-0.12)>	COMP<157>
[1740780076.1826441]	Q_Header<(2621443, 23586, 257, 173, 250, 8, 58, 68, 24)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 152, 90, 166, 253, 253, 253, 253, 253, 253, 243, 225, 253, 190, 134, 62, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23498699993667316, y=-0.9674750483107029, z=0.0935675508838753, w=-0.004272490907939512)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.012222222222222223, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.07, z=-0.18)>	COMP<160>
[1740780076.1925833]	Q_Header<(2621443, 23587, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 190, 152, 252, 253, 237, 253, 253, 253, 174, 226, 242, 253, 175, 132, 73, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.23498699993667316, y=-0.9674750483107029, z=0.0935675508838753, w=-0.004272490907939512)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.012222222222222223, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.07, z=-0.18)>	COMP<160>
