[1740780118.004233]	Q_Header<(2621443, 27768, 257, 173, 250, 8, 58, 0, 74)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 0, 27, 61, 113, 161, 147, 253, 253, 253, 253, 253, 253, 253, 253, 253, 203, 253, 197, 109, 185, 127, 104, 138, 159, 177, 253, 253, 244, 68, 194, 253, 253, 253, 111, 22, 0, 59, 119, 216, 49, 57, 23, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 183, 198, 95, 125, 63, 0, 0, 89, 175, 43, 0, 0, 57, 76, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12615938715580874, y=-0.9865090346392534, z=0.10418677981372304, w=0.005371081794732061)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.01, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.16, z=0.04)>	COMP<93>
[1740780118.5429635]	Q_Header<(2621443, 27822, 257, 173, 250, 8, 58, 54, 29)>	Q_Data<(0, 0, 23, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 34, 15, 32, 48, 85, 240, 253, 253, 253, 253, 253, 253, 147, 147, 65, 94, 61, 4, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12036215651724262, y=-0.987677696126785, z=0.09991523844762991, w=0.004760774953521767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=-0.06)>	COMP<95>
[1740780118.552926]	Q_Header<(2621443, 27823, 257, 173, 250, 8, 58, 55, 29)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 33, 22, 0, 42, 178, 253, 253, 253, 253, 253, 197, 253, 157, 153, 106, 54, 66, 35, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12036215651724262, y=-0.987677696126785, z=0.09991523844762991, w=0.004760774953521767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=-0.06)>	COMP<95>
[1740780118.5635908]	Q_Header<(2621443, 27824, 257, 173, 250, 8, 58, 56, 31)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 39, 46, 76, 253, 253, 253, 253, 253, 253, 189, 209, 186, 165, 139, 52, 64, 40, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12036215651724262, y=-0.987677696126785, z=0.09991523844762991, w=0.004760774953521767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=-0.06)>	COMP<95>
[1740780118.5728445]	Q_Header<(2621443, 27825, 257, 173, 250, 8, 58, 57, 28)>	Q_Data<(0, 0, 14, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 53, 88, 90, 140, 253, 253, 253, 253, 253, 226, 183, 144, 151, 141, 107, 60, 34, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12036215651724262, y=-0.987677696126785, z=0.09991523844762991, w=0.004760774953521767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=-0.06)>	COMP<95>
[1740780118.5859935]	Q_Header<(2621443, 27826, 257, 173, 250, 8, 58, 58, 28)>	Q_Data<(0, 0, 42, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 87, 111, 123, 212, 253, 253, 253, 253, 253, 210, 213, 121, 111, 121, 100, 79, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12035848100738634, y=-0.9876475353253173, z=0.10021735588951743, w=0.00476062957331447)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.0022222222222222222, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=0.04)>	COMP<95>
[1740780118.6010673]	Q_Header<(2621443, 27827, 257, 173, 250, 8, 58, 59, 25)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 108, 76, 158, 253, 253, 253, 253, 253, 253, 229, 238, 113, 141, 161, 143, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12035848100738634, y=-0.9876475353253173, z=0.10021735588951743, w=0.00476062957331447)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.0022222222222222222, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=0.04)>	COMP<95>
[1740780118.6037152]	Q_Header<(2621443, 27828, 257, 173, 250, 8, 58, 60, 28)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 117, 120, 210, 253, 253, 251, 253, 253, 250, 158, 188, 111, 91, 140, 114, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12035848100738634, y=-0.9876475353253173, z=0.10021735588951743, w=0.00476062957331447)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.0022222222222222222, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=0.04)>	COMP<95>
[1740780118.6143272]	Q_Header<(2621443, 27829, 257, 173, 250, 8, 58, 61, 29)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 141, 181, 231, 214, 246, 253, 253, 253, 216, 138, 94, 163, 109, 101, 47, 25, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1203590569158999, y=-0.9875912271583045, z=0.10076714146457949, w=0.004821686357178546)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.012222222222222223, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.09, z=0.02)>	COMP<94>
[1740780118.6242301]	Q_Header<(2621443, 27830, 257, 173, 250, 8, 58, 62, 26)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 199, 217, 209, 240, 253, 241, 253, 253, 232, 148, 206, 200, 75, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1203590569158999, y=-0.9875912271583045, z=0.10076714146457949, w=0.004821686357178546)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.012222222222222223, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.09, z=0.02)>	COMP<94>
[1740780118.6329448]	Q_Header<(2621443, 27831, 257, 173, 250, 8, 58, 63, 23)>	Q_Data<(0, 0, 63, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 230, 250, 253, 253, 253, 253, 253, 253, 253, 133, 186, 197, 82, 55, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1203590569158999, y=-0.9875912271583045, z=0.10076714146457949, w=0.004821686357178546)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.012222222222222223, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.09, z=0.02)>	COMP<94>
[1740780118.6430087]	Q_Header<(2621443, 27832, 257, 173, 250, 8, 58, 64, 27)>	Q_Data<(0, 0, 53, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 242, 253, 253, 253, 244, 211, 253, 253, 211, 211, 175, 146, 99, 76, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12042041681719665, y=-0.9875328657385919, z=0.10125568753154042, w=0.005004801915362456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.01888888888888889, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=-0.15)>	COMP<94>
[1740780118.6529148]	Q_Header<(2621443, 27833, 257, 173, 250, 8, 58, 65, 25)>	Q_Data<(0, 0, 30, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 253, 253, 253, 253, 253, 198, 168, 179, 125, 220, 215, 72, 60, 52, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12042041681719665, y=-0.9875328657385919, z=0.10125568753154042, w=0.005004801915362456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.01888888888888889, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=-0.15)>	COMP<94>
[1740780118.6628966]	Q_Header<(2621443, 27834, 257, 173, 250, 8, 58, 66, 22)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250, 253, 253, 253, 253, 253, 253, 78, 98, 99, 158, 171, 72, 48, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12042041681719665, y=-0.9875328657385919, z=0.10125568753154042, w=0.005004801915362456)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.01888888888888889, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.1, z=-0.15)>	COMP<94>
[1740780118.6735961]	Q_Header<(2621443, 27835, 257, 173, 250, 8, 58, 67, 29)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 246, 231, 106, 99, 66, 42, 79, 57, 38, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12048245297636319, y=-0.9874800439232928, z=0.10168377237012212, w=0.00524898224719718)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.02, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.08, z=-0.06)>	COMP<92>
[1740780118.6829135]	Q_Header<(2621443, 27836, 257, 173, 250, 8, 58, 68, 22)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 253, 253, 253, 253, 228, 156, 104, 71, 13, 56, 40, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12048245297636319, y=-0.9874800439232928, z=0.10168377237012212, w=0.00524898224719718)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.02, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.08, z=-0.06)>	COMP<92>
[1740780118.6929102]	Q_Header<(2621443, 27837, 257, 173, 250, 8, 58, 69, 22)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 158, 64, 85, 24, 43, 55, 45, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12048245297636319, y=-0.9874800439232928, z=0.10168377237012212, w=0.00524898224719718)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.02, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.08, z=-0.06)>	COMP<92>
[1740780118.7028968]	Q_Header<(2621443, 27838, 257, 173, 250, 8, 58, 70, 22)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 88, 31, 62, 17, 26, 35, 42, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.12048245297636319, y=-0.9874800439232928, z=0.10168377237012212, w=0.00524898224719718)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.02, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.08, z=-0.06)>	COMP<92>
