[1740780055.502584]	Q_Header<(2621443, 21518, 257, 173, 250, 8, 58, 0, 56)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 183, 253, 169, 253, 253, 217, 253, 253, 253, 253, 100, 135, 253, 253, 253, 111, 15, 54, 0, 0, 0, 15, 31, 115, 214, 253, 229, 113, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 41, 105, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27753158346839946, y=-0.9558878664391035, z=0.09594890020064305, w=-0.0069581263504283125)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.02666666666666667, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.09, z=-0.31)>	COMP<165>
[1740780056.0728588]	Q_Header<(2621443, 21575, 257, 173, 250, 8, 58, 57, 53)>	Q_Data<(0, 0, 38, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 0, 0, 0, 0, 16, 31, 45, 35, 69, 87, 104, 102, 253, 238, 253, 253, 253, 233, 253, 148, 141, 178, 240, 253, 165, 253, 253, 253, 253, 210, 136, 186, 253, 253, 253, 217, 119, 159, 40, 43, 31, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2831982314450767, y=-0.9548785196030659, z=0.089231856545841, w=-0.006591682973290579)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.027777777777777776, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.13, z=0.04)>	COMP<171>
[1740780056.0826497]	Q_Header<(2621443, 21576, 257, 173, 250, 8, 58, 58, 47)>	Q_Data<(0, 0, 53, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 11, 0, 0, 0, 0, 35, 50, 84, 119, 150, 157, 140, 253, 253, 253, 253, 144, 253, 253, 207, 151, 253, 249, 253, 136, 253, 253, 253, 253, 253, 141, 98, 190, 236, 115, 85, 69, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2838059917910955, y=-0.9546257027106505, z=0.09002448126706793, w=-0.00628645530203932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=0.03, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.12, z=-0.04)>	COMP<166>
[1740780056.0925395]	Q_Header<(2621443, 21577, 257, 173, 250, 8, 58, 59, 48)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 20, 19, 10, 0, 0, 3, 30, 29, 80, 112, 142, 188, 253, 206, 253, 192, 253, 253, 253, 253, 253, 68, 253, 245, 248, 75, 253, 253, 253, 253, 253, 179, 36, 125, 91, 12, 0, 28, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2838059917910955, y=-0.9546257027106505, z=0.09002448126706793, w=-0.00628645530203932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=0.03, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.12, z=-0.04)>	COMP<166>
[1740780056.1025286]	Q_Header<(2621443, 21578, 257, 173, 250, 8, 58, 60, 46)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 30, 20, 11, 0, 0, 0, 17, 81, 124, 93, 107, 202, 253, 253, 123, 209, 253, 253, 253, 253, 253, 164, 194, 201, 204, 64, 219, 245, 253, 253, 253, 175, 70, 179, 85, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2838059917910955, y=-0.9546257027106505, z=0.09002448126706793, w=-0.00628645530203932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=0.03, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.12, z=-0.04)>	COMP<166>
[1740780056.1138763]	Q_Header<(2621443, 21579, 257, 173, 250, 8, 58, 61, 48)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 30, 16, 0, 0, 0, 18, 80, 152, 253, 253, 150, 253, 253, 253, 207, 236, 253, 252, 202, 253, 253, 206, 91, 133, 131, 63, 101, 193, 195, 165, 242, 124, 42, 138, 38, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2844899980965256, y=-0.9543018923491048, z=0.09131024182630386, w=-0.0059815532747177665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05333333333333334, y=0.027777777777777776, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=0.02)>	COMP<169>
[1740780056.1236298]	Q_Header<(2621443, 21580, 257, 173, 250, 8, 58, 62, 46)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 0, 12, 11, 0, 52, 145, 235, 253, 253, 247, 253, 253, 253, 209, 192, 244, 168, 109, 196, 253, 186, 43, 55, 38, 20, 60, 62, 140, 105, 165, 45, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2844899980965256, y=-0.9543018923491048, z=0.09131024182630386, w=-0.0059815532747177665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05333333333333334, y=0.027777777777777776, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=0.02)>	COMP<169>
[1740780056.1333096]	Q_Header<(2621443, 21581, 257, 173, 250, 8, 58, 63, 39)>	Q_Data<(0, 0, 62, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 9, 3, 0, 11, 75, 214, 253, 253, 253, 253, 253, 253, 253, 190, 202, 128, 95, 34, 117, 192, 119, 49, 0, 0, 0, 34, 119, 189, 116, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2844899980965256, y=-0.9543018923491048, z=0.09131024182630386, w=-0.0059815532747177665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05333333333333334, y=0.027777777777777776, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=0.02)>	COMP<169>
[1740780056.14267]	Q_Header<(2621443, 21582, 257, 173, 250, 8, 58, 64, 34)>	Q_Data<(0, 0, 59, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 66, 253, 253, 253, 253, 253, 253, 253, 216, 156, 168, 97, 34, 21, 33, 69, 28, 0, 0, 0, 0, 0, 87, 112, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28485106042376274, y=-0.9541015162940345, z=0.09228515178074335, w=-0.005798339562943531)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06, y=0.027777777777777776, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=-0.13)>	COMP<169>
[1740780056.153872]	Q_Header<(2621443, 21583, 257, 173, 250, 8, 58, 65, 36)>	Q_Data<(0, 0, 39, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 2, 50, 127, 253, 253, 253, 253, 253, 253, 168, 124, 75, 85, 57, 12, 9, 47, 69, 34, 0, 0, 0, 0, 0, 21, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28485106042376274, y=-0.9541015162940345, z=0.09228515178074335, w=-0.005798339562943531)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06, y=0.027777777777777776, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=-0.13)>	COMP<169>
[1740780056.1625028]	Q_Header<(2621443, 21584, 257, 173, 250, 8, 58, 66, 34)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 35, 51, 201, 253, 253, 253, 253, 253, 253, 156, 96, 40, 95, 63, 30, 0, 29, 56, 0, 0, 0, 0, 0, 0, 26, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28485106042376274, y=-0.9541015162940345, z=0.09228515178074335, w=-0.005798339562943531)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06, y=0.027777777777777776, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=-0.13)>	COMP<169>
[1740780056.1724641]	Q_Header<(2621443, 21585, 257, 173, 250, 8, 58, 67, 29)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 7, 0, 51, 43, 244, 253, 253, 253, 253, 253, 253, 196, 99, 63, 96, 72, 31, 0, 12, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28485106042376274, y=-0.9541015162940345, z=0.09228515178074335, w=-0.005798339562943531)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06, y=0.027777777777777776, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=-0.13)>	COMP<169>
[1740780056.1825187]	Q_Header<(2621443, 21586, 257, 173, 250, 8, 58, 68, 28)>	Q_Data<(0, 0, 4, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 16, 0, 43, 151, 253, 253, 253, 253, 253, 253, 253, 205, 124, 80, 74, 78, 23, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2850995380672388, y=-0.953932922383403, z=0.09326313298367392, w=-0.0056763556069906245)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06333333333333334, y=0.027777777777777776, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.12)>	COMP<167>
[1740780056.1924844]	Q_Header<(2621443, 21587, 257, 173, 250, 8, 58, 69, 30)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 16, 25, 0, 126, 253, 253, 253, 251, 253, 253, 220, 214, 208, 136, 87, 40, 65, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2850995380672388, y=-0.953932922383403, z=0.09326313298367392, w=-0.0056763556069906245)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06333333333333334, y=0.027777777777777776, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.12)>	COMP<167>
[1740780056.2030373]	Q_Header<(2621443, 21588, 257, 173, 250, 8, 58, 70, 30)>	Q_Data<(0, 0, 69, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 15, 41, 199, 253, 253, 253, 247, 253, 253, 154, 193, 174, 118, 80, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2850995380672388, y=-0.953932922383403, z=0.09326313298367392, w=-0.0056763556069906245)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06333333333333334, y=0.027777777777777776, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.12)>	COMP<167>
[1740780056.212486]	Q_Header<(2621443, 21589, 257, 173, 250, 8, 58, 71, 24)>	Q_Data<(0, 0, 58, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 24, 119, 253, 253, 253, 253, 253, 253, 253, 127, 143, 109, 74, 62, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2852186802515501, y=-0.953801052063123, z=0.09423874220166775, w=-0.005737332750619669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.058888888888888886, y=0.015555555555555555, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.13, z=-0.14)>	COMP<167>
[1740780056.22245]	Q_Header<(2621443, 21590, 257, 173, 250, 8, 58, 72, 28)>	Q_Data<(0, 0, 60, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 41, 31, 182, 253, 253, 220, 253, 253, 179, 246, 147, 94, 75, 77, 62, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2852186802515501, y=-0.953801052063123, z=0.09423874220166775, w=-0.005737332750619669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.058888888888888886, y=0.015555555555555555, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.13, z=-0.14)>	COMP<167>
[1740780056.2324283]	Q_Header<(2621443, 21591, 257, 173, 250, 8, 58, 73, 27)>	Q_Data<(0, 0, 75, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 64, 46, 210, 253, 253, 253, 253, 85, 232, 217, 176, 68, 103, 78, 50, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2852186802515501, y=-0.953801052063123, z=0.09423874220166775, w=-0.005737332750619669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.058888888888888886, y=0.015555555555555555, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.13, z=-0.14)>	COMP<167>
