[1740780597.9663956]	Q_Header<(2621443, 10232, 257, 173, 250, 8, 58, 0, 16)>	Q_Data<(0, 0, 0, 0, 81, 83, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 41, 33, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47349561162120657, y=-0.8764368371849093, z=0.08593475395239222, w=-0.016601032013530314)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.02, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.14, z=0.09)>	COMP<148>
[1740780598.466547]	Q_Header<(2621443, 10283, 257, 173, 250, 8, 58, 51, 60)>	Q_Data<(0, 0, 55, 0, 0, 34, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 34, 16, 7, 0, 35, 63, 95, 120, 105, 75, 47, 49, 20, 48, 32, 0, 19, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 81, 96, 70, 94, 74, 129, 0, 239, 253, 27, 253, 253, 253, 253, 253, 95, 64, 233, 111, 126, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47350681829619046, y=-0.8763355113555945, z=0.08660816900777188, w=-0.018066256537209637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.013333333333333334, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.05, z=0.0)>	COMP<147>
[1740780598.4766603]	Q_Header<(2621443, 10284, 257, 173, 250, 8, 58, 52, 56)>	Q_Data<(0, 0, 57, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 7, 24, 7, 0, 0, 0, 21, 49, 75, 47, 0, 10, 20, 0, 0, 0, 0, 21, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 172, 63, 181, 253, 253, 253, 218, 145, 89, 253, 253, 251, 193, 203, 188, 59, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4735027401632432, y=-0.876327963813334, z=0.086668457209565, w=-0.018249203313845025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.011111111111111112, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.06)>	COMP<147>
[1740780598.4865582]	Q_Header<(2621443, 10285, 257, 173, 250, 8, 58, 53, 49)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 23, 0, 0, 0, 0, 0, 4, 23, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 77, 0, 106, 218, 253, 253, 153, 103, 80, 253, 253, 253, 253, 253, 253, 216, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4735027401632432, y=-0.876327963813334, z=0.086668457209565, w=-0.018249203313845025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.011111111111111112, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.06)>	COMP<147>
[1740780598.496418]	Q_Header<(2621443, 10286, 257, 173, 250, 8, 58, 54, 32)>	Q_Data<(0, 0, 21, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 23, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 225, 214, 0, 130, 126, 253, 253, 253, 253, 253, 253, 253, 138, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4735027401632432, y=-0.876327963813334, z=0.086668457209565, w=-0.018249203313845025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.011111111111111112, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.06)>	COMP<147>
[1740780598.5064306]	Q_Header<(2621443, 10287, 257, 173, 250, 8, 58, 55, 29)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 141, 169, 253, 253, 253, 253, 253, 253, 253, 110, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4735027401632432, y=-0.876327963813334, z=0.086668457209565, w=-0.018249203313845025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.011111111111111112, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.06)>	COMP<147>
[1740780598.5165386]	Q_Header<(2621443, 10288, 257, 173, 250, 8, 58, 56, 34)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 102, 253, 253, 253, 253, 253, 253, 253, 112, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4735022118834012, y=-0.8763269861074857, z=0.08666836051487879, w=-0.01831021701018566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=0.05)>	COMP<143>
[1740780598.5264778]	Q_Header<(2621443, 10289, 257, 173, 250, 8, 58, 57, 36)>	Q_Data<(0, 0, 26, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 225, 86, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4735022118834012, y=-0.8763269861074857, z=0.08666836051487879, w=-0.01831021701018566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=0.05)>	COMP<143>
[1740780598.536561]	Q_Header<(2621443, 10290, 257, 173, 250, 8, 58, 58, 30)>	Q_Data<(0, 0, 67, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 253, 253, 253, 232, 253, 253, 233, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4735022118834012, y=-0.8763269861074857, z=0.08666836051487879, w=-0.01831021701018566)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=0.05)>	COMP<143>
[1740780598.546515]	Q_Header<(2621443, 10291, 257, 173, 250, 8, 58, 59, 29)>	Q_Data<(0, 0, 74, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 27, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 253, 165, 189, 253, 253, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47349864449736545, y=-0.8763203838222704, z=0.08672874114858937, w=-0.018432146253957768)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.006666666666666667, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.11, z=0.09)>	COMP<137>
[1740780598.5565748]	Q_Header<(2621443, 10292, 257, 173, 250, 8, 58, 60, 49)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 71, 0, 0, 0, 0, 0, 106, 110, 0, 0, 0, 101, 85, 0, 103, 253, 253, 253, 253, 253, 253, 129, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47349864449736545, y=-0.8763203838222704, z=0.08672874114858937, w=-0.018432146253957768)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.006666666666666667, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.11, z=0.09)>	COMP<137>
[1740780598.5665562]	Q_Header<(2621443, 10293, 257, 173, 250, 8, 58, 61, 58)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 29, 50, 71, 0, 11, 61, 122, 171, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 46, 144, 207, 129, 0, 0, 30, 164, 253, 253, 136, 0, 159, 179, 130, 58, 176, 253, 253, 253, 253, 253, 253, 128, 162, 240, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47349864449736545, y=-0.8763203838222704, z=0.08672874114858937, w=-0.018432146253957768)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.006666666666666667, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.11, z=0.09)>	COMP<137>
[1740780598.577771]	Q_Header<(2621443, 10294, 257, 173, 250, 8, 58, 62, 56)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 47, 38, 88, 122, 118, 163, 209, 249, 253, 203, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 227, 253, 253, 219, 0, 0, 168, 253, 253, 253, 227, 40, 201, 161, 160, 138, 182, 253, 253, 253, 253, 253, 253, 51, 235, 253, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4734487854810444, y=-0.8763410676726615, z=0.08679182325048924, w=-0.018432581309175636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.013333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.13, z=-0.05)>	COMP<137>
[1740780598.5880952]	Q_Header<(2621443, 10295, 257, 173, 250, 8, 58, 63, 67)>	Q_Data<(0, 0, 61, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 43, 114, 147, 154, 164, 233, 215, 253, 253, 253, 253, 229, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 253, 253, 253, 239, 0, 0, 253, 253, 253, 253, 238, 0, 132, 108, 208, 160, 108, 253, 253, 253, 253, 253, 146, 0, 209, 221, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4734487854810444, y=-0.8763410676726615, z=0.08679182325048924, w=-0.018432581309175636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.013333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.13, z=-0.05)>	COMP<137>
[1740780598.5966516]	Q_Header<(2621443, 10296, 257, 173, 250, 8, 58, 64, 66)>	Q_Data<(0, 0, 69, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 16, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 45, 90, 200, 253, 253, 246, 253, 253, 253, 253, 253, 253, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 253, 253, 253, 193, 58, 44, 253, 253, 253, 253, 220, 0, 0, 124, 189, 100, 74, 253, 253, 253, 253, 159, 0, 0, 81, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4734487854810444, y=-0.8763410676726615, z=0.08679182325048924, w=-0.018432581309175636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.013333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.13, z=-0.05)>	COMP<137>
[1740780598.6066246]	Q_Header<(2621443, 10297, 257, 173, 250, 8, 58, 65, 72)>	Q_Data<(0, 0, 56, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 24, 0, 0, 0, 0, 0, 0, 26, 32, 0, 0, 9, 38, 25, 0, 34, 56, 118, 253, 253, 253, 253, 253, 230, 253, 253, 253, 249, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 253, 253, 253, 80, 0, 63, 245, 253, 253, 253, 204, 38, 0, 0, 83, 0, 0, 200, 253, 253, 253, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4734487854810444, y=-0.8763410676726615, z=0.08679182325048924, w=-0.018432581309175636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.013333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.13, z=-0.05)>	COMP<137>
[1740780598.616687]	Q_Header<(2621443, 10298, 257, 173, 250, 8, 58, 66, 63)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 69, 114, 39, 33, 0, 23, 0, 0, 14, 0, 0, 138, 231, 253, 253, 253, 253, 160, 253, 253, 253, 204, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 253, 253, 253, 249, 116, 90, 152, 241, 253, 253, 128, 0, 0, 0, 0, 0, 0, 0, 151, 246, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4734448277266076, y=-0.876333741974814, z=0.08691316677616208, w=-0.01831035816913527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.014444444444444444, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=0.02)>	COMP<141>
[1740780598.6265903]	Q_Header<(2621443, 10299, 257, 173, 250, 8, 58, 67, 62)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 23, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 118, 198, 33, 123, 98, 80, 58, 122, 81, 116, 149, 209, 253, 193, 253, 253, 253, 199, 253, 243, 247, 117, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 253, 253, 253, 253, 223, 149, 0, 93, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 45, 165, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4734448277266076, y=-0.876333741974814, z=0.08691316677616208, w=-0.01831035816913527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.014444444444444444, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=0.02)>	COMP<141>
