[1740780407.9649992]	Q_Header<(2621443, 56768, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 0, 79, 82, 83, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 29, 38, 23, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5228178475259885, y=-0.8478242727041216, z=0.0831894380315109, w=-0.030578069298449712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0022222222222222222, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.15, z=-0.11)>	COMP<118>
[1740780408.4950602]	Q_Header<(2621443, 56821, 257, 173, 250, 8, 58, 53, 34)>	Q_Data<(0, 0, 61, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 34, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 41, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 253, 253, 253, 253, 253, 253, 253, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5353314432807061, y=-0.8401975428345912, z=0.08013797571856882, w=-0.03265332597824396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.021111111111111112, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.18, z=0.04)>	COMP<119>
[1740780408.5051515]	Q_Header<(2621443, 56822, 257, 173, 250, 8, 58, 54, 53)>	Q_Data<(0, 0, 60, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 14, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 54, 0, 30, 48, 44, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 108, 97, 0, 0, 40, 158, 126, 65, 202, 240, 91, 253, 253, 253, 253, 253, 238, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5353314432807061, y=-0.8401975428345912, z=0.08013797571856882, w=-0.03265332597824396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.021111111111111112, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.18, z=0.04)>	COMP<119>
[1740780408.5152824]	Q_Header<(2621443, 56823, 257, 173, 250, 8, 58, 55, 61)>	Q_Data<(0, 0, 40, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 59, 0, 24, 0, 73, 53, 109, 175, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 253, 226, 0, 0, 0, 91, 253, 240, 0, 0, 89, 253, 239, 208, 253, 229, 189, 253, 253, 253, 253, 253, 172, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5361294831146549, y=-0.8397164650149616, z=0.07989452338309236, w=-0.032531536259120114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.0044444444444444444, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.18, z=0.01)>	COMP<123>
[1740780408.5260346]	Q_Header<(2621443, 56824, 257, 173, 250, 8, 58, 56, 63)>	Q_Data<(0, 0, 50, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 20, 0, 0, 21, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 68, 55, 69, 111, 88, 110, 213, 251, 190, 253, 155, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 98, 161, 253, 253, 133, 0, 0, 161, 253, 253, 0, 0, 118, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 222, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5361294831146549, y=-0.8397164650149616, z=0.07989452338309236, w=-0.032531536259120114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.0044444444444444444, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.18, z=0.01)>	COMP<123>
[1740780408.535438]	Q_Header<(2621443, 56825, 257, 173, 250, 8, 58, 57, 69)>	Q_Data<(0, 0, 44, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 62, 71, 107, 128, 237, 231, 215, 253, 253, 253, 253, 181, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 202, 161, 253, 253, 205, 0, 99, 198, 253, 253, 0, 0, 122, 253, 253, 239, 253, 253, 253, 253, 253, 253, 253, 71, 229, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5361294831146549, y=-0.8397164650149616, z=0.07989452338309236, w=-0.032531536259120114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.0044444444444444444, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.18, z=0.01)>	COMP<123>
[1740780408.5454602]	Q_Header<(2621443, 56826, 257, 173, 250, 8, 58, 58, 73)>	Q_Data<(0, 0, 43, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 15, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 0, 0, 0, 16, 0, 0, 0, 0, 0, 28, 23, 0, 0, 62, 66, 0, 63, 161, 194, 64, 253, 253, 253, 253, 253, 253, 253, 243, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 229, 215, 253, 253, 210, 98, 186, 253, 253, 253, 161, 0, 82, 221, 188, 155, 144, 187, 253, 253, 253, 212, 94, 0, 134, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5368514260537847, y=-0.839272846710504, z=0.07983193102300482, w=-0.03222573362396525)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0, z=-0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=0.04)>	COMP<120>
[1740780408.5571082]	Q_Header<(2621443, 56827, 257, 173, 250, 8, 58, 59, 73)>	Q_Data<(0, 0, 73, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 19, 0, 26, 30, 0, 0, 0, 0, 0, 0, 0, 64, 97, 60, 42, 0, 39, 81, 75, 59, 82, 247, 253, 253, 253, 253, 253, 253, 253, 253, 253, 185, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 214, 253, 253, 253, 182, 75, 193, 234, 253, 253, 164, 0, 0, 110, 44, 51, 0, 109, 208, 79, 164, 55, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5368514260537847, y=-0.839272846710504, z=0.07983193102300482, w=-0.03222573362396525)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0, z=-0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=0.04)>	COMP<120>
[1740780408.5651934]	Q_Header<(2621443, 56828, 257, 173, 250, 8, 58, 60, 68)>	Q_Data<(0, 0, 72, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 41, 26, 0, 17, 0, 0, 0, 0, 0, 3, 62, 118, 159, 77, 0, 0, 41, 41, 45, 77, 64, 253, 253, 253, 253, 253, 253, 203, 253, 253, 253, 168, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 234, 253, 253, 253, 0, 0, 123, 110, 106, 253, 106, 10, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5368514260537847, y=-0.839272846710504, z=0.07983193102300482, w=-0.03222573362396525)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0, z=-0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=0.04)>	COMP<120>
[1740780408.5761337]	Q_Header<(2621443, 56829, 257, 173, 250, 8, 58, 61, 60)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 22, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 39, 28, 0, 0, 0, 0, 0, 19, 38, 26, 125, 167, 125, 160, 69, 53, 87, 159, 172, 47, 201, 253, 253, 253, 253, 253, 253, 97, 172, 253, 155, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 176, 96, 63, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5377121137066859, y=-0.8387332425150145, z=0.07983285411218446, w=-0.03192093478644684)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0033333333333333335, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.14, z=-0.05)>	COMP<120>
[1740780408.586442]	Q_Header<(2621443, 56830, 257, 173, 250, 8, 58, 62, 59)>	Q_Data<(0, 0, 51, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 26, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 27, 0, 22, 0, 6, 0, 0, 67, 61, 0, 158, 231, 241, 253, 210, 142, 201, 253, 253, 253, 253, 166, 253, 253, 253, 190, 167, 162, 138, 146, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 253, 253, 93, 175, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5377121137066859, y=-0.8387332425150145, z=0.07983285411218446, w=-0.03192093478644684)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0033333333333333335, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.14, z=-0.05)>	COMP<120>
[1740780408.5953176]	Q_Header<(2621443, 56831, 257, 173, 250, 8, 58, 63, 51)>	Q_Data<(0, 0, 57, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 28, 18, 18, 0, 20, 3, 0, 0, 32, 84, 37, 104, 127, 253, 253, 253, 253, 239, 253, 253, 253, 253, 253, 253, 253, 253, 253, 103, 89, 111, 99, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 253, 253, 0, 141, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5377121137066859, y=-0.8387332425150145, z=0.07983285411218446, w=-0.03192093478644684)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0033333333333333335, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.14, z=-0.05)>	COMP<120>
[1740780408.6051095]	Q_Header<(2621443, 56832, 257, 173, 250, 8, 58, 64, 45)>	Q_Data<(0, 0, 51, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 26, 0, 25, 22, 0, 0, 0, 72, 194, 239, 147, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 221, 113, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 189, 41, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5377121137066859, y=-0.8387332425150145, z=0.07983285411218446, w=-0.03192093478644684)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0033333333333333335, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.14, z=-0.05)>	COMP<120>
[1740780408.6151345]	Q_Header<(2621443, 56833, 257, 173, 250, 8, 58, 65, 36)>	Q_Data<(0, 0, 52, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 0, 0, 27, 2, 0, 0, 115, 253, 253, 253, 223, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 124, 237, 228, 172, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5383427188321741, y=-0.8383375559138222, z=0.0798358589832748, w=-0.03167798991767555)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0077777777777777776, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.16, z=-0.05)>	COMP<121>
[1740780408.625046]	Q_Header<(2621443, 56834, 257, 173, 250, 8, 58, 66, 34)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 19, 10, 0, 0, 0, 0, 51, 227, 253, 253, 253, 253, 220, 253, 253, 253, 248, 253, 253, 253, 253, 253, 253, 253, 138, 253, 172, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5383427188321741, y=-0.8383375559138222, z=0.0798358589832748, w=-0.03167798991767555)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0077777777777777776, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.16, z=-0.05)>	COMP<121>
[1740780408.6351037]	Q_Header<(2621443, 56835, 257, 173, 250, 8, 58, 67, 35)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 26, 0, 0, 0, 32, 111, 253, 253, 253, 253, 253, 194, 253, 253, 253, 253, 245, 253, 253, 253, 253, 253, 226, 131, 248, 132, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5383427188321741, y=-0.8383375559138222, z=0.0798358589832748, w=-0.03167798991767555)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0077777777777777776, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.16, z=-0.05)>	COMP<121>
[1740780408.6451871]	Q_Header<(2621443, 56836, 257, 173, 250, 8, 58, 68, 46)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 19, 23, 0, 22, 0, 31, 38, 105, 251, 253, 253, 253, 253, 253, 217, 210, 253, 214, 253, 244, 250, 157, 253, 253, 226, 97, 0, 146, 55, 14, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5388979426167019, y=-0.8379805022295503, z=0.07995880675363908, w=-0.031373150130817165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.13, z=-0.14)>	COMP<123>
[1740780408.655069]	Q_Header<(2621443, 56837, 257, 173, 250, 8, 58, 69, 38)>	Q_Data<(0, 0, 54, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 24, 0, 65, 80, 170, 253, 253, 253, 218, 253, 253, 223, 223, 253, 235, 204, 191, 158, 121, 253, 253, 193, 76, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5388979426167019, y=-0.8379805022295503, z=0.07995880675363908, w=-0.031373150130817165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.13, z=-0.14)>	COMP<123>
