[1740780447.965278]	Q_Header<(2621443, 60768, 257, 173, 250, 8, 58, 0, 22)>	Q_Data<(0, 0, 63, 62, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 0, 0, 0, 0, 14, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7663610747506174, y=-0.6358672886868376, z=0.07116733140802962, w=-0.05743435579327262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=0.0022222222222222222, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.04)>	COMP<169>
[1740780448.6054564]	Q_Header<(2621443, 60832, 257, 173, 250, 8, 58, 64, 60)>	Q_Data<(0, 0, 57, 0, 0, 66, 87, 89, 83, 0, 0, 0, 0, 0, 0, 0, 49, 90, 137, 117, 93, 46, 91, 68, 48, 98, 94, 104, 112, 103, 75, 82, 72, 93, 76, 33, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 170, 105, 190, 226, 123, 253, 253, 119, 159, 140, 253, 253, 253, 253, 253, 253, 253, 225, 137, 0, 237, 253, 253, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7595756746631929, y=-0.6437930266249384, z=0.0731194582761354, w=-0.05682321840991825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.027777777777777776, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.11, z=0.13)>	COMP<172>
[1740780448.6155152]	Q_Header<(2621443, 60833, 257, 173, 250, 8, 58, 65, 57)>	Q_Data<(0, 0, 66, 0, 43, 0, 60, 89, 70, 0, 0, 0, 0, 0, 0, 0, 8, 52, 65, 35, 54, 19, 40, 19, 23, 75, 81, 127, 109, 83, 86, 67, 21, 77, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 70, 0, 109, 160, 65, 253, 219, 69, 153, 142, 253, 253, 253, 253, 253, 253, 253, 144, 80, 0, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7589506609146421, y=-0.6445129858671991, z=0.07336217888374748, w=-0.05670005339683977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.021111111111111112, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=0.05)>	COMP<172>
[1740780448.6254632]	Q_Header<(2621443, 60834, 257, 173, 250, 8, 58, 66, 55)>	Q_Data<(0, 0, 20, 0, 62, 0, 8, 74, 0, 0, 0, 0, 0, 0, 0, 0, 9, 38, 39, 29, 12, 0, 17, 0, 27, 42, 59, 100, 82, 48, 62, 34, 4, 40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 51, 0, 112, 120, 0, 87, 97, 231, 243, 213, 253, 253, 253, 253, 253, 253, 200, 253, 253, 71, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7589506609146421, y=-0.6445129858671991, z=0.07336217888374748, w=-0.05670005339683977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.021111111111111112, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=0.05)>	COMP<172>
[1740780448.6354973]	Q_Header<(2621443, 60835, 257, 173, 250, 8, 58, 67, 54)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 30, 32, 27, 0, 0, 20, 0, 0, 0, 22, 53, 35, 0, 19, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 57, 0, 0, 0, 89, 81, 110, 243, 253, 253, 253, 253, 253, 248, 253, 253, 253, 253, 141, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7589506609146421, y=-0.6445129858671991, z=0.07336217888374748, w=-0.05670005339683977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.021111111111111112, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=0.05)>	COMP<172>
[1740780448.6454926]	Q_Header<(2621443, 60836, 257, 173, 250, 8, 58, 68, 40)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 23, 22, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 99, 241, 253, 253, 245, 253, 204, 253, 253, 253, 253, 253, 202, 226, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7582499899423246, y=-0.6453334253932381, z=0.07348732092816218, w=-0.05658035423621789)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.016666666666666666, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=0.07)>	COMP<168>
[1740780448.6553478]	Q_Header<(2621443, 60837, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 14, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 103, 193, 137, 227, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7582499899423246, y=-0.6453334253932381, z=0.07348732092816218, w=-0.05658035423621789)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.016666666666666666, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=0.07)>	COMP<168>
[1740780448.6652856]	Q_Header<(2621443, 60838, 257, 173, 250, 8, 58, 70, 23)>	Q_Data<(0, 0, 69, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 225, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7582499899423246, y=-0.6453334253932381, z=0.07348732092816218, w=-0.05658035423621789)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.016666666666666666, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=0.07)>	COMP<168>
[1740780448.6754282]	Q_Header<(2621443, 60839, 257, 173, 250, 8, 58, 71, 24)>	Q_Data<(0, 0, 8, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 98, 239, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7575599000859178, y=-0.6461719837423148, z=0.07342447307471471, w=-0.05633482015624412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.013333333333333334, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=0.02)>	COMP<167>
[1740780448.685338]	Q_Header<(2621443, 60840, 257, 173, 250, 8, 58, 72, 29)>	Q_Data<(0, 0, 36, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 253, 253, 253, 253, 253, 197, 253, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7575599000859178, y=-0.6461719837423148, z=0.07342447307471471, w=-0.05633482015624412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.013333333333333334, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=0.02)>	COMP<167>
[1740780448.6953976]	Q_Header<(2621443, 60841, 257, 173, 250, 8, 58, 73, 34)>	Q_Data<(0, 0, 51, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 201, 253, 253, 253, 53, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7575599000859178, y=-0.6461719837423148, z=0.07342447307471471, w=-0.05633482015624412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.013333333333333334, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=0.02)>	COMP<167>
[1740780448.7054024]	Q_Header<(2621443, 60842, 257, 173, 250, 8, 58, 74, 31)>	Q_Data<(0, 0, 61, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 29, 0, 133, 253, 253, 253, 253, 124, 253, 253, 253, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7575599000859178, y=-0.6461719837423148, z=0.07342447307471471, w=-0.05633482015624412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.013333333333333334, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.12, z=0.02)>	COMP<167>
[1740780448.7153332]	Q_Header<(2621443, 60843, 257, 173, 250, 8, 58, 75, 45)>	Q_Data<(0, 0, 64, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 40, 0, 24, 0, 64, 145, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 216, 176, 0, 0, 0, 0, 181, 81, 93, 24, 0, 0, 137, 128, 253, 253, 253, 253, 253, 253, 253, 253, 253, 250, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7566152692265399, y=-0.6473589500981511, z=0.07293927450191313, w=-0.05603201170941946)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=0.0022222222222222222, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=-0.13)>	COMP<167>
[1740780448.7254608]	Q_Header<(2621443, 60844, 257, 173, 250, 8, 58, 76, 60)>	Q_Data<(0, 0, 70, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 30, 5, 17, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 56, 23, 86, 100, 57, 110, 147, 253, 253, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 187, 253, 253, 212, 165, 0, 0, 253, 181, 230, 120, 0, 0, 0, 211, 253, 253, 253, 253, 253, 253, 253, 253, 211, 253, 198, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7566152692265399, y=-0.6473589500981511, z=0.07293927450191313, w=-0.05603201170941946)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=0.0022222222222222222, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=-0.13)>	COMP<167>
[1740780448.735626]	Q_Header<(2621443, 60845, 257, 173, 250, 8, 58, 77, 63)>	Q_Data<(0, 0, 76, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 23, 0, 0, 0, 0, 0, 0, 0, 13, 41, 9, 22, 0, 0, 0, 0, 0, 0, 0, 91, 22, 136, 239, 253, 245, 118, 181, 165, 253, 253, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 253, 253, 253, 253, 246, 111, 148, 253, 221, 245, 126, 0, 58, 90, 251, 253, 253, 253, 253, 253, 253, 185, 253, 21, 253, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7566152692265399, y=-0.6473589500981511, z=0.07293927450191313, w=-0.05603201170941946)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03888888888888889, y=0.0022222222222222222, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=-0.13)>	COMP<167>
[1740780448.7455444]	Q_Header<(2621443, 60846, 257, 173, 250, 8, 58, 78, 67)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 70, 80, 0, 0, 0, 24, 20, 0, 79, 185, 152, 193, 253, 253, 253, 225, 205, 178, 253, 253, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 253, 253, 253, 253, 250, 157, 211, 253, 253, 189, 56, 0, 55, 170, 200, 193, 208, 201, 253, 253, 253, 35, 39, 0, 192, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7559183009638729, y=-0.648252585751901, z=0.07250956330602189, w=-0.05566390718442084)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.11, z=-0.2)>	COMP<166>
[1740780448.7555578]	Q_Header<(2621443, 60847, 257, 173, 250, 8, 58, 79, 69)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 23, 14, 0, 9, 9, 13, 0, 29, 29, 0, 0, 0, 0, 62, 86, 48, 0, 0, 43, 39, 0, 121, 253, 253, 253, 253, 253, 253, 253, 193, 227, 217, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 253, 253, 253, 253, 182, 122, 192, 229, 253, 177, 0, 0, 0, 110, 98, 0, 21, 72, 246, 253, 91, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7559183009638729, y=-0.648252585751901, z=0.07250956330602189, w=-0.05566390718442084)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.11, z=-0.2)>	COMP<166>
[1740780448.7685246]	Q_Header<(2621443, 60848, 257, 173, 250, 8, 58, 80, 59)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 15, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 86, 153, 124, 86, 12, 0, 50, 49, 0, 0, 114, 253, 253, 253, 253, 253, 253, 253, 221, 221, 78, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 112, 0, 95, 166, 253, 78, 0, 0, 0, 0, 0, 0, 0, 0, 88, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7559183009638729, y=-0.648252585751901, z=0.07250956330602189, w=-0.05566390718442084)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.11, z=-0.2)>	COMP<166>
