[1740779698.0711517]	Q_Header<(2621443, 51304, 257, 173, 250, 8, 58, 0, 40)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 172, 253, 246, 253, 203, 249, 253, 98, 0, 38, 28, 110, 184, 253, 253, 126, 126, 232, 136, 25, 0, 0, 114, 175, 181, 180, 210, 231, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7579991958970584, y=-0.6463653663378572, z=0.03625505454246338, w=0.07959022074641792)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.016666666666666666, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=0.12)>	COMP<169>
[1740779698.6598895]	Q_Header<(2621443, 51363, 257, 173, 250, 8, 58, 59, 37)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 102, 79, 213, 253, 195, 253, 253, 253, 189, 253, 253, 253, 253, 103, 111, 253, 253, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7552312482339325, y=-0.6491546433017704, z=0.04186913175112961, w=0.08044244263555221)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=-0.22)>	COMP<165>
[1740779698.669925]	Q_Header<(2621443, 51364, 257, 173, 250, 8, 58, 60, 43)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 6, 0, 0, 18, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 101, 100, 138, 184, 253, 253, 142, 253, 253, 204, 135, 167, 146, 104, 155, 82, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7552312482339325, y=-0.6491546433017704, z=0.04186913175112961, w=0.08044244263555221)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=0.006666666666666667, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=-0.22)>	COMP<165>
[1740779698.6854298]	Q_Header<(2621443, 51365, 257, 173, 250, 8, 58, 61, 32)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 151, 167, 167, 253, 253, 253, 81, 172, 220, 159, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7550721808343485, y=-0.6494194490402933, z=0.041443214840071345, w=0.08001775354246471)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0022222222222222222, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.08, z=-0.28)>	COMP<165>
[1740779698.69105]	Q_Header<(2621443, 51366, 257, 173, 250, 8, 58, 62, 30)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 209, 253, 253, 253, 145, 164, 192, 253, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7550721808343485, y=-0.6494194490402933, z=0.041443214840071345, w=0.08001775354246471)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0022222222222222222, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.08, z=-0.28)>	COMP<165>
[1740779698.7015536]	Q_Header<(2621443, 51367, 257, 173, 250, 8, 58, 63, 44)>	Q_Data<(0, 0, 63, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 15, 0, 0, 22, 0, 0, 0, 0, 0, 16, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 234, 234, 253, 240, 253, 253, 253, 253, 126, 0, 71, 0, 0, 0, 28, 0, 25, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7550721808343485, y=-0.6494194490402933, z=0.041443214840071345, w=0.08001775354246471)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0022222222222222222, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.08, z=-0.28)>	COMP<165>
[1740779698.7099144]	Q_Header<(2621443, 51368, 257, 173, 250, 8, 58, 64, 34)>	Q_Data<(0, 0, 65, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 17, 16, 23, 3, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 115, 169, 253, 253, 253, 253, 253, 253, 175, 142, 156, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7549353403354538, y=-0.649650882248409, z=0.0410151628026053, w=0.07964998133541655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.05, z=-0.05)>	COMP<166>
[1740779698.7201548]	Q_Header<(2621443, 51369, 257, 173, 250, 8, 58, 65, 43)>	Q_Data<(0, 0, 57, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 0, 26, 24, 19, 0, 17, 0, 22, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 112, 207, 253, 253, 253, 253, 253, 237, 175, 159, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7549353403354538, y=-0.649650882248409, z=0.0410151628026053, w=0.07964998133541655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.05, z=-0.05)>	COMP<166>
[1740779698.729975]	Q_Header<(2621443, 51370, 257, 173, 250, 8, 58, 66, 43)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 8, 0, 19, 5, 0, 15, 2, 0, 0, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 112, 253, 253, 253, 253, 253, 253, 154, 88, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7549353403354538, y=-0.649650882248409, z=0.0410151628026053, w=0.07964998133541655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.05, z=-0.05)>	COMP<166>
[1740779698.740046]	Q_Header<(2621443, 51371, 257, 173, 250, 8, 58, 67, 46)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 9, 0, 9, 0, 12, 0, 0, 9, 9, 15, 7, 18, 36, 0, 14, 0, 0, 0, 31, 0, 27, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 253, 253, 253, 253, 253, 253, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7549353403354538, y=-0.649650882248409, z=0.0410151628026053, w=0.07964998133541655)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.05, z=-0.05)>	COMP<166>
[1740779698.7508597]	Q_Header<(2621443, 51372, 257, 173, 250, 8, 58, 68, 54)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 12, 18, 15, 0, 0, 0, 0, 0, 28, 38, 0, 21, 0, 22, 33, 47, 45, 33, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 26, 0, 0, 0, 0, 0, 9, 68, 237, 253, 253, 238, 253, 169, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7546857976407715, y=-0.6500124338757959, z=0.040587630847643594, w=0.07928320672344215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.0, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.04, z=0.04)>	COMP<166>
[1740779698.762891]	Q_Header<(2621443, 51373, 257, 173, 250, 8, 58, 69, 45)>	Q_Data<(0, 0, 60, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 30, 10, 0, 0, 6, 16, 0, 19, 0, 14, 0, 22, 36, 36, 6, 66, 65, 45, 36, 46, 98, 104, 63, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 253, 251, 160, 163, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7546857976407715, y=-0.6500124338757959, z=0.040587630847643594, w=0.07928320672344215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.0, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.04, z=0.04)>	COMP<166>
[1740779698.7655418]	Q_Header<(2621443, 51374, 257, 173, 250, 8, 58, 70, 43)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 29, 11, 0, 0, 19, 0, 0, 0, 0, 0, 0, 17, 28, 22, 13, 80, 70, 36, 36, 76, 155, 191, 81, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 220, 253, 253, 253, 29, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7546857976407715, y=-0.6500124338757959, z=0.040587630847643594, w=0.07928320672344215)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.0, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.04, z=0.04)>	COMP<166>
[1740779698.7745183]	Q_Header<(2621443, 51375, 257, 173, 250, 8, 58, 71, 48)>	Q_Data<(0, 0, 52, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 23, 14, 22, 0, 0, 0, 0, 8, 3, 0, 0, 0, 29, 28, 43, 97, 67, 106, 162, 192, 129, 217, 164, 110, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 162, 253, 253, 253, 103, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.754507438543014, y=-0.6502606576797664, z=0.04028271391671164, w=0.07910060187281559)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0011111111111111111, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=0.01)>	COMP<166>
[1740779698.789897]	Q_Header<(2621443, 51376, 257, 173, 250, 8, 58, 72, 49)>	Q_Data<(0, 0, 46, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21, 24, 0, 0, 0, 7, 0, 0, 0, 13, 13, 25, 0, 72, 108, 218, 129, 216, 253, 253, 177, 198, 253, 154, 62, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 139, 169, 240, 253, 253, 138, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.754507438543014, y=-0.6502606576797664, z=0.04028271391671164, w=0.07910060187281559)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0011111111111111111, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=0.01)>	COMP<166>
[1740779698.8014846]	Q_Header<(2621443, 51377, 257, 173, 250, 8, 58, 73, 51)>	Q_Data<(0, 0, 63, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 35, 49, 24, 11, 0, 0, 0, 6, 16, 0, 0, 58, 68, 137, 201, 253, 253, 253, 253, 253, 253, 253, 253, 153, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 158, 191, 160, 253, 235, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.754507438543014, y=-0.6502606576797664, z=0.04028271391671164, w=0.07910060187281559)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0011111111111111111, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=0.01)>	COMP<166>
[1740779698.8102813]	Q_Header<(2621443, 51378, 257, 173, 250, 8, 58, 74, 56)>	Q_Data<(0, 0, 65, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 81, 116, 77, 29, 12, 0, 16, 23, 20, 0, 20, 55, 94, 207, 253, 253, 253, 253, 253, 204, 244, 253, 243, 111, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 147, 121, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 122, 100, 151, 68, 121, 65, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7542897971137675, y=-0.6505276466773373, z=0.04016205587480653, w=0.07904234400892773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0022222222222222222, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.16)>	COMP<165>
[1740779698.8212042]	Q_Header<(2621443, 51379, 257, 173, 250, 8, 58, 75, 54)>	Q_Data<(0, 0, 63, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 124, 186, 128, 49, 0, 11, 0, 13, 5, 0, 29, 86, 112, 210, 253, 253, 253, 205, 213, 210, 152, 240, 158, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 192, 171, 64, 0, 0, 67, 100, 89, 179, 106, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7542897971137675, y=-0.6505276466773373, z=0.04016205587480653, w=0.07904234400892773)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0022222222222222222, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.16)>	COMP<165>
