[1740780100.502837]	Q_Header<(2621443, 26018, 257, 173, 250, 8, 58, 0, 49)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 172, 213, 220, 253, 253, 253, 253, 167, 90, 77, 38, 53, 85, 78, 50, 14, 0, 0, 51, 107, 128, 253, 240, 253, 159, 82, 41, 0, 0, 38, 150, 172, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 33, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36009834157324505, y=-0.9286264859384615, z=0.08788840879075811, w=-0.016051841327756517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.016666666666666666, z=-0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.09)>	COMP<134>
[1740780101.0228155]	Q_Header<(2621443, 26070, 257, 173, 250, 8, 58, 52, 45)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 14, 8, 9, 6, 30, 6, 26, 3, 0, 0, 10, 0, 33, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 72, 85, 134, 159, 172, 0, 253, 253, 253, 253, 253, 253, 253, 253, 31, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3739659785302615, y=-0.9232266021297103, z=0.08673178643569472, w=-0.016723792739887652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.023333333333333334, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=0.16)>	COMP<137>
[1740780101.0328126]	Q_Header<(2621443, 26071, 257, 173, 250, 8, 58, 53, 47)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 17, 18, 0, 0, 9, 35, 0, 30, 2, 14, 7, 0, 29, 34, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 238, 206, 253, 253, 253, 253, 253, 253, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3739659785302615, y=-0.9232266021297103, z=0.08673178643569472, w=-0.016723792739887652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.023333333333333334, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.1, z=0.16)>	COMP<137>
[1740780101.0429888]	Q_Header<(2621443, 26072, 257, 173, 250, 8, 58, 54, 50)>	Q_Data<(0, 0, 36, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 9, 9, 14, 0, 0, 0, 27, 0, 13, 0, 0, 23, 0, 17, 29, 0, 0, 0, 0, 0, 0, 0, 0, 47, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 129, 146, 253, 253, 253, 253, 253, 253, 0, 118, 198, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3754282209046546, y=-0.9226708527744535, z=0.08630393502831761, w=-0.016845746865499053)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.03, z=-0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.14, z=0.12)>	COMP<137>
[1740780101.052924]	Q_Header<(2621443, 26073, 257, 173, 250, 8, 58, 55, 58)>	Q_Data<(0, 0, 7, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 0, 0, 15, 0, 0, 19, 0, 0, 11, 0, 0, 19, 0, 0, 7, 0, 0, 37, 49, 0, 0, 45, 111, 122, 26, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 152, 253, 253, 253, 253, 253, 253, 81, 158, 227, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3754282209046546, y=-0.9226708527744535, z=0.08630393502831761, w=-0.016845746865499053)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.03, z=-0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.14, z=0.12)>	COMP<137>
[1740780101.0629644]	Q_Header<(2621443, 26074, 257, 173, 250, 8, 58, 56, 66)>	Q_Data<(0, 0, 24, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 33, 8, 0, 0, 5, 0, 24, 16, 8, 19, 6, 0, 0, 0, 0, 26, 0, 39, 66, 65, 0, 0, 111, 208, 198, 0, 25, 0, 16, 31, 45, 0, 0, 38, 61, 0, 57, 0, 44, 0, 32, 90, 91, 67, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 253, 253, 253, 253, 253, 253, 96, 147, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3754282209046546, y=-0.9226708527744535, z=0.08630393502831761, w=-0.016845746865499053)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.03, z=-0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.14, z=0.12)>	COMP<137>
[1740780101.0736759]	Q_Header<(2621443, 26075, 257, 173, 250, 8, 58, 57, 68)>	Q_Data<(0, 0, 33, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 31, 12, 11, 0, 15, 0, 31, 21, 16, 22, 29, 0, 0, 0, 50, 43, 20, 30, 59, 53, 14, 45, 159, 253, 231, 124, 69, 0, 56, 19, 35, 0, 0, 91, 147, 0, 107, 94, 107, 44, 95, 178, 170, 122, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 253, 253, 253, 253, 249, 253, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37652845493284215, y=-0.9222475205114677, z=0.08599912352089067, w=-0.01702892509746522)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.028888888888888888, z=-0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=0.06)>	COMP<134>
[1740780101.0953686]	Q_Header<(2621443, 26076, 257, 173, 250, 8, 58, 58, 80)>	Q_Data<(0, 0, 59, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 23, 0, 9, 0, 13, 0, 22, 0, 20, 21, 40, 0, 7, 29, 59, 56, 0, 68, 116, 71, 35, 57, 180, 253, 224, 232, 108, 0, 79, 44, 0, 0, 0, 177, 253, 68, 179, 192, 169, 106, 117, 203, 210, 150, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 16, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 188, 253, 253, 253, 165, 75, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37652845493284215, y=-0.9222475205114677, z=0.08599912352089067, w=-0.01702892509746522)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.028888888888888888, z=-0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=0.06)>	COMP<134>
[1740780101.0966773]	Q_Header<(2621443, 26077, 257, 173, 250, 8, 58, 59, 69)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 6, 0, 0, 20, 0, 0, 0, 10, 24, 21, 21, 21, 28, 64, 44, 43, 156, 240, 206, 85, 47, 173, 253, 167, 253, 137, 64, 140, 136, 111, 67, 28, 250, 253, 151, 253, 253, 213, 178, 127, 168, 198, 145, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 253, 253, 131, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37652845493284215, y=-0.9222475205114677, z=0.08599912352089067, w=-0.01702892509746522)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.028888888888888888, z=-0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=0.06)>	COMP<134>
[1740780101.1029313]	Q_Header<(2621443, 26078, 257, 173, 250, 8, 58, 60, 63)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 18, 0, 0, 19, 0, 0, 17, 37, 0, 0, 28, 42, 46, 52, 0, 145, 253, 253, 253, 188, 178, 169, 182, 93, 252, 135, 150, 253, 253, 217, 164, 105, 253, 253, 237, 253, 253, 205, 222, 144, 119, 135, 114, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 143, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37652845493284215, y=-0.9222475205114677, z=0.08599912352089067, w=-0.01702892509746522)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.028888888888888888, z=-0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=0.06)>	COMP<134>
[1740780101.1142538]	Q_Header<(2621443, 26079, 257, 173, 250, 8, 58, 61, 55)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 36, 25, 12, 0, 16, 0, 9, 21, 39, 0, 0, 19, 62, 37, 112, 54, 253, 253, 253, 253, 233, 253, 114, 253, 204, 186, 91, 159, 253, 253, 253, 201, 152, 253, 253, 253, 187, 214, 147, 202, 131, 126, 66, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37749984046984564, y=-0.9218686484165802, z=0.08575380369606032, w=-0.017272830210665533)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.03222222222222222, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.2, z=0.09)>	COMP<135>
[1740780101.1245108]	Q_Header<(2621443, 26080, 257, 173, 250, 8, 58, 62, 53)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 44, 24, 15, 0, 16, 0, 12, 0, 0, 19, 19, 56, 93, 173, 239, 175, 253, 253, 253, 253, 171, 253, 129, 253, 253, 253, 63, 91, 249, 128, 253, 186, 176, 253, 253, 253, 127, 122, 81, 126, 96, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37749984046984564, y=-0.9218686484165802, z=0.08575380369606032, w=-0.017272830210665533)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.03222222222222222, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.2, z=0.09)>	COMP<135>
[1740780101.1333408]	Q_Header<(2621443, 26081, 257, 173, 250, 8, 58, 63, 47)>	Q_Data<(0, 0, 55, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 45, 17, 0, 0, 18, 0, 0, 0, 0, 45, 0, 132, 214, 253, 253, 253, 253, 253, 253, 253, 207, 164, 253, 253, 253, 253, 155, 132, 253, 253, 253, 156, 155, 233, 253, 253, 125, 79, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.37749984046984564, y=-0.9218686484165802, z=0.08575380369606032, w=-0.017272830210665533)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.03222222222222222, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.2, z=0.09)>	COMP<135>
[1740780101.1429772]	Q_Header<(2621443, 26082, 257, 173, 250, 8, 58, 64, 50)>	Q_Data<(0, 0, 45, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 45, 15, 16, 0, 30, 5, 13, 0, 0, 44, 33, 180, 253, 253, 253, 253, 253, 253, 222, 253, 253, 241, 253, 253, 253, 218, 183, 193, 253, 253, 253, 204, 100, 122, 207, 170, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3787735285916133, y=-0.9213608101223001, z=0.08550784942907674, w=-0.01769969759773894)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.035555555555555556, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.24, z=-0.05)>	COMP<135>
[1740780101.152872]	Q_Header<(2621443, 26083, 257, 173, 250, 8, 58, 65, 50)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 44, 7, 22, 4, 32, 17, 3, 9, 0, 67, 128, 207, 253, 253, 253, 253, 191, 253, 253, 223, 253, 253, 253, 253, 225, 177, 158, 190, 253, 253, 253, 206, 0, 91, 116, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3787735285916133, y=-0.9213608101223001, z=0.08550784942907674, w=-0.01769969759773894)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.035555555555555556, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.24, z=-0.05)>	COMP<135>
[1740780101.1628466]	Q_Header<(2621443, 26084, 257, 173, 250, 8, 58, 66, 45)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 38, 0, 6, 0, 26, 11, 25, 30, 73, 154, 234, 253, 253, 253, 253, 253, 219, 253, 253, 81, 253, 253, 253, 238, 142, 139, 95, 153, 253, 253, 253, 184, 23, 93, 71, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3787735285916133, y=-0.9213608101223001, z=0.08550784942907674, w=-0.01769969759773894)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.035555555555555556, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.24, z=-0.05)>	COMP<135>
[1740780101.1735938]	Q_Header<(2621443, 26085, 257, 173, 250, 8, 58, 67, 40)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 31, 0, 8, 12, 18, 20, 34, 50, 142, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 162, 220, 253, 253, 143, 68, 90, 21, 96, 206, 253, 253, 159, 0, 39, 51, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3796495070173512, y=-0.9209857574573652, z=0.08557373132448977, w=-0.018127958775587347)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.035555555555555556, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.25, z=0.02)>	COMP<135>
[1740780101.1828394]	Q_Header<(2621443, 26086, 257, 173, 250, 8, 58, 68, 38)>	Q_Data<(0, 0, 5, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 11, 11, 0, 26, 54, 51, 161, 253, 253, 253, 253, 253, 253, 253, 253, 253, 183, 150, 158, 225, 174, 51, 64, 27, 0, 23, 139, 251, 178, 128, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3796495070173512, y=-0.9209857574573652, z=0.08557373132448977, w=-0.018127958775587347)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.035555555555555556, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.25, z=0.02)>	COMP<135>
