[1740780125.5030851]	Q_Header<(2621443, 28518, 257, 173, 250, 8, 58, 0, 59)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 107, 177, 116, 165, 253, 253, 253, 175, 253, 103, 90, 253, 253, 253, 253, 217, 253, 253, 253, 158, 113, 70, 184, 241, 157, 253, 188, 88, 7, 0, 0, 19, 47, 0, 0, 0, 0, 15, 89, 87, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19573512102214843, y=-0.9764173576901561, z=0.0910623013922811, w=-0.002136179992446272)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.025555555555555557, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.11, z=-0.03)>	COMP<100>
[1740780126.1529567]	Q_Header<(2621443, 28584, 257, 173, 250, 8, 58, 66, 23)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 100, 127, 148, 190, 253, 253, 253, 253, 253, 253, 253, 253, 187, 158, 166, 68, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19421699894613736, y=-0.9767613557935374, z=0.09063866858422814, w=-0.0012817589496759536)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.014444444444444444, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=-0.04)>	COMP<198>
[1740780126.16314]	Q_Header<(2621443, 28585, 257, 173, 250, 8, 58, 67, 25)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 125, 179, 119, 236, 253, 253, 253, 253, 253, 253, 244, 229, 157, 91, 131, 55, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19421699894613736, y=-0.9767613557935374, z=0.09063866858422814, w=-0.0012817589496759536)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.014444444444444444, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=-0.04)>	COMP<198>
[1740780126.1729858]	Q_Header<(2621443, 28586, 257, 173, 250, 8, 58, 68, 29)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 139, 208, 253, 253, 253, 253, 253, 249, 176, 188, 236, 218, 100, 70, 109, 49, 17, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19421699894613736, y=-0.9767613557935374, z=0.09063866858422814, w=-0.0012817589496759536)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.014444444444444444, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=-0.04)>	COMP<198>
[1740780126.183026]	Q_Header<(2621443, 28587, 257, 173, 250, 8, 58, 69, 26)>	Q_Data<(0, 0, 63, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 124, 230, 253, 253, 253, 253, 253, 191, 128, 181, 229, 181, 45, 75, 78, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19421460335602403, y=-0.9766882724396909, z=0.09143101063083721, w=-0.001037601589268513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.016666666666666666, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.02)>	COMP<198>
[1740780126.1929767]	Q_Header<(2621443, 28588, 257, 173, 250, 8, 58, 70, 31)>	Q_Data<(0, 0, 64, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 221, 237, 253, 253, 253, 253, 178, 60, 135, 159, 174, 70, 66, 49, 30, 23, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19421460335602403, y=-0.9766882724396909, z=0.09143101063083721, w=-0.001037601589268513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.016666666666666666, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.02)>	COMP<198>
[1740780126.202964]	Q_Header<(2621443, 28589, 257, 173, 250, 8, 58, 71, 23)>	Q_Data<(0, 0, 47, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 253, 253, 253, 253, 253, 253, 239, 158, 161, 102, 75, 108, 46, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19421460335602403, y=-0.9766882724396909, z=0.09143101063083721, w=-0.001037601589268513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.016666666666666666, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.02)>	COMP<198>
[1740780126.2130098]	Q_Header<(2621443, 28590, 257, 173, 250, 8, 58, 72, 23)>	Q_Data<(0, 0, 60, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 253, 253, 253, 253, 253, 253, 218, 160, 151, 111, 52, 95, 41, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19415770564615747, y=-0.9766480503125324, z=0.09198228934572754, w=-0.000793476948569647)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.02, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.06, z=0.07)>	COMP<195>
[1740780126.2229617]	Q_Header<(2621443, 28591, 257, 173, 250, 8, 58, 73, 26)>	Q_Data<(0, 0, 74, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 253, 253, 253, 253, 253, 218, 153, 122, 107, 82, 46, 49, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19415770564615747, y=-0.9766480503125324, z=0.09198228934572754, w=-0.000793476948569647)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.02, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.06, z=0.07)>	COMP<195>
[1740780126.2328868]	Q_Header<(2621443, 28592, 257, 173, 250, 8, 58, 74, 23)>	Q_Data<(0, 0, 68, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 253, 253, 253, 253, 240, 142, 71, 66, 68, 53, 37, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19415770564615747, y=-0.9766480503125324, z=0.09198228934572754, w=-0.000793476948569647)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.02, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.06, z=0.07)>	COMP<195>
[1740780126.2430103]	Q_Header<(2621443, 28593, 257, 173, 250, 8, 58, 75, 28)>	Q_Data<(0, 0, 67, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 253, 253, 253, 253, 167, 85, 27, 45, 39, 21, 14, 32, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19415008978967788, y=-0.976609741189763, z=0.09240592138999444, w=-0.0005493086476287648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.022222222222222223, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.09)>	COMP<195>
[1740780126.2529552]	Q_Header<(2621443, 28594, 257, 173, 250, 8, 58, 76, 28)>	Q_Data<(0, 0, 76, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 231, 253, 253, 253, 242, 141, 135, 32, 26, 14, 17, 18, 26, 0, 18, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19415008978967788, y=-0.976609741189763, z=0.09240592138999444, w=-0.0005493086476287648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.022222222222222223, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.09)>	COMP<195>
[1740780126.2629542]	Q_Header<(2621443, 28595, 257, 173, 250, 8, 58, 77, 30)>	Q_Data<(0, 0, 74, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 241, 210, 253, 229, 202, 112, 141, 60, 0, 20, 12, 0, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19415008978967788, y=-0.976609741189763, z=0.09240592138999444, w=-0.0005493086476287648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.022222222222222223, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.09)>	COMP<195>
[1740780126.272925]	Q_Header<(2621443, 28596, 257, 173, 250, 8, 58, 78, 25)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 132, 253, 253, 253, 253, 126, 121, 119, 54, 22, 0, 25, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19415008978967788, y=-0.976609741189763, z=0.09240592138999444, w=-0.0005493086476287648)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.022222222222222223, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.05, z=0.09)>	COMP<195>
[1740780126.2830336]	Q_Header<(2621443, 28597, 257, 173, 250, 8, 58, 79, 24)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 161, 245, 253, 253, 253, 118, 117, 90, 24, 11, 37, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1940952697691356, y=-0.9765799736811854, z=0.09283613374806769, w=-0.00018310874506522227)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.017777777777777778, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.04, z=0.09)>	COMP<195>
[1740780126.2929645]	Q_Header<(2621443, 28598, 257, 173, 250, 8, 58, 80, 29)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 133, 199, 253, 253, 253, 31, 103, 56, 0, 18, 17, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1940952697691356, y=-0.9765799736811854, z=0.09283613374806769, w=-0.00018310874506522227)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.017777777777777778, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.04, z=0.09)>	COMP<195>
[1740780126.3040993]	Q_Header<(2621443, 28599, 257, 173, 250, 8, 58, 81, 33)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 159, 117, 233, 253, 192, 71, 127, 29, 22, 26, 15, 26, 13, 0, 0, 0, 0, 10, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1940952697691356, y=-0.9765799736811854, z=0.09283613374806769, w=-0.00018310874506522227)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.017777777777777778, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.04, z=0.09)>	COMP<195>
[1740780126.3130112]	Q_Header<(2621443, 28600, 257, 173, 250, 8, 58, 82, 30)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 16, 144, 148, 182, 234, 253, 155, 129, 167, 32, 12, 12, 40, 34, 21, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19409417249376437, y=-0.9765744527988145, z=0.09289664482248723, w=6.103590329992591e-05)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.014444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.04, z=0.18)>	COMP<192>
