[1740779750.5406184]	Q_Header<(2621443, 56554, 257, 173, 250, 8, 58, 0, 85)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 253, 182, 15, 193, 251, 253, 253, 253, 253, 188, 145, 240, 253, 163, 164, 253, 253, 253, 98, 199, 88, 228, 93, 68, 8, 28, 0, 122, 156, 34, 115, 253, 253, 253, 253, 130, 138, 107, 173, 96, 34, 246, 253, 253, 53, 0, 39, 104, 197, 253, 253, 143, 101, 166, 27, 58, 0, 0, 111, 195, 58, 197, 194, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 201, 253, 253, 253, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7972584402046564, y=-0.5966925824100996, z=0.032654514278785116, w=0.08526795597656599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.011111111111111112, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.12, z=-0.04)>	COMP<156>
[1740779751.0804362]	Q_Header<(2621443, 56608, 257, 173, 250, 8, 58, 54, 44)>	Q_Data<(0, 0, 19, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 37, 14, 99, 241, 234, 224, 186, 4, 27, 32, 43, 59, 25, 45, 251, 253, 253, 253, 253, 195, 253, 253, 253, 253, 251, 123, 76, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 145, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979181948499035, y=-0.5953410902291714, z=0.03405785609471782, w=0.0879522771191548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03333333333333333, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.11)>	COMP<154>
[1740779751.090295]	Q_Header<(2621443, 56609, 257, 173, 250, 8, 58, 55, 47)>	Q_Data<(0, 0, 6, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 8, 4, 117, 220, 89, 253, 253, 67, 38, 57, 50, 76, 68, 49, 253, 253, 253, 253, 231, 253, 253, 253, 128, 253, 183, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 154, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979181948499035, y=-0.5953410902291714, z=0.03405785609471782, w=0.0879522771191548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03333333333333333, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.11)>	COMP<154>
[1740779751.1003706]	Q_Header<(2621443, 56610, 257, 173, 250, 8, 58, 56, 44)>	Q_Data<(0, 0, 16, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 37, 113, 164, 223, 253, 253, 113, 32, 79, 113, 163, 161, 21, 245, 253, 253, 253, 253, 253, 190, 181, 128, 129, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979181948499035, y=-0.5953410902291714, z=0.03405785609471782, w=0.0879522771191548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03333333333333333, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.11)>	COMP<154>
[1740779751.1103225]	Q_Header<(2621443, 56611, 257, 173, 250, 8, 58, 57, 39)>	Q_Data<(0, 0, 14, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 34, 47, 86, 107, 218, 253, 207, 137, 69, 192, 235, 231, 217, 135, 252, 253, 253, 253, 253, 165, 86, 69, 96, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979678822185624, y=-0.5953326237693023, z=0.034301510617013316, w=0.08746274860174393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.09, z=0.06)>	COMP<158>
[1740779751.1202347]	Q_Header<(2621443, 56612, 257, 173, 250, 8, 58, 58, 32)>	Q_Data<(0, 0, 43, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 73, 67, 80, 147, 159, 230, 204, 112, 108, 253, 253, 201, 214, 196, 253, 253, 253, 253, 203, 123, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979678822185624, y=-0.5953326237693023, z=0.034301510617013316, w=0.08746274860174393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.09, z=0.06)>	COMP<158>
[1740779751.1303344]	Q_Header<(2621443, 56613, 257, 173, 250, 8, 58, 59, 34)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 106, 65, 174, 253, 253, 253, 253, 132, 137, 250, 227, 166, 175, 187, 253, 253, 253, 129, 138, 138, 98, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979678822185624, y=-0.5953326237693023, z=0.034301510617013316, w=0.08746274860174393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.09, z=0.06)>	COMP<158>
[1740779751.140383]	Q_Header<(2621443, 56614, 257, 173, 250, 8, 58, 60, 32)>	Q_Data<(0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 174, 143, 241, 253, 253, 253, 253, 253, 142, 253, 253, 194, 128, 147, 253, 253, 247, 129, 85, 100, 76, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979678822185624, y=-0.5953326237693023, z=0.034301510617013316, w=0.08746274860174393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.09, z=0.06)>	COMP<158>
[1740779751.1514628]	Q_Header<(2621443, 56615, 257, 173, 250, 8, 58, 61, 35)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 253, 237, 200, 253, 253, 253, 253, 253, 133, 223, 218, 253, 253, 187, 193, 253, 195, 69, 12, 46, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979779878293806, y=-0.5954011986595998, z=0.03442401599631105, w=0.08685350135239472)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.023333333333333334, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.1, z=0.01)>	COMP<158>
[1740779751.161299]	Q_Header<(2621443, 56616, 257, 173, 250, 8, 58, 62, 31)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 253, 248, 211, 129, 125, 214, 249, 253, 170, 126, 154, 253, 253, 253, 148, 179, 120, 39, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979779878293806, y=-0.5954011986595998, z=0.03442401599631105, w=0.08685350135239472)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.023333333333333334, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.1, z=0.01)>	COMP<158>
[1740779751.1700203]	Q_Header<(2621443, 56617, 257, 173, 250, 8, 58, 63, 36)>	Q_Data<(0, 0, 60, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 253, 253, 216, 253, 209, 221, 250, 163, 253, 194, 124, 195, 253, 253, 248, 110, 157, 109, 74, 15, 29, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979779878293806, y=-0.5954011986595998, z=0.03442401599631105, w=0.08685350135239472)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.023333333333333334, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.1, z=0.01)>	COMP<158>
[1740779751.1803617]	Q_Header<(2621443, 56618, 257, 173, 250, 8, 58, 64, 33)>	Q_Data<(0, 0, 56, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 253, 253, 153, 253, 231, 177, 225, 138, 253, 196, 116, 111, 253, 253, 181, 113, 135, 141, 88, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7980347110759601, y=-0.5953979813801905, z=0.034240724505821316, w=0.08642578591843668)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.008888888888888889, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.12, z=0.06)>	COMP<155>
[1740779751.190041]	Q_Header<(2621443, 56619, 257, 173, 250, 8, 58, 65, 35)>	Q_Data<(0, 0, 50, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 253, 253, 244, 253, 131, 105, 166, 227, 217, 206, 129, 90, 226, 253, 247, 60, 110, 152, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7980347110759601, y=-0.5953979813801905, z=0.034240724505821316, w=0.08642578591843668)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.008888888888888889, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.12, z=0.06)>	COMP<155>
[1740779751.1999907]	Q_Header<(2621443, 56620, 257, 173, 250, 8, 58, 66, 31)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 52, 242, 253, 253, 204, 164, 131, 200, 253, 253, 185, 124, 88, 188, 201, 253, 97, 85, 109, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7980347110759601, y=-0.5953979813801905, z=0.034240724505821316, w=0.08642578591843668)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.008888888888888889, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.12, z=0.06)>	COMP<155>
[1740779751.2100968]	Q_Header<(2621443, 56621, 257, 173, 250, 8, 58, 67, 31)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 144, 230, 237, 253, 207, 202, 179, 215, 238, 249, 127, 103, 67, 141, 173, 237, 91, 26, 25, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7980987580420201, y=-0.5954002282578699, z=0.033935676772052864, w=0.08593782894793242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0011111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=0.02)>	COMP<154>
[1740779751.2199433]	Q_Header<(2621443, 56622, 257, 173, 250, 8, 58, 68, 28)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 162, 253, 253, 253, 190, 169, 221, 224, 163, 175, 72, 70, 30, 76, 135, 141, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7980987580420201, y=-0.5954002282578699, z=0.033935676772052864, w=0.08593782894793242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0011111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=0.02)>	COMP<154>
[1740779751.2301695]	Q_Header<(2621443, 56623, 257, 173, 250, 8, 58, 69, 31)>	Q_Data<(0, 0, 66, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 101, 130, 158, 239, 223, 253, 159, 125, 239, 208, 100, 85, 16, 19, 0, 38, 80, 62, 14, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7980987580420201, y=-0.5954002282578699, z=0.033935676772052864, w=0.08593782894793242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0011111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=0.02)>	COMP<154>
[1740779751.2314277]	Q_Header<(2621443, 56624, 257, 173, 250, 8, 58, 70, 30)>	Q_Data<(0, 0, 63, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 108, 144, 157, 253, 253, 239, 90, 99, 196, 150, 86, 56, 20, 0, 14, 45, 39, 33, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7980987580420201, y=-0.5954002282578699, z=0.033935676772052864, w=0.08593782894793242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.0011111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=0.02)>	COMP<154>
