[1740780437.9652815]	Q_Header<(2621443, 59768, 257, 173, 250, 8, 58, 0, 25)>	Q_Data<(0, 0, 46, 0, 66, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 15, 22, 9, 0, 0, 22, 24, 51, 85, 64, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.712952735819205, y=-0.6959239015333084, z=0.07073985282205793, w=-0.048828198669237564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.006666666666666667, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.04, z=0.0)>	COMP<169>
[1740780438.4653726]	Q_Header<(2621443, 59818, 257, 173, 250, 8, 58, 50, 56)>	Q_Data<(0, 0, 0, 0, 0, 84, 83, 46, 0, 88, 78, 0, 0, 0, 0, 62, 102, 11, 43, 30, 38, 8, 0, 0, 0, 10, 37, 0, 0, 0, 5, 16, 0, 3, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 72, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 161, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7277177382738692, y=-0.6805988844663184, z=0.06793171539870975, w=-0.050964045245213516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.13, z=-0.12)>	COMP<168>
[1740780438.4753323]	Q_Header<(2621443, 59819, 257, 173, 250, 8, 58, 51, 61)>	Q_Data<(0, 0, 0, 79, 49, 55, 85, 28, 0, 91, 27, 0, 0, 0, 44, 120, 109, 61, 58, 45, 45, 0, 0, 13, 25, 0, 25, 0, 0, 0, 40, 54, 8, 0, 0, 13, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 253, 141, 47, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7287007026440534, y=-0.6796283042081861, z=0.06738299486716098, w=-0.05059828147180838)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.008888888888888889, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.14, z=-0.15)>	COMP<168>
[1740780438.4854467]	Q_Header<(2621443, 59820, 257, 173, 250, 8, 58, 52, 68)>	Q_Data<(0, 0, 0, 78, 0, 0, 72, 61, 68, 76, 0, 0, 0, 0, 26, 61, 111, 74, 55, 36, 34, 13, 0, 22, 43, 17, 0, 0, 0, 25, 54, 73, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 38, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 253, 253, 183, 0, 0, 0, 51, 0, 39, 79, 84, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 91, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7287007026440534, y=-0.6796283042081861, z=0.06738299486716098, w=-0.05059828147180838)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.008888888888888889, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.14, z=-0.15)>	COMP<168>
[1740780438.4954233]	Q_Header<(2621443, 59821, 257, 173, 250, 8, 58, 53, 69)>	Q_Data<(0, 0, 0, 79, 0, 75, 17, 78, 64, 94, 93, 70, 0, 0, 0, 0, 136, 67, 145, 112, 100, 29, 20, 30, 51, 17, 14, 7, 0, 69, 84, 85, 44, 0, 0, 16, 0, 11, 40, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 253, 253, 206, 136, 129, 109, 156, 28, 184, 148, 198, 81, 0, 0, 0, 0, 78, 18, 34, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7287007026440534, y=-0.6796283042081861, z=0.06738299486716098, w=-0.05059828147180838)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.008888888888888889, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.14, z=-0.15)>	COMP<168>
[1740780438.5054367]	Q_Header<(2621443, 59822, 257, 173, 250, 8, 58, 54, 72)>	Q_Data<(0, 0, 0, 79, 55, 80, 78, 0, 80, 93, 100, 83, 89, 0, 0, 0, 97, 151, 219, 183, 187, 75, 58, 48, 51, 21, 85, 52, 21, 103, 152, 143, 86, 33, 0, 45, 0, 34, 70, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 253, 253, 253, 253, 213, 194, 220, 191, 253, 195, 253, 145, 62, 0, 0, 0, 74, 140, 0, 89, 142, 12, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7287007026440534, y=-0.6796283042081861, z=0.06738299486716098, w=-0.05059828147180838)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.008888888888888889, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.14, z=-0.15)>	COMP<168>
[1740780438.5154781]	Q_Header<(2621443, 59823, 257, 173, 250, 8, 58, 55, 66)>	Q_Data<(0, 0, 0, 79, 9, 68, 59, 0, 80, 61, 98, 0, 107, 0, 0, 0, 149, 187, 253, 253, 253, 126, 118, 85, 70, 76, 140, 90, 48, 142, 242, 253, 175, 58, 44, 78, 26, 44, 82, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 251, 253, 253, 253, 253, 253, 75, 97, 0, 0, 0, 60, 165, 80, 123, 182, 62, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7294244949450442, y=-0.6788878468139676, z=0.06719909371052579, w=-0.05035354433350025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.006666666666666667, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.0)>	COMP<168>
[1740780438.5254903]	Q_Header<(2621443, 59824, 257, 173, 250, 8, 58, 56, 71)>	Q_Data<(0, 0, 0, 79, 0, 71, 83, 43, 55, 0, 46, 0, 96, 0, 0, 0, 198, 174, 249, 253, 253, 151, 156, 114, 102, 105, 157, 99, 79, 159, 253, 253, 235, 81, 60, 93, 42, 28, 73, 60, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 234, 253, 253, 253, 253, 183, 0, 60, 0, 0, 0, 68, 184, 107, 127, 165, 40, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7294244949450442, y=-0.6788878468139676, z=0.06719909371052579, w=-0.05035354433350025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.006666666666666667, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.0)>	COMP<168>
[1740780438.5355768]	Q_Header<(2621443, 59825, 257, 173, 250, 8, 58, 57, 60)>	Q_Data<(0, 0, 0, 70, 0, 15, 86, 32, 0, 0, 0, 0, 0, 0, 0, 0, 185, 122, 193, 253, 253, 156, 155, 125, 116, 94, 128, 82, 109, 130, 237, 253, 245, 106, 57, 74, 38, 0, 44, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 53, 253, 253, 253, 206, 156, 151, 54, 0, 0, 0, 27, 191, 72, 46, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7294244949450442, y=-0.6788878468139676, z=0.06719909371052579, w=-0.05035354433350025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.006666666666666667, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.0)>	COMP<168>
[1740780438.5454884]	Q_Header<(2621443, 59826, 257, 173, 250, 8, 58, 58, 56)>	Q_Data<(0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 49, 71, 191, 253, 163, 147, 124, 121, 36, 53, 57, 131, 136, 178, 227, 218, 115, 35, 31, 32, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 250, 114, 143, 131, 59, 120, 124, 0, 0, 180, 77, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7300467541826025, y=-0.6782275338581288, z=0.06720019031477681, w=-0.05023229484928366)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.006666666666666667, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.13, z=-0.05)>	COMP<171>
[1740780438.5554762]	Q_Header<(2621443, 59827, 257, 173, 250, 8, 58, 59, 61)>	Q_Data<(0, 0, 42, 0, 33, 59, 67, 38, 0, 0, 0, 0, 0, 0, 0, 0, 82, 64, 144, 82, 201, 155, 166, 125, 130, 54, 65, 66, 142, 140, 253, 151, 188, 85, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 253, 253, 229, 253, 253, 253, 187, 217, 179, 89, 0, 0, 21, 206, 252, 0, 0, 124, 0, 36, 0, 112, 170, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7300467541826025, y=-0.6782275338581288, z=0.06720019031477681, w=-0.05023229484928366)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.006666666666666667, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.13, z=-0.05)>	COMP<171>
[1740780438.5654318]	Q_Header<(2621443, 59828, 257, 173, 250, 8, 58, 60, 61)>	Q_Data<(0, 0, 69, 0, 65, 73, 84, 90, 0, 0, 0, 0, 0, 0, 0, 0, 58, 74, 158, 142, 155, 126, 163, 119, 125, 76, 73, 71, 132, 95, 218, 105, 139, 56, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 253, 253, 0, 253, 253, 253, 253, 131, 162, 77, 174, 118, 89, 253, 253, 80, 0, 55, 9, 0, 0, 115, 217, 116, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7300467541826025, y=-0.6782275338581288, z=0.06720019031477681, w=-0.05023229484928366)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.006666666666666667, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.13, z=-0.05)>	COMP<171>
[1740780438.5768435]	Q_Header<(2621443, 59829, 257, 173, 250, 8, 58, 61, 65)>	Q_Data<(0, 0, 67, 0, 59, 45, 68, 83, 38, 0, 0, 0, 0, 0, 0, 0, 49, 64, 119, 110, 117, 84, 125, 98, 102, 86, 35, 103, 94, 104, 108, 60, 78, 82, 71, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 182, 57, 253, 253, 253, 253, 132, 217, 138, 233, 165, 228, 253, 253, 120, 176, 135, 165, 117, 0, 0, 202, 142, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7308675975860127, y=-0.6773418453452668, z=0.0672581288133433, w=-0.05016894907855553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.2, z=-0.12)>	COMP<171>
[1740780438.5876083]	Q_Header<(2621443, 59830, 257, 173, 250, 8, 58, 62, 65)>	Q_Data<(0, 0, 65, 0, 61, 0, 75, 68, 49, 0, 0, 0, 0, 0, 0, 0, 42, 36, 61, 52, 81, 48, 74, 57, 68, 81, 52, 130, 90, 98, 67, 73, 36, 67, 50, 0, 0, 0, 22, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 108, 0, 193, 0, 253, 233, 166, 219, 136, 227, 169, 253, 253, 253, 253, 253, 253, 217, 253, 110, 0, 203, 239, 143, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7308675975860127, y=-0.6773418453452668, z=0.0672581288133433, w=-0.05016894907855553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.2, z=-0.12)>	COMP<171>
[1740780438.5953543]	Q_Header<(2621443, 59831, 257, 173, 250, 8, 58, 63, 62)>	Q_Data<(0, 0, 53, 0, 61, 0, 66, 28, 0, 0, 0, 0, 0, 0, 0, 0, 21, 14, 16, 34, 46, 37, 26, 0, 34, 56, 66, 125, 100, 81, 60, 63, 11, 37, 5, 0, 0, 0, 10, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 80, 0, 128, 83, 113, 148, 73, 173, 101, 253, 253, 253, 253, 253, 253, 253, 253, 176, 44, 144, 231, 66, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7308675975860127, y=-0.6773418453452668, z=0.0672581288133433, w=-0.05016894907855553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.2, z=-0.12)>	COMP<171>
[1740780438.6054754]	Q_Header<(2621443, 59832, 257, 173, 250, 8, 58, 64, 49)>	Q_Data<(0, 0, 61, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 31, 31, 25, 9, 0, 0, 28, 49, 89, 79, 58, 18, 28, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 39, 0, 190, 253, 208, 253, 253, 253, 253, 253, 0, 123, 253, 253, 207, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7308675975860127, y=-0.6773418453452668, z=0.0672581288133433, w=-0.05016894907855553)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0033333333333333335, z=-0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.2, z=-0.12)>	COMP<171>
[1740780438.62166]	Q_Header<(2621443, 59833, 257, 173, 250, 8, 58, 65, 46)>	Q_Data<(0, 0, 25, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6, 4, 10, 0, 0, 0, 0, 15, 42, 35, 31, 0, 21, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 84, 172, 253, 253, 253, 253, 253, 174, 253, 253, 253, 253, 249, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7314654921830583, y=-0.6766544097414373, z=0.06762881887006247, w=-0.05023331943146337)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0044444444444444444, z=-0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.22, z=-0.01)>	COMP<171>
[1740780438.6253073]	Q_Header<(2621443, 59834, 257, 173, 250, 8, 58, 66, 38)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 201, 242, 196, 114, 253, 187, 253, 253, 253, 253, 253, 233, 204, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7314654921830583, y=-0.6766544097414373, z=0.06762881887006247, w=-0.05023331943146337)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0044444444444444444, z=-0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.22, z=-0.01)>	COMP<171>
