[1740779583.099068]	Q_Header<(2621443, 39804, 257, 173, 250, 8, 58, 0, 36)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 18, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 19, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 198, 193, 153, 100, 253, 253, 234, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8334780014172091, y=0.5441166068127138, z=-0.065306199583803, w=0.07061614291444866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.008888888888888889, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.0, z=-0.12)>	COMP<232>
[1740779583.6689901]	Q_Header<(2621443, 39861, 257, 173, 250, 8, 58, 57, 26)>	Q_Data<(0, 0, 6, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 122, 148, 132, 237, 250, 187, 64, 88, 144, 85, 43, 27, 22, 41, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8314579444047712, y=0.5478357563662355, z=-0.06127752889836234, w=0.06927290368490165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.013333333333333334, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.08, z=0.0)>	COMP<235>
[1740779583.6790423]	Q_Header<(2621443, 39862, 257, 173, 250, 8, 58, 58, 24)>	Q_Data<(0, 0, 36, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 73, 130, 145, 223, 253, 222, 85, 43, 98, 75, 16, 30, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.83136544733098, y=0.5479773134232095, z=-0.06140177960612039, w=0.06915329651464652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.09, z=-0.1)>	COMP<235>
[1740779583.6890123]	Q_Header<(2621443, 39863, 257, 173, 250, 8, 58, 59, 27)>	Q_Data<(0, 0, 60, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 141, 249, 205, 193, 68, 55, 77, 60, 3, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.83136544733098, y=0.5479773134232095, z=-0.06140177960612039, w=0.06915329651464652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.09, z=-0.1)>	COMP<235>
[1740779583.698979]	Q_Header<(2621443, 39864, 257, 173, 250, 8, 58, 60, 28)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 161, 242, 139, 146, 102, 79, 100, 36, 37, 0, 22, 21, 0, 0, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.83136544733098, y=0.5479773134232095, z=-0.06140177960612039, w=0.06915329651464652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.09, z=-0.1)>	COMP<235>
[1740779583.7102761]	Q_Header<(2621443, 39865, 257, 173, 250, 8, 58, 61, 25)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 142, 253, 234, 149, 175, 77, 135, 15, 66, 34, 0, 15, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8312411930587018, y=0.5481589804581981, z=-0.06146265374918222, w=0.06915311489356847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.008888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=-0.02)>	COMP<233>
[1740779583.7246003]	Q_Header<(2621443, 39866, 257, 173, 250, 8, 58, 62, 25)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 141, 230, 253, 153, 174, 99, 139, 50, 66, 36, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8312411930587018, y=0.5481589804581981, z=-0.06146265374918222, w=0.06915311489356847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.008888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=-0.02)>	COMP<233>
[1740779583.7301865]	Q_Header<(2621443, 39867, 257, 173, 250, 8, 58, 63, 24)>	Q_Data<(0, 0, 61, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 74, 253, 253, 223, 85, 129, 81, 82, 65, 31, 20, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8312411930587018, y=0.5481589804581981, z=-0.06146265374918222, w=0.06915311489356847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.008888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=-0.02)>	COMP<233>
[1740779583.7390413]	Q_Header<(2621443, 39868, 257, 173, 250, 8, 58, 64, 23)>	Q_Data<(0, 0, 57, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 253, 227, 253, 164, 134, 170, 122, 48, 14, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8312411930587018, y=0.5481589804581981, z=-0.06146265374918222, w=0.06915311489356847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.008888888888888889, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=-0.02)>	COMP<233>
[1740779583.7490425]	Q_Header<(2621443, 39869, 257, 173, 250, 8, 58, 65, 25)>	Q_Data<(0, 0, 36, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 212, 219, 253, 88, 191, 241, 186, 74, 68, 53, 14, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8311976328090088, y=0.5482315419217593, z=-0.06140290928226339, w=0.06915456880398055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0044444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.04)>	COMP<236>
[1740779583.7616668]	Q_Header<(2621443, 39870, 257, 173, 250, 8, 58, 66, 32)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 160, 237, 212, 183, 253, 253, 210, 45, 72, 79, 29, 29, 0, 0, 16, 0, 24, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8311976328090088, y=0.5482315419217593, z=-0.06140290928226339, w=0.06915456880398055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0044444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.04)>	COMP<236>
[1740779583.768766]	Q_Header<(2621443, 39871, 257, 173, 250, 8, 58, 67, 24)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 66, 253, 231, 253, 253, 253, 194, 83, 105, 83, 0, 56, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8311976328090088, y=0.5482315419217593, z=-0.06140290928226339, w=0.06915456880398055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0044444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.04)>	COMP<236>
[1740779583.7734532]	Q_Header<(2621443, 39872, 257, 173, 250, 8, 58, 68, 26)>	Q_Data<(0, 0, 4, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 253, 253, 253, 253, 253, 136, 105, 149, 89, 57, 53, 41, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8311976328090088, y=0.5482315419217593, z=-0.06140290928226339, w=0.06915456880398055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0044444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=0.04)>	COMP<236>
[1740779583.7845035]	Q_Header<(2621443, 39873, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 64, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 148, 244, 251, 253, 187, 91, 70, 129, 80, 76, 26, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8310953151527323, y=0.5483874132809943, z=-0.06139985951704844, w=0.06915113402864402)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0022222222222222222, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.08, z=-0.06)>	COMP<236>
[1740779583.8007817]	Q_Header<(2621443, 39874, 257, 173, 250, 8, 58, 70, 31)>	Q_Data<(0, 0, 60, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 253, 253, 250, 253, 253, 234, 121, 125, 69, 62, 48, 48, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 65, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8310953151527323, y=0.5483874132809943, z=-0.06139985951704844, w=0.06915113402864402)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0022222222222222222, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.08, z=-0.06)>	COMP<236>
[1740779583.8102634]	Q_Header<(2621443, 39875, 257, 173, 250, 8, 58, 71, 33)>	Q_Data<(0, 0, 33, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 253, 253, 253, 253, 253, 253, 144, 153, 109, 78, 99, 83, 34, 20, 29, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 83, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8310486180154009, y=0.5484579084522908, z=-0.06140091875172542, w=0.06915232698380208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.06)>	COMP<234>
[1740779583.819064]	Q_Header<(2621443, 39876, 257, 173, 250, 8, 58, 72, 31)>	Q_Data<(0, 0, 51, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 253, 253, 253, 253, 253, 253, 221, 236, 141, 131, 196, 170, 70, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 100, 72, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8310486180154009, y=0.5484579084522908, z=-0.06140091875172542, w=0.06915232698380208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.06)>	COMP<234>
[1740779583.8287458]	Q_Header<(2621443, 39877, 257, 173, 250, 8, 58, 73, 35)>	Q_Data<(0, 0, 67, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 201, 253, 230, 253, 253, 253, 253, 253, 117, 180, 246, 210, 91, 60, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 76, 239, 253, 135, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8310486180154009, y=0.5484579084522908, z=-0.06140091875172542, w=0.06915232698380208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.06)>	COMP<234>
