[1740780417.9650655]	Q_Header<(2621443, 57768, 257, 173, 250, 8, 58, 0, 18)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 38, 34, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.515436901199933, y=-0.8520425270279532, z=0.08581459835252882, w=-0.03137176639630143)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.023333333333333334, z=0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.18, z=-0.16)>	COMP<117>
[1740780418.4651875]	Q_Header<(2621443, 57818, 257, 173, 250, 8, 58, 50, 48)>	Q_Data<(0, 0, 74, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 46, 55, 121, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 61, 0, 0, 0, 93, 188, 83, 0, 0, 0, 197, 253, 249, 253, 139, 253, 253, 253, 253, 253, 253, 109, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5000137720358968, y=-0.8612297758088995, z=0.08764889851605809, w=-0.0242316244504701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.013333333333333334, z=0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.0)>	COMP<120>
[1740780418.47538]	Q_Header<(2621443, 57819, 257, 173, 250, 8, 58, 51, 61)>	Q_Data<(0, 0, 67, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 0, 0, 15, 0, 0, 21, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 80, 37, 10, 64, 0, 97, 77, 81, 137, 253, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 150, 130, 253, 50, 170, 99, 0, 241, 253, 184, 128, 0, 31, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 185, 253, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4986033955486132, y=-0.8620119666217486, z=0.08789189491859506, w=-0.024597523369579034)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.005555555555555556, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.02)>	COMP<115>
[1740780418.4852662]	Q_Header<(2621443, 57820, 257, 173, 250, 8, 58, 52, 59)>	Q_Data<(0, 0, 68, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 36, 0, 15, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 118, 72, 141, 176, 91, 212, 242, 253, 193, 253, 187, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 253, 253, 253, 247, 253, 166, 117, 253, 253, 248, 158, 0, 110, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 250, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4986033955486132, y=-0.8620119666217486, z=0.08789189491859506, w=-0.024597523369579034)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.005555555555555556, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.02)>	COMP<115>
[1740780418.4952729]	Q_Header<(2621443, 57821, 257, 173, 250, 8, 58, 53, 68)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 16, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 40, 14, 25, 0, 0, 0, 0, 0, 0, 0, 30, 14, 0, 0, 0, 0, 15, 57, 0, 135, 215, 126, 213, 253, 189, 253, 253, 253, 253, 253, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 253, 253, 253, 253, 253, 189, 206, 211, 253, 253, 137, 0, 105, 253, 253, 244, 253, 253, 253, 253, 253, 253, 165, 80, 215, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4986033955486132, y=-0.8620119666217486, z=0.08789189491859506, w=-0.024597523369579034)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.005555555555555556, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.02)>	COMP<115>
[1740780418.5053048]	Q_Header<(2621443, 57822, 257, 173, 250, 8, 58, 54, 67)>	Q_Data<(0, 0, 44, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 34, 16, 78, 47, 25, 0, 23, 80, 98, 17, 253, 253, 253, 253, 253, 212, 253, 253, 253, 253, 238, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 253, 253, 253, 253, 220, 163, 253, 52, 253, 253, 67, 0, 34, 187, 239, 102, 170, 253, 253, 253, 253, 206, 39, 0, 94, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4986033955486132, y=-0.8620119666217486, z=0.08789189491859506, w=-0.024597523369579034)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.005555555555555556, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.02)>	COMP<115>
[1740780418.515625]	Q_Header<(2621443, 57823, 257, 173, 250, 8, 58, 55, 64)>	Q_Data<(0, 0, 3, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 53, 118, 63, 47, 0, 75, 52, 90, 87, 253, 253, 253, 253, 253, 246, 253, 253, 253, 253, 158, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 219, 253, 253, 253, 125, 90, 234, 150, 253, 174, 0, 0, 0, 0, 121, 0, 31, 111, 193, 131, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4967564632102218, y=-0.8630220407657619, z=0.0883163290656335, w=-0.025023977136772447)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.006666666666666667, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.07)>	COMP<115>
[1740780418.5252273]	Q_Header<(2621443, 57824, 257, 173, 250, 8, 58, 56, 64)>	Q_Data<(0, 0, 52, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 25, 0, 0, 9, 34, 53, 51, 85, 160, 153, 125, 104, 93, 58, 0, 164, 204, 190, 253, 253, 253, 253, 253, 237, 253, 253, 253, 162, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 151, 253, 253, 253, 87, 108, 100, 41, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4967564632102218, y=-0.8630220407657619, z=0.0883163290656335, w=-0.025023977136772447)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.006666666666666667, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.07)>	COMP<115>
[1740780418.5353591]	Q_Header<(2621443, 57825, 257, 173, 250, 8, 58, 57, 47)>	Q_Data<(0, 0, 28, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 90, 64, 125, 231, 231, 253, 222, 171, 162, 90, 253, 253, 253, 253, 253, 253, 253, 253, 193, 211, 118, 118, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 42, 165, 253, 216, 42, 112, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4967564632102218, y=-0.8630220407657619, z=0.0883163290656335, w=-0.025023977136772447)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.006666666666666667, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.07)>	COMP<115>
[1740780418.5453367]	Q_Header<(2621443, 57826, 257, 173, 250, 8, 58, 58, 61)>	Q_Data<(0, 0, 35, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 24, 0, 17, 0, 39, 86, 129, 142, 115, 248, 187, 253, 253, 253, 252, 152, 253, 253, 253, 253, 162, 253, 253, 195, 163, 116, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 57, 74, 149, 197, 106, 83, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.49536834619628467, y=-0.8637817687740045, z=0.08856326642814305, w=-0.02545202074468343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.012222222222222223, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=-0.08)>	COMP<110>
[1740780418.5552244]	Q_Header<(2621443, 57827, 257, 173, 250, 8, 58, 59, 44)>	Q_Data<(0, 0, 71, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 34, 0, 0, 0, 23, 124, 216, 253, 94, 243, 253, 253, 253, 253, 222, 208, 253, 253, 253, 253, 253, 253, 253, 128, 106, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.49536834619628467, y=-0.8637817687740045, z=0.08856326642814305, w=-0.02545202074468343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.012222222222222223, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=-0.08)>	COMP<110>
[1740780418.5651586]	Q_Header<(2621443, 57828, 257, 173, 250, 8, 58, 60, 41)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 25, 34, 0, 77, 221, 253, 253, 208, 192, 253, 253, 253, 119, 47, 253, 253, 253, 253, 253, 163, 253, 253, 148, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.49536834619628467, y=-0.8637817687740045, z=0.08856326642814305, w=-0.02545202074468343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.012222222222222223, z=0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=-0.08)>	COMP<110>
[1740780418.5759168]	Q_Header<(2621443, 57829, 257, 173, 250, 8, 58, 61, 39)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 13, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 31, 183, 253, 253, 253, 253, 206, 253, 253, 253, 253, 164, 221, 253, 253, 253, 253, 177, 253, 253, 130, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4939557198889031, y=-0.8645598384068098, z=0.08868375892729226, w=-0.026061916766657804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.022222222222222223, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.05)>	COMP<110>
[1740780418.5861888]	Q_Header<(2621443, 57830, 257, 173, 250, 8, 58, 62, 45)>	Q_Data<(0, 0, 67, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 12, 0, 0, 0, 5, 16, 71, 253, 253, 253, 121, 253, 253, 253, 253, 253, 253, 215, 166, 197, 253, 253, 253, 223, 244, 221, 61, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4939557198889031, y=-0.8645598384068098, z=0.08868375892729226, w=-0.026061916766657804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.022222222222222223, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.05)>	COMP<110>
[1740780418.5951443]	Q_Header<(2621443, 57831, 257, 173, 250, 8, 58, 63, 46)>	Q_Data<(0, 0, 67, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 0, 0, 0, 0, 0, 11, 3, 0, 0, 0, 16, 19, 0, 0, 0, 50, 53, 175, 253, 253, 253, 202, 194, 253, 253, 253, 253, 253, 185, 196, 118, 253, 253, 253, 162, 131, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4939557198889031, y=-0.8645598384068098, z=0.08868375892729226, w=-0.026061916766657804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.022222222222222223, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.05)>	COMP<110>
[1740780418.605126]	Q_Header<(2621443, 57832, 257, 173, 250, 8, 58, 64, 40)>	Q_Data<(0, 0, 60, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 67, 93, 253, 253, 236, 253, 253, 149, 253, 213, 253, 228, 145, 109, 131, 63, 181, 253, 201, 64, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4939557198889031, y=-0.8645598384068098, z=0.08868375892729226, w=-0.026061916766657804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.022222222222222223, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.05)>	COMP<110>
[1740780418.615248]	Q_Header<(2621443, 57833, 257, 173, 250, 8, 58, 65, 37)>	Q_Data<(0, 0, 60, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 54, 140, 165, 253, 253, 248, 253, 253, 196, 244, 159, 249, 246, 128, 64, 40, 38, 28, 121, 94, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4922597747095049, y=-0.8654982771705864, z=0.08868610696254316, w=-0.026978155042975963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.03, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.06, z=-0.11)>	COMP<110>
[1740780418.6251817]	Q_Header<(2621443, 57834, 257, 173, 250, 8, 58, 66, 42)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 17, 9, 0, 0, 18, 112, 246, 169, 253, 253, 253, 253, 205, 182, 189, 130, 211, 253, 148, 41, 0, 16, 0, 72, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4922597747095049, y=-0.8654982771705864, z=0.08868610696254316, w=-0.026978155042975963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.03, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.06, z=-0.11)>	COMP<110>
