[1740780110.5029926]	Q_Header<(2621443, 27018, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 234, 253, 253, 246, 253, 253, 159, 253, 253, 253, 231, 253, 226, 234, 142, 167, 253, 253, 147, 85, 122, 253, 253, 248, 106, 69, 60, 0, 0, 0, 0, 105, 202, 191, 168, 166, 232, 182, 144, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 37, 46, 0, 55, 82, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5062721159940007, y=-0.8573362764759165, z=0.08788810693566738, w=-0.030638770612295158)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.022222222222222223, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.06, z=0.06)>	COMP<148>
[1740780111.0928686]	Q_Header<(2621443, 27077, 257, 173, 250, 8, 58, 59, 48)>	Q_Data<(0, 0, 51, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 16, 13, 0, 0, 0, 14, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 132, 233, 0, 253, 253, 215, 253, 161, 253, 253, 168, 253, 253, 253, 253, 221, 243, 253, 155, 177, 253, 253, 253, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4899738845681938, y=-0.8668533984207843, z=0.08709426174374846, w=-0.030089327988555)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.04, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.06, z=0.17)>	COMP<151>
[1740780111.102893]	Q_Header<(2621443, 27078, 257, 173, 250, 8, 58, 60, 45)>	Q_Data<(0, 0, 71, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 65, 0, 0, 80, 58, 0, 93, 253, 209, 119, 199, 160, 253, 253, 253, 152, 253, 98, 0, 253, 253, 253, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4899738845681938, y=-0.8668533984207843, z=0.08709426174374846, w=-0.030089327988555)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.04, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.06, z=0.17)>	COMP<151>
[1740780111.1140032]	Q_Header<(2621443, 27079, 257, 173, 250, 8, 58, 61, 44)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 7, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 131, 86, 253, 129, 253, 108, 244, 253, 253, 150, 153, 136, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4888836783498233, y=-0.8674175826101984, z=0.08770609810096082, w=-0.029784673537417452)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.05, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.03, z=0.09)>	COMP<147>
[1740780111.1249583]	Q_Header<(2621443, 27080, 257, 173, 250, 8, 58, 62, 43)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 35, 6, 0, 13, 0, 10, 21, 18, 2, 21, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 134, 253, 0, 253, 253, 253, 181, 253, 222, 164, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4888836783498233, y=-0.8674175826101984, z=0.08770609810096082, w=-0.029784673537417452)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.05, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.03, z=0.09)>	COMP<147>
[1740780111.133109]	Q_Header<(2621443, 27081, 257, 173, 250, 8, 58, 63, 42)>	Q_Data<(0, 0, 64, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 36, 0, 0, 17, 19, 8, 17, 29, 24, 13, 3, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 88, 128, 127, 253, 253, 253, 253, 253, 253, 253, 204, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4888836783498233, y=-0.8674175826101984, z=0.08770609810096082, w=-0.029784673537417452)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.05, z=0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.03, z=0.09)>	COMP<147>
[1740780111.1449957]	Q_Header<(2621443, 27082, 257, 173, 250, 8, 58, 64, 44)>	Q_Data<(0, 0, 59, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 26, 0, 0, 25, 22, 0, 18, 10, 34, 3, 33, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 67, 17, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 253, 253, 253, 253, 253, 253, 253, 253, 253, 33, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4877924663031568, y=-0.8679800629751242, z=0.08837881521608747, w=-0.02929684482301242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.056666666666666664, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.06, z=0.02)>	COMP<148>
[1740780111.1542566]	Q_Header<(2621443, 27083, 257, 173, 250, 8, 58, 65, 53)>	Q_Data<(0, 0, 49, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 16, 28, 33, 28, 37, 14, 15, 0, 10, 35, 13, 0, 0, 0, 0, 0, 39, 0, 26, 94, 97, 33, 0, 0, 0, 0, 0, 0, 0, 0, 58, 44, 0, 0, 0, 0, 0, 30, 28, 59, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4877924663031568, y=-0.8679800629751242, z=0.08837881521608747, w=-0.02929684482301242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.056666666666666664, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.06, z=0.02)>	COMP<148>
[1740780111.16318]	Q_Header<(2621443, 27084, 257, 173, 250, 8, 58, 66, 64)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 22, 27, 38, 36, 43, 26, 14, 0, 0, 18, 30, 0, 0, 0, 25, 45, 67, 39, 50, 123, 157, 81, 12, 0, 27, 40, 19, 0, 0, 0, 51, 28, 18, 96, 61, 0, 0, 133, 148, 123, 144, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 253, 253, 253, 253, 253, 253, 181, 180, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4877924663031568, y=-0.8679800629751242, z=0.08837881521608747, w=-0.02929684482301242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.056666666666666664, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.06, z=0.02)>	COMP<148>
[1740780111.1739407]	Q_Header<(2621443, 27085, 257, 173, 250, 8, 58, 67, 67)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 24, 17, 17, 0, 27, 32, 41, 23, 28, 15, 11, 0, 13, 24, 34, 0, 54, 68, 57, 45, 116, 184, 243, 200, 6, 0, 73, 95, 42, 0, 0, 91, 147, 150, 71, 218, 115, 52, 64, 249, 253, 168, 197, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 225, 253, 253, 253, 253, 161, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4877924663031568, y=-0.8679800629751242, z=0.08837881521608747, w=-0.02929684482301242)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.056666666666666664, z=0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.06, z=0.02)>	COMP<148>
[1740780111.1881437]	Q_Header<(2621443, 27086, 257, 173, 250, 8, 58, 68, 65)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 20, 32, 24, 13, 0, 13, 28, 34, 33, 30, 20, 19, 24, 32, 58, 52, 0, 94, 145, 155, 89, 189, 253, 253, 253, 97, 0, 96, 123, 87, 0, 54, 191, 253, 253, 67, 253, 164, 65, 123, 253, 253, 172, 182, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 253, 218, 115, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4863208520395235, y=-0.8687614216780344, z=0.0890489612356507, w=-0.028564025948104543)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.058888888888888886, z=0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.16)>	COMP<148>
[1740780111.1936364]	Q_Header<(2621443, 27087, 257, 173, 250, 8, 58, 69, 73)>	Q_Data<(0, 0, 60, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 28, 33, 29, 0, 0, 15, 10, 0, 35, 39, 22, 21, 44, 56, 76, 51, 82, 190, 253, 253, 162, 203, 253, 253, 253, 170, 58, 163, 207, 202, 59, 67, 253, 253, 253, 180, 253, 216, 185, 151, 253, 253, 132, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 168, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4863208520395235, y=-0.8687614216780344, z=0.0890489612356507, w=-0.028564025948104543)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.058888888888888886, z=0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.16)>	COMP<148>
[1740780111.2034216]	Q_Header<(2621443, 27088, 257, 173, 250, 8, 58, 70, 56)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 29, 29, 19, 0, 12, 29, 0, 0, 20, 29, 33, 44, 69, 105, 156, 147, 170, 253, 253, 253, 207, 152, 252, 253, 253, 196, 96, 253, 253, 253, 84, 67, 253, 253, 253, 253, 252, 239, 227, 158, 212, 228, 65, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4863208520395235, y=-0.8687614216780344, z=0.0890489612356507, w=-0.028564025948104543)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.058888888888888886, z=0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.16)>	COMP<148>
[1740780111.2146115]	Q_Header<(2621443, 27089, 257, 173, 250, 8, 58, 71, 50)>	Q_Data<(0, 0, 66, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 31, 24, 15, 0, 14, 33, 0, 0, 0, 0, 41, 56, 97, 199, 253, 253, 253, 253, 253, 253, 253, 191, 245, 253, 253, 131, 83, 253, 253, 253, 217, 14, 192, 253, 253, 253, 177, 192, 193, 124, 88, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48528956195574874, y=-0.8693220011238498, z=0.08941632603008073, w=-0.027893010918598565)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.057777777777777775, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=-0.15)>	COMP<147>
[1740780111.2230885]	Q_Header<(2621443, 27090, 257, 173, 250, 8, 58, 72, 48)>	Q_Data<(0, 0, 69, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 24, 13, 18, 0, 10, 35, 0, 0, 0, 59, 54, 37, 149, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 174, 81, 253, 253, 253, 253, 138, 95, 229, 253, 221, 120, 111, 128, 66, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48528956195574874, y=-0.8693220011238498, z=0.08941632603008073, w=-0.027893010918598565)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.057777777777777775, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=-0.15)>	COMP<147>
[1740780111.2329626]	Q_Header<(2621443, 27091, 257, 173, 250, 8, 58, 73, 48)>	Q_Data<(0, 0, 74, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 14, 0, 0, 25, 0, 25, 9, 80, 65, 140, 187, 253, 253, 253, 247, 253, 253, 253, 253, 253, 253, 253, 231, 230, 159, 253, 253, 253, 253, 213, 103, 175, 243, 96, 44, 47, 45, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48528956195574874, y=-0.8693220011238498, z=0.08941632603008073, w=-0.027893010918598565)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.057777777777777775, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=-0.15)>	COMP<147>
[1740780111.245832]	Q_Header<(2621443, 27092, 257, 173, 250, 8, 58, 74, 44)>	Q_Data<(0, 0, 72, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 18, 0, 0, 0, 0, 31, 65, 46, 190, 253, 253, 198, 253, 243, 191, 189, 83, 253, 253, 253, 253, 253, 214, 209, 151, 112, 253, 253, 253, 232, 95, 63, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4842089571551414, y=-0.8699037006649534, z=0.08978587873127605, w=-0.027344713576894407)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.04777777777777778, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.08, z=-0.21)>	COMP<147>
[1740780111.252966]	Q_Header<(2621443, 27093, 257, 173, 250, 8, 58, 75, 45)>	Q_Data<(0, 0, 59, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 6, 14, 4, 0, 31, 47, 56, 46, 249, 253, 253, 253, 253, 253, 241, 237, 207, 200, 253, 253, 253, 253, 251, 136, 132, 105, 181, 253, 253, 253, 185, 68, 88, 84, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4842089571551414, y=-0.8699037006649534, z=0.08978587873127605, w=-0.027344713576894407)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.04777777777777778, z=0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.08, z=-0.21)>	COMP<147>
