[1740780402.9649644]	Q_Header<(2621443, 56268, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 78, 77, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 55, 45, 27, 0, 0, 54, 128, 119, 47, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42340900376701424, y=-0.9015065569610495, z=0.08673262135691613, w=-0.022095150549756255)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=-0.04111111111111111, z=-0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=0.42)>	COMP<111>
[1740780403.6350877]	Q_Header<(2621443, 56335, 257, 173, 250, 8, 58, 67, 30)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 70, 250, 253, 253, 253, 253, 247, 148, 211, 170, 124, 111, 70, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4371286326659786, y=-0.8950700081047999, z=0.08557027967016226, w=-0.02111791495426258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05555555555555555, y=-0.04555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.18, z=0.09)>	COMP<111>
[1740780403.6450515]	Q_Header<(2621443, 56336, 257, 173, 250, 8, 58, 68, 30)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 22, 96, 253, 253, 253, 253, 191, 247, 173, 66, 88, 40, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4375516382675306, y=-0.8947561747805828, z=0.08642392520390896, w=-0.02215528591032412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07666666666666666, y=-0.042222222222222223, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.18, z=0.1)>	COMP<111>
[1740780403.6550486]	Q_Header<(2621443, 56337, 257, 173, 250, 8, 58, 69, 35)>	Q_Data<(0, 0, 31, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 0, 6, 0, 0, 0, 0, 0, 17, 0, 15, 25, 0, 29, 132, 231, 253, 253, 253, 253, 253, 247, 201, 118, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4375516382675306, y=-0.8947561747805828, z=0.08642392520390896, w=-0.02215528591032412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07666666666666666, y=-0.042222222222222223, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.18, z=0.1)>	COMP<111>
[1740780403.664961]	Q_Header<(2621443, 56338, 257, 173, 250, 8, 58, 70, 28)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 29, 23, 0, 156, 253, 253, 253, 253, 253, 253, 253, 253, 179, 125, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4375516382675306, y=-0.8947561747805828, z=0.08642392520390896, w=-0.02215528591032412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07666666666666666, y=-0.042222222222222223, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.18, z=0.1)>	COMP<111>
[1740780403.6751018]	Q_Header<(2621443, 56339, 257, 173, 250, 8, 58, 71, 25)>	Q_Data<(0, 0, 67, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 0, 0, 13, 34, 27, 211, 253, 253, 253, 253, 253, 253, 253, 253, 153, 99, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377478195847231, y=-0.8945387679634275, z=0.08740307831083707, w=-0.023193554300361793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=-0.035555555555555556, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.25)>	COMP<110>
[1740780403.6849627]	Q_Header<(2621443, 56340, 257, 173, 250, 8, 58, 72, 29)>	Q_Data<(0, 0, 62, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 14, 17, 6, 33, 58, 253, 253, 253, 253, 253, 200, 253, 241, 253, 108, 94, 17, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377478195847231, y=-0.8945387679634275, z=0.08740307831083707, w=-0.023193554300361793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=-0.035555555555555556, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.25)>	COMP<110>
[1740780403.6950223]	Q_Header<(2621443, 56341, 257, 173, 250, 8, 58, 73, 33)>	Q_Data<(0, 0, 65, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 0, 20, 59, 253, 253, 253, 253, 253, 246, 159, 253, 253, 131, 103, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377478195847231, y=-0.8945387679634275, z=0.08740307831083707, w=-0.023193554300361793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=-0.035555555555555556, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.25)>	COMP<110>
[1740780403.7049644]	Q_Header<(2621443, 56342, 257, 173, 250, 8, 58, 74, 26)>	Q_Data<(0, 0, 51, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 24, 0, 35, 100, 208, 253, 253, 253, 253, 253, 182, 253, 253, 152, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377478195847231, y=-0.8945387679634275, z=0.08740307831083707, w=-0.023193554300361793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=-0.035555555555555556, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.25)>	COMP<110>
[1740780403.7151442]	Q_Header<(2621443, 56343, 257, 173, 250, 8, 58, 75, 36)>	Q_Data<(0, 0, 47, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 42, 167, 227, 253, 253, 253, 253, 235, 169, 253, 237, 189, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4378050135016785, y=-0.8943478130266408, z=0.08874508429268653, w=-0.024353018316906415)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07888888888888888, y=-0.025555555555555557, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.06, z=0.37)>	COMP<110>
[1740780403.7249477]	Q_Header<(2621443, 56344, 257, 173, 250, 8, 58, 76, 25)>	Q_Data<(0, 0, 66, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 34, 19, 204, 253, 253, 253, 253, 253, 253, 148, 135, 190, 194, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4378050135016785, y=-0.8943478130266408, z=0.08874508429268653, w=-0.024353018316906415)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07888888888888888, y=-0.025555555555555557, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.06, z=0.37)>	COMP<110>
[1740780403.7351305]	Q_Header<(2621443, 56345, 257, 173, 250, 8, 58, 77, 20)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 197, 253, 253, 253, 253, 253, 253, 253, 209, 145, 158, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4378050135016785, y=-0.8943478130266408, z=0.08874508429268653, w=-0.024353018316906415)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07888888888888888, y=-0.025555555555555557, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.06, z=0.37)>	COMP<110>
[1740780403.745023]	Q_Header<(2621443, 56346, 257, 173, 250, 8, 58, 78, 24)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 55, 50, 77, 210, 226, 222, 253, 253, 253, 253, 253, 253, 134, 99, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377573908590921, y=-0.8942531418678971, z=0.08972439550514018, w=-0.025086208539192256)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07333333333333333, y=-0.012222222222222223, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.02, z=0.41)>	COMP<114>
[1740780403.754984]	Q_Header<(2621443, 56347, 257, 173, 250, 8, 58, 79, 28)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76, 118, 62, 168, 253, 253, 253, 238, 253, 253, 253, 253, 253, 189, 55, 34, 5, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377573908590921, y=-0.8942531418678971, z=0.08972439550514018, w=-0.025086208539192256)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07333333333333333, y=-0.012222222222222223, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.02, z=0.41)>	COMP<114>
[1740780403.7678943]	Q_Header<(2621443, 56348, 257, 173, 250, 8, 58, 80, 28)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 101, 159, 149, 216, 253, 253, 253, 253, 253, 253, 253, 224, 253, 222, 28, 41, 51, 43, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377573908590921, y=-0.8942531418678971, z=0.08972439550514018, w=-0.025086208539192256)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07333333333333333, y=-0.012222222222222223, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.02, z=0.41)>	COMP<114>
[1740780403.7705443]	Q_Header<(2621443, 56349, 257, 173, 250, 8, 58, 81, 26)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 96, 157, 162, 212, 253, 253, 253, 253, 253, 253, 253, 149, 253, 225, 0, 21, 35, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377573908590921, y=-0.8942531418678971, z=0.08972439550514018, w=-0.025086208539192256)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07333333333333333, y=-0.012222222222222223, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.02, z=0.41)>	COMP<114>
[1740780403.7850287]	Q_Header<(2621443, 56350, 257, 173, 250, 8, 58, 82, 26)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 124, 229, 253, 253, 253, 253, 209, 253, 253, 253, 247, 253, 190, 20, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377452487061656, y=-0.8941673025021369, z=0.09051536584373168, w=-0.025512759893917627)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.052222222222222225, y=-0.0077777777777777776, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.0, z=0.44)>	COMP<112>
[1740780403.7950208]	Q_Header<(2621443, 56351, 257, 173, 250, 8, 58, 83, 29)>	Q_Data<(0, 0, 74, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 13, 0, 50, 128, 253, 253, 253, 253, 253, 137, 246, 240, 215, 201, 197, 128, 37, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4377452487061656, y=-0.8941673025021369, z=0.09051536584373168, w=-0.025512759893917627)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.052222222222222225, y=-0.0077777777777777776, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.0, z=0.44)>	COMP<112>
