[1740779858.0310163]	Q_Header<(2621443, 1768, 257, 173, 250, 8, 58, 0, 32)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 238, 231, 201, 253, 253, 253, 148, 148, 215, 253, 253, 253, 253, 63, 84, 49, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.26922577383714064, y=-0.9586781295987232, z=0.0800170005668763, w=0.045288035408560044)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.01, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.12, z=0.04)>	COMP<168>
[1740779858.5614805]	Q_Header<(2621443, 1821, 257, 173, 250, 8, 58, 53, 52)>	Q_Data<(0, 0, 61, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 0, 16, 0, 0, 43, 65, 27, 0, 8, 0, 10, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 102, 178, 236, 242, 253, 253, 177, 79, 112, 253, 244, 253, 253, 253, 253, 253, 253, 238, 253, 253, 253, 253, 253, 54, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27605716802979025, y=-0.9568313560033211, z=0.07794052698961798, w=0.04681314346204933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0022222222222222222, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.13, z=-0.06)>	COMP<173>
[1740779858.5711262]	Q_Header<(2621443, 1822, 257, 173, 250, 8, 58, 54, 52)>	Q_Data<(0, 0, 33, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 17, 15, 18, 0, 0, 75, 108, 51, 12, 10, 0, 5, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 126, 0, 0, 121, 149, 107, 143, 140, 232, 201, 253, 253, 253, 253, 253, 253, 253, 226, 253, 253, 148, 216, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27605716802979025, y=-0.9568313560033211, z=0.07794052698961798, w=0.04681314346204933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.0022222222222222222, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.13, z=-0.06)>	COMP<173>
[1740779858.5811958]	Q_Header<(2621443, 1823, 257, 173, 250, 8, 58, 55, 51)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 13, 0, 26, 0, 67, 100, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 69, 0, 0, 0, 35, 0, 114, 0, 141, 127, 253, 253, 253, 253, 253, 235, 231, 139, 238, 109, 80, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27631178598784406, y=-0.9567455810380949, z=0.0781265929013564, w=0.04675388293940547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.012222222222222223, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=-0.02)>	COMP<172>
[1740779858.591039]	Q_Header<(2621443, 1824, 257, 173, 250, 8, 58, 56, 43)>	Q_Data<(0, 0, 18, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 15, 12, 25, 19, 67, 101, 50, 24, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 16, 0, 0, 0, 0, 0, 0, 0, 0, 81, 147, 226, 86, 253, 253, 253, 253, 253, 108, 111, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27631178598784406, y=-0.9567455810380949, z=0.0781265929013564, w=0.04675388293940547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.012222222222222223, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=-0.02)>	COMP<172>
[1740779858.601043]	Q_Header<(2621443, 1825, 257, 173, 250, 8, 58, 57, 38)>	Q_Data<(0, 0, 25, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 22, 16, 14, 18, 14, 25, 50, 20, 26, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 108, 0, 225, 233, 253, 253, 253, 253, 253, 253, 196, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27631178598784406, y=-0.9567455810380949, z=0.0781265929013564, w=0.04675388293940547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.012222222222222223, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=-0.02)>	COMP<172>
[1740779858.6111727]	Q_Header<(2621443, 1826, 257, 173, 250, 8, 58, 58, 45)>	Q_Data<(0, 0, 47, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 21, 17, 5, 13, 7, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 14, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 200, 253, 253, 253, 253, 253, 253, 253, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2765497093452326, y=-0.9566630201450399, z=0.07836897523709527, w=0.04663076096662055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.012222222222222223, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.14, z=0.02)>	COMP<173>
[1740779858.621877]	Q_Header<(2621443, 1827, 257, 173, 250, 8, 58, 59, 50)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 28, 13, 0, 14, 0, 10, 0, 0, 0, 0, 29, 29, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 25, 42, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 32, 96, 253, 253, 253, 253, 253, 253, 253, 53, 178, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2765497093452326, y=-0.9566630201450399, z=0.07836897523709527, w=0.04663076096662055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.012222222222222223, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.14, z=0.02)>	COMP<173>
[1740779858.631061]	Q_Header<(2621443, 1828, 257, 173, 250, 8, 58, 60, 44)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 9, 21, 15, 0, 0, 4, 0, 17, 0, 0, 18, 31, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 36, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 136, 141, 59, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2765497093452326, y=-0.9566630201450399, z=0.07836897523709527, w=0.04663076096662055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.012222222222222223, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.14, z=0.02)>	COMP<173>
[1740779858.6423995]	Q_Header<(2621443, 1829, 257, 173, 250, 8, 58, 61, 47)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 0, 0, 0, 0, 15, 18, 0, 0, 58, 109, 88, 33, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 51, 37, 0, 0, 37, 87, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 118, 253, 253, 253, 253, 253, 253, 118, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27679999315049647, y=-0.9565621814012306, z=0.07885900576635975, w=0.04638765045079985)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.011111111111111112, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=0.01)>	COMP<173>
[1740779858.6522257]	Q_Header<(2621443, 1830, 257, 173, 250, 8, 58, 62, 50)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 15, 0, 0, 0, 7, 23, 0, 0, 0, 91, 181, 159, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 33, 71, 187, 199, 89, 84, 157, 196, 179, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 169, 253, 253, 253, 253, 180, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27679999315049647, y=-0.9565621814012306, z=0.07885900576635975, w=0.04638765045079985)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.011111111111111112, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=0.01)>	COMP<173>
[1740779858.6611378]	Q_Header<(2621443, 1831, 257, 173, 250, 8, 58, 63, 53)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 18, 11, 20, 0, 0, 0, 0, 91, 174, 120, 71, 22, 0, 38, 59, 18, 0, 0, 17, 53, 118, 147, 87, 253, 253, 147, 158, 253, 253, 235, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 220, 253, 253, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27679999315049647, y=-0.9565621814012306, z=0.07885900576635975, w=0.04638765045079985)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.011111111111111112, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=0.01)>	COMP<173>
[1740779858.6711204]	Q_Header<(2621443, 1832, 257, 173, 250, 8, 58, 64, 53)>	Q_Data<(0, 0, 57, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 30, 22, 19, 15, 9, 28, 0, 49, 35, 26, 135, 147, 138, 140, 84, 44, 67, 100, 62, 0, 19, 105, 167, 166, 253, 139, 253, 253, 205, 253, 253, 253, 241, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 61, 187, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27679999315049647, y=-0.9565621814012306, z=0.07885900576635975, w=0.04638765045079985)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.011111111111111112, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=0.01)>	COMP<173>
[1740779858.6811848]	Q_Header<(2621443, 1833, 257, 173, 250, 8, 58, 65, 51)>	Q_Data<(0, 0, 48, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 36, 12, 12, 10, 5, 35, 26, 46, 26, 53, 153, 134, 183, 81, 96, 33, 89, 107, 38, 54, 73, 175, 253, 132, 253, 127, 253, 253, 241, 253, 253, 253, 198, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2770351303350782, y=-0.9564700435076031, z=0.07922264797861457, w=0.04626407331879032)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.012222222222222223, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=0.02)>	COMP<167>
[1740779858.6910439]	Q_Header<(2621443, 1834, 257, 173, 250, 8, 58, 66, 42)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 26, 0, 0, 13, 23, 45, 49, 77, 108, 75, 134, 143, 253, 253, 102, 86, 219, 253, 164, 88, 100, 201, 253, 253, 220, 182, 250, 253, 253, 253, 253, 253, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2770351303350782, y=-0.9564700435076031, z=0.07922264797861457, w=0.04626407331879032)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.012222222222222223, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=0.02)>	COMP<167>
[1740779858.7010725]	Q_Header<(2621443, 1835, 257, 173, 250, 8, 58, 67, 44)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 21, 16, 12, 7, 51, 87, 107, 186, 196, 115, 158, 189, 253, 253, 122, 171, 253, 253, 253, 86, 112, 157, 253, 253, 222, 253, 252, 253, 222, 210, 253, 193, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2770351303350782, y=-0.9564700435076031, z=0.07922264797861457, w=0.04626407331879032)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.012222222222222223, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=0.02)>	COMP<167>
[1740779858.711093]	Q_Header<(2621443, 1836, 257, 173, 250, 8, 58, 68, 42)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 8, 37, 38, 51, 37, 138, 113, 253, 253, 160, 229, 81, 253, 253, 101, 196, 253, 253, 253, 184, 122, 158, 253, 253, 253, 253, 193, 244, 140, 110, 183, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27715885315442007, y=-0.9564147167869991, z=0.07952829457392852, w=0.046142279890936264)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.013333333333333334, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=0.01)>	COMP<170>
[1740779858.7211344]	Q_Header<(2621443, 1837, 257, 173, 250, 8, 58, 69, 46)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 47, 75, 65, 217, 171, 253, 253, 228, 253, 220, 206, 188, 206, 186, 253, 253, 253, 253, 159, 210, 221, 253, 253, 188, 120, 134, 57, 36, 107, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.27715885315442007, y=-0.9564147167869991, z=0.07952829457392852, w=0.046142279890936264)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.013333333333333334, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=0.01)>	COMP<170>
