[1740780432.9651675]	Q_Header<(2621443, 59268, 257, 173, 250, 8, 58, 0, 21)>	Q_Data<(0, 0, 0, 79, 81, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 23, 0, 0, 8, 0, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5664052445744742, y=-0.8192124130041586, z=0.08288559505734223, w=-0.03472894225893058)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.023333333333333334, z=-0.1)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=-0.04)>	COMP<176>
[1740780433.5653455]	Q_Header<(2621443, 59328, 257, 173, 250, 8, 58, 60, 62)>	Q_Data<(0, 0, 67, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 59, 99, 150, 125, 173, 139, 234, 253, 146, 253, 167, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 218, 253, 253, 253, 80, 0, 0, 235, 253, 252, 80, 102, 126, 98, 248, 253, 253, 253, 253, 253, 179, 230, 253, 236, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5910086502815587, y=-0.8018869820715808, z=0.07928536989731949, w=-0.03741488202236863)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0022222222222222222, z=-0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.17, z=0.06)>	COMP<175>
[1740780433.576148]	Q_Header<(2621443, 59329, 257, 173, 250, 8, 58, 61, 68)>	Q_Data<(0, 0, 64, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 0, 11, 10, 0, 0, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 51, 124, 139, 206, 253, 253, 253, 119, 253, 253, 215, 253, 169, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 253, 253, 253, 253, 61, 106, 136, 31, 253, 232, 80, 60, 100, 155, 231, 198, 253, 253, 253, 253, 0, 233, 171, 0, 192, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5920499548188682, y=-0.8011595574177799, z=0.07904172077220972, w=-0.03704889923454155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.0011111111111111111, z=-0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.17, z=0.06)>	COMP<171>
[1740780433.586826]	Q_Header<(2621443, 59330, 257, 173, 250, 8, 58, 62, 80)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 54, 48, 56, 19, 0, 35, 40, 77, 0, 77, 234, 253, 253, 253, 253, 253, 167, 253, 253, 253, 203, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 253, 217, 253, 253, 44, 127, 243, 253, 189, 142, 0, 0, 0, 121, 148, 47, 56, 212, 253, 253, 61, 141, 0, 0, 21, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5920499548188682, y=-0.8011595574177799, z=0.07904172077220972, w=-0.03704889923454155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.0011111111111111111, z=-0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.17, z=0.06)>	COMP<171>
[1740780433.5953903]	Q_Header<(2621443, 59331, 257, 173, 250, 8, 58, 63, 66)>	Q_Data<(0, 0, 67, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 48, 89, 30, 34, 41, 86, 63, 17, 100, 253, 253, 253, 253, 253, 204, 253, 245, 253, 253, 174, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 253, 253, 219, 232, 0, 104, 242, 253, 221, 139, 0, 0, 0, 50, 0, 0, 0, 0, 160, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5920499548188682, y=-0.8011595574177799, z=0.07904172077220972, w=-0.03704889923454155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.0011111111111111111, z=-0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.17, z=0.06)>	COMP<171>
[1740780433.605384]	Q_Header<(2621443, 59332, 257, 173, 250, 8, 58, 64, 72)>	Q_Data<(0, 0, 58, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 13, 34, 0, 20, 0, 0, 0, 0, 45, 0, 0, 50, 76, 143, 54, 63, 55, 94, 93, 85, 108, 253, 253, 253, 253, 253, 214, 253, 149, 253, 219, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 253, 253, 253, 211, 89, 0, 185, 253, 202, 111, 0, 0, 0, 32, 0, 0, 0, 18, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5920499548188682, y=-0.8011595574177799, z=0.07904172077220972, w=-0.03704889923454155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.0011111111111111111, z=-0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.17, z=0.06)>	COMP<171>
[1740780433.6154506]	Q_Header<(2621443, 59333, 257, 173, 250, 8, 58, 65, 61)>	Q_Data<(0, 0, 50, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 0, 18, 43, 0, 39, 0, 0, 0, 26, 81, 49, 60, 125, 221, 253, 132, 95, 136, 245, 253, 209, 219, 253, 253, 253, 253, 253, 142, 132, 121, 193, 117, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 253, 253, 253, 210, 162, 17, 40, 147, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5934462899542455, y=-0.8001728747608927, z=0.07873554602910386, w=-0.03668221950658249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.09)>	COMP<171>
[1740780433.625284]	Q_Header<(2621443, 59334, 257, 173, 250, 8, 58, 66, 46)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 26, 0, 50, 19, 0, 0, 36, 60, 63, 142, 226, 253, 253, 244, 157, 207, 253, 253, 253, 253, 253, 253, 253, 253, 253, 90, 128, 85, 51, 39, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 195, 152, 253, 142, 181, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5934462899542455, y=-0.8001728747608927, z=0.07873554602910386, w=-0.03668221950658249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.09)>	COMP<171>
[1740780433.6356552]	Q_Header<(2621443, 59335, 257, 173, 250, 8, 58, 67, 49)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 8, 34, 49, 0, 33, 58, 140, 151, 201, 253, 191, 253, 253, 252, 253, 253, 253, 253, 253, 253, 253, 253, 253, 217, 91, 91, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 160, 33, 146, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5934462899542455, y=-0.8001728747608927, z=0.07873554602910386, w=-0.03668221950658249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0, z=-0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.09)>	COMP<171>
[1740780433.6454399]	Q_Header<(2621443, 59336, 257, 173, 250, 8, 58, 68, 42)>	Q_Data<(0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 22, 0, 27, 26, 38, 0, 39, 192, 253, 253, 217, 253, 147, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5943688297811184, y=-0.7995109161329709, z=0.07861440262457184, w=-0.03643850804881164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.0022222222222222222, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.2, z=-0.1)>	COMP<171>
[1740780433.6553736]	Q_Header<(2621443, 59337, 257, 173, 250, 8, 58, 69, 44)>	Q_Data<(0, 0, 56, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 50, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 21, 0, 34, 5, 15, 28, 129, 253, 253, 253, 221, 253, 229, 249, 253, 253, 209, 253, 253, 253, 253, 253, 188, 253, 253, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5943688297811184, y=-0.7995109161329709, z=0.07861440262457184, w=-0.03643850804881164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.0022222222222222222, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.2, z=-0.1)>	COMP<171>
[1740780433.665266]	Q_Header<(2621443, 59338, 257, 173, 250, 8, 58, 70, 41)>	Q_Data<(0, 0, 69, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 38, 0, 0, 51, 37, 203, 253, 253, 253, 253, 253, 184, 166, 160, 253, 182, 253, 253, 253, 253, 155, 150, 253, 253, 134, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5943688297811184, y=-0.7995109161329709, z=0.07861440262457184, w=-0.03643850804881164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.0022222222222222222, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.2, z=-0.1)>	COMP<171>
[1740780433.675334]	Q_Header<(2621443, 59339, 257, 173, 250, 8, 58, 71, 40)>	Q_Data<(0, 0, 58, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 28, 0, 36, 86, 68, 253, 253, 253, 253, 253, 253, 127, 253, 218, 253, 249, 253, 253, 253, 253, 253, 122, 177, 194, 94, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5953216417510054, y=-0.7988076324827926, z=0.0786112645658494, w=-0.03631498634835434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0011111111111111111, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.21)>	COMP<171>
[1740780433.6852512]	Q_Header<(2621443, 59340, 257, 173, 250, 8, 58, 72, 36)>	Q_Data<(0, 0, 49, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 67, 93, 190, 253, 253, 253, 253, 252, 212, 245, 253, 253, 237, 212, 237, 248, 253, 253, 253, 108, 96, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5953216417510054, y=-0.7988076324827926, z=0.0786112645658494, w=-0.03631498634835434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0011111111111111111, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.21)>	COMP<171>
[1740780433.6952715]	Q_Header<(2621443, 59341, 257, 173, 250, 8, 58, 73, 37)>	Q_Data<(0, 0, 58, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 52, 137, 162, 253, 233, 253, 253, 253, 225, 253, 253, 253, 253, 131, 134, 138, 155, 253, 253, 175, 69, 45, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5953216417510054, y=-0.7988076324827926, z=0.0786112645658494, w=-0.03631498634835434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0011111111111111111, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.21)>	COMP<171>
[1740780433.705267]	Q_Header<(2621443, 59342, 257, 173, 250, 8, 58, 74, 39)>	Q_Data<(0, 0, 49, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 87, 223, 253, 253, 243, 253, 253, 253, 242, 253, 253, 244, 253, 107, 48, 57, 70, 177, 173, 91, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5953216417510054, y=-0.7988076324827926, z=0.0786112645658494, w=-0.03631498634835434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0011111111111111111, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.21)>	COMP<171>
[1740780433.7153335]	Q_Header<(2621443, 59343, 257, 173, 250, 8, 58, 75, 37)>	Q_Data<(0, 0, 54, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 27, 118, 253, 253, 190, 253, 253, 253, 253, 251, 253, 253, 253, 253, 133, 0, 15, 18, 88, 77, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5965048351670951, y=-0.7979236375871721, z=0.07867540494529679, w=-0.03619434843488052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.008888888888888889, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.19, z=-0.26)>	COMP<171>
[1740780433.725298]	Q_Header<(2621443, 59344, 257, 173, 250, 8, 58, 76, 42)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 27, 0, 0, 22, 184, 253, 253, 232, 253, 253, 253, 253, 206, 230, 246, 226, 221, 99, 0, 0, 0, 16, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5965048351670951, y=-0.7979236375871721, z=0.07867540494529679, w=-0.03619434843488052)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.008888888888888889, z=-0.07555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.19, z=-0.26)>	COMP<171>
