[1740780412.965011]	Q_Header<(2621443, 57268, 257, 173, 250, 8, 58, 0, 27)>	Q_Data<(0, 0, 26, 79, 68, 25, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 35, 45, 8, 0, 0, 83, 129, 91, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5908897432293413, y=-0.8019523123944133, z=0.08001822677137346, w=-0.03631643396565004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.006666666666666667, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.09)>	COMP<130>
[1740780413.555194]	Q_Header<(2621443, 57327, 257, 173, 250, 8, 58, 59, 49)>	Q_Data<(0, 0, 74, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 60, 0, 0, 0, 61, 46, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 96, 0, 82, 0, 0, 0, 132, 111, 184, 253, 188, 253, 253, 253, 253, 253, 253, 175, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5889899577495015, y=-0.8035287869193976, z=0.07855233944286097, w=-0.03552250315131708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.0, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.15, z=-0.15)>	COMP<126>
[1740780413.5652099]	Q_Header<(2621443, 57328, 257, 173, 250, 8, 58, 60, 62)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 37, 0, 0, 0, 49, 168, 204, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 217, 253, 190, 117, 0, 0, 221, 199, 172, 104, 0, 87, 229, 251, 253, 253, 242, 253, 253, 253, 253, 253, 253, 183, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5889899577495015, y=-0.8035287869193976, z=0.07855233944286097, w=-0.03552250315131708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.0, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.15, z=-0.15)>	COMP<126>
[1740780413.5759194]	Q_Header<(2621443, 57329, 257, 173, 250, 8, 58, 61, 59)>	Q_Data<(0, 0, 67, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 48, 17, 123, 126, 85, 42, 146, 173, 216, 253, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 174, 253, 253, 253, 216, 0, 0, 253, 253, 202, 175, 0, 91, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 233, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5886846818228904, y=-0.8037117563757201, z=0.07885750222033949, w=-0.03576663800396203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.0022222222222222222, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.17, z=-0.16)>	COMP<125>
[1740780413.5864735]	Q_Header<(2621443, 57330, 257, 173, 250, 8, 58, 62, 72)>	Q_Data<(0, 0, 54, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 17, 0, 0, 16, 31, 0, 0, 0, 0, 0, 31, 0, 10, 46, 111, 190, 253, 253, 134, 104, 253, 253, 168, 253, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 242, 253, 253, 253, 253, 0, 0, 253, 253, 128, 159, 0, 91, 253, 253, 253, 253, 253, 253, 253, 253, 202, 219, 0, 233, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5886846818228904, y=-0.8037117563757201, z=0.07885750222033949, w=-0.03576663800396203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.0022222222222222222, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.17, z=-0.16)>	COMP<125>
[1740780413.5952885]	Q_Header<(2621443, 57331, 257, 173, 250, 8, 58, 63, 78)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 5, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 20, 0, 0, 0, 0, 0, 0, 0, 66, 76, 52, 20, 0, 0, 69, 103, 52, 59, 169, 253, 253, 253, 253, 195, 231, 253, 253, 137, 252, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 199, 253, 253, 253, 234, 0, 0, 230, 253, 196, 135, 0, 0, 201, 230, 156, 152, 196, 253, 253, 177, 0, 57, 0, 119, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5886846818228904, y=-0.8037117563757201, z=0.07885750222033949, w=-0.03576663800396203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.0022222222222222222, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.17, z=-0.16)>	COMP<125>
[1740780413.6052885]	Q_Header<(2621443, 57332, 257, 173, 250, 8, 58, 64, 61)>	Q_Data<(0, 0, 66, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 34, 0, 0, 0, 0, 0, 0, 26, 101, 111, 41, 0, 16, 0, 60, 98, 68, 116, 253, 253, 253, 253, 253, 253, 253, 253, 253, 212, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 40, 253, 253, 253, 117, 0, 52, 197, 199, 241, 68, 0, 0, 96, 0, 53, 0, 0, 170, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5886846818228904, y=-0.8037117563757201, z=0.07885750222033949, w=-0.03576663800396203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.0022222222222222222, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.17, z=-0.16)>	COMP<125>
[1740780413.616181]	Q_Header<(2621443, 57333, 257, 173, 250, 8, 58, 65, 62)>	Q_Data<(0, 0, 51, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 23, 42, 0, 0, 0, 0, 42, 0, 70, 97, 59, 144, 111, 0, 34, 90, 139, 132, 191, 253, 253, 253, 253, 253, 240, 237, 253, 253, 180, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 187, 253, 253, 26, 89, 61, 0, 173, 116, 173, 0, 0, 0, 0, 0, 0, 0, 0, 126, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5883681126229678, y=-0.8038792957839326, z=0.07934424755288985, w=-0.03613214965485446)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=-0.0033333333333333335, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=-0.11)>	COMP<129>
[1740780413.6251757]	Q_Header<(2621443, 57334, 257, 173, 250, 8, 58, 66, 56)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 0, 24, 12, 30, 17, 0, 0, 12, 53, 32, 143, 217, 253, 253, 181, 89, 129, 253, 253, 253, 253, 253, 253, 253, 253, 233, 161, 142, 138, 234, 83, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 204, 253, 253, 0, 189, 129, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5883681126229678, y=-0.8038792957839326, z=0.07934424755288985, w=-0.03613214965485446)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=-0.0033333333333333335, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=-0.11)>	COMP<129>
[1740780413.6424086]	Q_Header<(2621443, 57335, 257, 173, 250, 8, 58, 67, 49)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 34, 0, 32, 54, 23, 49, 173, 253, 253, 253, 253, 240, 218, 253, 253, 253, 253, 253, 253, 253, 253, 249, 40, 43, 125, 113, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 138, 253, 253, 73, 193, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.588027645072627, y=-0.8040365547583262, z=0.08001912421530143, w=-0.03668306152051576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.005555555555555556, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.06)>	COMP<129>
[1740780413.6451507]	Q_Header<(2621443, 57336, 257, 173, 250, 8, 58, 68, 46)>	Q_Data<(0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 35, 21, 16, 28, 0, 49, 46, 143, 163, 89, 253, 253, 253, 253, 253, 253, 253, 253, 253, 180, 253, 253, 253, 253, 215, 87, 71, 91, 78, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 166, 131, 0, 165, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.588027645072627, y=-0.8040365547583262, z=0.08001912421530143, w=-0.03668306152051576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.005555555555555556, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.06)>	COMP<129>
[1740780413.6551309]	Q_Header<(2621443, 57337, 257, 173, 250, 8, 58, 69, 38)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 0, 0, 37, 33, 13, 23, 26, 79, 157, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 190, 46, 18, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 50, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.588027645072627, y=-0.8040365547583262, z=0.08001912421530143, w=-0.03668306152051576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.005555555555555556, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.06)>	COMP<129>
[1740780413.6671238]	Q_Header<(2621443, 57338, 257, 173, 250, 8, 58, 70, 33)>	Q_Data<(0, 0, 74, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 24, 0, 0, 36, 18, 37, 39, 70, 186, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 201, 253, 253, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.588027645072627, y=-0.8040365547583262, z=0.08001912421530143, w=-0.03668306152051576)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.005555555555555556, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=-0.06)>	COMP<129>
[1740780413.6752117]	Q_Header<(2621443, 57339, 257, 173, 250, 8, 58, 71, 33)>	Q_Data<(0, 0, 73, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 26, 0, 0, 38, 15, 41, 56, 123, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 117, 253, 253, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5878178143552107, y=-0.8041220749797426, z=0.08050375839835146, w=-0.03710863161955852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=0.08)>	COMP<129>
[1740780413.685108]	Q_Header<(2621443, 57340, 257, 173, 250, 8, 58, 72, 45)>	Q_Data<(0, 0, 71, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 29, 27, 0, 0, 0, 0, 0, 2, 0, 0, 0, 23, 7, 0, 0, 26, 0, 42, 83, 158, 253, 253, 253, 253, 253, 253, 253, 253, 239, 241, 253, 253, 141, 253, 253, 253, 163, 166, 175, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5878178143552107, y=-0.8041220749797426, z=0.08050375839835146, w=-0.03710863161955852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=0.08)>	COMP<129>
[1740780413.6951458]	Q_Header<(2621443, 57341, 257, 173, 250, 8, 58, 73, 44)>	Q_Data<(0, 0, 65, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 30, 18, 70, 131, 226, 253, 253, 253, 253, 186, 253, 253, 253, 253, 215, 195, 203, 151, 240, 253, 163, 141, 50, 67, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5878178143552107, y=-0.8041220749797426, z=0.08050375839835146, w=-0.03710863161955852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=0.08)>	COMP<129>
[1740780413.7052078]	Q_Header<(2621443, 57342, 257, 173, 250, 8, 58, 74, 41)>	Q_Data<(0, 0, 56, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 24, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 29, 40, 116, 229, 253, 253, 253, 253, 253, 168, 253, 253, 253, 253, 162, 116, 109, 115, 138, 135, 91, 61, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5878178143552107, y=-0.8041220749797426, z=0.08050375839835146, w=-0.03710863161955852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.044444444444444446, y=-0.0044444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=0.08)>	COMP<129>
[1740780413.715191]	Q_Header<(2621443, 57343, 257, 173, 250, 8, 58, 75, 42)>	Q_Data<(0, 0, 74, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 0, 0, 0, 0, 0, 14, 0, 0, 0, 22, 0, 21, 0, 32, 53, 198, 253, 253, 253, 253, 253, 253, 199, 245, 253, 253, 253, 101, 72, 0, 61, 8, 55, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5877053695707869, y=-0.8041352418833854, z=0.08099335605155615, w=-0.0375364837767197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04111111111111111, y=-0.01, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=0.12)>	COMP<126>
