[1740779705.5699532]	Q_Header<(2621443, 52054, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 253, 253, 253, 253, 253, 192, 225, 190, 185, 78, 133, 202, 253, 253, 253, 206, 170, 91, 25, 36, 0, 0, 0, 185, 253, 253, 223, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.767622395838962, y=-0.6346296948345016, z=0.03649822634266513, w=0.08166325559613033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.023333333333333334, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=-0.04)>	COMP<195>
[1740779706.1400325]	Q_Header<(2621443, 52111, 257, 173, 250, 8, 58, 57, 38)>	Q_Data<(0, 0, 41, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 19, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 86, 16, 37, 180, 154, 240, 253, 253, 253, 253, 253, 253, 157, 137, 225, 234, 253, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7622619881656748, y=-0.6406198917276742, z=0.040649089928604325, w=0.08312921994408272)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04666666666666667, y=0.0, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.15, z=-0.26)>	COMP<196>
[1740779706.1499739]	Q_Header<(2621443, 52112, 257, 173, 250, 8, 58, 58, 36)>	Q_Data<(0, 0, 61, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 18, 9, 0, 13, 0, 7, 0, 0, 13, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 155, 148, 253, 253, 253, 253, 211, 0, 199, 159, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7618994315673427, y=-0.6411722765853509, z=0.04009997008249172, w=0.08245823376171434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.0022222222222222222, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=-0.27)>	COMP<199>
[1740779706.1600053]	Q_Header<(2621443, 52113, 257, 173, 250, 8, 58, 59, 40)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 10, 23, 0, 0, 8, 8, 0, 0, 3, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 41, 201, 253, 231, 239, 253, 191, 250, 219, 245, 36, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7618994315673427, y=-0.6411722765853509, z=0.04009997008249172, w=0.08245823376171434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.0022222222222222222, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=-0.27)>	COMP<199>
[1740779706.169996]	Q_Header<(2621443, 52114, 257, 173, 250, 8, 58, 60, 33)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 13, 10, 0, 22, 0, 0, 0, 0, 18, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 129, 64, 253, 253, 253, 253, 253, 253, 253, 109, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7618994315673427, y=-0.6411722765853509, z=0.04009997008249172, w=0.08245823376171434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.0022222222222222222, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=-0.27)>	COMP<199>
[1740779706.180628]	Q_Header<(2621443, 52115, 257, 173, 250, 8, 58, 61, 34)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 11, 0, 10, 0, 0, 0, 0, 0, 25, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 208, 253, 253, 253, 253, 253, 189, 149, 81, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7617038841258431, y=-0.6414669729296963, z=0.03985517919344355, w=0.08209068302478037)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.008888888888888889, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=-0.24)>	COMP<194>
[1740779706.1916392]	Q_Header<(2621443, 52116, 257, 173, 250, 8, 58, 62, 35)>	Q_Data<(0, 0, 65, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 4, 26, 0, 0, 6, 6, 0, 11, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 167, 114, 253, 253, 253, 253, 253, 206, 165, 117, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7617038841258431, y=-0.6414669729296963, z=0.03985517919344355, w=0.08209068302478037)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.008888888888888889, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=-0.24)>	COMP<194>
[1740779706.2000446]	Q_Header<(2621443, 52117, 257, 173, 250, 8, 58, 63, 58)>	Q_Data<(0, 0, 59, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 0, 0, 4, 0, 0, 4, 0, 0, 0, 12, 13, 25, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 253, 253, 253, 253, 253, 143, 139, 137, 75, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7617038841258431, y=-0.6414669729296963, z=0.03985517919344355, w=0.08209068302478037)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.008888888888888889, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=-0.24)>	COMP<194>
[1740779706.2101123]	Q_Header<(2621443, 52118, 257, 173, 250, 8, 58, 64, 67)>	Q_Data<(0, 0, 52, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 17, 0, 0, 0, 11, 0, 0, 12, 11, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 37, 35, 20, 20, 15, 25, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 253, 253, 253, 253, 253, 0, 76, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 29, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7612309182254082, y=-0.6421512580700385, z=0.03936769902624986, w=0.08135991132091638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.013333333333333334, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.31)>	COMP<194>
[1740779706.2201474]	Q_Header<(2621443, 52119, 257, 173, 250, 8, 58, 65, 93)>	Q_Data<(0, 0, 43, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 22, 20, 0, 3, 0, 0, 8, 0, 0, 0, 0, 0, 0, 10, 22, 8, 18, 0, 14, 12, 40, 2, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 16, 0, 0, 0, 29, 0, 0, 13, 0, 0, 7, 0, 128, 109, 253, 226, 253, 253, 84, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 29, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 54)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7612309182254082, y=-0.6421512580700385, z=0.03936769902624986, w=0.08135991132091638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.013333333333333334, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.31)>	COMP<194>
[1740779706.2299387]	Q_Header<(2621443, 52120, 257, 173, 250, 8, 58, 66, 49)>	Q_Data<(0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 26, 14, 16, 0, 0, 8, 0, 0, 0, 0, 14, 0, 0, 36, 47, 0, 18, 11, 0, 39, 74, 94, 60, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 73, 253, 253, 253, 84, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7612309182254082, y=-0.6421512580700385, z=0.03936769902624986, w=0.08135991132091638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.013333333333333334, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.31)>	COMP<194>
[1740779706.2399628]	Q_Header<(2621443, 52121, 257, 173, 250, 8, 58, 67, 43)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 22, 7, 27, 11, 0, 0, 0, 0, 0, 0, 5, 0, 20, 57, 42, 12, 7, 0, 70, 110, 187, 239, 191, 96, 11, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 253, 253, 253, 253, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7612309182254082, y=-0.6421512580700385, z=0.03936769902624986, w=0.08135991132091638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.013333333333333334, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.31)>	COMP<194>
[1740779706.2500396]	Q_Header<(2621443, 52122, 257, 173, 250, 8, 58, 68, 43)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 19, 32, 13, 0, 0, 0, 0, 0, 0, 24, 15, 33, 25, 21, 58, 110, 95, 144, 193, 253, 253, 253, 170, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 155, 81, 253, 253, 253, 253, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7608180389367974, y=-0.6427127115928181, z=0.03906326072359008, w=0.0809341933116882)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.008888888888888889, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.15, z=-0.27)>	COMP<194>
[1740779706.2599726]	Q_Header<(2621443, 52123, 257, 173, 250, 8, 58, 69, 49)>	Q_Data<(0, 0, 36, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 22, 0, 24, 20, 0, 13, 0, 19, 0, 32, 6, 18, 24, 99, 128, 190, 253, 219, 225, 235, 253, 253, 253, 204, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 228, 167, 176, 253, 253, 253, 167, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7608180389367974, y=-0.6427127115928181, z=0.03906326072359008, w=0.0809341933116882)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.008888888888888889, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.15, z=-0.27)>	COMP<194>
[1740779706.2699647]	Q_Header<(2621443, 52124, 257, 173, 250, 8, 58, 70, 47)>	Q_Data<(0, 0, 59, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 30, 44, 51, 42, 0, 5, 0, 20, 0, 22, 0, 30, 111, 219, 253, 253, 253, 253, 253, 229, 253, 253, 253, 186, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 246, 186, 99, 162, 241, 185, 136, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7608180389367974, y=-0.6427127115928181, z=0.03906326072359008, w=0.0809341933116882)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.008888888888888889, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.15, z=-0.27)>	COMP<194>
[1740779706.2801275]	Q_Header<(2621443, 52125, 257, 173, 250, 8, 58, 71, 56)>	Q_Data<(0, 0, 35, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 49, 77, 106, 79, 14, 0, 0, 0, 0, 17, 35, 109, 211, 253, 253, 253, 253, 253, 253, 217, 253, 253, 252, 136, 10, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 35, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 41, 191, 118, 78, 21, 76, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7603748421002289, y=-0.6433095870714731, z=0.0388793365241488, w=0.08044421591652767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.015555555555555555, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=-0.15)>	COMP<196>
[1740779706.2900004]	Q_Header<(2621443, 52126, 257, 173, 250, 8, 58, 72, 53)>	Q_Data<(0, 0, 46, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 59, 116, 151, 98, 42, 0, 5, 22, 17, 10, 73, 208, 253, 253, 253, 253, 253, 253, 253, 224, 253, 242, 158, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 55, 0, 0, 0, 43, 83, 146, 87, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7603748421002289, y=-0.6433095870714731, z=0.0388793365241488, w=0.08044421591652767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.015555555555555555, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=-0.15)>	COMP<196>
[1740779706.2999198]	Q_Header<(2621443, 52127, 257, 173, 250, 8, 58, 73, 41)>	Q_Data<(0, 0, 64, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 68, 168, 178, 65, 61, 25, 0, 40, 64, 48, 87, 253, 253, 253, 253, 253, 253, 253, 253, 190, 238, 181, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 100, 57, 169, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7603748421002289, y=-0.6433095870714731, z=0.0388793365241488, w=0.08044421591652767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.015555555555555555, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=-0.15)>	COMP<196>
