[1740780397.964919]	Q_Header<(2621443, 55768, 257, 173, 250, 8, 58, 0, 26)>	Q_Data<(0, 0, 52, 65, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 168, 147, 50, 57, 35, 0, 13, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3554178802661554, y=-0.9299582386630849, z=0.09314231243107558, w=-0.013428118436983372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.014444444444444444, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.01, z=-0.03)>	COMP<101>
[1740780398.455008]	Q_Header<(2621443, 55817, 257, 173, 250, 8, 58, 49, 37)>	Q_Data<(0, 0, 76, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 0, 0, 0, 0, 0, 0, 0, 47, 114, 218, 253, 111, 253, 100, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 139, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 144, 67, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3595546262762577, y=-0.9285188473163655, z=0.0916128830488309, w=-0.013427604444199067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0033333333333333335, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.04, z=-0.17)>	COMP<98>
[1740780398.4649403]	Q_Header<(2621443, 55818, 257, 173, 250, 8, 58, 50, 32)>	Q_Data<(0, 0, 75, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 68, 115, 221, 253, 253, 174, 253, 253, 253, 253, 253, 253, 253, 253, 249, 253, 198, 244, 253, 253, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3595546262762577, y=-0.9285188473163655, z=0.0916128830488309, w=-0.013427604444199067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0033333333333333335, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.04, z=-0.17)>	COMP<98>
[1740780398.4751408]	Q_Header<(2621443, 55819, 257, 173, 250, 8, 58, 51, 35)>	Q_Data<(0, 0, 66, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 60, 59, 53, 88, 159, 253, 253, 253, 200, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 213, 253, 253, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36028495337129723, y=-0.9282693301412942, z=0.09130718113560235, w=-0.013183389789632424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0077777777777777776, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.04, z=-0.14)>	COMP<102>
[1740780398.4849854]	Q_Header<(2621443, 55820, 257, 173, 250, 8, 58, 52, 38)>	Q_Data<(0, 0, 65, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 0, 27, 25, 81, 81, 24, 110, 220, 253, 253, 253, 232, 253, 202, 253, 253, 253, 253, 253, 239, 253, 253, 253, 161, 213, 252, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36028495337129723, y=-0.9282693301412942, z=0.09130718113560235, w=-0.013183389789632424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0077777777777777776, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.04, z=-0.14)>	COMP<102>
[1740780398.494994]	Q_Header<(2621443, 55821, 257, 173, 250, 8, 58, 53, 39)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 27, 35, 0, 56, 78, 89, 199, 253, 244, 253, 253, 253, 203, 187, 253, 253, 253, 253, 230, 151, 217, 253, 253, 141, 121, 121, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36028495337129723, y=-0.9282693301412942, z=0.09130718113560235, w=-0.013183389789632424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0077777777777777776, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.04, z=-0.14)>	COMP<102>
[1740780398.5049653]	Q_Header<(2621443, 55822, 257, 173, 250, 8, 58, 54, 35)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 19, 39, 0, 27, 97, 186, 253, 253, 244, 101, 253, 253, 253, 253, 253, 253, 228, 175, 137, 0, 153, 191, 213, 82, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36028495337129723, y=-0.9282693301412942, z=0.09130718113560235, w=-0.013183389789632424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0077777777777777776, z=-0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.04, z=-0.14)>	COMP<102>
[1740780398.515096]	Q_Header<(2621443, 55823, 257, 173, 250, 8, 58, 55, 40)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31, 27, 94, 170, 253, 253, 253, 253, 160, 253, 253, 246, 231, 253, 253, 192, 75, 62, 0, 79, 30, 32, 20, 36, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36109167749174786, y=-0.9279982867789951, z=0.09088328393935305, w=-0.013122838177945536)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.017777777777777778, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.09)>	COMP<104>
[1740780398.5249748]	Q_Header<(2621443, 55824, 257, 173, 250, 8, 58, 56, 36)>	Q_Data<(0, 0, 42, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 17, 38, 103, 169, 253, 253, 253, 253, 144, 253, 253, 167, 192, 248, 253, 185, 42, 29, 0, 0, 0, 12, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36109167749174786, y=-0.9279982867789951, z=0.09088328393935305, w=-0.013122838177945536)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.017777777777777778, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.09)>	COMP<104>
[1740780398.5351124]	Q_Header<(2621443, 55825, 257, 173, 250, 8, 58, 57, 34)>	Q_Data<(0, 0, 35, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 69, 149, 253, 253, 253, 253, 253, 253, 242, 120, 134, 118, 228, 150, 61, 7, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36109167749174786, y=-0.9279982867789951, z=0.09088328393935305, w=-0.013122838177945536)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.017777777777777778, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=-0.09)>	COMP<104>
[1740780398.545017]	Q_Header<(2621443, 55826, 257, 173, 250, 8, 58, 58, 30)>	Q_Data<(0, 0, 65, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 51, 253, 253, 253, 253, 253, 253, 253, 253, 220, 164, 132, 63, 146, 88, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3621299124431974, y=-0.9276336439089355, z=0.09045618241038575, w=-0.01324493359180412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.04, z=-0.1)>	COMP<104>
[1740780398.5555446]	Q_Header<(2621443, 55827, 257, 173, 250, 8, 58, 59, 35)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 182, 253, 253, 253, 253, 253, 136, 244, 253, 186, 171, 159, 47, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3621299124431974, y=-0.9276336439089355, z=0.09045618241038575, w=-0.01324493359180412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.04, z=-0.1)>	COMP<104>
[1740780398.5647442]	Q_Header<(2621443, 55828, 257, 173, 250, 8, 58, 60, 27)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 46, 253, 253, 253, 253, 253, 253, 74, 121, 211, 128, 145, 138, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3621299124431974, y=-0.9276336439089355, z=0.09045618241038575, w=-0.01324493359180412)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.04, z=-0.1)>	COMP<104>
[1740780398.576364]	Q_Header<(2621443, 55829, 257, 173, 250, 8, 58, 61, 25)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 28, 0, 78, 253, 253, 253, 253, 253, 253, 134, 58, 115, 67, 97, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3629076954176412, y=-0.9273493986168247, z=0.09020813552426399, w=-0.013549530504997704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.03111111111111111, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.05, z=-0.07)>	COMP<104>
[1740780398.586089]	Q_Header<(2621443, 55830, 257, 173, 250, 8, 58, 62, 23)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 105, 253, 253, 253, 253, 253, 253, 192, 118, 45, 0, 67, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3629076954176412, y=-0.9273493986168247, z=0.09020813552426399, w=-0.013549530504997704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.03111111111111111, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.05, z=-0.07)>	COMP<104>
[1740780398.596938]	Q_Header<(2621443, 55831, 257, 173, 250, 8, 58, 63, 30)>	Q_Data<(0, 0, 46, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 19, 22, 0, 132, 253, 253, 253, 253, 253, 253, 235, 244, 173, 5, 94, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3629076954176412, y=-0.9273493986168247, z=0.09020813552426399, w=-0.013549530504997704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.03111111111111111, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.05, z=-0.07)>	COMP<104>
[1740780398.604885]	Q_Header<(2621443, 55832, 257, 173, 250, 8, 58, 64, 21)>	Q_Data<(0, 0, 56, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 253, 253, 253, 253, 253, 253, 223, 253, 218, 88, 129, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3629076954176412, y=-0.9273493986168247, z=0.09020813552426399, w=-0.013549530504997704)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.03111111111111111, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.05, z=-0.07)>	COMP<104>
[1740780398.615963]	Q_Header<(2621443, 55833, 257, 173, 250, 8, 58, 65, 27)>	Q_Data<(0, 0, 53, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15, 0, 0, 21, 33, 143, 253, 253, 253, 253, 253, 253, 124, 253, 216, 114, 148, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3636484166767266, y=-0.927065424790668, z=0.09008812739423437, w=-0.013916052199109375)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.03888888888888889, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.07, z=-0.01)>	COMP<100>
