[1740779518.1394985]	Q_Header<(2621443, 33304, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 0, 0, 0, 0, 8, 0, 0, 17, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 230, 253, 253, 223, 238, 173, 253, 253, 253, 203, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83, 94, 193, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7481673510697898, y=-0.6525865000520634, z=0.04296865843964203, w=0.11193823803736291)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.03888888888888889, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=0.08, z=0.06)>	COMP<58>
[1740779518.8100219]	Q_Header<(2621443, 33371, 257, 173, 250, 8, 58, 67, 29)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 156, 253, 247, 179, 244, 246, 253, 253, 253, 223, 97, 52, 21, 11, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7534152252151006, y=-0.6476416846044583, z=0.04437239701323543, w=0.10467491179876033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.014444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.15, z=0.08)>	COMP<59>
[1740779518.8185568]	Q_Header<(2621443, 33372, 257, 173, 250, 8, 58, 68, 23)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 173, 140, 253, 253, 253, 253, 253, 253, 214, 105, 230, 82, 35, 33, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7534152252151006, y=-0.6476416846044583, z=0.04437239701323543, w=0.10467491179876033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.014444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.15, z=0.08)>	COMP<59>
[1740779518.82824]	Q_Header<(2621443, 33373, 257, 173, 250, 8, 58, 69, 29)>	Q_Data<(0, 0, 53, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 246, 201, 230, 190, 253, 253, 253, 248, 113, 109, 188, 63, 48, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7534152252151006, y=-0.6476416846044583, z=0.04437239701323543, w=0.10467491179876033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.014444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.15, z=0.08)>	COMP<59>
[1740779518.8383152]	Q_Header<(2621443, 33374, 257, 173, 250, 8, 58, 70, 26)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 88, 234, 240, 148, 253, 234, 253, 213, 216, 41, 117, 116, 37, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7534152252151006, y=-0.6476416846044583, z=0.04437239701323543, w=0.10467491179876033)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.014444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.15, z=0.08)>	COMP<59>
[1740779518.8483992]	Q_Header<(2621443, 33375, 257, 173, 250, 8, 58, 71, 26)>	Q_Data<(0, 0, 49, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 91, 209, 237, 230, 253, 253, 150, 120, 165, 65, 98, 60, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7535199602825003, y=-0.6475047188269113, z=0.044310342715462116, w=0.10479457085736701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.011111111111111112, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.0, z=0.01)>	COMP<62>
[1740779518.8583126]	Q_Header<(2621443, 33376, 257, 173, 250, 8, 58, 72, 25)>	Q_Data<(0, 0, 58, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 141, 246, 163, 253, 253, 253, 222, 104, 106, 51, 57, 64, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7535199602825003, y=-0.6475047188269113, z=0.044310342715462116, w=0.10479457085736701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.011111111111111112, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.0, z=0.01)>	COMP<62>
[1740779518.8682811]	Q_Header<(2621443, 33377, 257, 173, 250, 8, 58, 73, 23)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 157, 253, 244, 253, 253, 253, 253, 161, 77, 21, 27, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7535199602825003, y=-0.6475047188269113, z=0.044310342715462116, w=0.10479457085736701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.011111111111111112, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.0, z=0.01)>	COMP<62>
[1740779518.8783317]	Q_Header<(2621443, 33378, 257, 173, 250, 8, 58, 74, 22)>	Q_Data<(0, 0, 73, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 152, 246, 253, 253, 253, 253, 253, 192, 124, 62, 32, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7536862419432434, y=-0.647298558131527, z=0.044190868089318776, w=0.10492279315682178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.011111111111111112, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.18)>	COMP<62>
[1740779518.88851]	Q_Header<(2621443, 33379, 257, 173, 250, 8, 58, 75, 25)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 247, 253, 253, 253, 253, 195, 129, 158, 11, 17, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7536862419432434, y=-0.647298558131527, z=0.044190868089318776, w=0.10492279315682178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.011111111111111112, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.18)>	COMP<62>
[1740779518.8982232]	Q_Header<(2621443, 33380, 257, 173, 250, 8, 58, 76, 26)>	Q_Data<(0, 0, 72, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 118, 231, 229, 253, 253, 253, 253, 126, 7, 40, 11, 0, 20, 29, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7536862419432434, y=-0.647298558131527, z=0.044190868089318776, w=0.10492279315682178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.011111111111111112, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.18)>	COMP<62>
[1740779518.9085448]	Q_Header<(2621443, 33381, 257, 173, 250, 8, 58, 77, 26)>	Q_Data<(0, 0, 70, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 253, 253, 177, 165, 253, 253, 78, 44, 87, 33, 0, 0, 18, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7536862419432434, y=-0.647298558131527, z=0.044190868089318776, w=0.10492279315682178)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.011111111111111112, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.18)>	COMP<62>
[1740779518.9185739]	Q_Header<(2621443, 33382, 257, 173, 250, 8, 58, 78, 29)>	Q_Data<(0, 0, 68, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 253, 253, 240, 226, 253, 253, 149, 130, 161, 48, 0, 0, 9, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.75391482455674, y=-0.647041050447377, z=0.044067884013112554, w=0.10492062689548544)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.09, z=0.06)>	COMP<62>
[1740779518.9285474]	Q_Header<(2621443, 33383, 257, 173, 250, 8, 58, 79, 23)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 253, 253, 253, 207, 253, 253, 107, 146, 211, 76, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.75391482455674, y=-0.647041050447377, z=0.044067884013112554, w=0.10492062689548544)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.09, z=0.06)>	COMP<62>
[1740779518.94011]	Q_Header<(2621443, 33384, 257, 173, 250, 8, 58, 80, 24)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 157, 219, 225, 175, 253, 253, 101, 104, 170, 43, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.75391482455674, y=-0.647041050447377, z=0.044067884013112554, w=0.10492062689548544)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.09, z=0.06)>	COMP<62>
[1740779518.949123]	Q_Header<(2621443, 33385, 257, 173, 250, 8, 58, 81, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 253, 239, 253, 220, 166, 191, 215, 110, 109, 61, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7541364421963362, y=-0.6467775880507102, z=0.044005533734506184, w=0.10497852707815623)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.016666666666666666, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.16, z=0.14)>	COMP<63>
[1740779518.958583]	Q_Header<(2621443, 33386, 257, 173, 250, 8, 58, 82, 29)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 253, 251, 253, 249, 128, 253, 253, 116, 185, 79, 10, 16, 11, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7541364421963362, y=-0.6467775880507102, z=0.044005533734506184, w=0.10497852707815623)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.016666666666666666, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.16, z=0.14)>	COMP<63>
[1740779518.9685802]	Q_Header<(2621443, 33387, 257, 173, 250, 8, 58, 83, 31)>	Q_Data<(0, 0, 70, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 253, 253, 253, 253, 137, 253, 253, 64, 180, 132, 27, 0, 9, 20, 0, 0, 0, 9, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7541364421963362, y=-0.6467775880507102, z=0.044005533734506184, w=0.10497852707815623)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.016666666666666666, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.16, z=0.14)>	COMP<63>
