[1740780605.4664876]	Q_Header<(2621443, 10982, 257, 173, 250, 8, 58, 0, 17)>	Q_Data<(0, 0, 0, 79, 0, 84, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 42, 32, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4676990529186929, y=-0.8791863313707127, z=0.08941395178466463, w=-0.017150389386683115)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.008888888888888889, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.03)>	COMP<139>
[1740780606.13676]	Q_Header<(2621443, 11050, 257, 173, 250, 8, 58, 68, 50)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 15, 0, 0, 0, 54, 43, 100, 140, 101, 227, 207, 138, 171, 244, 250, 253, 239, 253, 253, 253, 253, 60, 217, 238, 189, 52, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 124, 142, 253, 253, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46672957099166845, y=-0.8796878915526242, z=0.0894153029296187, w=-0.01782202624945301)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.012222222222222223, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=0.1)>	COMP<138>
[1740780606.1466293]	Q_Header<(2621443, 11051, 257, 173, 250, 8, 58, 69, 48)>	Q_Data<(0, 0, 71, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 7, 0, 0, 0, 41, 39, 50, 64, 90, 85, 38, 253, 236, 253, 191, 253, 253, 253, 253, 253, 253, 253, 253, 106, 121, 140, 123, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 133, 233, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46668850727181627, y=-0.8796644999740277, z=0.08984638800733895, w=-0.017883825873743417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.013333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.01, z=0.05)>	COMP<142>
[1740780606.1566343]	Q_Header<(2621443, 11052, 257, 173, 250, 8, 58, 70, 50)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 20, 0, 20, 36, 79, 111, 154, 59, 246, 253, 212, 253, 253, 253, 233, 253, 253, 251, 253, 253, 231, 253, 172, 80, 49, 48, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 157, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46668850727181627, y=-0.8796644999740277, z=0.08984638800733895, w=-0.017883825873743417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.013333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.01, z=0.05)>	COMP<142>
[1740780606.166549]	Q_Header<(2621443, 11053, 257, 173, 250, 8, 58, 71, 35)>	Q_Data<(0, 0, 69, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 0, 44, 93, 147, 253, 133, 253, 253, 253, 229, 253, 253, 253, 253, 253, 253, 253, 191, 213, 229, 208, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46668850727181627, y=-0.8796644999740277, z=0.08984638800733895, w=-0.017883825873743417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.013333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.01, z=0.05)>	COMP<142>
[1740780606.1766355]	Q_Header<(2621443, 11054, 257, 173, 250, 8, 58, 72, 35)>	Q_Data<(0, 0, 66, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 40, 25, 0, 85, 181, 160, 253, 241, 253, 253, 253, 172, 253, 253, 253, 253, 253, 213, 210, 185, 219, 234, 253, 164, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4666690147239273, y=-0.8796277583313158, z=0.0902698761151829, w=-0.018066182102835796)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.04, z=0.12)>	COMP<142>
[1740780606.1865683]	Q_Header<(2621443, 11055, 257, 173, 250, 8, 58, 73, 41)>	Q_Data<(0, 0, 58, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 17, 39, 9, 0, 134, 253, 253, 253, 253, 253, 253, 253, 205, 253, 253, 233, 253, 253, 253, 242, 253, 222, 245, 253, 128, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4666690147239273, y=-0.8796277583313158, z=0.0902698761151829, w=-0.018066182102835796)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.04, z=0.12)>	COMP<142>
[1740780606.19654]	Q_Header<(2621443, 11056, 257, 173, 250, 8, 58, 74, 42)>	Q_Data<(0, 0, 21, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 19, 216, 253, 253, 212, 226, 253, 253, 151, 215, 253, 253, 148, 253, 176, 253, 239, 253, 167, 118, 172, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4666690147239273, y=-0.8796277583313158, z=0.0902698761151829, w=-0.018066182102835796)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.04, z=0.12)>	COMP<142>
[1740780606.2068512]	Q_Header<(2621443, 11057, 257, 173, 250, 8, 58, 75, 43)>	Q_Data<(0, 0, 36, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 0, 0, 6, 53, 71, 249, 253, 253, 253, 204, 253, 253, 253, 204, 253, 232, 33, 201, 93, 195, 166, 167, 111, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4667325371678261, y=-0.8795714127272841, z=0.09045346149898238, w=-0.018249382583128023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.011111111111111112, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=0.08)>	COMP<142>
[1740780606.2165775]	Q_Header<(2621443, 11058, 257, 173, 250, 8, 58, 76, 41)>	Q_Data<(0, 0, 74, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 23, 0, 0, 38, 70, 56, 236, 253, 253, 253, 253, 102, 198, 253, 187, 253, 154, 0, 104, 37, 91, 101, 101, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4667325371678261, y=-0.8795714127272841, z=0.09045346149898238, w=-0.018249382583128023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.011111111111111112, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=0.08)>	COMP<142>
[1740780606.2264853]	Q_Header<(2621443, 11059, 257, 173, 250, 8, 58, 77, 36)>	Q_Data<(0, 0, 74, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 75, 110, 173, 253, 253, 253, 253, 253, 253, 252, 253, 198, 253, 107, 43, 56, 41, 14, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4667325371678261, y=-0.8795714127272841, z=0.09045346149898238, w=-0.018249382583128023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.011111111111111112, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=0.08)>	COMP<142>
[1740780606.2365665]	Q_Header<(2621443, 11060, 257, 173, 250, 8, 58, 78, 33)>	Q_Data<(0, 0, 73, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 18, 91, 59, 253, 253, 253, 253, 253, 253, 253, 228, 221, 197, 253, 103, 0, 17, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4667325371678261, y=-0.8795714127272841, z=0.09045346149898238, w=-0.018249382583128023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.011111111111111112, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=0.08)>	COMP<142>
[1740780606.246686]	Q_Header<(2621443, 11061, 257, 173, 250, 8, 58, 79, 28)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 103, 125, 253, 253, 253, 253, 253, 253, 253, 151, 146, 151, 177, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4669211865566403, y=-0.8794597878555072, z=0.09051557119784281, w=-0.01849374111459634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.015555555555555555, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=0.2)>	COMP<143>
[1740780606.2566645]	Q_Header<(2621443, 11062, 257, 173, 250, 8, 58, 80, 29)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 226, 253, 253, 253, 253, 253, 253, 253, 227, 129, 147, 83, 91, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4669211865566403, y=-0.8794597878555072, z=0.09051557119784281, w=-0.01849374111459634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.015555555555555555, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=0.2)>	COMP<143>
[1740780606.2666545]	Q_Header<(2621443, 11063, 257, 173, 250, 8, 58, 81, 27)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 113, 253, 253, 253, 253, 253, 253, 253, 253, 128, 151, 129, 45, 53, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4669211865566403, y=-0.8794597878555072, z=0.09051557119784281, w=-0.01849374111459634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.015555555555555555, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=0.2)>	COMP<143>
[1740780606.2768118]	Q_Header<(2621443, 11064, 257, 173, 250, 8, 58, 82, 25)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 163, 253, 253, 253, 253, 253, 184, 253, 253, 123, 142, 107, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4671606199262616, y=-0.8793288543608114, z=0.09051465891699059, w=-0.018676659223600216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.014444444444444444, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.18, z=0.15)>	COMP<142>
[1740780606.2962668]	Q_Header<(2621443, 11065, 257, 173, 250, 8, 58, 83, 25)>	Q_Data<(0, 0, 76, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 211, 253, 253, 253, 205, 253, 64, 243, 253, 150, 126, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4671606199262616, y=-0.8793288543608114, z=0.09051465891699059, w=-0.018676659223600216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.014444444444444444, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.18, z=0.15)>	COMP<142>
[1740780606.3071823]	Q_Header<(2621443, 11066, 257, 173, 250, 8, 58, 84, 25)>	Q_Data<(0, 0, 74, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 232, 253, 253, 253, 253, 239, 122, 205, 148, 127, 71, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.46729478476227243, y=-0.8792295421238943, z=0.09076114745839851, w=-0.018799215478941995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.0077777777777777776, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.23, z=0.08)>	COMP<142>
