[1740780592.9663126]	Q_Header<(2621443, 9732, 257, 173, 250, 8, 58, 0, 15)>	Q_Data<(0, 0, 0, 79, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4782163032456886, y=-0.8737289573659263, z=0.08697616236440411, w=-0.018493878734325928)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.016666666666666666, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.16)>	COMP<149>
[1740780593.516475]	Q_Header<(2621443, 9788, 257, 173, 250, 8, 58, 56, 33)>	Q_Data<(0, 0, 42, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 141, 253, 253, 253, 253, 253, 253, 253, 86, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814574730504009, y=-0.8722144130185381, z=0.0844747898962671, w=-0.017456495599951147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.011111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=-0.16)>	COMP<142>
[1740780593.526418]	Q_Header<(2621443, 9789, 257, 173, 250, 8, 58, 57, 36)>	Q_Data<(0, 0, 39, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 253, 253, 253, 253, 253, 253, 180, 123, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814574730504009, y=-0.8722144130185381, z=0.0844747898962671, w=-0.017456495599951147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.011111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=-0.16)>	COMP<142>
[1740780593.536538]	Q_Header<(2621443, 9790, 257, 173, 250, 8, 58, 58, 28)>	Q_Data<(0, 0, 66, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 253, 253, 253, 253, 253, 243, 226, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814574730504009, y=-0.8722144130185381, z=0.0844747898962671, w=-0.017456495599951147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.011111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=-0.16)>	COMP<142>
[1740780593.5464737]	Q_Header<(2621443, 9791, 257, 173, 250, 8, 58, 59, 33)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 253, 253, 253, 102, 184, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814484709260549, y=-0.8721981046568617, z=0.0846563170860089, w=-0.017639275874445977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0044444444444444444, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.01)>	COMP<152>
[1740780593.5564742]	Q_Header<(2621443, 9792, 257, 173, 250, 8, 58, 60, 44)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 40, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 101, 0, 0, 0, 0, 129, 127, 236, 253, 253, 253, 253, 253, 253, 253, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814484709260549, y=-0.8721981046568617, z=0.0846563170860089, w=-0.017639275874445977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0044444444444444444, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.01)>	COMP<152>
[1740780593.567916]	Q_Header<(2621443, 9793, 257, 173, 250, 8, 58, 61, 55)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 43, 60, 60, 0, 47, 0, 23, 103, 161, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 253, 126, 0, 0, 0, 0, 209, 253, 87, 0, 0, 85, 253, 210, 253, 253, 253, 253, 253, 253, 253, 253, 140, 209, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814484709260549, y=-0.8721981046568617, z=0.0846563170860089, w=-0.017639275874445977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0044444444444444444, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.01)>	COMP<152>
[1740780593.578015]	Q_Header<(2621443, 9794, 257, 173, 250, 8, 58, 62, 59)>	Q_Data<(0, 0, 41, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 65, 17, 30, 4, 91, 115, 147, 205, 253, 190, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 209, 253, 253, 253, 24, 116, 0, 0, 212, 253, 157, 0, 0, 202, 253, 253, 253, 253, 253, 253, 253, 253, 253, 217, 181, 248, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=0.01)>	COMP<144>
[1740780593.587597]	Q_Header<(2621443, 9795, 257, 173, 250, 8, 58, 63, 71)>	Q_Data<(0, 0, 32, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 21, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 0, 0, 0, 21, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 74, 91, 110, 201, 135, 236, 253, 253, 253, 253, 228, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 253, 253, 253, 253, 101, 139, 104, 35, 59, 253, 158, 0, 0, 250, 253, 249, 217, 253, 253, 253, 253, 253, 185, 79, 155, 204, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=0.01)>	COMP<144>
[1740780593.596573]	Q_Header<(2621443, 9796, 257, 173, 250, 8, 58, 64, 64)>	Q_Data<(0, 0, 53, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 24, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 115, 214, 253, 253, 253, 236, 253, 253, 253, 253, 253, 181, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 133, 104, 164, 109, 227, 253, 134, 0, 0, 195, 253, 162, 101, 226, 253, 253, 253, 253, 0, 0, 12, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=0.01)>	COMP<144>
[1740780593.6065614]	Q_Header<(2621443, 9797, 257, 173, 250, 8, 58, 65, 69)>	Q_Data<(0, 0, 9, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 25, 0, 12, 0, 28, 27, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 59, 46, 64, 193, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 35, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 253, 253, 253, 253, 156, 138, 253, 226, 253, 253, 100, 0, 0, 50, 183, 0, 0, 134, 230, 253, 253, 131, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=0.01)>	COMP<144>
[1740780593.6166523]	Q_Header<(2621443, 9798, 257, 173, 250, 8, 58, 66, 66)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 23, 29, 0, 0, 0, 0, 75, 121, 82, 13, 0, 46, 0, 82, 106, 54, 35, 253, 253, 253, 253, 253, 209, 253, 253, 253, 253, 247, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 253, 253, 253, 150, 140, 83, 204, 153, 244, 247, 0, 0, 0, 0, 63, 0, 0, 45, 127, 229, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0011111111111111111, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.06, z=-0.06)>	COMP<144>
[1740780593.626543]	Q_Header<(2621443, 9799, 257, 173, 250, 8, 58, 67, 57)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 0, 33, 24, 0, 0, 0, 58, 117, 203, 163, 112, 43, 58, 13, 95, 148, 149, 122, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 160, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 253, 253, 152, 59, 126, 0, 104, 89, 167, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0011111111111111111, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.06, z=-0.06)>	COMP<144>
[1740780593.636581]	Q_Header<(2621443, 9800, 257, 173, 250, 8, 58, 68, 55)>	Q_Data<(0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 25, 28, 4, 0, 20, 10, 0, 22, 67, 151, 242, 206, 221, 152, 51, 65, 123, 234, 253, 217, 253, 253, 253, 253, 253, 253, 253, 253, 195, 151, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 253, 253, 120, 0, 97, 0, 53, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0011111111111111111, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.06, z=-0.06)>	COMP<144>
[1740780593.6465771]	Q_Header<(2621443, 9801, 257, 173, 250, 8, 58, 69, 54)>	Q_Data<(0, 0, 33, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 22, 0, 26, 0, 0, 0, 0, 0, 63, 78, 158, 208, 172, 253, 253, 234, 223, 253, 171, 253, 253, 253, 253, 253, 253, 253, 227, 130, 146, 102, 77, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 253, 253, 114, 104, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0077777777777777776, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.05, z=-0.02)>	COMP<139>
[1740780593.6565168]	Q_Header<(2621443, 9802, 257, 173, 250, 8, 58, 70, 44)>	Q_Data<(0, 0, 41, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 29, 12, 61, 55, 101, 181, 210, 150, 213, 253, 253, 253, 253, 253, 253, 226, 253, 253, 253, 253, 227, 220, 146, 43, 82, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 175, 129, 97, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0077777777777777776, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.05, z=-0.02)>	COMP<139>
[1740780593.6664996]	Q_Header<(2621443, 9803, 257, 173, 250, 8, 58, 71, 42)>	Q_Data<(0, 0, 11, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 35, 29, 34, 37, 86, 94, 141, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 238, 236, 106, 65, 24, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 56, 0, 56, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4814429728655812, y=-0.8721881443013635, z=0.08477742004440825, w=-0.01770010929652872)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.0077777777777777776, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.05, z=-0.02)>	COMP<139>
[1740780593.6765542]	Q_Header<(2621443, 9804, 257, 173, 250, 8, 58, 72, 32)>	Q_Data<(0, 0, 15, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 3, 50, 98, 86, 88, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 234, 253, 253, 157, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48144100003056256, y=-0.8721845702886332, z=0.08483810725690694, w=-0.01763900215629216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=0.04)>	COMP<147>
