[1740780685.2218242]	Q_Header<(2621443, 14833, 257, 173, 250, 8, 58, 0, 17)>	Q_Data<(0, 0, 55, 79, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3853821779478758, y=-0.9177393771973806, z=0.09485015909581866, w=-0.015442143018817325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.0022222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.0, z=0.21)>	COMP<196>
[1740780685.3220112]	Q_Header<(2621443, 14844, 257, 173, 250, 8, 58, 11, 22)>	Q_Data<(0, 0, 45, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 126, 66, 21, 0, 0, 11, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854354760705663, y=-0.9177209530003221, z=0.094909289832103, w=-0.0148314838772997)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.0, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.04, z=0.07)>	COMP<192>
[1740780685.3319244]	Q_Header<(2621443, 14845, 257, 173, 250, 8, 58, 12, 22)>	Q_Data<(0, 0, 0, 34, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 164, 80, 30, 19, 11, 8, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854385488211708, y=-0.9177893046118678, z=0.09429969246693727, w=-0.014404354318574238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.0022222222222222222, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.04, z=0.06)>	COMP<192>
[1740780685.3418975]	Q_Header<(2621443, 14846, 257, 173, 250, 8, 58, 13, 23)>	Q_Data<(0, 0, 16, 74, 82, 0, 21, 0, 0, 0, 38, 0, 0, 0, 0, 0, 175, 170, 79, 34, 21, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854385488211708, y=-0.9177893046118678, z=0.09429969246693727, w=-0.014404354318574238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.0022222222222222222, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.04, z=0.06)>	COMP<192>
[1740780685.3518093]	Q_Header<(2621443, 14847, 257, 173, 250, 8, 58, 14, 21)>	Q_Data<(0, 0, 63, 64, 81, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 143, 134, 53, 32, 11, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854385488211708, y=-0.9177893046118678, z=0.09429969246693727, w=-0.014404354318574238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.0022222222222222222, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.04, z=0.06)>	COMP<192>
[1740780685.3619282]	Q_Header<(2621443, 14848, 257, 173, 250, 8, 58, 15, 19)>	Q_Data<(0, 0, 57, 61, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 91, 80, 14, 23, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38543854092382035, y=-0.9178503212054491, z=0.09375037194916676, w=-0.014099177031417658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.0033333333333333335, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.0, z=-0.07)>	COMP<192>
[1740780685.3719878]	Q_Header<(2621443, 14849, 257, 173, 250, 8, 58, 16, 22)>	Q_Data<(0, 0, 76, 57, 0, 67, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 62, 49, 50, 20, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38543854092382035, y=-0.9178503212054491, z=0.09375037194916676, w=-0.014099177031417658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.0033333333333333335, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.0, z=-0.07)>	COMP<192>
[1740780685.3820648]	Q_Header<(2621443, 14850, 257, 173, 250, 8, 58, 17, 23)>	Q_Data<(0, 0, 52, 63, 52, 76, 0, 0, 0, 0, 85, 34, 0, 0, 0, 0, 45, 50, 64, 20, 7, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38543854092382035, y=-0.9178503212054491, z=0.09375037194916676, w=-0.014099177031417658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.0033333333333333335, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.0, z=-0.07)>	COMP<192>
[1740780685.391915]	Q_Header<(2621443, 14851, 257, 173, 250, 8, 58, 18, 30)>	Q_Data<(0, 0, 56, 78, 81, 41, 7, 0, 0, 7, 93, 49, 0, 0, 0, 0, 25, 56, 65, 9, 29, 23, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854405712767999, y=-0.9179161918340133, z=0.09314050859357034, w=-0.013794072701275818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.005555555555555556, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=-0.05)>	COMP<191>
[1740780685.4018936]	Q_Header<(2621443, 14852, 257, 173, 250, 8, 58, 19, 31)>	Q_Data<(0, 0, 62, 63, 11, 7, 38, 0, 0, 0, 87, 26, 0, 0, 0, 0, 35, 74, 52, 55, 38, 40, 20, 33, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854405712767999, y=-0.9179161918340133, z=0.09314050859357034, w=-0.013794072701275818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.005555555555555556, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=-0.05)>	COMP<191>
[1740780685.4118524]	Q_Header<(2621443, 14853, 257, 173, 250, 8, 58, 20, 30)>	Q_Data<(0, 0, 62, 63, 69, 69, 43, 0, 0, 0, 62, 0, 0, 0, 0, 0, 72, 103, 67, 80, 33, 42, 22, 39, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854405712767999, y=-0.9179161918340133, z=0.09314050859357034, w=-0.013794072701275818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.005555555555555556, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=-0.05)>	COMP<191>
[1740780685.4218466]	Q_Header<(2621443, 14854, 257, 173, 250, 8, 58, 21, 30)>	Q_Data<(0, 0, 62, 79, 64, 76, 52, 0, 0, 0, 25, 0, 0, 0, 0, 0, 90, 104, 86, 90, 43, 32, 23, 33, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854405712767999, y=-0.9179161918340133, z=0.09314050859357034, w=-0.013794072701275818)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.005555555555555556, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=-0.05)>	COMP<191>
[1740780685.4319112]	Q_Header<(2621443, 14855, 257, 173, 250, 8, 58, 22, 25)>	Q_Data<(0, 0, 62, 76, 75, 70, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 120, 164, 50, 45, 4, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38543169051414383, y=-0.9180171111675752, z=0.09222284788073971, w=-0.013488583310154519)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.008888888888888889, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.06, z=-0.11)>	COMP<194>
[1740780685.4418645]	Q_Header<(2621443, 14856, 257, 173, 250, 8, 58, 23, 18)>	Q_Data<(0, 0, 61, 0, 79, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 145, 203, 117, 33, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38543169051414383, y=-0.9180171111675752, z=0.09222284788073971, w=-0.013488583310154519)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.008888888888888889, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.06, z=-0.11)>	COMP<194>
[1740780685.4516842]	Q_Header<(2621443, 14857, 257, 173, 250, 8, 58, 24, 23)>	Q_Data<(0, 0, 75, 60, 34, 67, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 126, 183, 146, 71, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38543169051414383, y=-0.9180171111675752, z=0.09222284788073971, w=-0.013488583310154519)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.008888888888888889, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.06, z=-0.11)>	COMP<194>
[1740780685.4619744]	Q_Header<(2621443, 14858, 257, 173, 250, 8, 58, 25, 29)>	Q_Data<(0, 0, 0, 70, 21, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 117, 152, 106, 71, 40, 17, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854345032875012, y=-0.9180848453603472, z=0.09155213854810004, w=-0.013366612228022606)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.008888888888888889, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.07, z=-0.19)>	COMP<194>
[1740780685.4718385]	Q_Header<(2621443, 14859, 257, 173, 250, 8, 58, 26, 29)>	Q_Data<(0, 0, 0, 0, 46, 57, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 124, 168, 95, 69, 37, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 41, 17, 10, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854345032875012, y=-0.9180848453603472, z=0.09155213854810004, w=-0.013366612228022606)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.008888888888888889, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.07, z=-0.19)>	COMP<194>
[1740780685.4818716]	Q_Header<(2621443, 14860, 257, 173, 250, 8, 58, 27, 36)>	Q_Data<(0, 0, 0, 34, 63, 74, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 167, 196, 106, 68, 10, 0, 11, 26, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 124, 158, 37, 76, 94, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3854345032875012, y=-0.9180848453603472, z=0.09155213854810004, w=-0.013366612228022606)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.008888888888888889, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.07, z=-0.19)>	COMP<194>
