[1740780600.4664023]	Q_Header<(2621443, 10482, 257, 173, 250, 8, 58, 0, 13)>	Q_Data<(0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47246585700737664, y=-0.8769395986929321, z=0.08642444820080679, w=-0.016845443293377595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.012222222222222223, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.05, z=0.04)>	COMP<142>
[1740780601.0465355]	Q_Header<(2621443, 10540, 257, 173, 250, 8, 58, 58, 32)>	Q_Data<(0, 0, 62, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 253, 253, 253, 112, 253, 253, 183, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721815450100449, y=-0.8769783400600213, z=0.08728278300987127, w=-0.018311073358714253)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.011111111111111112, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.01, z=0.01)>	COMP<141>
[1740780601.0479157]	Q_Header<(2621443, 10541, 257, 173, 250, 8, 58, 59, 35)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 191, 253, 253, 75, 185, 253, 235, 220, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721815450100449, y=-0.8769783400600213, z=0.08728278300987127, w=-0.018311073358714253)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.011111111111111112, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.01, z=0.01)>	COMP<141>
[1740780601.0568104]	Q_Header<(2621443, 10542, 257, 173, 250, 8, 58, 60, 59)>	Q_Data<(0, 0, 73, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 0, 0, 2, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15, 0, 0, 0, 0, 86, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 95, 57, 0, 0, 0, 79, 121, 155, 71, 0, 0, 164, 253, 137, 76, 253, 253, 253, 253, 253, 253, 198, 41, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721815450100449, y=-0.8769783400600213, z=0.08728278300987127, w=-0.018311073358714253)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.011111111111111112, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.01, z=0.01)>	COMP<141>
[1740780601.0667415]	Q_Header<(2621443, 10543, 257, 173, 250, 8, 58, 61, 52)>	Q_Data<(0, 0, 62, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 57, 42, 99, 188, 217, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 146, 253, 243, 209, 109, 27, 0, 210, 253, 253, 157, 0, 0, 253, 253, 247, 59, 253, 253, 253, 253, 253, 253, 157, 168, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721815450100449, y=-0.8769783400600213, z=0.08728278300987127, w=-0.018311073358714253)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.011111111111111112, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.01, z=0.01)>	COMP<141>
[1740780601.077766]	Q_Header<(2621443, 10544, 257, 173, 250, 8, 58, 62, 61)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 65, 45, 111, 79, 206, 215, 201, 253, 253, 226, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 253, 253, 253, 253, 176, 130, 126, 253, 253, 253, 204, 0, 56, 253, 253, 253, 146, 253, 253, 253, 253, 29, 253, 98, 201, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721673548731963, y=-0.8769519848523893, z=0.0875853353468248, w=-0.018493628299712832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.01, z=0.03)>	COMP<142>
[1740780601.087692]	Q_Header<(2621443, 10545, 257, 173, 250, 8, 58, 63, 64)>	Q_Data<(0, 0, 68, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 96, 175, 223, 253, 209, 253, 253, 253, 253, 253, 240, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 237, 253, 253, 253, 253, 185, 151, 181, 253, 253, 253, 150, 0, 97, 253, 253, 249, 148, 253, 253, 253, 253, 128, 164, 0, 155, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721673548731963, y=-0.8769519848523893, z=0.0875853353468248, w=-0.018493628299712832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.01, z=0.03)>	COMP<142>
[1740780601.0966172]	Q_Header<(2621443, 10546, 257, 173, 250, 8, 58, 64, 61)>	Q_Data<(0, 0, 67, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 52, 43, 51, 205, 253, 253, 253, 253, 253, 253, 253, 253, 253, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 253, 253, 253, 240, 167, 141, 195, 253, 253, 253, 89, 36, 0, 253, 253, 161, 97, 253, 196, 253, 253, 117, 8, 0, 67, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721673548731963, y=-0.8769519848523893, z=0.0875853353468248, w=-0.018493628299712832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.01, z=0.03)>	COMP<142>
[1740780601.106653]	Q_Header<(2621443, 10547, 257, 173, 250, 8, 58, 65, 67)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 6, 25, 0, 0, 25, 0, 0, 0, 0, 17, 48, 50, 0, 40, 0, 0, 0, 56, 0, 33, 105, 253, 253, 253, 253, 253, 253, 253, 253, 253, 220, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 225, 253, 245, 181, 120, 28, 129, 188, 82, 253, 69, 0, 0, 155, 139, 52, 76, 131, 0, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4721673548731963, y=-0.8769519848523893, z=0.0875853353468248, w=-0.018493628299712832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.01, z=0.03)>	COMP<142>
[1740780601.1167164]	Q_Header<(2621443, 10548, 257, 173, 250, 8, 58, 66, 63)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 0, 23, 10, 0, 16, 17, 0, 0, 0, 20, 103, 132, 57, 64, 55, 28, 0, 52, 99, 110, 228, 253, 253, 253, 253, 253, 253, 253, 253, 253, 171, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 97, 227, 217, 192, 99, 17, 18, 149, 108, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47215310621651146, y=-0.8769255209564163, z=0.08788785844774774, w=-0.018676169920146396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.0011111111111111111, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.03, z=0.14)>	COMP<139>
[1740780601.126577]	Q_Header<(2621443, 10549, 257, 173, 250, 8, 58, 67, 64)>	Q_Data<(0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10, 0, 24, 0, 17, 26, 0, 0, 0, 18, 0, 135, 176, 118, 88, 44, 73, 118, 160, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 179, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 216, 253, 252, 241, 152, 136, 0, 22, 0, 10, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47215310621651146, y=-0.8769255209564163, z=0.08788785844774774, w=-0.018676169920146396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.0011111111111111111, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.03, z=0.14)>	COMP<139>
[1740780601.1367419]	Q_Header<(2621443, 10550, 257, 173, 250, 8, 58, 68, 58)>	Q_Data<(0, 0, 46, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 9, 20, 0, 5, 36, 0, 42, 144, 192, 221, 183, 132, 187, 253, 217, 253, 253, 253, 253, 253, 253, 253, 147, 211, 171, 69, 83, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 196, 253, 253, 207, 179, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47215310621651146, y=-0.8769255209564163, z=0.08788785844774774, w=-0.018676169920146396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.0011111111111111111, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.03, z=0.14)>	COMP<139>
[1740780601.1466055]	Q_Header<(2621443, 10551, 257, 173, 250, 8, 58, 69, 50)>	Q_Data<(0, 0, 73, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 0, 0, 26, 0, 70, 80, 90, 174, 223, 253, 253, 253, 253, 253, 122, 253, 253, 253, 253, 253, 253, 210, 43, 73, 88, 27, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 118, 216, 160, 96, 159, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47217530467512275, y=-0.8769057138401614, z=0.0879530266335124, w=-0.018738084091941918)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.005555555555555556, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.05, z=0.06)>	COMP<139>
[1740780601.156527]	Q_Header<(2621443, 10552, 257, 173, 250, 8, 58, 70, 41)>	Q_Data<(0, 0, 66, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 13, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 26, 0, 71, 63, 101, 182, 223, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 172, 100, 56, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47217530467512275, y=-0.8769057138401614, z=0.0879530266335124, w=-0.018738084091941918)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.005555555555555556, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.05, z=0.06)>	COMP<139>
[1740780601.1665287]	Q_Header<(2621443, 10553, 257, 173, 250, 8, 58, 71, 45)>	Q_Data<(0, 0, 18, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 25, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 33, 57, 33, 0, 25, 93, 103, 51, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 247, 253, 253, 253, 109, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47217530467512275, y=-0.8769057138401614, z=0.0879530266335124, w=-0.018738084091941918)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.005555555555555556, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.05, z=0.06)>	COMP<139>
[1740780601.1766686]	Q_Header<(2621443, 10554, 257, 173, 250, 8, 58, 72, 35)>	Q_Data<(0, 0, 45, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 25, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 52, 38, 0, 72, 141, 95, 179, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 236, 211, 253, 252, 79, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47217384555427455, y=-0.8769030040173555, z=0.0880137907561096, w=-0.018615954355487813)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.04)>	COMP<144>
[1740780601.1866214]	Q_Header<(2621443, 10555, 257, 173, 250, 8, 58, 73, 37)>	Q_Data<(0, 0, 59, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 14, 17, 0, 24, 98, 253, 253, 253, 253, 253, 253, 253, 253, 240, 253, 172, 253, 253, 253, 253, 217, 187, 122, 132, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47217384555427455, y=-0.8769030040173555, z=0.0880137907561096, w=-0.018615954355487813)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.04)>	COMP<144>
[1740780601.1965957]	Q_Header<(2621443, 10556, 257, 173, 250, 8, 58, 74, 38)>	Q_Data<(0, 0, 60, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 46, 198, 253, 253, 228, 253, 253, 253, 253, 253, 253, 253, 130, 253, 253, 253, 253, 169, 116, 77, 67, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47217384555427455, y=-0.8769030040173555, z=0.0880137907561096, w=-0.018615954355487813)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.04)>	COMP<144>
