[1740779343.5072725]	Q_Header<(2621443, 15804, 257, 173, 250, 8, 58, 0, 32)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 38, 0, 0, 15, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 32, 77, 153, 244, 253, 253, 197, 70, 69, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9669979077193724, y=-0.23566110722113848, z=0.03192197852283228, w=-0.09143235913423088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.008888888888888889, z=0.1511111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.23, y=0.02, z=0.05)>	COMP<249>
[1740779344.112785]	Q_Header<(2621443, 15865, 257, 173, 250, 8, 58, 61, 55)>	Q_Data<(0, 0, 64, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 55, 88, 36, 83, 79, 50, 14, 88, 138, 253, 253, 164, 83, 112, 60, 59, 151, 253, 253, 208, 157, 134, 89, 195, 159, 145, 72, 0, 0, 88, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 107, 29, 0, 34, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.957577525326818, y=-0.2716055827461495, z=0.0340575090274947, w=-0.09008760452434082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.75, y=-0.06, z=0.29)>	COMP<261>
[1740779344.1187472]	Q_Header<(2621443, 15866, 257, 173, 250, 8, 58, 62, 47)>	Q_Data<(0, 0, 61, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 125, 193, 114, 133, 135, 57, 73, 109, 160, 253, 253, 141, 143, 133, 36, 115, 116, 253, 253, 253, 156, 151, 177, 183, 173, 148, 69, 0, 0, 75, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.957577525326818, y=-0.2716055827461495, z=0.0340575090274947, w=-0.09008760452434082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.75, y=-0.06, z=0.29)>	COMP<261>
[1740779344.127643]	Q_Header<(2621443, 15867, 257, 173, 250, 8, 58, 63, 54)>	Q_Data<(0, 0, 55, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 181, 253, 155, 165, 182, 117, 128, 170, 150, 253, 242, 176, 200, 183, 58, 143, 216, 253, 253, 253, 118, 169, 171, 209, 253, 175, 12, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 86, 64, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.957577525326818, y=-0.2716055827461495, z=0.0340575090274947, w=-0.09008760452434082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.75, y=-0.06, z=0.29)>	COMP<261>
[1740779344.137554]	Q_Header<(2621443, 15868, 257, 173, 250, 8, 58, 64, 54)>	Q_Data<(0, 0, 52, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 124, 182, 252, 108, 198, 221, 157, 138, 155, 82, 163, 158, 197, 216, 204, 106, 130, 253, 253, 253, 253, 194, 148, 133, 125, 253, 186, 33, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 107, 155, 114, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.957577525326818, y=-0.2716055827461495, z=0.0340575090274947, w=-0.09008760452434082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.023333333333333334, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.75, y=-0.06, z=0.29)>	COMP<261>
[1740779344.147389]	Q_Header<(2621443, 15869, 257, 173, 250, 8, 58, 65, 53)>	Q_Data<(0, 0, 33, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 191, 218, 121, 180, 233, 227, 159, 110, 96, 55, 69, 129, 164, 184, 187, 121, 68, 253, 253, 253, 253, 149, 84, 220, 253, 247, 126, 110, 50, 32, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 150, 135, 182, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9572505089319454, y=-0.27251488921073297, z=0.03485016836267157, w=-0.09051278403124681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.058888888888888886, y=0.058888888888888886, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.43, y=-0.94, z=0.48)>	COMP<261>
[1740779344.1573374]	Q_Header<(2621443, 15870, 257, 173, 250, 8, 58, 66, 49)>	Q_Data<(0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 253, 253, 196, 237, 253, 195, 123, 68, 57, 73, 49, 88, 103, 121, 127, 76, 19, 168, 253, 253, 253, 125, 43, 212, 253, 230, 79, 102, 18, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 91, 121, 157, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9572505089319454, y=-0.27251488921073297, z=0.03485016836267157, w=-0.09051278403124681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.058888888888888886, y=0.058888888888888886, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.43, y=-0.94, z=0.48)>	COMP<261>
[1740779344.167422]	Q_Header<(2621443, 15871, 257, 173, 250, 8, 58, 67, 44)>	Q_Data<(0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 253, 253, 253, 202, 253, 143, 54, 39, 61, 37, 25, 47, 39, 52, 49, 37, 24, 112, 210, 196, 160, 98, 71, 147, 253, 227, 117, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9572505089319454, y=-0.27251488921073297, z=0.03485016836267157, w=-0.09051278403124681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.058888888888888886, y=0.058888888888888886, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=1.43, y=-0.94, z=0.48)>	COMP<261>
[1740779344.1773694]	Q_Header<(2621443, 15872, 257, 173, 250, 8, 58, 68, 39)>	Q_Data<(0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 253, 253, 253, 152, 253, 79, 65, 56, 0, 37, 0, 0, 35, 69, 73, 71, 31, 35, 120, 137, 113, 77, 72, 32, 156, 136, 95, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9568490606186029, y=-0.273498797004016, z=0.03637698795233063, w=-0.09118661073956705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.12444444444444444, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.76, y=0.27, z=-0.81)>	COMP<265>
[1740779344.187297]	Q_Header<(2621443, 15873, 257, 173, 250, 8, 58, 69, 39)>	Q_Data<(0, 0, 51, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 253, 253, 235, 253, 138, 104, 88, 66, 99, 37, 14, 27, 22, 55, 79, 30, 44, 85, 107, 97, 33, 44, 72, 110, 95, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9568490606186029, y=-0.273498797004016, z=0.03637698795233063, w=-0.09118661073956705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.12444444444444444, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.76, y=0.27, z=-0.81)>	COMP<265>
[1740779344.1974308]	Q_Header<(2621443, 15874, 257, 173, 250, 8, 58, 70, 42)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 234, 253, 253, 253, 253, 236, 198, 134, 118, 159, 95, 11, 16, 87, 144, 125, 15, 32, 37, 48, 47, 0, 0, 39, 86, 68, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9568490606186029, y=-0.273498797004016, z=0.03637698795233063, w=-0.09118661073956705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.12444444444444444, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.76, y=0.27, z=-0.81)>	COMP<265>
[1740779344.207246]	Q_Header<(2621443, 15875, 257, 173, 250, 8, 58, 71, 34)>	Q_Data<(0, 0, 55, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 127, 249, 253, 253, 253, 249, 253, 88, 138, 151, 77, 85, 77, 176, 253, 253, 145, 41, 19, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9568490606186029, y=-0.273498797004016, z=0.03637698795233063, w=-0.09118661073956705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.12444444444444444, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.76, y=0.27, z=-0.81)>	COMP<265>
[1740779344.2173462]	Q_Header<(2621443, 15876, 257, 173, 250, 8, 58, 72, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 115, 253, 253, 253, 179, 253, 186, 58, 131, 102, 111, 155, 253, 253, 253, 253, 101, 58, 59, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.956478343717296, y=-0.27453510242105783, z=0.03753648021097167, w=-0.09149135583129517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.08333333333333333, z=0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.84, y=-0.22, z=0.86)>	COMP<252>
[1740779344.227251]	Q_Header<(2621443, 15877, 257, 173, 250, 8, 58, 73, 37)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 39, 191, 253, 253, 147, 253, 253, 195, 253, 253, 253, 192, 253, 253, 253, 253, 53, 0, 24, 60, 0, 0, 3, 0, 41, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.956478343717296, y=-0.27453510242105783, z=0.03753648021097167, w=-0.09149135583129517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.08333333333333333, z=0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.84, y=-0.22, z=0.86)>	COMP<252>
[1740779344.2373967]	Q_Header<(2621443, 15878, 257, 173, 250, 8, 58, 74, 36)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 119, 253, 253, 90, 236, 253, 206, 253, 253, 253, 136, 253, 253, 253, 230, 143, 85, 50, 29, 22, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.956478343717296, y=-0.27453510242105783, z=0.03753648021097167, w=-0.09149135583129517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.08333333333333333, z=0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.84, y=-0.22, z=0.86)>	COMP<252>
[1740779344.2474616]	Q_Header<(2621443, 15879, 257, 173, 250, 8, 58, 75, 34)>	Q_Data<(0, 0, 56, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 173, 173, 228, 183, 185, 156, 253, 253, 253, 91, 180, 115, 169, 234, 253, 199, 152, 132, 88, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9559378004492846, y=-0.27588040212174475, z=0.03973410216399465, w=-0.09216358566456516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.08555555555555555, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.71, y=-0.18, z=-0.56)>	COMP<252>
[1740779344.2573092]	Q_Header<(2621443, 15880, 257, 173, 250, 8, 58, 76, 32)>	Q_Data<(0, 0, 57, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 50, 81, 182, 253, 253, 253, 253, 193, 253, 253, 253, 173, 253, 186, 253, 253, 253, 253, 253, 149, 0, 32, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9559378004492846, y=-0.27588040212174475, z=0.03973410216399465, w=-0.09216358566456516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.08555555555555555, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.71, y=-0.18, z=-0.56)>	COMP<252>
[1740779344.2673485]	Q_Header<(2621443, 15881, 257, 173, 250, 8, 58, 77, 23)>	Q_Data<(0, 0, 63, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 74, 173, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 194, 19, 0, 0, 15, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9559378004492846, y=-0.27588040212174475, z=0.03973410216399465, w=-0.09216358566456516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.08555555555555555, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.71, y=-0.18, z=-0.56)>	COMP<252>
