[1740780015.5023203]	Q_Header<(2621443, 17518, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 106, 247, 253, 235, 253, 157, 114, 253, 233, 117, 73, 76, 61, 67, 56, 41, 0, 0, 0, 113, 253, 253, 253, 253, 175, 0, 0, 30, 0, 18, 102, 253, 237, 54, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 65, 31, 0, 61, 78, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30510979671093147, y=-0.9471281907101889, z=0.09911948586888432, w=-0.005615143288138767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.027777777777777776, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=-0.19)>	COMP<192>
[1740780016.042358]	Q_Header<(2621443, 17572, 257, 173, 250, 8, 58, 54, 48)>	Q_Data<(0, 0, 49, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 30, 12, 25, 41, 8, 0, 13, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 111, 75, 177, 150, 220, 253, 253, 253, 253, 253, 253, 175, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3053587667072432, y=-0.947082147310872, z=0.09887691426458804, w=-0.0038452133325117574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=-0.07)>	COMP<190>
[1740780016.0523248]	Q_Header<(2621443, 17573, 257, 173, 250, 8, 58, 55, 53)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 13, 39, 25, 19, 0, 19, 0, 30, 22, 0, 0, 0, 17, 0, 5, 6, 0, 43, 63, 76, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 70, 75, 43, 149, 253, 253, 253, 253, 253, 253, 253, 253, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3053587667072432, y=-0.947082147310872, z=0.09887691426458804, w=-0.0038452133325117574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=-0.07)>	COMP<190>
[1740780016.0622857]	Q_Header<(2621443, 17574, 257, 173, 250, 8, 58, 56, 59)>	Q_Data<(0, 0, 21, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 17, 0, 18, 38, 26, 28, 10, 19, 25, 30, 25, 0, 16, 0, 0, 18, 55, 34, 0, 58, 109, 127, 78, 0, 0, 19, 32, 0, 0, 0, 0, 23, 48, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 253, 253, 253, 253, 253, 253, 253, 253, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3053587667072432, y=-0.947082147310872, z=0.09887691426458804, w=-0.0038452133325117574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=-0.07)>	COMP<190>
[1740780016.0723321]	Q_Header<(2621443, 17575, 257, 173, 250, 8, 58, 57, 60)>	Q_Data<(0, 0, 30, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 0, 14, 32, 14, 35, 0, 4, 25, 17, 17, 0, 17, 32, 0, 3, 65, 36, 31, 108, 166, 142, 62, 0, 0, 53, 38, 0, 0, 0, 20, 43, 72, 45, 0, 98, 67, 37, 78, 16, 87, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3053587667072432, y=-0.947082147310872, z=0.09887691426458804, w=-0.0038452133325117574)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=-0.07)>	COMP<190>
[1740780016.0823941]	Q_Header<(2621443, 17576, 257, 173, 250, 8, 58, 58, 62)>	Q_Data<(0, 0, 48, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 26, 0, 11, 28, 14, 45, 23, 0, 0, 0, 0, 19, 29, 43, 45, 56, 16, 0, 56, 157, 206, 111, 173, 82, 0, 65, 54, 0, 0, 0, 65, 101, 177, 122, 98, 117, 117, 96, 194, 148, 154, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 253, 253, 253, 253, 253, 249, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30554251577585073, y=-0.9470231072269476, z=0.09887712256429848, w=-0.003784186172213892)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=0.0)>	COMP<195>
[1740780016.092318]	Q_Header<(2621443, 17577, 257, 173, 250, 8, 58, 59, 64)>	Q_Data<(0, 0, 72, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 21, 0, 0, 22, 11, 46, 40, 12, 15, 0, 0, 29, 25, 42, 50, 103, 116, 50, 28, 186, 246, 253, 253, 113, 10, 75, 62, 0, 0, 38, 135, 206, 253, 248, 153, 154, 144, 149, 253, 220, 169, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 253, 253, 253, 91, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30554251577585073, y=-0.9470231072269476, z=0.09887712256429848, w=-0.003784186172213892)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=0.0)>	COMP<195>
[1740780016.1022954]	Q_Header<(2621443, 17578, 257, 173, 250, 8, 58, 60, 60)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 0, 0, 14, 0, 34, 33, 20, 19, 0, 6, 50, 38, 59, 50, 172, 238, 140, 85, 176, 253, 253, 253, 112, 86, 67, 40, 0, 0, 76, 167, 253, 253, 253, 193, 187, 170, 169, 253, 239, 143, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 245, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30554251577585073, y=-0.9470231072269476, z=0.09887712256429848, w=-0.003784186172213892)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=0.0)>	COMP<195>
[1740780016.1160765]	Q_Header<(2621443, 17579, 257, 173, 250, 8, 58, 61, 59)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 0, 0, 25, 0, 36, 40, 33, 26, 0, 0, 44, 16, 145, 190, 250, 253, 225, 154, 144, 236, 253, 253, 132, 89, 55, 164, 149, 48, 109, 204, 192, 253, 253, 187, 235, 192, 153, 246, 191, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 129, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3057815119872568, y=-0.9469461394176225, z=0.09887545896593931, w=-0.0037841225036347147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0022222222222222222, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.01, z=-0.09)>	COMP<190>
[1740780016.1310773]	Q_Header<(2621443, 17580, 257, 173, 250, 8, 58, 62, 52)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 0, 0, 29, 7, 27, 49, 27, 32, 29, 58, 124, 105, 252, 253, 253, 253, 253, 220, 205, 190, 253, 253, 138, 133, 253, 253, 253, 85, 170, 253, 253, 253, 173, 156, 253, 213, 75, 150, 90, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3057815119872568, y=-0.9469461394176225, z=0.09887545896593931, w=-0.0037841225036347147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0022222222222222222, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.01, z=-0.09)>	COMP<190>
[1740780016.1336877]	Q_Header<(2621443, 17581, 257, 173, 250, 8, 58, 63, 47)>	Q_Data<(0, 0, 66, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34, 9, 5, 26, 0, 16, 30, 3, 68, 98, 143, 217, 202, 253, 253, 253, 253, 253, 253, 253, 181, 156, 220, 61, 246, 253, 253, 253, 182, 185, 253, 253, 253, 221, 85, 198, 168, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3057815119872568, y=-0.9469461394176225, z=0.09887545896593931, w=-0.0037841225036347147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0022222222222222222, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.01, z=-0.09)>	COMP<190>
[1740780016.142649]	Q_Header<(2621443, 17582, 257, 173, 250, 8, 58, 64, 44)>	Q_Data<(0, 0, 54, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 24, 0, 24, 24, 34, 33, 48, 109, 201, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 202, 94, 208, 181, 253, 253, 253, 253, 253, 147, 239, 180, 253, 189, 33, 119, 91, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3060935555382259, y=-0.9468453294246258, z=0.09887767895751265, w=-0.003723171861980415)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.006666666666666667, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=-0.15)>	COMP<190>
[1740780016.1522727]	Q_Header<(2621443, 17583, 257, 173, 250, 8, 58, 65, 46)>	Q_Data<(0, 0, 52, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42, 25, 0, 8, 40, 52, 47, 81, 124, 253, 253, 253, 253, 253, 253, 253, 253, 193, 229, 253, 253, 171, 253, 253, 253, 253, 253, 253, 253, 152, 126, 72, 146, 106, 0, 54, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3060935555382259, y=-0.9468453294246258, z=0.09887767895751265, w=-0.003723171861980415)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.006666666666666667, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=-0.15)>	COMP<190>
[1740780016.1623087]	Q_Header<(2621443, 17584, 257, 173, 250, 8, 58, 66, 49)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 32, 20, 13, 14, 28, 47, 76, 120, 86, 243, 253, 253, 236, 253, 253, 142, 249, 191, 218, 253, 253, 210, 253, 253, 125, 224, 253, 245, 253, 182, 98, 144, 139, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3060935555382259, y=-0.9468453294246258, z=0.09887767895751265, w=-0.003723171861980415)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.006666666666666667, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=-0.15)>	COMP<190>
[1740780016.1722696]	Q_Header<(2621443, 17585, 257, 173, 250, 8, 58, 67, 48)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 14, 26, 20, 28, 48, 59, 155, 196, 209, 214, 253, 253, 225, 202, 160, 253, 121, 242, 253, 175, 228, 184, 253, 221, 49, 188, 211, 253, 199, 152, 110, 149, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3060935555382259, y=-0.9468453294246258, z=0.09887767895751265, w=-0.003723171861980415)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.006666666666666667, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.0, z=-0.15)>	COMP<190>
[1740780016.1822693]	Q_Header<(2621443, 17586, 257, 173, 250, 8, 58, 68, 42)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 15, 13, 26, 87, 100, 243, 253, 253, 253, 253, 253, 250, 166, 94, 253, 71, 213, 240, 118, 155, 118, 169, 119, 70, 167, 116, 250, 148, 79, 73, 103, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30633249928914796, y=-0.9467682265338241, z=0.0988760009660131, w=-0.0037231086783498755)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.006666666666666667, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.0, z=-0.1)>	COMP<192>
[1740780016.19219]	Q_Header<(2621443, 17587, 257, 173, 250, 8, 58, 69, 41)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 9, 12, 20, 0, 127, 194, 253, 253, 244, 253, 253, 253, 246, 156, 100, 253, 90, 135, 158, 63, 101, 58, 78, 51, 27, 96, 119, 197, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30633249928914796, y=-0.9467682265338241, z=0.0988760009660131, w=-0.0037231086783498755)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.006666666666666667, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.0, z=-0.1)>	COMP<192>
[1740780016.2022321]	Q_Header<(2621443, 17588, 257, 173, 250, 8, 58, 70, 36)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 17, 11, 8, 26, 156, 253, 253, 253, 253, 253, 253, 253, 215, 166, 68, 181, 66, 58, 60, 64, 71, 3, 25, 47, 0, 0, 85, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30633249928914796, y=-0.9467682265338241, z=0.0988760009660131, w=-0.0037231086783498755)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.006666666666666667, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.0, z=-0.1)>	COMP<192>
