[1740779765.5306292]	Q_Header<(2621443, 58054, 257, 173, 250, 8, 58, 0, 84)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 106, 67, 45, 87, 131, 169, 167, 152, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 221, 203, 253, 250, 64, 69, 97, 179, 206, 78, 176, 122, 97, 213, 253, 226, 57, 201, 214, 209, 253, 253, 245, 0, 0, 40, 51, 0, 18, 151, 253, 253, 253, 253, 178, 119, 16, 253, 223, 0, 0, 0, 0, 40, 116, 106, 17, 0, 0, 43, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 197, 253, 253, 253, 142, 101, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7993993254987604, y=-0.5938883284036756, z=0.033020923501170446, w=0.08465807929043144)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.0, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.15, z=0.0)>	COMP<193>
[1740779766.0009017]	Q_Header<(2621443, 58101, 257, 173, 250, 8, 58, 47, 165)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 23, 28, 17, 0, 13, 34, 33, 21, 8, 12, 16, 15, 0, 0, 12, 17, 47, 65, 58, 81, 104, 95, 70, 36, 107, 103, 79, 81, 18, 24, 34, 11, 20, 31, 10, 20, 24, 28, 19, 41, 23, 0, 0, 29, 34, 25, 28, 21, 0, 45, 11, 37, 46, 20, 26, 35, 26, 53, 35, 32, 0, 18, 22, 0, 0, 0, 35, 37, 29, 34, 0, 0, 31, 59, 43, 42, 177, 253, 126, 162, 151, 71, 53, 56, 24, 43, 0, 42, 53, 60, 53, 0, 42, 59, 33, 6, 73, 61, 50, 0, 44, 11, 48, 48, 24, 56, 49, 20, 60, 18, 83, 65, 85, 91, 38, 17, 0, 20, 0, 72, 53, 43, 44, 56, 60, 37, 68, 44, 72, 64, 16, 50, 69, 97, 64, 63, 0, 13, 73, 91, 83, 93, 40, 0, 46, 0, 67, 96, 89, 83, 50, 72, 47, 75, 93, 53)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7968683237234033, y=-0.5968577924089431, z=0.03594940584199483, w=0.08642505716853087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.024444444444444446, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.08, z=0.11)>	COMP<190>
[1740779766.010827]	Q_Header<(2621443, 58102, 257, 173, 250, 8, 58, 48, 123)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 20, 30, 27, 9, 12, 63, 82, 53, 12, 11, 0, 0, 0, 10, 0, 9, 47, 81, 101, 178, 219, 209, 51, 115, 209, 138, 179, 146, 35, 0, 11, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 32, 15, 0, 0, 0, 0, 28, 0, 28, 0, 16, 0, 0, 0, 8, 0, 0, 11, 0, 0, 0, 48, 0, 0, 73, 216, 109, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 22, 0, 0, 0, 0, 0, 9, 38, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 29, 0, 65, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 67, 17, 50, 74, 0, 33, 0, 0, 0, 0, 31, 0, 0, 0, 42, 44, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7966821436466098, y=-0.5971606598818991, z=0.036071335853454865, w=0.08599748260155314)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=0.02)>	COMP<195>
[1740779766.0204191]	Q_Header<(2621443, 58103, 257, 173, 250, 8, 58, 49, 52)>	Q_Data<(0, 0, 72, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 17, 31, 0, 21, 102, 155, 100, 6, 0, 0, 0, 0, 0, 0, 59, 96, 87, 135, 248, 253, 253, 173, 230, 253, 165, 253, 171, 23, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 79, 0, 113, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7966821436466098, y=-0.5971606598818991, z=0.036071335853454865, w=0.08599748260155314)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=0.02)>	COMP<195>
[1740779766.0304217]	Q_Header<(2621443, 58104, 257, 173, 250, 8, 58, 50, 53)>	Q_Data<(0, 0, 59, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19, 13, 23, 0, 67, 106, 227, 138, 39, 37, 0, 32, 0, 0, 40, 126, 194, 192, 230, 251, 217, 253, 253, 253, 253, 216, 253, 159, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 56, 59, 78, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7966821436466098, y=-0.5971606598818991, z=0.036071335853454865, w=0.08599748260155314)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.024444444444444446, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=0.02)>	COMP<195>
[1740779766.0413072]	Q_Header<(2621443, 58105, 257, 173, 250, 8, 58, 51, 54)>	Q_Data<(0, 0, 52, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 26, 48, 149, 166, 253, 184, 91, 41, 15, 54, 31, 26, 51, 161, 253, 253, 253, 242, 236, 253, 253, 253, 253, 198, 219, 119, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 126, 89, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7963208615197195, y=-0.5977136657363847, z=0.036193628487866454, w=0.0854487013204267)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.023333333333333334, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.11, z=0.01)>	COMP<195>
[1740779766.0504277]	Q_Header<(2621443, 58106, 257, 173, 250, 8, 58, 52, 50)>	Q_Data<(0, 0, 54, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 80, 205, 253, 253, 253, 142, 43, 0, 48, 24, 57, 100, 198, 253, 253, 253, 163, 253, 253, 253, 253, 234, 157, 142, 59, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 61, 71, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 113, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7963208615197195, y=-0.5977136657363847, z=0.036193628487866454, w=0.0854487013204267)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.023333333333333334, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.11, z=0.01)>	COMP<195>
[1740779766.0638485]	Q_Header<(2621443, 58107, 257, 173, 250, 8, 58, 53, 49)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 46, 93, 212, 253, 253, 253, 196, 53, 93, 99, 80, 63, 173, 249, 253, 253, 253, 181, 253, 253, 157, 222, 126, 103, 54, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 78, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7963208615197195, y=-0.5977136657363847, z=0.036193628487866454, w=0.0854487013204267)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.023333333333333334, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.11, z=0.01)>	COMP<195>
[1740779766.0704153]	Q_Header<(2621443, 58108, 257, 173, 250, 8, 58, 54, 46)>	Q_Data<(0, 0, 47, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23, 3, 66, 77, 156, 253, 253, 253, 214, 27, 179, 203, 155, 72, 236, 253, 253, 253, 253, 229, 224, 253, 96, 98, 48, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7963208615197195, y=-0.5977136657363847, z=0.036193628487866454, w=0.0854487013204267)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.023333333333333334, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.11, z=0.01)>	COMP<195>
[1740779766.080413]	Q_Header<(2621443, 58109, 257, 173, 250, 8, 58, 55, 39)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 47, 66, 88, 75, 105, 179, 253, 253, 205, 94, 253, 253, 253, 180, 253, 253, 253, 253, 253, 197, 87, 173, 106, 0, 44, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7960553310169688, y=-0.5981248366147583, z=0.03625368907644556, w=0.08501917320452637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.024444444444444446, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.13, z=0.06)>	COMP<196>
[1740779766.0919838]	Q_Header<(2621443, 58110, 257, 173, 250, 8, 58, 56, 34)>	Q_Data<(0, 0, 21, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 62, 104, 183, 203, 236, 160, 253, 253, 122, 152, 253, 253, 253, 253, 219, 253, 253, 253, 253, 132, 94, 89, 47, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7960553310169688, y=-0.5981248366147583, z=0.03625368907644556, w=0.08501917320452637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.024444444444444446, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.13, z=0.06)>	COMP<196>
[1740779766.1003482]	Q_Header<(2621443, 58111, 257, 173, 250, 8, 58, 57, 32)>	Q_Data<(0, 0, 18, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 139, 253, 253, 253, 242, 253, 253, 169, 154, 253, 253, 253, 253, 156, 207, 192, 253, 253, 99, 113, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7960553310169688, y=-0.5981248366147583, z=0.03625368907644556, w=0.08501917320452637)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.024444444444444446, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.13, z=0.06)>	COMP<196>
[1740779766.110418]	Q_Header<(2621443, 58112, 257, 173, 250, 8, 58, 58, 33)>	Q_Data<(0, 0, 29, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 120, 131, 253, 253, 253, 253, 253, 253, 253, 122, 253, 253, 253, 253, 153, 112, 161, 233, 167, 54, 75, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7957629813346246, y=-0.5985617086937156, z=0.036315307094194026, w=0.08465433771369262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.017777777777777778, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.13, z=0.01)>	COMP<199>
[1740779766.1203625]	Q_Header<(2621443, 58113, 257, 173, 250, 8, 58, 59, 32)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 210, 200, 253, 253, 253, 253, 253, 240, 253, 196, 253, 253, 207, 253, 251, 155, 153, 144, 74, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7957629813346246, y=-0.5985617086937156, z=0.036315307094194026, w=0.08465433771369262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.017777777777777778, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.13, z=0.01)>	COMP<199>
[1740779766.1304908]	Q_Header<(2621443, 58114, 257, 173, 250, 8, 58, 60, 40)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 251, 253, 253, 253, 253, 242, 253, 219, 253, 253, 127, 208, 253, 253, 253, 162, 143, 192, 157, 52, 37, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7957629813346246, y=-0.5985617086937156, z=0.036315307094194026, w=0.08465433771369262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.017777777777777778, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.13, z=0.01)>	COMP<199>
[1740779766.1416204]	Q_Header<(2621443, 58115, 257, 173, 250, 8, 58, 61, 36)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 253, 253, 249, 253, 216, 194, 252, 187, 252, 253, 171, 203, 253, 219, 175, 139, 133, 204, 165, 48, 15, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7953382015272236, y=-0.5991739025702366, z=0.036376453695819606, w=0.08428839354685717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.012222222222222223, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.14, z=-0.05)>	COMP<199>
[1740779766.1512518]	Q_Header<(2621443, 58116, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 253, 195, 253, 253, 180, 161, 141, 111, 253, 253, 171, 77, 253, 172, 229, 79, 106, 178, 119, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7953382015272236, y=-0.5991739025702366, z=0.036376453695819606, w=0.08428839354685717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.012222222222222223, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.14, z=-0.05)>	COMP<199>
[1740779766.1604412]	Q_Header<(2621443, 58117, 257, 173, 250, 8, 58, 63, 32)>	Q_Data<(0, 0, 64, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 246, 205, 253, 253, 140, 162, 221, 211, 251, 253, 133, 167, 253, 122, 236, 103, 76, 123, 62, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7953382015272236, y=-0.5991739025702366, z=0.036376453695819606, w=0.08428839354685717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.012222222222222223, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.14, z=-0.05)>	COMP<199>
