[1740780455.4653597]	Q_Header<(2621443, 61518, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 0, 79, 61, 32, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 79, 34, 46, 8, 16, 0, 0, 27, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4957899585183437, y=-0.8634057310353921, z=0.0875246584408845, w=-0.032592864440329376)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.01, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.06, z=-0.01)>	COMP<110>
[1740780455.995529]	Q_Header<(2621443, 61571, 257, 173, 250, 8, 58, 53, 56)>	Q_Data<(0, 0, 41, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 28, 6, 0, 0, 0, 29, 60, 0, 78, 110, 44, 12, 43, 0, 84, 115, 242, 253, 253, 172, 253, 253, 253, 253, 253, 152, 253, 253, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 253, 253, 253, 253, 111, 103, 253, 251, 230, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5092883156465552, y=-0.8555482167327138, z=0.08764837263524128, w=-0.031311709722756806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.057777777777777775, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.2, z=-0.01)>	COMP<117>
[1740780456.0055406]	Q_Header<(2621443, 61572, 257, 173, 250, 8, 58, 54, 57)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 40, 0, 0, 31, 50, 45, 118, 41, 139, 169, 100, 0, 84, 100, 125, 98, 253, 253, 253, 253, 253, 153, 253, 221, 199, 124, 171, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 253, 253, 253, 235, 147, 93, 214, 125, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5092883156465552, y=-0.8555482167327138, z=0.08764837263524128, w=-0.031311709722756806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.057777777777777775, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.2, z=-0.01)>	COMP<117>
[1740780456.0155597]	Q_Header<(2621443, 61573, 257, 173, 250, 8, 58, 55, 58)>	Q_Data<(0, 0, 10, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 39, 0, 0, 65, 63, 27, 201, 104, 132, 199, 148, 72, 161, 154, 253, 207, 253, 253, 253, 253, 253, 229, 181, 79, 102, 55, 44, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 137, 253, 253, 196, 188, 115, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5097143432973843, y=-0.855302010852143, z=0.08746505256198679, w=-0.031616815929594665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.051111111111111114, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.24, z=0.03)>	COMP<113>
[1740780456.0255764]	Q_Header<(2621443, 61574, 257, 173, 250, 8, 58, 56, 64)>	Q_Data<(0, 0, 52, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 0, 0, 0, 15, 0, 0, 0, 11, 0, 0, 85, 62, 136, 253, 235, 214, 253, 233, 120, 194, 196, 253, 253, 253, 253, 253, 253, 253, 252, 132, 36, 66, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 253, 253, 143, 193, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5097143432973843, y=-0.855302010852143, z=0.08746505256198679, w=-0.031616815929594665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.051111111111111114, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.24, z=0.03)>	COMP<113>
[1740780456.035562]	Q_Header<(2621443, 61575, 257, 173, 250, 8, 58, 57, 53)>	Q_Data<(0, 0, 41, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 30, 0, 0, 16, 21, 0, 0, 0, 0, 45, 50, 82, 158, 230, 253, 253, 253, 253, 253, 204, 253, 253, 253, 253, 253, 169, 253, 253, 253, 156, 106, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 208, 116, 66, 152, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5097143432973843, y=-0.855302010852143, z=0.08746505256198679, w=-0.031616815929594665)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.051111111111111114, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.24, z=0.03)>	COMP<113>
[1740780456.0455458]	Q_Header<(2621443, 61576, 257, 173, 250, 8, 58, 58, 44)>	Q_Data<(0, 0, 40, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 0, 0, 0, 0, 0, 0, 8, 0, 19, 37, 0, 28, 28, 19, 0, 17, 0, 31, 78, 27, 175, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 205, 253, 179, 131, 93, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5103864777591677, y=-0.85487598750238, z=0.08746517850142158, w=-0.032288261986916963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.04555555555555556, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.22, z=0.12)>	COMP<111>
[1740780456.05542]	Q_Header<(2621443, 61577, 257, 173, 250, 8, 58, 59, 40)>	Q_Data<(0, 0, 60, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 26, 37, 0, 21, 29, 33, 0, 29, 0, 51, 62, 143, 253, 253, 253, 253, 243, 253, 253, 253, 253, 253, 253, 232, 253, 253, 253, 253, 253, 253, 140, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5103864777591677, y=-0.85487598750238, z=0.08746517850142158, w=-0.032288261986916963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.04555555555555556, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.22, z=0.12)>	COMP<111>
[1740780456.0654294]	Q_Header<(2621443, 61578, 257, 173, 250, 8, 58, 60, 43)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 13, 0, 0, 0, 0, 0, 12, 0, 5, 16, 0, 9, 10, 21, 0, 39, 28, 26, 122, 253, 253, 253, 253, 253, 236, 172, 253, 253, 253, 253, 253, 253, 253, 253, 215, 242, 253, 252, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5103864777591677, y=-0.85487598750238, z=0.08746517850142158, w=-0.032288261986916963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.04555555555555556, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.22, z=0.12)>	COMP<111>
[1740780456.0771809]	Q_Header<(2621443, 61579, 257, 173, 250, 8, 58, 61, 34)>	Q_Data<(0, 0, 68, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 34, 56, 122, 253, 253, 253, 253, 253, 253, 253, 197, 253, 253, 253, 253, 253, 253, 253, 253, 72, 180, 234, 178, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5107963438468068, y=-0.8546027490193557, z=0.08758426973595027, w=-0.03271440319057097)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.03777777777777778, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.09)>	COMP<111>
[1740780456.086645]	Q_Header<(2621443, 61580, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 45, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 108, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 224, 226, 240, 197, 253, 253, 39, 101, 117, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5107963438468068, y=-0.8546027490193557, z=0.08758426973595027, w=-0.03271440319057097)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.03777777777777778, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.09)>	COMP<111>
[1740780456.0954244]	Q_Header<(2621443, 61581, 257, 173, 250, 8, 58, 63, 30)>	Q_Data<(0, 0, 57, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 155, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 241, 137, 129, 142, 98, 189, 159, 43, 31, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5107963438468068, y=-0.8546027490193557, z=0.08758426973595027, w=-0.03271440319057097)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.03777777777777778, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.09)>	COMP<111>
[1740780456.1054592]	Q_Header<(2621443, 61582, 257, 173, 250, 8, 58, 64, 30)>	Q_Data<(0, 0, 66, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 110, 191, 253, 253, 253, 253, 253, 253, 228, 225, 253, 199, 113, 42, 46, 53, 0, 62, 77, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5107963438468068, y=-0.8546027490193557, z=0.08758426973595027, w=-0.03271440319057097)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.03777777777777778, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.09)>	COMP<111>
[1740780456.1154706]	Q_Header<(2621443, 61583, 257, 173, 250, 8, 58, 65, 28)>	Q_Data<(0, 0, 51, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 173, 198, 253, 253, 253, 253, 253, 253, 141, 143, 194, 127, 95, 25, 0, 0, 0, 20, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5111130471832294, y=-0.8543778880428522, z=0.08776935297939858, w=-0.03314239128498848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.03222222222222222, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.15, z=0.18)>	COMP<116>
[1740780456.125398]	Q_Header<(2621443, 61584, 257, 173, 250, 8, 58, 66, 36)>	Q_Data<(0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 83, 216, 253, 253, 253, 253, 253, 253, 253, 91, 199, 141, 61, 104, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5111130471832294, y=-0.8543778880428522, z=0.08776935297939858, w=-0.03314239128498848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.03222222222222222, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.15, z=0.18)>	COMP<116>
[1740780456.1355395]	Q_Header<(2621443, 61585, 257, 173, 250, 8, 58, 67, 32)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 18, 23, 0, 0, 0, 0, 0, 0, 0, 0, 28, 15, 0, 15, 0, 159, 253, 253, 253, 253, 253, 253, 253, 253, 164, 253, 137, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5111130471832294, y=-0.8543778880428522, z=0.08776935297939858, w=-0.03314239128498848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.03222222222222222, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.15, z=0.18)>	COMP<116>
[1740780456.1467597]	Q_Header<(2621443, 61586, 257, 173, 250, 8, 58, 68, 32)>	Q_Data<(0, 0, 4, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 9, 19, 0, 0, 0, 0, 0, 0, 0, 0, 31, 40, 34, 14, 36, 180, 253, 253, 253, 253, 253, 253, 253, 253, 191, 253, 132, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5114659991286867, y=-0.8541115980676423, z=0.08807224782132399, w=-0.033751873212191384)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.027777777777777776, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.18)>	COMP<113>
[1740780456.155474]	Q_Header<(2621443, 61587, 257, 173, 250, 8, 58, 69, 36)>	Q_Data<(0, 0, 49, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 9, 28, 35, 30, 12, 120, 156, 253, 253, 253, 253, 247, 253, 253, 235, 162, 202, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5114659991286867, y=-0.8541115980676423, z=0.08807224782132399, w=-0.033751873212191384)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.027777777777777776, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.18)>	COMP<113>
