[1740780232.994076]	Q_Header<(2621443, 39268, 257, 173, 250, 8, 58, 0, 105)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 28, 28, 58, 77, 208, 253, 253, 133, 222, 141, 253, 85, 226, 223, 72, 119, 253, 253, 161, 84, 103, 169, 219, 182, 77, 122, 179, 253, 253, 253, 253, 171, 129, 123, 76, 165, 225, 82, 253, 253, 253, 253, 135, 209, 244, 228, 139, 63, 160, 241, 253, 253, 253, 180, 253, 253, 119, 253, 253, 253, 181, 0, 0, 0, 0, 0, 0, 76, 139, 108, 48, 150, 253, 201, 253, 253, 101, 131, 59, 113, 0, 79, 253, 239, 253, 230, 135, 129, 201, 166, 0, 0, 0, 0, 0, 90, 33, 46, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.04681489858577654, y=-0.9940994175574218, z=0.09710887046932265, w=0.012024165608080806)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.025555555555555557, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.06, z=-0.29)>	COMP<81>
[1740780233.5340688]	Q_Header<(2621443, 39322, 257, 173, 250, 8, 58, 54, 29)>	Q_Data<(0, 0, 48, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 35, 26, 35, 187, 253, 253, 253, 253, 253, 253, 186, 245, 241, 235, 175, 116, 53, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.03277563629691194, y=-0.9944994745286465, z=0.09838794359519935, w=0.014709363775709085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.016666666666666666, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.17, z=0.0)>	COMP<85>
[1740780233.5438788]	Q_Header<(2621443, 39323, 257, 173, 250, 8, 58, 55, 28)>	Q_Data<(0, 0, 41, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 20, 193, 253, 253, 253, 253, 253, 197, 182, 194, 166, 120, 157, 71, 11, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.03222589664500513, y=-0.9945473216484064, z=0.09802043562855728, w=0.015136405999926652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.028888888888888888, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.18, z=-0.07)>	COMP<77>
[1740780233.555208]	Q_Header<(2621443, 39324, 257, 173, 250, 8, 58, 56, 36)>	Q_Data<(0, 0, 55, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 81, 251, 253, 253, 253, 253, 253, 99, 165, 128, 148, 44, 117, 72, 8, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.03222589664500513, y=-0.9945473216484064, z=0.09802043562855728, w=0.015136405999926652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.028888888888888888, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.18, z=-0.07)>	COMP<77>
[1740780233.5639052]	Q_Header<(2621443, 39325, 257, 173, 250, 8, 58, 57, 31)>	Q_Data<(0, 0, 51, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 9, 0, 19, 110, 253, 253, 253, 253, 253, 227, 112, 96, 72, 98, 56, 59, 50, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.03222589664500513, y=-0.9945473216484064, z=0.09802043562855728, w=0.015136405999926652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.028888888888888888, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.18, z=-0.07)>	COMP<77>
[1740780233.5739877]	Q_Header<(2621443, 39326, 257, 173, 250, 8, 58, 58, 29)>	Q_Data<(0, 0, 63, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 129, 200, 253, 253, 253, 253, 160, 133, 6, 45, 55, 48, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.03222589664500513, y=-0.9945473216484064, z=0.09802043562855728, w=0.015136405999926652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.028888888888888888, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.18, z=-0.07)>	COMP<77>
[1740780233.5843902]	Q_Header<(2621443, 39327, 257, 173, 250, 8, 58, 59, 26)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 0, 82, 235, 253, 253, 253, 253, 253, 205, 91, 30, 45, 17, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.031372780614467854, y=-0.994651425862584, z=0.09717016875142573, w=0.015564317230913042)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.02, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.09, z=-0.22)>	COMP<77>
[1740780233.5939662]	Q_Header<(2621443, 39328, 257, 173, 250, 8, 58, 60, 27)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 33, 0, 114, 253, 253, 253, 235, 253, 253, 214, 84, 40, 18, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.031372780614467854, y=-0.994651425862584, z=0.09717016875142573, w=0.015564317230913042)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.02, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.09, z=-0.22)>	COMP<77>
[1740780233.6048644]	Q_Header<(2621443, 39329, 257, 173, 250, 8, 58, 61, 24)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 37, 0, 151, 253, 253, 253, 174, 250, 135, 181, 87, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.031372780614467854, y=-0.994651425862584, z=0.09717016875142573, w=0.015564317230913042)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.02, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.09, z=-0.22)>	COMP<77>
[1740780233.6165025]	Q_Header<(2621443, 39330, 257, 173, 250, 8, 58, 62, 27)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 52, 206, 253, 253, 253, 253, 253, 196, 157, 25, 52, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.030700920912091104, y=-0.9947586660541965, z=0.09625318544407092, w=0.015747192038408558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=0.006666666666666667, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.09, z=-0.01)>	COMP<74>
[1740780233.6239882]	Q_Header<(2621443, 39331, 257, 173, 250, 8, 58, 63, 30)>	Q_Data<(0, 0, 61, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 25, 74, 250, 253, 253, 253, 253, 253, 219, 226, 99, 90, 50, 31, 0, 16, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.030700920912091104, y=-0.9947586660541965, z=0.09625318544407092, w=0.015747192038408558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=0.006666666666666667, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.09, z=-0.01)>	COMP<74>
[1740780233.6338642]	Q_Header<(2621443, 39332, 257, 173, 250, 8, 58, 64, 27)>	Q_Data<(0, 0, 57, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 78, 253, 253, 253, 253, 253, 253, 131, 238, 117, 118, 88, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.030700920912091104, y=-0.9947586660541965, z=0.09625318544407092, w=0.015747192038408558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=0.006666666666666667, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.09, z=-0.01)>	COMP<74>
[1740780233.6438763]	Q_Header<(2621443, 39333, 257, 173, 250, 8, 58, 65, 27)>	Q_Data<(0, 0, 42, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 48, 253, 253, 253, 253, 253, 253, 137, 179, 102, 109, 96, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.029968351310632663, y=-0.9948760211065425, z=0.09527616373909895, w=0.015686082050575548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.057777777777777775, y=0.0022222222222222222, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.03, z=-0.04)>	COMP<81>
[1740780233.6540794]	Q_Header<(2621443, 39334, 257, 173, 250, 8, 58, 66, 23)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30, 49, 81, 253, 253, 253, 253, 253, 253, 182, 161, 71, 63, 65, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.029968351310632663, y=-0.9948760211065425, z=0.09527616373909895, w=0.015686082050575548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.057777777777777775, y=0.0022222222222222222, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.03, z=-0.04)>	COMP<81>
[1740780233.6640873]	Q_Header<(2621443, 39335, 257, 173, 250, 8, 58, 67, 34)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29, 44, 165, 253, 253, 253, 253, 253, 239, 126, 132, 53, 0, 19, 21, 0, 0, 0, 0, 19, 0, 14, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.029968351310632663, y=-0.9948760211065425, z=0.09527616373909895, w=0.015686082050575548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.057777777777777775, y=0.0022222222222222222, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.03, z=-0.04)>	COMP<81>
[1740780233.6746066]	Q_Header<(2621443, 39336, 257, 173, 250, 8, 58, 68, 37)>	Q_Data<(0, 0, 4, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36, 83, 241, 253, 253, 253, 253, 217, 179, 114, 55, 81, 23, 37, 13, 25, 0, 18, 0, 21, 0, 0, 0, 0, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.0288692200183972, y=-0.9950420591119018, z=0.0939317750704298, w=0.015319607240206548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.07777777777777778, y=-0.015555555555555555, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.08, z=-0.26)>	COMP<81>
[1740780233.683818]	Q_Header<(2621443, 39337, 257, 173, 250, 8, 58, 69, 35)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 124, 253, 253, 253, 253, 253, 229, 248, 174, 98, 105, 69, 39, 19, 35, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.0288692200183972, y=-0.9950420591119018, z=0.0939317750704298, w=0.015319607240206548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.07777777777777778, y=-0.015555555555555555, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.08, z=-0.26)>	COMP<81>
[1740780233.6938252]	Q_Header<(2621443, 39338, 257, 173, 250, 8, 58, 70, 31)>	Q_Data<(0, 0, 69, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 192, 253, 253, 253, 253, 253, 253, 253, 231, 100, 104, 79, 41, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 135, 74, 25, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.0288692200183972, y=-0.9950420591119018, z=0.0939317750704298, w=0.015319607240206548)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.07777777777777778, y=-0.015555555555555555, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.08, z=-0.26)>	COMP<81>
