[1740779718.0700793]	Q_Header<(2621443, 53304, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 250, 253, 253, 251, 232, 230, 216, 253, 172, 112, 136, 164, 244, 213, 78, 96, 60, 58, 29, 0, 6, 0, 0, 0, 4, 0, 32, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6906075935337971, y=-0.7172797560061144, z=0.05126914525571274, w=0.07708682197376808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.051111111111111114, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.15, z=0.11)>	COMP<190>
[1740779718.550184]	Q_Header<(2621443, 53352, 257, 173, 250, 8, 58, 48, 59)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 13, 0, 0, 0, 15, 0, 13, 12, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 86, 0, 67, 122, 27, 146, 142, 149, 112, 93, 143, 140, 135, 253, 238, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 248, 253, 253, 253, 253, 253, 253, 253, 253, 240, 253, 100, 99, 0, 54, 97, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6898387449995284, y=-0.7180988174588082, z=0.049378830711787156, w=0.0775778662975049)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.03777777777777778, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=0.04)>	COMP<190>
[1740779718.560172]	Q_Header<(2621443, 53353, 257, 173, 250, 8, 58, 49, 63)>	Q_Data<(0, 0, 72, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 15, 0, 0, 0, 19, 0, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 44, 0, 0, 43, 0, 49, 0, 31, 23, 0, 66, 54, 106, 240, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 244, 253, 253, 253, 253, 253, 253, 253, 211, 135, 229, 29, 13, 67, 119, 135, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6898387449995284, y=-0.7180988174588082, z=0.049378830711787156, w=0.0775778662975049)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.03777777777777778, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=0.04)>	COMP<190>
[1740779718.570175]	Q_Header<(2621443, 53354, 257, 173, 250, 8, 58, 50, 62)>	Q_Data<(0, 0, 63, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 14, 11, 0, 8, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 253, 253, 253, 253, 157, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 138, 232, 253, 253, 253, 253, 253, 253, 186, 224, 181, 41, 0, 103, 108, 91, 61, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6898387449995284, y=-0.7180988174588082, z=0.049378830711787156, w=0.0775778662975049)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.03777777777777778, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=0.04)>	COMP<190>
[1740779718.5804164]	Q_Header<(2621443, 53355, 257, 173, 250, 8, 58, 51, 53)>	Q_Data<(0, 0, 55, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 12, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 253, 253, 253, 253, 253, 253, 226, 253, 253, 230, 253, 253, 253, 253, 253, 253, 253, 249, 253, 253, 253, 253, 253, 234, 253, 161, 172, 96, 0, 0, 82, 0, 50, 110, 61, 64, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6899020269726103, y=-0.7181011543247597, z=0.048646546536067446, w=0.07745604461012495)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.028888888888888888, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.01, z=0.05)>	COMP<195>
[1740779718.5900574]	Q_Header<(2621443, 53356, 257, 173, 250, 8, 58, 52, 52)>	Q_Data<(0, 0, 55, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 14, 0, 0, 13, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 253, 253, 253, 253, 253, 145, 210, 253, 253, 232, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 161, 253, 137, 0, 29, 0, 0, 61, 0, 0, 94, 73, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6899020269726103, y=-0.7181011543247597, z=0.048646546536067446, w=0.07745604461012495)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.028888888888888888, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.01, z=0.05)>	COMP<195>
[1740779718.6000292]	Q_Header<(2621443, 53357, 257, 173, 250, 8, 58, 53, 37)>	Q_Data<(0, 0, 59, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24, 21, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 253, 253, 253, 253, 253, 253, 253, 252, 253, 253, 253, 253, 253, 253, 253, 253, 253, 214, 253, 253, 253, 253, 253, 253, 141, 79, 34, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6899020269726103, y=-0.7181011543247597, z=0.048646546536067446, w=0.07745604461012495)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.028888888888888888, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.01, z=0.05)>	COMP<195>
[1740779718.6101072]	Q_Header<(2621443, 53358, 257, 173, 250, 8, 58, 54, 41)>	Q_Data<(0, 0, 55, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 253, 253, 253, 253, 253, 253, 253, 253, 238, 253, 245, 253, 253, 231, 101, 199, 159, 68, 246, 253, 253, 253, 253, 253, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6899596491953384, y=-0.718097600210824, z=0.04797490129755272, w=0.07739462448511049)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=0.023333333333333334, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.09)>	COMP<192>
[1740779718.6200416]	Q_Header<(2621443, 53359, 257, 173, 250, 8, 58, 55, 39)>	Q_Data<(0, 0, 30, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 253, 253, 253, 253, 253, 253, 253, 253, 220, 253, 196, 245, 253, 253, 229, 116, 121, 0, 247, 253, 253, 253, 253, 253, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6899596491953384, y=-0.718097600210824, z=0.04797490129755272, w=0.07739462448511049)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=0.023333333333333334, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.09)>	COMP<192>
[1740779718.630022]	Q_Header<(2621443, 53360, 257, 173, 250, 8, 58, 56, 47)>	Q_Data<(0, 0, 31, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 157, 253, 253, 253, 253, 253, 253, 253, 177, 253, 182, 170, 253, 253, 253, 252, 140, 58, 253, 221, 253, 253, 253, 253, 156, 4, 20, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6899596491953384, y=-0.718097600210824, z=0.04797490129755272, w=0.07739462448511049)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=0.023333333333333334, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.09)>	COMP<192>
[1740779718.6401043]	Q_Header<(2621443, 53361, 257, 173, 250, 8, 58, 57, 46)>	Q_Data<(0, 0, 42, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 0, 0, 0, 8, 18, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 253, 253, 253, 253, 253, 253, 253, 231, 253, 159, 196, 253, 253, 253, 253, 253, 190, 226, 206, 231, 97, 192, 173, 143, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6899596491953384, y=-0.718097600210824, z=0.04797490129755272, w=0.07739462448511049)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=0.023333333333333334, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.09)>	COMP<192>
[1740779718.6500783]	Q_Header<(2621443, 53362, 257, 173, 250, 8, 58, 58, 40)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 26, 13, 0, 16, 0, 16, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 253, 253, 253, 253, 253, 253, 253, 253, 205, 142, 253, 253, 253, 253, 253, 253, 253, 166, 253, 253, 253, 199, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6900194739008823, y=-0.7180963388274109, z=0.04742548706067983, w=0.07721137854795365)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.014444444444444444, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=0.1)>	COMP<192>
[1740779718.6616423]	Q_Header<(2621443, 53363, 257, 173, 250, 8, 58, 59, 36)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 11, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 66, 253, 253, 253, 253, 253, 253, 253, 241, 166, 0, 253, 253, 253, 253, 253, 253, 93, 253, 253, 253, 253, 162, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6900194739008823, y=-0.7180963388274109, z=0.04742548706067983, w=0.07721137854795365)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.014444444444444444, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=0.1)>	COMP<192>
[1740779718.672009]	Q_Header<(2621443, 53364, 257, 173, 250, 8, 58, 60, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 157, 253, 253, 253, 253, 253, 253, 225, 191, 253, 253, 253, 253, 253, 253, 171, 217, 253, 253, 253, 162, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6900194739008823, y=-0.7180963388274109, z=0.04742548706067983, w=0.07721137854795365)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=0.014444444444444444, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=0.1)>	COMP<192>
[1740779718.6818452]	Q_Header<(2621443, 53365, 257, 173, 250, 8, 58, 61, 38)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 27, 10, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 211, 93, 253, 253, 253, 229, 253, 253, 253, 253, 253, 253, 253, 205, 42, 239, 253, 253, 166, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6900369280416561, y=-0.718112019753947, z=0.04723939344633308, w=0.07702340378458959)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.15)>	COMP<192>
[1740779718.6968243]	Q_Header<(2621443, 53366, 257, 173, 250, 8, 58, 62, 37)>	Q_Data<(0, 0, 61, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 49, 0, 178, 253, 186, 155, 227, 253, 253, 253, 253, 253, 253, 186, 91, 165, 253, 253, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6900369280416561, y=-0.718112019753947, z=0.04723939344633308, w=0.07702340378458959)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.15)>	COMP<192>
[1740779718.7000046]	Q_Header<(2621443, 53367, 257, 173, 250, 8, 58, 63, 35)>	Q_Data<(0, 0, 53, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 68, 135, 69, 37, 137, 231, 253, 253, 253, 213, 253, 0, 57, 31, 208, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6900369280416561, y=-0.718112019753947, z=0.04723939344633308, w=0.07702340378458959)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.15)>	COMP<192>
[1740779718.710042]	Q_Header<(2621443, 53368, 257, 173, 250, 8, 58, 64, 35)>	Q_Data<(0, 0, 54, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 7, 0, 0, 0, 0, 0, 50, 43, 0, 0, 130, 253, 253, 253, 237, 178, 180, 201, 127, 200, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6900473846261926, y=-0.7181229017788593, z=0.04711804183012743, w=0.07690250350513027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0033333333333333335, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.09, z=0.06)>	COMP<193>
