[1740779885.5314312]	Q_Header<(2621443, 4518, 257, 173, 250, 8, 58, 0, 46)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 252, 253, 253, 253, 253, 244, 253, 253, 253, 253, 242, 125, 193, 103, 100, 74, 0, 38, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 36, 20, 79, 0, 47, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 46, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12598001527664662, y=-0.9878810790952158, z=0.08630607635716005, w=0.02777175724364061)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.01888888888888889, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.1, z=0.07)>	COMP<196>
[1740779886.0814087]	Q_Header<(2621443, 4574, 257, 173, 250, 8, 58, 56, 50)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 33, 13, 14, 21, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 84, 0, 82, 173, 218, 183, 247, 253, 253, 253, 253, 232, 253, 253, 213, 80, 143, 195, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12609977855815419, y=-0.9881071224965916, z=0.08361892382607515, w=0.027405034159056745)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.02, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.19, z=-0.01)>	COMP<196>
[1740779886.0912006]	Q_Header<(2621443, 4575, 257, 173, 250, 8, 58, 57, 35)>	Q_Data<(0, 0, 5, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 0, 18, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 71, 50, 180, 253, 253, 210, 122, 253, 253, 253, 253, 253, 222, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12609977855815419, y=-0.9881071224965916, z=0.08361892382607515, w=0.027405034159056745)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.02, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.19, z=-0.01)>	COMP<196>
[1740779886.1012654]	Q_Header<(2621443, 4576, 257, 173, 250, 8, 58, 58, 36)>	Q_Data<(0, 0, 30, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13, 25, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 219, 0, 111, 126, 253, 253, 253, 253, 253, 36, 69, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12609977855815419, y=-0.9881071224965916, z=0.08361892382607515, w=0.027405034159056745)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.02, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.19, z=-0.01)>	COMP<196>
[1740779886.111502]	Q_Header<(2621443, 4577, 257, 173, 250, 8, 58, 59, 38)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 28, 23, 0, 15, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 93, 0, 29, 29, 253, 253, 253, 253, 253, 190, 225, 132, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12603647503305332, y=-0.9880893434915741, z=0.08398362694696435, w=0.027221437222635248)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.013333333333333334, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.19, z=0.01)>	COMP<195>
[1740779886.1212864]	Q_Header<(2621443, 4578, 257, 173, 250, 8, 58, 60, 38)>	Q_Data<(0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 24, 29, 0, 20, 0, 28, 0, 0, 0, 0, 4, 0, 15, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 217, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12603647503305332, y=-0.9880893434915741, z=0.08398362694696435, w=0.027221437222635248)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.013333333333333334, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.19, z=0.01)>	COMP<195>
[1740779886.1313987]	Q_Header<(2621443, 4579, 257, 173, 250, 8, 58, 61, 41)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 28, 38, 0, 11, 12, 10, 26, 0, 0, 0, 5, 25, 32, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12603647503305332, y=-0.9880893434915741, z=0.08398362694696435, w=0.027221437222635248)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.013333333333333334, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.19, z=0.01)>	COMP<195>
[1740779886.1433504]	Q_Header<(2621443, 4580, 257, 173, 250, 8, 58, 62, 49)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 26, 42, 0, 0, 19, 0, 19, 0, 0, 0, 0, 82, 144, 111, 29, 25, 0, 0, 0, 0, 0, 0, 0, 28, 25, 20, 94, 102, 0, 0, 51, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 164, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12591854780634426, y=-0.9880608104164328, z=0.08447468258069823, w=0.02728336930171395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.0, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.17, z=0.03)>	COMP<196>
[1740779886.1522503]	Q_Header<(2621443, 4581, 257, 173, 250, 8, 58, 63, 52)>	Q_Data<(0, 0, 64, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 27, 7, 28, 0, 0, 10, 0, 9, 0, 0, 0, 22, 119, 243, 210, 93, 53, 0, 0, 0, 0, 0, 0, 0, 43, 0, 108, 187, 213, 128, 100, 117, 110, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 253, 253, 253, 253, 253, 216, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12591854780634426, y=-0.9880608104164328, z=0.08447468258069823, w=0.02728336930171395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.0, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.17, z=0.03)>	COMP<196>
[1740779886.1613598]	Q_Header<(2621443, 4582, 257, 173, 250, 8, 58, 64, 58)>	Q_Data<(0, 0, 58, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 10, 7, 0, 0, 0, 36, 20, 0, 48, 143, 253, 253, 110, 76, 25, 26, 0, 0, 0, 30, 82, 106, 115, 174, 253, 253, 211, 194, 179, 195, 226, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 127, 173, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12591854780634426, y=-0.9880608104164328, z=0.08447468258069823, w=0.02728336930171395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.0, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.17, z=0.03)>	COMP<196>
[1740779886.1714482]	Q_Header<(2621443, 4583, 257, 173, 250, 8, 58, 65, 55)>	Q_Data<(0, 0, 50, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 31, 19, 0, 0, 21, 0, 20, 48, 56, 44, 0, 48, 147, 253, 253, 102, 80, 51, 59, 0, 27, 0, 44, 151, 228, 227, 178, 253, 253, 248, 253, 196, 253, 253, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 253, 253, 17, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12591854780634426, y=-0.9880608104164328, z=0.08447468258069823, w=0.02728336930171395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.0, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.17, z=0.03)>	COMP<196>
[1740779886.1815882]	Q_Header<(2621443, 4584, 257, 173, 250, 8, 58, 66, 54)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 39, 18, 0, 21, 0, 0, 49, 58, 43, 40, 64, 98, 128, 253, 253, 140, 84, 29, 54, 101, 99, 61, 88, 214, 253, 253, 159, 253, 248, 253, 253, 176, 253, 221, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 253, 248, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1257940873260473, y=-0.9880420599874109, z=0.08483929227714981, w=0.027404922469381483)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.01, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=-0.06)>	COMP<196>
[1740779886.1914933]	Q_Header<(2621443, 4585, 257, 173, 250, 8, 58, 67, 51)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 35, 23, 28, 22, 18, 32, 48, 12, 95, 105, 158, 169, 119, 253, 253, 168, 83, 123, 134, 201, 249, 162, 159, 253, 253, 253, 106, 253, 253, 253, 245, 126, 253, 152, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1257940873260473, y=-0.9880420599874109, z=0.08483929227714981, w=0.027404922469381483)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.01, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=-0.06)>	COMP<196>
[1740779886.2112975]	Q_Header<(2621443, 4586, 257, 173, 250, 8, 58, 68, 50)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 15, 23, 23, 47, 36, 74, 129, 246, 247, 216, 217, 159, 253, 253, 197, 103, 224, 202, 201, 253, 228, 199, 253, 253, 253, 133, 253, 253, 245, 169, 54, 198, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12566962880583218, y=-0.9880232885424047, z=0.08514285195926949, w=0.027709573325812437)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.014444444444444444, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.12, z=0.04)>	COMP<197>
[1740779886.2136009]	Q_Header<(2621443, 4587, 257, 173, 250, 8, 58, 69, 50)>	Q_Data<(0, 0, 61, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 7, 27, 11, 29, 44, 87, 216, 253, 253, 253, 253, 231, 195, 253, 253, 204, 160, 253, 253, 253, 251, 253, 206, 232, 253, 253, 119, 217, 183, 163, 87, 18, 110, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12566962880583218, y=-0.9880232885424047, z=0.08514285195926949, w=0.027709573325812437)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.014444444444444444, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.12, z=0.04)>	COMP<197>
[1740779886.231285]	Q_Header<(2621443, 4588, 257, 173, 250, 8, 58, 70, 51)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 14, 33, 23, 24, 53, 163, 253, 253, 253, 253, 253, 185, 193, 212, 208, 196, 162, 253, 253, 253, 60, 238, 201, 157, 233, 240, 107, 143, 68, 72, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12566962880583218, y=-0.9880232885424047, z=0.08514285195926949, w=0.027709573325812437)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.014444444444444444, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.12, z=0.04)>	COMP<197>
[1740779886.232623]	Q_Header<(2621443, 4589, 257, 173, 250, 8, 58, 71, 44)>	Q_Data<(0, 0, 64, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 4, 21, 10, 47, 146, 222, 253, 253, 253, 253, 208, 182, 195, 144, 109, 223, 205, 253, 253, 253, 174, 159, 190, 162, 87, 159, 86, 83, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12566962880583218, y=-0.9880232885424047, z=0.08514285195926949, w=0.027709573325812437)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.014444444444444444, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.12, z=0.04)>	COMP<197>
[1740779886.251059]	Q_Header<(2621443, 4590, 257, 173, 250, 8, 58, 72, 36)>	Q_Data<(0, 0, 68, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 61, 125, 248, 253, 253, 253, 253, 253, 180, 234, 201, 182, 222, 253, 253, 252, 253, 253, 253, 204, 215, 126, 79, 121, 78, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12555163536502753, y=-0.9879943226318428, z=0.08551183332348254, w=0.028137726739561348)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.01888888888888889, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.13, z=-0.02)>	COMP<195>
