[1740779378.3676283]	Q_Header<(2621443, 19304, 257, 173, 250, 8, 58, 0, 36)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 20, 0, 16, 8, 0, 0, 0, 0, 0, 165, 243, 253, 253, 253, 253, 253, 253, 253, 229, 113, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9822444796449162, y=-0.16442966682181098, z=0.0205689672304938, w=-0.08795217145145866)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.012222222222222223, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.03, z=-0.01)>	COMP<331>
[1740779378.9276323]	Q_Header<(2621443, 19360, 257, 173, 250, 8, 58, 56, 56)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 99, 127, 143, 54, 28, 42, 65, 0, 158, 246, 205, 104, 148, 81, 28, 10, 34, 57, 23, 0, 52, 71, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 47, 102, 91, 40, 198, 253, 210, 148, 134, 223, 253, 253, 253, 204, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.983329912981573, y=-0.1555163936612903, z=0.025512501000949508, w=-0.0906975514052894)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.035555555555555556, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.02, z=-0.06)>	COMP<333>
[1740779378.939487]	Q_Header<(2621443, 19361, 257, 173, 250, 8, 58, 57, 54)>	Q_Data<(0, 0, 13, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 123, 213, 200, 205, 72, 37, 47, 89, 26, 159, 238, 192, 130, 156, 83, 41, 0, 36, 66, 0, 29, 58, 67, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 94, 53, 64, 188, 253, 217, 107, 203, 214, 253, 253, 228, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.983329912981573, y=-0.1555163936612903, z=0.025512501000949508, w=-0.0906975514052894)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.035555555555555556, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.02, z=-0.06)>	COMP<333>
[1740779378.9476483]	Q_Header<(2621443, 19362, 257, 173, 250, 8, 58, 58, 53)>	Q_Data<(0, 0, 35, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 170, 253, 253, 237, 72, 41, 38, 91, 41, 120, 182, 150, 115, 121, 70, 49, 0, 0, 44, 16, 0, 45, 69, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 86, 238, 253, 168, 190, 245, 200, 133, 114, 71, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9833524017301075, y=-0.1550926977094037, z=0.026123445344204955, w=-0.09100480609394763)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.034444444444444444, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=0.0)>	COMP<337>
[1740779378.9575582]	Q_Header<(2621443, 19363, 257, 173, 250, 8, 58, 59, 50)>	Q_Data<(0, 0, 66, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 111, 253, 253, 211, 73, 0, 30, 69, 25, 65, 120, 121, 90, 79, 18, 0, 0, 45, 30, 59, 0, 0, 36, 12, 14, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 217, 241, 118, 184, 237, 207, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9833524017301075, y=-0.1550926977094037, z=0.026123445344204955, w=-0.09100480609394763)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.034444444444444444, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=0.0)>	COMP<337>
[1740779378.967586]	Q_Header<(2621443, 19364, 257, 173, 250, 8, 58, 60, 49)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 187, 250, 253, 198, 113, 58, 0, 27, 11, 22, 69, 78, 37, 41, 0, 0, 54, 150, 147, 111, 66, 0, 21, 28, 0, 9, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 156, 61, 128, 171, 159, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9833524017301075, y=-0.1550926977094037, z=0.026123445344204955, w=-0.09100480609394763)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.034444444444444444, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=0.0)>	COMP<337>
[1740779378.9790082]	Q_Header<(2621443, 19365, 257, 173, 250, 8, 58, 61, 41)>	Q_Data<(0, 0, 64, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 247, 253, 253, 253, 167, 62, 25, 0, 29, 0, 0, 27, 0, 0, 0, 0, 105, 251, 251, 175, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 37, 0, 0, 73, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9833762670826858, y=-0.154659599105482, z=0.026732795741200122, w=-0.09130653522565156)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.03666666666666667, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.01, z=0.01)>	COMP<337>
[1740779378.9884903]	Q_Header<(2621443, 19366, 257, 173, 250, 8, 58, 62, 31)>	Q_Data<(0, 0, 61, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 180, 253, 253, 253, 250, 63, 55, 18, 14, 8, 30, 0, 0, 0, 0, 0, 125, 253, 253, 227, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9833762670826858, y=-0.154659599105482, z=0.026732795741200122, w=-0.09130653522565156)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.03666666666666667, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.01, z=0.01)>	COMP<337>
[1740779378.9975426]	Q_Header<(2621443, 19367, 257, 173, 250, 8, 58, 63, 34)>	Q_Data<(0, 0, 57, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 236, 253, 253, 253, 253, 72, 74, 43, 25, 0, 6, 0, 12, 0, 0, 0, 125, 253, 253, 238, 91, 44, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9833762670826858, y=-0.154659599105482, z=0.026732795741200122, w=-0.09130653522565156)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.03666666666666667, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.01, z=0.01)>	COMP<337>
[1740779379.0098329]	Q_Header<(2621443, 19368, 257, 173, 250, 8, 58, 64, 36)>	Q_Data<(0, 0, 53, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 253, 253, 253, 253, 253, 203, 65, 132, 59, 21, 0, 0, 0, 13, 0, 0, 112, 253, 253, 223, 103, 21, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834017968959661, y=-0.1541753313653929, z=0.02752694950348068, w=-0.0916140824938459)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.03222222222222222, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.02, z=0.0)>	COMP<337>
[1740779379.0175946]	Q_Header<(2621443, 19369, 257, 173, 250, 8, 58, 65, 37)>	Q_Data<(0, 0, 51, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 203, 253, 253, 253, 253, 253, 124, 202, 114, 54, 0, 0, 0, 11, 0, 0, 77, 191, 238, 195, 99, 40, 0, 21, 56, 11, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834017968959661, y=-0.1541753313653929, z=0.02752694950348068, w=-0.0916140824938459)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.03222222222222222, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.02, z=0.0)>	COMP<337>
[1740779379.034459]	Q_Header<(2621443, 19370, 257, 173, 250, 8, 58, 66, 35)>	Q_Data<(0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 250, 253, 253, 253, 253, 168, 246, 197, 77, 35, 29, 0, 50, 27, 4, 40, 110, 129, 110, 48, 0, 0, 63, 87, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834017968959661, y=-0.1541753313653929, z=0.02752694950348068, w=-0.0916140824938459)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.03222222222222222, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.02, z=0.0)>	COMP<337>
[1740779379.0456963]	Q_Header<(2621443, 19371, 257, 173, 250, 8, 58, 67, 36)>	Q_Data<(0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 138, 253, 253, 253, 253, 149, 253, 238, 73, 0, 29, 44, 44, 29, 35, 20, 85, 80, 52, 0, 0, 0, 37, 65, 49, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834369601646387, y=-0.1537440391394976, z=0.028075529179900315, w=-0.09179477366645669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.034444444444444444, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.07)>	COMP<340>
[1740779379.0570922]	Q_Header<(2621443, 19372, 257, 173, 250, 8, 58, 68, 33)>	Q_Data<(0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 253, 253, 253, 253, 163, 253, 253, 120, 78, 53, 94, 66, 48, 0, 26, 64, 54, 45, 0, 0, 0, 17, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834369601646387, y=-0.1537440391394976, z=0.028075529179900315, w=-0.09179477366645669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.034444444444444444, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.07)>	COMP<340>
[1740779379.058396]	Q_Header<(2621443, 19373, 257, 173, 250, 8, 58, 69, 35)>	Q_Data<(0, 0, 55, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 183, 253, 253, 253, 251, 253, 253, 215, 192, 165, 198, 250, 138, 8, 26, 0, 0, 0, 18, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834369601646387, y=-0.1537440391394976, z=0.028075529179900315, w=-0.09179477366645669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.034444444444444444, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.07)>	COMP<340>
[1740779379.0692313]	Q_Header<(2621443, 19374, 257, 173, 250, 8, 58, 70, 27)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 154, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 85, 65, 28, 45, 0, 0, 0, 11, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834369601646387, y=-0.1537440391394976, z=0.028075529179900315, w=-0.09179477366645669)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.034444444444444444, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.07)>	COMP<340>
[1740779379.0775733]	Q_Header<(2621443, 19375, 257, 173, 250, 8, 58, 71, 32)>	Q_Data<(0, 0, 41, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 253, 253, 253, 253, 210, 253, 116, 253, 253, 253, 253, 253, 147, 70, 52, 26, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834511946938098, y=-0.15344109125924643, z=0.02862524733515775, w=-0.09197920625603992)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03222222222222222, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.01, z=0.0)>	COMP<340>
[1740779379.0874696]	Q_Header<(2621443, 19376, 257, 173, 250, 8, 58, 72, 29)>	Q_Data<(0, 0, 48, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27, 108, 253, 253, 253, 197, 253, 253, 253, 253, 253, 253, 253, 253, 120, 119, 60, 34, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834511946938098, y=-0.15344109125924643, z=0.02862524733515775, w=-0.09197920625603992)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03222222222222222, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.01, z=0.0)>	COMP<340>
