[1740779710.569988]	Q_Header<(2621443, 52554, 257, 173, 250, 8, 58, 0, 40)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 205, 253, 253, 253, 190, 253, 253, 150, 21, 66, 100, 202, 232, 179, 248, 203, 54, 66, 80, 35, 0, 0, 0, 0, 32, 0, 60, 119, 127, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7193282604994526, y=-0.688138040633927, z=0.04962357876843912, w=0.08105794908301002)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.08, z=0.07)>	COMP<195>
[1740779711.0403702]	Q_Header<(2621443, 52601, 257, 173, 250, 8, 58, 47, 61)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 9, 0, 0, 0, 20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 37, 0, 0, 0, 0, 0, 28, 74, 0, 12, 0, 51, 47, 198, 250, 253, 253, 253, 253, 253, 253, 253, 253, 90, 253, 242, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 251, 68, 0, 0, 0, 63, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7239307364821419, y=-0.684075178694195, z=0.043151423209921116, w=0.07812421740975817)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.15, z=0.01)>	COMP<192>
[1740779711.0500917]	Q_Header<(2621443, 52602, 257, 173, 250, 8, 58, 48, 61)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 6, 7, 13, 0, 11, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 34, 32, 0, 0, 0, 0, 0, 0, 7, 0, 0, 94, 108, 253, 253, 253, 253, 253, 253, 127, 253, 142, 253, 253, 253, 197, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 194, 59, 0, 0, 0, 0, 98, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7239307364821419, y=-0.684075178694195, z=0.043151423209921116, w=0.07812421740975817)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.15, z=0.01)>	COMP<192>
[1740779711.0600595]	Q_Header<(2621443, 52603, 257, 173, 250, 8, 58, 49, 52)>	Q_Data<(0, 0, 73, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 253, 253, 253, 253, 253, 253, 208, 253, 235, 253, 253, 253, 253, 253, 253, 253, 253, 193, 253, 253, 253, 253, 253, 253, 253, 195, 198, 88, 49, 0, 35, 86, 99, 89, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7239307364821419, y=-0.684075178694195, z=0.043151423209921116, w=0.07812421740975817)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.15, z=0.01)>	COMP<192>
[1740779711.0700781]	Q_Header<(2621443, 52604, 257, 173, 250, 8, 58, 50, 53)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 8, 29, 0, 0, 0, 0, 17, 0, 0, 8, 0, 0, 0, 8, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 253, 253, 253, 253, 253, 228, 190, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 244, 253, 253, 253, 253, 253, 253, 209, 141, 159, 20, 4, 0, 0, 0, 115, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7239307364821419, y=-0.684075178694195, z=0.043151423209921116, w=0.07812421740975817)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.15, z=0.01)>	COMP<192>
[1740779711.0803976]	Q_Header<(2621443, 52605, 257, 173, 250, 8, 58, 51, 49)>	Q_Data<(0, 0, 47, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 17, 0, 0, 0, 18, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 200, 253, 253, 253, 253, 240, 253, 236, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 201, 253, 253, 253, 253, 253, 223, 147, 102, 0, 52, 0, 0, 0, 0, 83, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7240111148690103, y=-0.684032419856432, z=0.04235910586065529, w=0.0781873409329963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.042222222222222223, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.01)>	COMP<192>
[1740779711.090027]	Q_Header<(2621443, 52606, 257, 173, 250, 8, 58, 52, 52)>	Q_Data<(0, 0, 52, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 20, 0, 11, 0, 0, 0, 25, 8, 0, 11, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 189, 253, 253, 253, 253, 253, 253, 253, 236, 253, 253, 253, 253, 251, 140, 169, 253, 253, 253, 253, 253, 173, 253, 251, 231, 100, 121, 120, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7240111148690103, y=-0.684032419856432, z=0.04235910586065529, w=0.0781873409329963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.042222222222222223, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.01)>	COMP<192>
[1740779711.1000328]	Q_Header<(2621443, 52607, 257, 173, 250, 8, 58, 53, 48)>	Q_Data<(0, 0, 58, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 21, 14, 0, 10, 0, 0, 0, 0, 0, 29, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 252, 221, 180, 41, 175, 124, 244, 222, 127, 253, 107, 109, 216, 15, 91, 162, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7240111148690103, y=-0.684032419856432, z=0.04235910586065529, w=0.0781873409329963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.042222222222222223, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.01)>	COMP<192>
[1740779711.1100862]	Q_Header<(2621443, 52608, 257, 173, 250, 8, 58, 54, 52)>	Q_Data<(0, 0, 37, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 7, 12, 0, 14, 0, 8, 14, 9, 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 192, 215, 244, 253, 239, 94, 0, 119, 77, 240, 248, 0, 0, 202, 0, 54, 116, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7240843155878606, y=-0.6839828745239455, z=0.04144425948614661, w=0.0784328032985249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.043333333333333335, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.05)>	COMP<192>
[1740779711.120038]	Q_Header<(2621443, 52609, 257, 173, 250, 8, 58, 55, 43)>	Q_Data<(0, 0, 11, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 16, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 253, 253, 253, 253, 253, 139, 253, 253, 253, 211, 177, 235, 253, 253, 253, 253, 89, 84, 0, 253, 153, 228, 157, 133, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7240843155878606, y=-0.6839828745239455, z=0.04144425948614661, w=0.0784328032985249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.043333333333333335, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.05)>	COMP<192>
[1740779711.1300428]	Q_Header<(2621443, 52610, 257, 173, 250, 8, 58, 56, 41)>	Q_Data<(0, 0, 17, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 0, 0, 0, 0, 0, 0, 0, 5, 20, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 230, 253, 253, 253, 253, 253, 253, 253, 253, 248, 235, 253, 253, 253, 253, 253, 176, 0, 130, 230, 253, 253, 253, 243, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7240843155878606, y=-0.6839828745239455, z=0.04144425948614661, w=0.0784328032985249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.043333333333333335, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.05)>	COMP<192>
[1740779711.141056]	Q_Header<(2621443, 52611, 257, 173, 250, 8, 58, 57, 51)>	Q_Data<(0, 0, 23, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 4, 33, 0, 0, 10, 0, 0, 0, 24, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 240, 217, 207, 253, 253, 253, 253, 253, 206, 253, 251, 253, 253, 253, 253, 190, 231, 253, 163, 253, 253, 253, 253, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7241052582359396, y=-0.6839450036911614, z=0.041014728045730905, w=0.07879466355214076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.035555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.01)>	COMP<192>
[1740779711.1499672]	Q_Header<(2621443, 52612, 257, 173, 250, 8, 58, 58, 40)>	Q_Data<(0, 0, 57, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 0, 17, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 87, 143, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 150, 253, 253, 78, 253, 253, 253, 253, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7241052582359396, y=-0.6839450036911614, z=0.041014728045730905, w=0.07879466355214076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.035555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.01)>	COMP<192>
[1740779711.1599953]	Q_Header<(2621443, 52613, 257, 173, 250, 8, 58, 59, 48)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 13, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 23, 73, 139, 182, 161, 252, 253, 253, 252, 253, 253, 131, 253, 253, 223, 253, 253, 0, 236, 253, 253, 253, 116, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7241052582359396, y=-0.6839450036911614, z=0.041014728045730905, w=0.07879466355214076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.035555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.01)>	COMP<192>
[1740779711.1699693]	Q_Header<(2621443, 52614, 257, 173, 250, 8, 58, 60, 40)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 0, 10, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 18, 0, 143, 178, 234, 143, 253, 196, 253, 253, 253, 253, 253, 253, 50, 124, 253, 253, 243, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7241052582359396, y=-0.6839450036911614, z=0.041014728045730905, w=0.07879466355214076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.035555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.01)>	COMP<192>
[1740779711.1818047]	Q_Header<(2621443, 52615, 257, 173, 250, 8, 58, 61, 41)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 3, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 83, 0, 182, 62, 253, 253, 253, 253, 253, 152, 0, 118, 217, 253, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7241288668980047, y=-0.6839062671604975, z=0.04064985041757174, w=0.07910241162338284)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.034444444444444444, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.03)>	COMP<193>
[1740779711.191232]	Q_Header<(2621443, 52616, 257, 173, 250, 8, 58, 62, 36)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 157, 165, 237, 253, 253, 131, 163, 235, 222, 204, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7241288668980047, y=-0.6839062671604975, z=0.04064985041757174, w=0.07910241162338284)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.034444444444444444, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.03)>	COMP<193>
[1740779711.199964]	Q_Header<(2621443, 52617, 257, 173, 250, 8, 58, 63, 32)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 9, 13, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 139, 136, 253, 253, 155, 253, 253, 253, 253, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7241288668980047, y=-0.6839062671604975, z=0.04064985041757174, w=0.07910241162338284)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.034444444444444444, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=-0.03)>	COMP<193>
