[1740779588.099152]	Q_Header<(2621443, 40304, 257, 173, 250, 8, 58, 0, 59)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 4, 0, 0, 7, 0, 0, 21, 26, 121, 177, 213, 253, 253, 253, 253, 253, 253, 179, 161, 30, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 142, 148, 68, 96, 57, 0, 91, 123, 144, 0, 0, 0, 78, 107, 82, 84, 199, 253, 253, 253, 140, 26, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7952660415597249, y=0.5987993195504575, z=-0.06780817898486988, w=0.06628234237404922)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.05, z=-0.02)>	COMP<246>
[1740779588.7823439]	Q_Header<(2621443, 40373, 257, 173, 250, 8, 58, 69, 40)>	Q_Data<(0, 0, 62, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 45, 85, 136, 176, 216, 253, 253, 186, 215, 181, 213, 177, 253, 193, 137, 23, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 253, 253, 253, 253, 181, 179, 66, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.0667109224108474, w=0.06683299180226708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0033333333333333335, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=0.01)>	COMP<251>
[1740779588.7993777]	Q_Header<(2621443, 40374, 257, 173, 250, 8, 58, 70, 41)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 32, 33, 81, 124, 235, 253, 253, 253, 253, 253, 253, 142, 229, 152, 174, 80, 56, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 253, 253, 253, 182, 253, 253, 93, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.0667109224108474, w=0.06683299180226708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0033333333333333335, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=0.01)>	COMP<251>
[1740779588.8093443]	Q_Header<(2621443, 40375, 257, 173, 250, 8, 58, 71, 39)>	Q_Data<(0, 0, 57, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 10, 30, 38, 91, 212, 131, 219, 253, 253, 244, 253, 202, 164, 89, 159, 114, 71, 25, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 253, 253, 253, 253, 253, 253, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.0667109224108474, w=0.06683299180226708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.005555555555555556, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=-0.03)>	COMP<248>
[1740779588.8190823]	Q_Header<(2621443, 40376, 257, 173, 250, 8, 58, 72, 38)>	Q_Data<(0, 0, 68, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 31, 30, 44, 81, 133, 253, 253, 253, 253, 253, 253, 223, 128, 61, 106, 100, 43, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 175, 200, 253, 253, 253, 157, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.0667109224108474, w=0.06683299180226708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.005555555555555556, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=-0.03)>	COMP<248>
[1740779588.8288293]	Q_Header<(2621443, 40377, 257, 173, 250, 8, 58, 73, 37)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 27, 61, 54, 170, 253, 178, 253, 253, 253, 253, 181, 104, 39, 42, 53, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 68, 152, 170, 155, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.0667109224108474, w=0.06683299180226708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.005555555555555556, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=-0.03)>	COMP<248>
[1740779588.8388395]	Q_Header<(2621443, 40378, 257, 173, 250, 8, 58, 74, 36)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 24, 52, 32, 184, 241, 73, 253, 253, 253, 253, 152, 138, 69, 0, 58, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 41, 11, 96, 122, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.0667109224108474, w=0.06683299180226708)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.005555555555555556, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=-0.03)>	COMP<248>
[1740779588.849018]	Q_Header<(2621443, 40379, 257, 173, 250, 8, 58, 75, 39)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 0, 6, 44, 171, 165, 155, 253, 253, 253, 253, 201, 205, 118, 30, 30, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 22, 42, 74, 76, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.06683299180226708, w=0.0667109224108474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.013333333333333334, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.04, z=-0.09)>	COMP<248>
[1740779588.8587813]	Q_Header<(2621443, 40380, 257, 173, 250, 8, 58, 76, 31)>	Q_Data<(0, 0, 74, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 11, 22, 44, 144, 150, 232, 253, 253, 253, 253, 253, 253, 170, 62, 26, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.06683299180226708, w=0.0667109224108474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.013333333333333334, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.04, z=-0.09)>	COMP<248>
[1740779588.8688126]	Q_Header<(2621443, 40381, 257, 173, 250, 8, 58, 77, 34)>	Q_Data<(0, 0, 71, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 25, 14, 32, 36, 130, 209, 253, 253, 253, 253, 253, 253, 221, 141, 91, 0, 50, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7927186278793104, y=0.6022293425689217, z=-0.06683299180226708, w=0.0667109224108474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.013333333333333334, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.04, z=-0.09)>	COMP<248>
[1740779588.878821]	Q_Header<(2621443, 40382, 257, 173, 250, 8, 58, 78, 28)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 16, 54, 164, 242, 246, 253, 253, 253, 253, 253, 253, 253, 105, 51, 27, 0, 38, 26, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7926926810996975, y=0.602256000955626, z=-0.06701906243531747, w=0.06659180065294294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.013333333333333334, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=-0.05)>	COMP<244>
[1740779588.888917]	Q_Header<(2621443, 40383, 257, 173, 250, 8, 58, 79, 32)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 24, 61, 162, 212, 173, 237, 253, 253, 253, 153, 253, 253, 104, 143, 105, 49, 72, 90, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7926926810996975, y=0.602256000955626, z=-0.06701906243531747, w=0.06659180065294294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.013333333333333334, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=-0.05)>	COMP<244>
[1740779588.8987827]	Q_Header<(2621443, 40384, 257, 173, 250, 8, 58, 80, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 0, 18, 45, 123, 144, 86, 127, 253, 253, 253, 253, 253, 253, 127, 186, 184, 97, 129, 127, 142, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7926926810996975, y=0.602256000955626, z=-0.06701906243531747, w=0.06659180065294294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.013333333333333334, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.03, z=-0.05)>	COMP<244>
[1740779588.908226]	Q_Header<(2621443, 40385, 257, 173, 250, 8, 58, 81, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 14, 34, 13, 74, 75, 66, 144, 253, 253, 253, 253, 253, 253, 253, 190, 165, 105, 153, 135, 161, 73, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7925565751027444, y=0.6024284479217625, z=-0.06720098492014799, w=0.0664685491172036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.014444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.03)>	COMP<252>
[1740779588.9190698]	Q_Header<(2621443, 40386, 257, 173, 250, 8, 58, 82, 39)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 11, 23, 0, 38, 39, 48, 108, 201, 158, 253, 253, 253, 253, 253, 232, 118, 125, 108, 96, 77, 65, 0, 12, 16, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7925565751027444, y=0.6024284479217625, z=-0.06720098492014799, w=0.0664685491172036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.014444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.03)>	COMP<252>
[1740779588.9291196]	Q_Header<(2621443, 40387, 257, 173, 250, 8, 58, 83, 36)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 18, 6, 29, 20, 13, 43, 103, 120, 253, 253, 253, 253, 253, 231, 243, 156, 129, 227, 188, 48, 31, 0, 14, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7925565751027444, y=0.6024284479217625, z=-0.06720098492014799, w=0.0664685491172036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.014444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.03)>	COMP<252>
[1740779588.939183]	Q_Header<(2621443, 40388, 257, 173, 250, 8, 58, 84, 36)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17, 19, 30, 21, 16, 13, 0, 7, 57, 101, 215, 253, 253, 253, 253, 232, 240, 170, 222, 253, 253, 115, 74, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7925565751027444, y=0.6024284479217625, z=-0.06720098492014799, w=0.0664685491172036)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.014444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=-0.03)>	COMP<252>
[1740779588.949075]	Q_Header<(2621443, 40389, 257, 173, 250, 8, 58, 85, 35)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 19, 23, 24, 0, 0, 0, 12, 42, 65, 143, 231, 253, 253, 253, 253, 253, 170, 232, 253, 253, 142, 71, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7924203974210363, y=0.6026008306044744, z=-0.06738289445835509, w=0.0663452955400652)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.03, z=-0.07)>	COMP<252>
