[1740779678.0699506]	Q_Header<(2621443, 49304, 257, 173, 250, 8, 58, 0, 80)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 202, 131, 131, 125, 49, 0, 117, 127, 138, 218, 237, 135, 253, 253, 253, 253, 224, 65, 219, 253, 209, 172, 173, 253, 253, 50, 250, 179, 135, 214, 192, 178, 253, 253, 253, 249, 237, 148, 0, 99, 58, 0, 0, 0, 0, 156, 253, 253, 202, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 32, 0, 169, 253, 253, 253, 253, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.9031617903762748, y=-0.4195060475269403, z=0.0181279348342065, w=0.0893579010009371)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.03888888888888889, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=-0.03)>	COMP<162>
[1740779678.5798285]	Q_Header<(2621443, 49355, 257, 173, 250, 8, 58, 51, 44)>	Q_Data<(0, 0, 52, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 25, 34, 24, 20, 0, 11, 20, 0, 0, 7, 39, 28, 0, 0, 0, 0, 7, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 253, 253, 253, 253, 253, 59, 82, 86, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8967924806784477, y=-0.4332289544582878, z=0.01873785418691101, w=0.08789091214707445)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.016666666666666666, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=0.01)>	COMP<159>
[1740779678.589772]	Q_Header<(2621443, 49356, 257, 173, 250, 8, 58, 52, 42)>	Q_Data<(0, 0, 52, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 23, 12, 36, 36, 12, 3, 11, 0, 0, 19, 28, 12, 26, 0, 34, 0, 11, 25, 10, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 253, 253, 50, 253, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8967924806784477, y=-0.4332289544582878, z=0.01873785418691101, w=0.08789091214707445)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.016666666666666666, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=0.01)>	COMP<159>
[1740779678.599778]	Q_Header<(2621443, 49357, 257, 173, 250, 8, 58, 53, 44)>	Q_Data<(0, 0, 61, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 25, 21, 39, 33, 17, 0, 0, 0, 11, 0, 0, 8, 24, 41, 54, 41, 0, 0, 38, 58, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 253, 177, 253, 253, 253, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8967924806784477, y=-0.4332289544582878, z=0.01873785418691101, w=0.08789091214707445)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.016666666666666666, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=0.01)>	COMP<159>
[1740779678.6101696]	Q_Header<(2621443, 49358, 257, 173, 250, 8, 58, 54, 43)>	Q_Data<(0, 0, 49, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 35, 0, 27, 22, 21, 0, 0, 0, 0, 0, 20, 52, 66, 66, 53, 55, 50, 111, 120, 134, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 167, 140, 219, 253, 253, 253, 253, 90, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8964918609518417, y=-0.4338415133201043, z=0.01837173544025765, w=0.0880134302486762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.06)>	COMP<157>
[1740779678.6198215]	Q_Header<(2621443, 49359, 257, 173, 250, 8, 58, 55, 47)>	Q_Data<(0, 0, 19, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 28, 39, 23, 0, 0, 8, 0, 17, 25, 0, 0, 45, 58, 69, 30, 75, 84, 103, 205, 220, 240, 195, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 253, 253, 252, 253, 253, 253, 253, 175, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8964918609518417, y=-0.4338415133201043, z=0.01837173544025765, w=0.0880134302486762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.06)>	COMP<157>
[1740779678.629747]	Q_Header<(2621443, 49360, 257, 173, 250, 8, 58, 56, 42)>	Q_Data<(0, 0, 22, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 33, 20, 26, 0, 0, 0, 0, 18, 22, 14, 33, 57, 48, 86, 161, 223, 209, 206, 253, 253, 253, 253, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 253, 253, 253, 253, 253, 253, 253, 214, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8964918609518417, y=-0.4338415133201043, z=0.01837173544025765, w=0.0880134302486762)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.015555555555555555, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.06)>	COMP<157>
[1740779678.6404276]	Q_Header<(2621443, 49361, 257, 173, 250, 8, 58, 57, 48)>	Q_Data<(0, 0, 11, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 39, 19, 23, 0, 0, 0, 18, 11, 16, 27, 64, 105, 140, 209, 253, 253, 253, 253, 253, 253, 253, 253, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 253, 253, 253, 225, 253, 253, 198, 192, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8962482458251626, y=-0.4343300542966397, z=0.018127603446613547, w=0.08813555345760929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=0.01)>	COMP<163>
[1740779678.6498098]	Q_Header<(2621443, 49362, 257, 173, 250, 8, 58, 58, 58)>	Q_Data<(0, 0, 31, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32, 20, 14, 0, 0, 25, 4, 0, 25, 0, 112, 185, 247, 253, 253, 253, 253, 253, 253, 253, 205, 210, 78, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 163, 53, 59, 0, 0, 0, 87, 110, 146, 10, 0, 0, 0, 0, 0, 0, 151, 253, 253, 224, 138, 184, 149, 57, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8962482458251626, y=-0.4343300542966397, z=0.018127603446613547, w=0.08813555345760929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=0.01)>	COMP<163>
[1740779678.6597652]	Q_Header<(2621443, 49363, 257, 173, 250, 8, 58, 59, 52)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 76, 57, 9, 0, 0, 31, 13, 0, 31, 38, 176, 253, 253, 253, 253, 253, 253, 253, 253, 220, 95, 122, 38, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 206, 55, 103, 0, 0, 98, 219, 226, 253, 143, 0, 0, 0, 0, 0, 0, 54, 199, 218, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8962482458251626, y=-0.4343300542966397, z=0.018127603446613547, w=0.08813555345760929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=0.01)>	COMP<163>
[1740779678.6697447]	Q_Header<(2621443, 49364, 257, 173, 250, 8, 58, 60, 48)>	Q_Data<(0, 0, 71, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 147, 100, 76, 20, 8, 15, 0, 15, 35, 77, 206, 253, 253, 253, 253, 253, 253, 253, 253, 198, 91, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 203, 105, 67, 0, 0, 160, 253, 253, 253, 162, 0, 0, 0, 0, 0, 0, 0, 77, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8962482458251626, y=-0.4343300542966397, z=0.018127603446613547, w=0.08813555345760929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.012222222222222223, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=0.01)>	COMP<163>
[1740779678.6800542]	Q_Header<(2621443, 49365, 257, 173, 250, 8, 58, 61, 46)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 207, 150, 127, 41, 18, 22, 14, 27, 22, 113, 253, 253, 253, 253, 183, 253, 253, 234, 253, 152, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 163, 144, 0, 0, 0, 176, 253, 253, 188, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8960497535251734, y=-0.43474983954497715, z=0.017883153585101546, w=0.08813404019415233)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.01, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.16, z=-0.07)>	COMP<163>
[1740779678.691531]	Q_Header<(2621443, 49366, 257, 173, 250, 8, 58, 62, 45)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 198, 213, 153, 44, 12, 33, 27, 20, 56, 153, 253, 253, 253, 253, 182, 253, 253, 207, 115, 85, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 118, 0, 0, 0, 120, 253, 230, 79, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8960497535251734, y=-0.43474983954497715, z=0.017883153585101546, w=0.08813404019415233)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.01, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.16, z=-0.07)>	COMP<163>
[1740779678.7008762]	Q_Header<(2621443, 49367, 257, 173, 250, 8, 58, 63, 40)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 217, 253, 166, 68, 0, 39, 39, 82, 95, 182, 253, 253, 253, 253, 253, 253, 253, 178, 77, 0, 11, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 123, 109, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8960497535251734, y=-0.43474983954497715, z=0.017883153585101546, w=0.08813404019415233)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.01, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.16, z=-0.07)>	COMP<163>
[1740779678.710271]	Q_Header<(2621443, 49368, 257, 173, 250, 8, 58, 64, 35)>	Q_Data<(0, 0, 63, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 253, 253, 216, 126, 32, 56, 75, 164, 168, 210, 253, 253, 253, 253, 253, 165, 213, 120, 52, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8958635275278637, y=-0.4351755655589091, z=0.01776102238115604, w=0.0879506297293672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0044444444444444444, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.12)>	COMP<158>
[1740779678.7197149]	Q_Header<(2621443, 49369, 257, 173, 250, 8, 58, 65, 34)>	Q_Data<(0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 253, 253, 253, 184, 79, 99, 188, 237, 215, 253, 253, 253, 253, 253, 171, 61, 128, 79, 22, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8958635275278637, y=-0.4351755655589091, z=0.01776102238115604, w=0.0879506297293672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0044444444444444444, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.12)>	COMP<158>
[1740779678.729742]	Q_Header<(2621443, 49370, 257, 173, 250, 8, 58, 66, 31)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 253, 253, 253, 207, 134, 208, 253, 253, 211, 253, 253, 253, 253, 253, 161, 109, 85, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8958635275278637, y=-0.4351755655589091, z=0.01776102238115604, w=0.0879506297293672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.0044444444444444444, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.12)>	COMP<158>
[1740779678.7411954]	Q_Header<(2621443, 49371, 257, 173, 250, 8, 58, 67, 32)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 233, 253, 253, 189, 181, 253, 253, 187, 252, 201, 253, 253, 253, 216, 138, 88, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8955501135101089, y=-0.4359039671975191, z=0.017516723408805373, w=0.08758361704402687)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=-0.14)>	COMP<163>
