[1740779880.5316687]	Q_Header<(2621443, 4018, 257, 173, 250, 8, 58, 0, 44)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 253, 168, 253, 253, 238, 253, 253, 196, 229, 253, 253, 188, 158, 79, 105, 66, 0, 17, 20, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1434297124008253, y=-0.9857588446747785, z=0.08166338518821457, w=0.03222590985005777)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=0.0033333333333333335, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.21, z=-0.2)>	COMP<161>
[1740779881.021322]	Q_Header<(2621443, 4067, 257, 173, 250, 8, 58, 49, 46)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 23, 5, 0, 0, 0, 27, 19, 16, 28, 0, 18, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 201, 253, 0, 253, 253, 253, 253, 253, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1382401277565739, y=-0.9861739444992147, z=0.08617883461027918, w=0.030394518155750023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=0.07)>	COMP<160>
[1740779881.0313036]	Q_Header<(2621443, 4068, 257, 173, 250, 8, 58, 50, 53)>	Q_Data<(0, 0, 52, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 26, 36, 30, 20, 0, 0, 19, 32, 24, 0, 0, 0, 13, 0, 11, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 253, 253, 253, 253, 253, 253, 253, 236, 138, 253, 253, 253, 253, 179, 162, 156, 0, 169, 0, 253, 253, 253, 253, 253, 119, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1382401277565739, y=-0.9861739444992147, z=0.08617883461027918, w=0.030394518155750023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=0.07)>	COMP<160>
[1740779881.041281]	Q_Header<(2621443, 4069, 257, 173, 250, 8, 58, 51, 49)>	Q_Data<(0, 0, 53, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23, 29, 30, 20, 0, 14, 0, 32, 21, 24, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 253, 253, 253, 253, 253, 253, 253, 252, 253, 251, 147, 253, 253, 253, 253, 174, 51, 0, 85, 132, 253, 253, 253, 253, 174, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1382401277565739, y=-0.9861739444992147, z=0.08617883461027918, w=0.030394518155750023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=0.07)>	COMP<160>
[1740779881.0513887]	Q_Header<(2621443, 4070, 257, 173, 250, 8, 58, 52, 54)>	Q_Data<(0, 0, 59, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 18, 18, 10, 0, 12, 6, 34, 11, 19, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 127, 211, 253, 253, 121, 253, 253, 253, 253, 251, 114, 186, 57, 218, 253, 174, 253, 253, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824183716836438, y=-0.9861861390580272, z=0.08605783240944538, w=0.03033386007623713)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.0022222222222222222, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.23)>	COMP<165>
[1740779881.0612323]	Q_Header<(2621443, 4071, 257, 173, 250, 8, 58, 53, 46)>	Q_Data<(0, 0, 60, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 12, 0, 14, 0, 13, 13, 0, 0, 9, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 253, 253, 253, 253, 253, 253, 232, 253, 253, 253, 253, 253, 253, 253, 253, 94, 253, 191, 198, 253, 183, 253, 129, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824183716836438, y=-0.9861861390580272, z=0.08605783240944538, w=0.03033386007623713)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.0022222222222222222, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.23)>	COMP<165>
[1740779881.0712936]	Q_Header<(2621443, 4072, 257, 173, 250, 8, 58, 54, 41)>	Q_Data<(0, 0, 22, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 13, 0, 9, 14, 18, 8, 14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 223, 250, 222, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 249, 0, 253, 253, 196, 253, 253, 253, 222, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824183716836438, y=-0.9861861390580272, z=0.08605783240944538, w=0.03033386007623713)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.0022222222222222222, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.23)>	COMP<165>
[1740779881.0813417]	Q_Header<(2621443, 4073, 257, 173, 250, 8, 58, 55, 46)>	Q_Data<(0, 0, 8, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 13, 0, 8, 23, 0, 16, 18, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 94, 155, 253, 188, 253, 253, 253, 253, 253, 253, 253, 253, 210, 0, 253, 245, 241, 246, 253, 253, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824716329770728, y=-0.9862241344654985, z=0.0856338940868359, w=0.030273992492566362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.0011111111111111111, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.15)>	COMP<167>
[1740779881.0912564]	Q_Header<(2621443, 4074, 257, 173, 250, 8, 58, 56, 44)>	Q_Data<(0, 0, 29, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 16, 3, 0, 0, 13, 0, 10, 30, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 29, 129, 55, 175, 253, 253, 253, 253, 253, 253, 240, 253, 127, 253, 238, 240, 210, 253, 253, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824716329770728, y=-0.9862241344654985, z=0.0856338940868359, w=0.030273992492566362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.0011111111111111111, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.15)>	COMP<167>
[1740779881.1012337]	Q_Header<(2621443, 4075, 257, 173, 250, 8, 58, 57, 44)>	Q_Data<(0, 0, 36, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13, 22, 15, 0, 0, 12, 11, 0, 30, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 76, 129, 149, 177, 252, 253, 253, 196, 138, 253, 158, 253, 253, 133, 140, 207, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824716329770728, y=-0.9862241344654985, z=0.0856338940868359, w=0.030273992492566362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.0011111111111111111, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.15)>	COMP<167>
[1740779881.1112778]	Q_Header<(2621443, 4076, 257, 173, 250, 8, 58, 58, 36)>	Q_Data<(0, 0, 53, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 29, 18, 0, 16, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 64, 0, 89, 153, 148, 79, 91, 253, 253, 253, 253, 253, 253, 245, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824486065745145, y=-0.9862687432069571, z=0.08514418570293367, w=0.03021245299136356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.06)>	COMP<167>
[1740779881.1211984]	Q_Header<(2621443, 4077, 257, 173, 250, 8, 58, 59, 31)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 29, 17, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 141, 253, 253, 253, 253, 253, 253, 253, 126, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824486065745145, y=-0.9862687432069571, z=0.08514418570293367, w=0.03021245299136356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.06)>	COMP<167>
[1740779881.131571]	Q_Header<(2621443, 4078, 257, 173, 250, 8, 58, 60, 39)>	Q_Data<(0, 0, 70, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 21, 12, 0, 25, 17, 0, 13, 25, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 243, 253, 253, 253, 253, 253, 253, 232, 166, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824486065745145, y=-0.9862687432069571, z=0.08514418570293367, w=0.03021245299136356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.0077777777777777776, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.15, z=0.06)>	COMP<167>
[1740779881.1431384]	Q_Header<(2621443, 4079, 257, 173, 250, 8, 58, 61, 38)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 24, 5, 0, 12, 6, 0, 25, 0, 0, 29, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 253, 253, 253, 253, 253, 253, 253, 225, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824323816602369, y=-0.9863182025443457, z=0.0845938755400039, w=0.030151063864907596)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=0.008888888888888889, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.18, z=0.18)>	COMP<163>
[1740779881.1522582]	Q_Header<(2621443, 4080, 257, 173, 250, 8, 58, 62, 50)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 31, 34, 6, 0, 9, 0, 0, 0, 0, 0, 30, 81, 101, 57, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 32, 0, 0, 0, 17, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 195, 253, 253, 253, 253, 253, 253, 215, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824323816602369, y=-0.9863182025443457, z=0.0845938755400039, w=0.030151063864907596)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=0.008888888888888889, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.18, z=0.18)>	COMP<163>
[1740779881.1613]	Q_Header<(2621443, 4081, 257, 173, 250, 8, 58, 63, 51)>	Q_Data<(0, 0, 58, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 16, 33, 35, 18, 0, 0, 0, 0, 0, 0, 0, 43, 144, 185, 82, 39, 0, 0, 0, 0, 15, 0, 0, 6, 0, 46, 0, 78, 74, 88, 51, 27, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 168, 253, 253, 253, 253, 202, 117, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824323816602369, y=-0.9863182025443457, z=0.0845938755400039, w=0.030151063864907596)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=0.008888888888888889, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.18, z=0.18)>	COMP<163>
[1740779881.1713016]	Q_Header<(2621443, 4082, 257, 173, 250, 8, 58, 64, 57)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 28, 26, 7, 17, 0, 0, 0, 0, 15, 32, 13, 53, 184, 245, 131, 86, 0, 0, 0, 0, 40, 0, 0, 66, 56, 163, 123, 171, 201, 193, 88, 88, 118, 34, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 253, 253, 253, 201, 232, 88, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13824323816602369, y=-0.9863182025443457, z=0.0845938755400039, w=0.030151063864907596)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=0.008888888888888889, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.18, z=0.18)>	COMP<163>
[1740779881.1813593]	Q_Header<(2621443, 4083, 257, 173, 250, 8, 58, 65, 54)>	Q_Data<(0, 0, 37, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 25, 12, 25, 0, 0, 0, 0, 51, 63, 42, 58, 219, 253, 220, 74, 9, 0, 3, 0, 40, 0, 35, 148, 115, 253, 253, 243, 253, 253, 62, 203, 183, 42, 77, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 253, 224, 130, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.13830925689255774, y=-0.986353747300853, z=0.08404759344265314, w=0.030213187185267467)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=0.006666666666666667, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.21, z=0.1)>	COMP<165>
