[1740780025.5023825]	Q_Header<(2621443, 18518, 257, 173, 250, 8, 58, 0, 49)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 186, 245, 253, 253, 253, 232, 253, 253, 253, 202, 203, 167, 91, 157, 99, 0, 0, 0, 0, 0, 57, 0, 28, 84, 140, 203, 149, 42, 0, 48, 91, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 39, 64, 103, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2864457872418158, y=-0.9539444297469292, z=0.08880857030403622, w=-0.007202344533248297)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0011111111111111111, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.14, z=-0.2)>	COMP<194>
[1740780025.9722764]	Q_Header<(2621443, 18565, 257, 173, 250, 8, 58, 47, 39)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 33, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 89, 165, 253, 253, 253, 253, 253, 253, 118, 253, 253, 253, 253, 253, 253, 181, 253, 253, 0, 253, 253, 253, 168, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2854076902998836, y=-0.9541259655192003, z=0.08996812136484782, w=-0.009582764622985827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.0011111111111111111, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.08, z=0.19)>	COMP<192>
[1740780025.9824238]	Q_Header<(2621443, 18566, 257, 173, 250, 8, 58, 48, 45)>	Q_Data<(0, 0, 74, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 0, 0, 16, 33, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 126, 183, 120, 132, 91, 225, 143, 169, 253, 253, 253, 253, 253, 30, 253, 253, 151, 243, 253, 253, 156, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28528248211126334, y=-0.9541154814641138, z=0.09045542115722983, w=-0.009765767466367594)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.005555555555555556, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.09, z=0.03)>	COMP<192>
[1740780025.993161]	Q_Header<(2621443, 18567, 257, 173, 250, 8, 58, 49, 43)>	Q_Data<(0, 0, 73, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 23, 0, 12, 27, 32, 0, 0, 18, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 84, 0, 0, 24, 68, 93, 42, 253, 253, 253, 253, 253, 159, 253, 208, 195, 159, 227, 33, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28528248211126334, y=-0.9541154814641138, z=0.09045542115722983, w=-0.009765767466367594)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.005555555555555556, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.09, z=0.03)>	COMP<192>
[1740780026.0023425]	Q_Header<(2621443, 18568, 257, 173, 250, 8, 58, 50, 54)>	Q_Data<(0, 0, 67, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 24, 5, 18, 33, 31, 0, 17, 30, 26, 0, 0, 0, 26, 22, 0, 0, 0, 0, 24, 0, 0, 37, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 88, 192, 253, 64, 203, 234, 234, 232, 253, 253, 253, 253, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28528248211126334, y=-0.9541154814641138, z=0.09045542115722983, w=-0.009765767466367594)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.005555555555555556, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.09, z=0.03)>	COMP<192>
[1740780026.0144372]	Q_Header<(2621443, 18569, 257, 173, 250, 8, 58, 51, 53)>	Q_Data<(0, 0, 54, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 12, 12, 23, 34, 0, 14, 16, 19, 36, 18, 0, 30, 22, 34, 0, 0, 0, 17, 0, 0, 38, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 43, 77, 115, 197, 172, 253, 253, 253, 253, 253, 253, 60, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28503370080109286, y=-0.9541609945660566, z=0.0907591248589347, w=-0.009765608592756929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.011111111111111112, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=0.14)>	COMP<192>
[1740780026.0258014]	Q_Header<(2621443, 18570, 257, 173, 250, 8, 58, 52, 52)>	Q_Data<(0, 0, 52, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 11, 6, 0, 0, 0, 19, 24, 23, 45, 8, 0, 28, 17, 36, 0, 0, 0, 0, 0, 0, 32, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 39, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 54, 66, 103, 148, 253, 253, 253, 253, 253, 253, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28503370080109286, y=-0.9541609945660566, z=0.0907591248589347, w=-0.009765608592756929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.011111111111111112, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=0.14)>	COMP<192>
[1740780026.032328]	Q_Header<(2621443, 18571, 257, 173, 250, 8, 58, 53, 56)>	Q_Data<(0, 0, 59, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10, 0, 0, 0, 9, 27, 23, 18, 9, 30, 0, 0, 7, 0, 26, 37, 30, 6, 0, 15, 90, 172, 152, 0, 19, 0, 0, 0, 0, 0, 0, 0, 22, 44, 0, 0, 0, 0, 0, 0, 43, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 253, 253, 253, 253, 253, 253, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28503370080109286, y=-0.9541609945660566, z=0.0907591248589347, w=-0.009765608592756929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.011111111111111112, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=0.14)>	COMP<192>
[1740780026.043548]	Q_Header<(2621443, 18572, 257, 173, 250, 8, 58, 54, 62)>	Q_Data<(0, 0, 33, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 5, 0, 18, 0, 38, 17, 17, 16, 0, 15, 12, 0, 31, 67, 60, 0, 18, 12, 34, 181, 253, 253, 25, 0, 0, 0, 0, 14, 0, 34, 4, 0, 19, 48, 75, 88, 38, 0, 72, 100, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 253, 253, 253, 253, 253, 253, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2846594609740117, y=-0.9542561475833347, z=0.09093966484804404, w=-0.009704299805932216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=0.1)>	COMP<194>
[1740780026.0523705]	Q_Header<(2621443, 18573, 257, 173, 250, 8, 58, 55, 63)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 8, 0, 19, 22, 35, 14, 36, 50, 16, 0, 2, 27, 4, 83, 39, 45, 33, 40, 33, 238, 253, 253, 87, 15, 0, 45, 46, 56, 0, 71, 68, 104, 98, 156, 152, 233, 157, 104, 167, 155, 175, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 253, 253, 253, 253, 194, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2846594609740117, y=-0.9542561475833347, z=0.09093966484804404, w=-0.009704299805932216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=0.1)>	COMP<194>
[1740780026.0625672]	Q_Header<(2621443, 18574, 257, 173, 250, 8, 58, 56, 62)>	Q_Data<(0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 16, 0, 32, 26, 13, 16, 40, 48, 0, 0, 0, 59, 74, 76, 40, 101, 107, 112, 0, 242, 253, 235, 172, 52, 33, 73, 17, 15, 46, 101, 143, 245, 225, 219, 182, 253, 250, 168, 253, 224, 190, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 253, 253, 253, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2846594609740117, y=-0.9542561475833347, z=0.09093966484804404, w=-0.009704299805932216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=0.1)>	COMP<194>
[1740780026.0735693]	Q_Header<(2621443, 18575, 257, 173, 250, 8, 58, 57, 63)>	Q_Data<(0, 0, 7, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 18, 0, 41, 29, 7, 21, 37, 28, 6, 0, 11, 74, 139, 179, 167, 186, 189, 185, 101, 175, 224, 213, 228, 66, 150, 150, 149, 160, 72, 91, 198, 253, 253, 221, 115, 253, 253, 192, 253, 253, 170, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 253, 213, 115, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2846594609740117, y=-0.9542561475833347, z=0.09093966484804404, w=-0.009704299805932216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=0.1)>	COMP<194>
[1740780026.082454]	Q_Header<(2621443, 18576, 257, 173, 250, 8, 58, 58, 59)>	Q_Data<(0, 0, 52, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 22, 24, 19, 36, 25, 3, 37, 43, 24, 0, 0, 24, 82, 220, 253, 253, 253, 232, 171, 154, 205, 245, 253, 240, 98, 253, 253, 253, 253, 134, 67, 253, 253, 253, 253, 120, 253, 247, 164, 253, 238, 108, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 96, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.284118955582843, y=-0.9544077569170605, z=0.09106455031785216, w=-0.009460459315862656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.015555555555555555, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=-0.02)>	COMP<194>
[1740780026.0925186]	Q_Header<(2621443, 18577, 257, 173, 250, 8, 58, 59, 56)>	Q_Data<(0, 0, 72, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 21, 29, 16, 13, 10, 0, 28, 35, 0, 31, 36, 64, 132, 253, 253, 253, 253, 191, 39, 198, 253, 253, 253, 186, 167, 253, 253, 253, 253, 198, 121, 211, 253, 253, 253, 163, 172, 193, 104, 221, 139, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.284118955582843, y=-0.9544077569170605, z=0.09106455031785216, w=-0.009460459315862656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.015555555555555555, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=-0.02)>	COMP<194>
[1740780026.1023555]	Q_Header<(2621443, 18578, 257, 173, 250, 8, 58, 60, 53)>	Q_Data<(0, 0, 70, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 25, 30, 24, 0, 16, 0, 23, 44, 51, 22, 84, 95, 253, 141, 253, 253, 253, 115, 58, 171, 253, 253, 172, 163, 171, 253, 253, 170, 253, 231, 98, 211, 253, 253, 226, 143, 114, 133, 20, 99, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.284118955582843, y=-0.9544077569170605, z=0.09106455031785216, w=-0.009460459315862656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.015555555555555555, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=-0.02)>	COMP<194>
[1740780026.112614]	Q_Header<(2621443, 18579, 257, 173, 250, 8, 58, 61, 48)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 25, 31, 22, 0, 10, 0, 32, 67, 111, 120, 137, 75, 253, 253, 151, 249, 216, 138, 84, 208, 243, 234, 219, 253, 112, 253, 253, 253, 253, 253, 139, 195, 253, 253, 120, 68, 62, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2836918147167762, y=-0.954530182950874, z=0.09112561948626223, w=-0.00933839235190765)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.013333333333333334, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=0.05)>	COMP<194>
[1740780026.1233978]	Q_Header<(2621443, 18580, 257, 173, 250, 8, 58, 62, 50)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 22, 29, 15, 14, 0, 17, 51, 85, 142, 205, 210, 116, 253, 253, 253, 253, 214, 185, 181, 253, 221, 211, 248, 253, 80, 246, 171, 253, 253, 253, 157, 153, 135, 122, 67, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2836918147167762, y=-0.954530182950874, z=0.09112561948626223, w=-0.00933839235190765)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.013333333333333334, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=0.05)>	COMP<194>
[1740780026.1352699]	Q_Header<(2621443, 18581, 257, 173, 250, 8, 58, 63, 40)>	Q_Data<(0, 0, 63, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 29, 22, 0, 0, 46, 115, 121, 162, 253, 253, 253, 253, 253, 253, 253, 253, 159, 253, 253, 224, 200, 211, 253, 71, 154, 253, 253, 253, 253, 146, 128, 69, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2836918147167762, y=-0.954530182950874, z=0.09112561948626223, w=-0.00933839235190765)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.013333333333333334, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=0.05)>	COMP<194>
