[1740779810.5408385]	Q_Header<(2621443, 62554, 257, 173, 250, 8, 58, 0, 41)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 244, 253, 230, 253, 253, 253, 219, 220, 253, 253, 163, 102, 104, 153, 129, 27, 7, 0, 32, 84, 91, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 67, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42084142679388814, y=-0.9029017007341534, z=0.07128974423426561, w=0.05078173561892892)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.0, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.2, z=-0.01)>	COMP<178>
[1740779811.0211072]	Q_Header<(2621443, 62603, 257, 173, 250, 8, 58, 49, 70)>	Q_Data<(0, 0, 72, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 22, 5, 24, 0, 0, 16, 6, 13, 0, 23, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 62, 97, 81, 59, 122, 67, 163, 194, 63, 226, 141, 129, 120, 123, 185, 93, 46, 98, 126, 244, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 79, 253, 127, 253, 253, 253, 253, 253, 253, 253, 253, 253, 64, 253, 253, 249, 231, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42223888925132474, y=-0.9019725795542176, z=0.07226522764868004, w=0.05419892073651003)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0033333333333333335, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.14, z=0.13)>	COMP<176>
[1740779811.0307686]	Q_Header<(2621443, 62604, 257, 173, 250, 8, 58, 50, 68)>	Q_Data<(0, 0, 66, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 18, 0, 0, 0, 0, 8, 0, 9, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 16, 0, 57, 0, 82, 72, 0, 84, 0, 31, 0, 59, 72, 22, 0, 55, 59, 99, 253, 253, 253, 253, 253, 253, 253, 186, 253, 253, 253, 253, 221, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 83, 253, 116, 140, 150, 113, 0, 0, 0, 83, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42223888925132474, y=-0.9019725795542176, z=0.07226522764868004, w=0.05419892073651003)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0033333333333333335, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.14, z=0.13)>	COMP<176>
[1740779811.0417004]	Q_Header<(2621443, 62605, 257, 173, 250, 8, 58, 51, 47)>	Q_Data<(0, 0, 52, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 15, 0, 14, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 237, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 190, 148, 135, 119, 201, 68, 0, 0, 96, 178, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42267777717615057, y=-0.9017532823105341, z=0.07238929151348947, w=0.054261450384057455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.0011111111111111111, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=0.08)>	COMP<176>
[1740779811.0518556]	Q_Header<(2621443, 62606, 257, 173, 250, 8, 58, 52, 41)>	Q_Data<(0, 0, 52, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 6, 31, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 250, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 241, 133, 152, 55, 129, 138, 0, 0, 56, 117, 174, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42267777717615057, y=-0.9017532823105341, z=0.07238929151348947, w=0.054261450384057455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.0011111111111111111, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=0.08)>	COMP<176>
[1740779811.062395]	Q_Header<(2621443, 62607, 257, 173, 250, 8, 58, 53, 46)>	Q_Data<(0, 0, 53, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 5, 7, 29, 24, 0, 11, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 247, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 159, 153, 150, 63, 95, 0, 0, 0, 58, 49, 68, 35, 0, 36, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42267777717615057, y=-0.9017532823105341, z=0.07238929151348947, w=0.054261450384057455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.0011111111111111111, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=0.08)>	COMP<176>
[1740779811.0709913]	Q_Header<(2621443, 62608, 257, 173, 250, 8, 58, 54, 47)>	Q_Data<(0, 0, 36, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 15, 22, 0, 8, 24, 4, 0, 0, 0, 0, 9, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 249, 217, 223, 253, 253, 253, 83, 178, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42267777717615057, y=-0.9017532823105341, z=0.07238929151348947, w=0.054261450384057455)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.0011111111111111111, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.13, z=0.08)>	COMP<176>
[1740779811.080829]	Q_Header<(2621443, 62609, 257, 173, 250, 8, 58, 55, 45)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 17, 30, 11, 26, 7, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 230, 247, 246, 222, 179, 234, 63, 253, 253, 253, 253, 186, 137, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42328783548270055, y=-0.901447446610527, z=0.07263338489176838, w=0.054261411066203434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.006666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.13, z=0.0)>	COMP<178>
[1740779811.090698]	Q_Header<(2621443, 62610, 257, 173, 250, 8, 58, 56, 43)>	Q_Data<(0, 0, 20, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 253, 253, 253, 253, 253, 253, 253, 253, 253, 238, 130, 253, 79, 253, 253, 107, 0, 176, 169, 253, 253, 253, 171, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42328783548270055, y=-0.901447446610527, z=0.07263338489176838, w=0.054261411066203434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.006666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.13, z=0.0)>	COMP<178>
[1740779811.1007173]	Q_Header<(2621443, 62611, 257, 173, 250, 8, 58, 57, 42)>	Q_Data<(0, 0, 21, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 8, 0, 19, 20, 22, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 253, 253, 253, 253, 253, 253, 253, 253, 165, 221, 106, 179, 253, 253, 253, 144, 0, 0, 197, 253, 175, 192, 253, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42328783548270055, y=-0.901447446610527, z=0.07263338489176838, w=0.054261411066203434)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.006666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.13, z=0.0)>	COMP<178>
[1740779811.1107779]	Q_Header<(2621443, 62612, 257, 173, 250, 8, 58, 58, 44)>	Q_Data<(0, 0, 43, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 28, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 211, 253, 253, 253, 253, 253, 253, 229, 253, 253, 51, 237, 253, 253, 253, 251, 160, 205, 95, 253, 134, 253, 253, 77, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42370411560194593, y=-0.901240992650293, z=0.07281460816956518, w=0.054198970707941226)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.008888888888888889, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=0.09)>	COMP<177>
[1740779811.1230183]	Q_Header<(2621443, 62613, 257, 173, 250, 8, 58, 59, 37)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 15, 3, 14, 28, 22, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 253, 253, 253, 253, 253, 253, 253, 253, 253, 134, 253, 253, 253, 253, 253, 253, 253, 156, 253, 253, 253, 253, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42370411560194593, y=-0.901240992650293, z=0.07281460816956518, w=0.054198970707941226)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.008888888888888889, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=0.09)>	COMP<177>
[1740779811.1308255]	Q_Header<(2621443, 62614, 257, 173, 250, 8, 58, 60, 43)>	Q_Data<(0, 0, 70, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 19, 24, 21, 14, 0, 0, 11, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 190, 177, 144, 253, 253, 253, 253, 253, 242, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 17, 93, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42370411560194593, y=-0.901240992650293, z=0.07281460816956518, w=0.054198970707941226)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.008888888888888889, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=0.09)>	COMP<177>
[1740779811.1424043]	Q_Header<(2621443, 62615, 257, 173, 250, 8, 58, 61, 48)>	Q_Data<(0, 0, 63, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 23, 0, 20, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 81, 0, 185, 188, 197, 253, 164, 227, 253, 187, 161, 253, 253, 253, 253, 233, 173, 253, 253, 253, 36, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.42370411560194593, y=-0.901240992650293, z=0.07281460816956518, w=0.054198970707941226)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.008888888888888889, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.12, z=0.09)>	COMP<177>
[1740779811.1522346]	Q_Header<(2621443, 62616, 257, 173, 250, 8, 58, 62, 46)>	Q_Data<(0, 0, 63, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 3, 9, 0, 19, 18, 0, 0, 17, 10, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 2, 87, 176, 0, 123, 225, 153, 190, 253, 253, 134, 253, 12, 179, 224, 178, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4241211762302177, y=-0.901036253372673, z=0.07305699351670321, w=0.05401456914142218)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.017777777777777778, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.01)>	COMP<177>
[1740779811.1614943]	Q_Header<(2621443, 62617, 257, 173, 250, 8, 58, 63, 38)>	Q_Data<(0, 0, 64, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 28, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 88, 119, 168, 253, 253, 220, 131, 201, 122, 132, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4241211762302177, y=-0.901036253372673, z=0.07305699351670321, w=0.05401456914142218)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.017777777777777778, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.01)>	COMP<177>
[1740779811.170766]	Q_Header<(2621443, 62618, 257, 173, 250, 8, 58, 64, 34)>	Q_Data<(0, 0, 55, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 31, 8, 9, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 253, 253, 247, 10, 253, 253, 253, 253, 182, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4241211762302177, y=-0.901036253372673, z=0.07305699351670321, w=0.05401456914142218)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.017777777777777778, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=0.01)>	COMP<177>
[1740779811.1807675]	Q_Header<(2621443, 62619, 257, 173, 250, 8, 58, 65, 39)>	Q_Data<(0, 0, 49, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 30, 0, 0, 9, 0, 0, 0, 0, 21, 49, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 229, 221, 231, 253, 253, 253, 253, 253, 226, 59, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4244946332334783, y=-0.9008685530591143, z=0.07318031132234945, w=0.053710320236586756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.01888888888888889, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.05)>	COMP<180>
