[1740779313.6670594]	Q_Header<(2621443, 12804, 257, 173, 250, 8, 58, 0, 31)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 76, 91, 192, 191, 253, 253, 133, 39, 94, 120, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9759935247009964, y=-0.1899375804433432, z=0.03887861142108278, w=-0.09924116510310926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.03333333333333333, z=0.21888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.17, z=-0.07)>	COMP<15>
[1740779314.2671702]	Q_Header<(2621443, 12864, 257, 173, 250, 8, 58, 60, 55)>	Q_Data<(0, 0, 66, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 19, 0, 0, 23, 147, 198, 180, 168, 169, 26, 67, 99, 33, 165, 253, 164, 83, 224, 128, 192, 183, 47, 166, 137, 0, 34, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 81, 0, 74, 107, 61, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9636337625338672, y=-0.24524198491646051, z=0.04473926703428709, w=-0.09625351175043759)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.05, z=0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.02)>	COMP<7>
[1740779314.2869842]	Q_Header<(2621443, 12865, 257, 173, 250, 8, 58, 61, 58)>	Q_Data<(0, 0, 62, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 23, 0, 38, 45, 68, 166, 203, 211, 177, 143, 91, 39, 80, 80, 215, 253, 91, 235, 91, 128, 231, 230, 89, 202, 202, 91, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 50, 0, 27, 0, 0, 0, 0, 0, 0, 64, 32, 0, 0, 0, 0, 0, 0, 134, 150, 46, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9630142720234359, y=-0.24768106958239972, z=0.045166089573922076, w=-0.0960084579726749)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.04555555555555556, z=0.16444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.18, z=-0.03)>	COMP<9>
[1740779314.2935565]	Q_Header<(2621443, 12866, 257, 173, 250, 8, 58, 62, 63)>	Q_Data<(0, 0, 61, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 82, 113, 67, 140, 204, 195, 219, 192, 139, 157, 175, 80, 152, 119, 253, 253, 222, 222, 146, 186, 229, 161, 183, 220, 182, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 10, 0, 0, 0, 0, 0, 35, 0, 93, 108, 0, 34, 0, 0, 38, 58, 157, 136, 158, 201, 64, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9630142720234359, y=-0.24768106958239972, z=0.045166089573922076, w=-0.0960084579726749)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.04555555555555556, z=0.16444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.18, z=-0.03)>	COMP<9>
[1740779314.2972765]	Q_Header<(2621443, 12867, 257, 173, 250, 8, 58, 63, 64)>	Q_Data<(0, 0, 56, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 77, 105, 60, 144, 177, 65, 187, 214, 163, 183, 244, 211, 240, 253, 82, 205, 253, 253, 253, 145, 237, 206, 178, 253, 251, 253, 176, 231, 97, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 37, 30, 0, 88, 98, 0, 39, 0, 15, 65, 87, 115, 98, 169, 220, 76, 37, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9630142720234359, y=-0.24768106958239972, z=0.045166089573922076, w=-0.0960084579726749)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.04555555555555556, z=0.16444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.18, z=-0.03)>	COMP<9>
[1740779314.309117]	Q_Header<(2621443, 12868, 257, 173, 250, 8, 58, 64, 69)>	Q_Data<(0, 0, 52, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 114, 190, 133, 180, 245, 166, 193, 181, 153, 156, 253, 253, 253, 253, 91, 194, 237, 253, 253, 188, 172, 253, 253, 214, 145, 253, 208, 253, 120, 83, 0, 0, 24, 28, 7, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 59, 0, 27, 57, 0, 22, 0, 49, 64, 63, 53, 34, 107, 172, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9622187310683931, y=-0.25079332483095634, z=0.045593237685257824, w=-0.09570307455218778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.04, z=0.16333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.17, z=-0.07)>	COMP<9>
[1740779314.3183653]	Q_Header<(2621443, 12869, 257, 173, 250, 8, 58, 65, 60)>	Q_Data<(0, 0, 34, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 115, 237, 183, 179, 253, 242, 202, 114, 125, 181, 253, 253, 253, 253, 85, 161, 146, 253, 253, 220, 253, 253, 253, 253, 253, 253, 253, 228, 150, 115, 56, 0, 53, 70, 54, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9622187310683931, y=-0.25079332483095634, z=0.045593237685257824, w=-0.09570307455218778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.04, z=0.16333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.17, z=-0.07)>	COMP<9>
[1740779314.32863]	Q_Header<(2621443, 12870, 257, 173, 250, 8, 58, 66, 45)>	Q_Data<(0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 218, 253, 201, 190, 253, 236, 200, 52, 112, 175, 215, 237, 253, 253, 107, 151, 174, 173, 162, 208, 253, 253, 253, 253, 253, 253, 253, 182, 165, 147, 94, 0, 81, 110, 78, 0, 29, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9622187310683931, y=-0.25079332483095634, z=0.045593237685257824, w=-0.09570307455218778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.04, z=0.16333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.17, z=-0.07)>	COMP<9>
[1740779314.3457296]	Q_Header<(2621443, 12871, 257, 173, 250, 8, 58, 67, 49)>	Q_Data<(0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 229, 253, 253, 245, 237, 151, 160, 159, 71, 88, 129, 122, 141, 182, 184, 106, 121, 170, 98, 86, 137, 218, 253, 253, 253, 253, 174, 217, 120, 147, 131, 86, 42, 63, 96, 78, 0, 41, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9616022613746836, y=-0.25317208379448986, z=0.04583708653077673, w=-0.09551936141233766)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.035555555555555556, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.17, z=0.01)>	COMP<0>
[1740779314.357409]	Q_Header<(2621443, 12872, 257, 173, 250, 8, 58, 68, 51)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 253, 253, 253, 241, 209, 55, 93, 114, 97, 76, 64, 63, 85, 90, 70, 67, 55, 104, 0, 63, 74, 114, 214, 166, 253, 253, 93, 143, 71, 89, 79, 49, 21, 0, 25, 38, 0, 0, 89, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9616022613746836, y=-0.25317208379448986, z=0.04583708653077673, w=-0.09551936141233766)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.035555555555555556, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.17, z=0.01)>	COMP<0>
[1740779314.3617709]	Q_Header<(2621443, 12873, 257, 173, 250, 8, 58, 69, 39)>	Q_Data<(0, 0, 52, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 253, 253, 253, 253, 253, 143, 128, 112, 123, 78, 0, 68, 96, 84, 172, 184, 96, 35, 70, 51, 34, 23, 104, 75, 156, 171, 99, 73, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9616022613746836, y=-0.25317208379448986, z=0.04583708653077673, w=-0.09551936141233766)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.035555555555555556, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.17, z=0.01)>	COMP<0>
[1740779314.3670256]	Q_Header<(2621443, 12874, 257, 173, 250, 8, 58, 70, 44)>	Q_Data<(0, 0, 67, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 193, 253, 251, 253, 253, 147, 249, 144, 130, 133, 76, 68, 100, 67, 238, 253, 253, 119, 42, 34, 0, 0, 46, 83, 97, 103, 0, 31, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9616022613746836, y=-0.25317208379448986, z=0.04583708653077673, w=-0.09551936141233766)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.035555555555555556, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.17, z=0.01)>	COMP<0>
[1740779314.3774137]	Q_Header<(2621443, 12875, 257, 173, 250, 8, 58, 71, 35)>	Q_Data<(0, 0, 47, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 253, 253, 253, 253, 247, 253, 198, 171, 220, 154, 116, 99, 35, 253, 253, 253, 253, 0, 0, 53, 22, 18, 21, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9610098785824001, y=-0.2554351439737913, z=0.04608208690566606, w=-0.09533803939953693)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.027777777777777776, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=0.0)>	COMP<7>
[1740779314.3871193]	Q_Header<(2621443, 12876, 257, 173, 250, 8, 58, 72, 32)>	Q_Data<(0, 0, 54, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 211, 253, 253, 253, 253, 253, 181, 171, 253, 241, 253, 253, 154, 253, 253, 253, 253, 109, 68, 91, 56, 36, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9610098785824001, y=-0.2554351439737913, z=0.04608208690566606, w=-0.09533803939953693)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.027777777777777776, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=0.0)>	COMP<7>
[1740779314.3974738]	Q_Header<(2621443, 12877, 257, 173, 250, 8, 58, 73, 38)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 125, 247, 253, 234, 253, 253, 253, 224, 215, 253, 253, 253, 152, 253, 253, 253, 253, 195, 99, 70, 75, 57, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9610098785824001, y=-0.2554351439737913, z=0.04608208690566606, w=-0.09533803939953693)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.027777777777777776, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=0.0)>	COMP<7>
[1740779314.4070983]	Q_Header<(2621443, 12878, 257, 173, 250, 8, 58, 74, 30)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 131, 90, 253, 253, 253, 253, 253, 203, 253, 253, 253, 253, 253, 253, 253, 253, 253, 166, 157, 217, 132, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9610098785824001, y=-0.2554351439737913, z=0.04608208690566606, w=-0.09533803939953693)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.027777777777777776, z=0.1622222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=0.0)>	COMP<7>
[1740779314.4178796]	Q_Header<(2621443, 12879, 257, 173, 250, 8, 58, 75, 37)>	Q_Data<(0, 0, 71, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 72, 124, 232, 253, 253, 253, 253, 242, 253, 253, 253, 253, 253, 250, 253, 253, 253, 187, 253, 253, 245, 37, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9601887868988102, y=-0.2585405352976964, z=0.046263863492836135, w=-0.09515219417589912)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.02666666666666667, z=0.16111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.07)>	COMP<7>
[1740779314.4279864]	Q_Header<(2621443, 12880, 257, 173, 250, 8, 58, 76, 41)>	Q_Data<(0, 0, 59, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 40, 80, 124, 155, 253, 253, 168, 231, 224, 253, 253, 253, 217, 253, 253, 253, 253, 184, 253, 253, 253, 70, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9601887868988102, y=-0.2585405352976964, z=0.046263863492836135, w=-0.09515219417589912)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.02666666666666667, z=0.16111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.16, z=-0.07)>	COMP<7>
