[1740779703.0699182]	Q_Header<(2621443, 51804, 257, 173, 250, 8, 58, 0, 44)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 107, 142, 238, 175, 182, 204, 136, 153, 253, 253, 120, 116, 95, 252, 253, 253, 188, 209, 49, 27, 0, 0, 93, 161, 200, 202, 199, 28, 46, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7761871716292333, y=-0.6235986736286763, z=0.039673009480144815, w=0.08416781549710724)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.013333333333333334, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.1, z=-0.03)>	COMP<194>
[1740779703.6698835]	Q_Header<(2621443, 51864, 257, 173, 250, 8, 58, 60, 35)>	Q_Data<(0, 0, 58, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 0, 0, 16, 12, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 144, 232, 122, 253, 253, 253, 253, 128, 217, 197, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778572043585608, y=-0.6214190362189663, z=0.03729368737155372, w=0.08594028120973426)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.022222222222222223, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.1, z=-0.05)>	COMP<198>
[1740779703.6809433]	Q_Header<(2621443, 51865, 257, 173, 250, 8, 58, 61, 38)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 0, 0, 19, 0, 2, 0, 9, 7, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 57, 253, 253, 253, 253, 252, 253, 233, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778409590637246, y=-0.621467093941215, z=0.03753705193221835, w=0.08563330709089813)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.023333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.1, z=-0.01)>	COMP<194>
[1740779703.691818]	Q_Header<(2621443, 51866, 257, 173, 250, 8, 58, 62, 69)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 0, 22, 15, 2, 28, 0, 8, 0, 18, 10, 17, 0, 0, 11, 0, 0, 0, 0, 13, 0, 31, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 23, 0, 0, 159, 176, 253, 253, 253, 253, 253, 244, 200, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778409590637246, y=-0.621467093941215, z=0.03753705193221835, w=0.08563330709089813)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.023333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.1, z=-0.01)>	COMP<194>
[1740779703.7003973]	Q_Header<(2621443, 51867, 257, 173, 250, 8, 58, 63, 135)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 0, 21, 10, 32, 0, 2, 0, 14, 7, 0, 0, 0, 14, 0, 6, 23, 29, 43, 62, 44, 21, 15, 0, 0, 0, 0, 0, 28, 15, 0, 0, 12, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 20, 0, 0, 0, 0, 0, 37, 0, 48, 125, 205, 253, 253, 253, 253, 181, 137, 91, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 39, 17, 0, 0, 21, 0, 0, 0, 0, 0, 38, 0, 0, 0, 32, 0, 0, 28, 0, 28, 28, 0, 0, 0, 0, 42, 24, 47, 0, 0, 0, 25, 36, 0, 0, 48, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 27, 13, 16, 0, 0, 43, 0, 0, 31, 63, 0, 0, 0, 77, 0, 0, 31, 43)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778409590637246, y=-0.621467093941215, z=0.03753705193221835, w=0.08563330709089813)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.023333333333333334, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.1, z=-0.01)>	COMP<194>
[1740779703.7102563]	Q_Header<(2621443, 51868, 257, 173, 250, 8, 58, 64, 99)>	Q_Data<(0, 0, 63, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 6, 0, 0, 13, 18, 19, 0, 16, 0, 20, 0, 18, 0, 25, 18, 22, 32, 20, 24, 49, 96, 56, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 11, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 189, 253, 253, 233, 216, 107, 83, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 38, 41, 0, 0, 0, 0, 0, 0, 46, 36, 35, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 65, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.777820540873064, y=-0.6215118147920912, z=0.037780203609575215, w=0.08538692221291717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.02)>	COMP<198>
[1740779703.7199945]	Q_Header<(2621443, 51869, 257, 173, 250, 8, 58, 65, 51)>	Q_Data<(0, 0, 57, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 7, 0, 7, 0, 13, 4, 0, 0, 0, 0, 0, 0, 33, 53, 35, 48, 57, 36, 0, 79, 70, 179, 164, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 241, 253, 212, 209, 144, 80, 102, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.777820540873064, y=-0.6215118147920912, z=0.037780203609575215, w=0.08538692221291717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.02)>	COMP<198>
[1740779703.7300658]	Q_Header<(2621443, 51870, 257, 173, 250, 8, 58, 66, 46)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 14, 9, 0, 0, 0, 6, 20, 0, 6, 0, 0, 59, 78, 26, 96, 86, 62, 100, 176, 175, 253, 253, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 222, 211, 187, 126, 207, 196, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.777820540873064, y=-0.6215118147920912, z=0.037780203609575215, w=0.08538692221291717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.02)>	COMP<198>
[1740779703.7400854]	Q_Header<(2621443, 51871, 257, 173, 250, 8, 58, 67, 50)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 31, 30, 27, 0, 0, 0, 11, 8, 10, 22, 0, 6, 55, 65, 100, 148, 155, 167, 188, 253, 253, 253, 253, 132, 34, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 253, 205, 133, 0, 250, 235, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.777820540873064, y=-0.6215118147920912, z=0.037780203609575215, w=0.08538692221291717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.02)>	COMP<198>
[1740779703.750027]	Q_Header<(2621443, 51872, 257, 173, 250, 8, 58, 68, 49)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 27, 39, 27, 0, 0, 15, 0, 0, 13, 0, 40, 131, 195, 212, 246, 239, 240, 253, 253, 253, 253, 253, 159, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 246, 199, 77, 47, 167, 186, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778254913361606, y=-0.6215157704234247, z=0.038024582635156, w=0.08520436173142501)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.017777777777777778, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.14)>	COMP<198>
[1740779703.7629437]	Q_Header<(2621443, 51873, 257, 173, 250, 8, 58, 69, 45)>	Q_Data<(0, 0, 65, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 34, 60, 44, 33, 0, 0, 0, 0, 12, 22, 0, 72, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 141, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 155, 112, 0, 40, 115, 60, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778254913361606, y=-0.6215157704234247, z=0.038024582635156, w=0.08520436173142501)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.017777777777777778, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.14)>	COMP<198>
[1740779703.766053]	Q_Header<(2621443, 51874, 257, 173, 250, 8, 58, 70, 48)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 58, 111, 114, 45, 17, 0, 0, 0, 23, 19, 14, 122, 253, 253, 253, 253, 253, 253, 253, 160, 220, 247, 213, 77, 23, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 49, 0, 0, 0, 0, 0, 69, 157, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778254913361606, y=-0.6215157704234247, z=0.038024582635156, w=0.08520436173142501)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.017777777777777778, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.14)>	COMP<198>
[1740779703.7743611]	Q_Header<(2621443, 51875, 257, 173, 250, 8, 58, 71, 51)>	Q_Data<(0, 0, 62, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 69, 144, 164, 66, 43, 0, 0, 19, 8, 30, 0, 141, 253, 253, 253, 253, 253, 253, 227, 85, 132, 161, 110, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 123, 60, 0, 0, 0, 0, 26, 164, 253, 186, 25, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7778254913361606, y=-0.6215157704234247, z=0.038024582635156, w=0.08520436173142501)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.017777777777777778, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.09, z=-0.14)>	COMP<198>
[1740779703.7899423]	Q_Header<(2621443, 51876, 257, 173, 250, 8, 58, 72, 44)>	Q_Data<(0, 0, 71, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 78, 178, 194, 35, 69, 8, 0, 31, 51, 42, 0, 150, 253, 253, 253, 253, 253, 253, 193, 109, 141, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 63, 0, 0, 0, 0, 119, 216, 253, 207, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7777785671699333, y=-0.6215880819319314, z=0.03820837974169177, w=0.08502280028782211)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.013333333333333334, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=-0.09)>	COMP<196>
[1740779703.8017151]	Q_Header<(2621443, 51877, 257, 173, 250, 8, 58, 73, 41)>	Q_Data<(0, 0, 75, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 109, 211, 213, 107, 89, 0, 58, 64, 64, 37, 47, 153, 253, 253, 253, 250, 253, 225, 160, 85, 94, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 227, 253, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7777785671699333, y=-0.6215880819319314, z=0.03820837974169177, w=0.08502280028782211)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.013333333333333334, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=-0.09)>	COMP<196>
[1740779703.810288]	Q_Header<(2621443, 51878, 257, 173, 250, 8, 58, 74, 45)>	Q_Data<(0, 0, 75, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 157, 232, 210, 129, 89, 51, 105, 130, 68, 91, 123, 250, 253, 253, 253, 241, 242, 127, 123, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 107, 157, 178, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7777249427676758, y=-0.6216550417586547, z=0.03820874385281471, w=0.08502361052231772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.0077777777777777776, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.02)>	COMP<197>
[1740779703.8199277]	Q_Header<(2621443, 51879, 257, 173, 250, 8, 58, 75, 43)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 183, 244, 175, 65, 154, 81, 134, 175, 126, 137, 154, 253, 253, 253, 253, 197, 174, 134, 65, 0, 7, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 22, 0, 0, 0, 0, 0, 0, 32, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7777249427676758, y=-0.6216550417586547, z=0.03820874385281471, w=0.08502361052231772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.0077777777777777776, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.02)>	COMP<197>
[1740779703.8296454]	Q_Header<(2621443, 51880, 257, 173, 250, 8, 58, 76, 40)>	Q_Data<(0, 0, 75, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 171, 253, 253, 232, 197, 68, 170, 253, 91, 79, 122, 253, 253, 253, 253, 141, 105, 137, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 21, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7777249427676758, y=-0.6216550417586547, z=0.03820874385281471, w=0.08502361052231772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.0077777777777777776, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.02)>	COMP<197>
