[1740780470.465424]	Q_Header<(2621443, 63018, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 54, 0, 61, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 40, 40, 14, 31, 31, 63, 133, 127, 20, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6948335747900043, y=-0.7134495481131728, z=0.07965195143191808, w=-0.043030364566668394)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04555555555555556, y=0.051111111111111114, z=0.12555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.08, z=-0.02)>	COMP<141>
[1740780471.0056255]	Q_Header<(2621443, 63072, 257, 173, 250, 8, 58, 54, 61)>	Q_Data<(0, 0, 38, 0, 61, 17, 39, 83, 54, 0, 0, 0, 0, 0, 0, 0, 34, 9, 32, 32, 16, 47, 47, 39, 64, 90, 100, 107, 58, 81, 77, 0, 74, 84, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 114, 144, 178, 212, 112, 0, 162, 136, 240, 236, 253, 253, 253, 253, 253, 105, 253, 226, 253, 253, 238, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6635010647922318, y=-0.7422960123266603, z=0.0844711133908977, w=-0.04034350140995909)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0033333333333333335, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.04, z=-0.02)>	COMP<132>
[1740780471.0156984]	Q_Header<(2621443, 63073, 257, 173, 250, 8, 58, 55, 56)>	Q_Data<(0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 19, 19, 18, 0, 8, 0, 5, 38, 59, 64, 17, 46, 54, 22, 34, 49, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 58, 105, 79, 0, 112, 0, 154, 128, 253, 253, 253, 253, 253, 222, 253, 202, 253, 253, 74, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6615113081950373, y=-0.7440934082123732, z=0.08429111613003752, w=-0.04028395122796869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.016666666666666666, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.08, z=-0.12)>	COMP<131>
[1740780471.0256598]	Q_Header<(2621443, 63074, 257, 173, 250, 8, 58, 56, 36)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 13, 0, 0, 0, 0, 0, 28, 14, 0, 13, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 139, 181, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 159, 112, 162, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6615113081950373, y=-0.7440934082123732, z=0.08429111613003752, w=-0.04028395122796869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.016666666666666666, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.08, z=-0.12)>	COMP<131>
[1740780471.0354402]	Q_Header<(2621443, 63075, 257, 173, 250, 8, 58, 57, 17)>	Q_Data<(0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 253, 169, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6615113081950373, y=-0.7440934082123732, z=0.08429111613003752, w=-0.04028395122796869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.016666666666666666, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.08, z=-0.12)>	COMP<131>
[1740780471.0455153]	Q_Header<(2621443, 63076, 257, 173, 250, 8, 58, 58, 23)>	Q_Data<(0, 0, 47, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 253, 246, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6594730526644321, y=-0.745897286127906, z=0.08434907531533967, w=-0.04022144763589641)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.028888888888888888, z=0.18555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.08, z=-0.1)>	COMP<131>
[1740780471.055451]	Q_Header<(2621443, 63077, 257, 173, 250, 8, 58, 59, 20)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 190, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6594730526644321, y=-0.745897286127906, z=0.08434907531533967, w=-0.04022144763589641)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.028888888888888888, z=0.18555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.08, z=-0.1)>	COMP<131>
[1740780471.065453]	Q_Header<(2621443, 63078, 257, 173, 250, 8, 58, 60, 28)>	Q_Data<(0, 0, 61, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 11, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 253, 253, 253, 253, 253, 253, 253, 253, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6594730526644321, y=-0.745897286127906, z=0.08434907531533967, w=-0.04022144763589641)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.028888888888888888, z=0.18555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.08, z=-0.1)>	COMP<131>
[1740780471.0769894]	Q_Header<(2621443, 63079, 257, 173, 250, 8, 58, 61, 30)>	Q_Data<(0, 0, 56, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 253, 253, 253, 228, 32, 253, 253, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6567351766118064, y=-0.7482874781840843, z=0.08465536152049959, w=-0.03997783835322799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=0.18777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=-0.07)>	COMP<131>
[1740780471.0855315]	Q_Header<(2621443, 63080, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 25, 113, 253, 253, 253, 82, 182, 253, 253, 244, 80, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6567351766118064, y=-0.7482874781840843, z=0.08465536152049959, w=-0.03997783835322799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=0.18777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=-0.07)>	COMP<131>
[1740780471.097453]	Q_Header<(2621443, 63081, 257, 173, 250, 8, 58, 63, 58)>	Q_Data<(0, 0, 62, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 12, 0, 0, 0, 17, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 66, 0, 0, 0, 0, 56, 46, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 167, 131, 0, 0, 0, 0, 122, 190, 60, 0, 0, 69, 221, 224, 214, 253, 253, 253, 253, 170, 253, 253, 253, 241, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6567351766118064, y=-0.7482874781840843, z=0.08465536152049959, w=-0.03997783835322799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=0.18777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=-0.07)>	COMP<131>
[1740780471.1056533]	Q_Header<(2621443, 63082, 257, 173, 250, 8, 58, 64, 65)>	Q_Data<(0, 0, 66, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 12, 0, 0, 0, 14, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 99, 74, 0, 46, 0, 123, 134, 175, 232, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 253, 253, 253, 219, 0, 0, 102, 248, 253, 188, 29, 0, 174, 253, 253, 253, 253, 253, 253, 253, 160, 253, 253, 241, 253, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6567351766118064, y=-0.7482874781840843, z=0.08465536152049959, w=-0.03997783835322799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=0.18777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.03, z=-0.07)>	COMP<131>
[1740780471.1156797]	Q_Header<(2621443, 63083, 257, 173, 250, 8, 58, 65, 54)>	Q_Data<(0, 0, 63, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 122, 117, 194, 174, 253, 253, 248, 253, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 253, 253, 253, 253, 253, 0, 157, 65, 165, 253, 224, 93, 0, 214, 253, 253, 253, 253, 253, 253, 253, 149, 253, 225, 253, 253, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6546036285499411, y=-0.7501238783103755, z=0.08508321288565203, w=-0.03961191188148362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.06, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.04, z=-0.02)>	COMP<133>
[1740780471.125788]	Q_Header<(2621443, 63084, 257, 173, 250, 8, 58, 66, 62)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 41, 0, 12, 91, 250, 253, 253, 253, 253, 253, 253, 253, 253, 250, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 253, 253, 253, 253, 253, 44, 228, 253, 205, 253, 141, 61, 0, 167, 253, 253, 222, 253, 253, 253, 253, 132, 58, 99, 146, 200, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6546036285499411, y=-0.7501238783103755, z=0.08508321288565203, w=-0.03961191188148362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.06, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.04, z=-0.02)>	COMP<133>
[1740780471.1358218]	Q_Header<(2621443, 63085, 257, 173, 250, 8, 58, 67, 72)>	Q_Data<(0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16, 7, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 21, 0, 0, 0, 0, 0, 0, 51, 82, 0, 70, 0, 0, 0, 34, 65, 67, 151, 179, 253, 253, 253, 253, 253, 253, 253, 253, 253, 205, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 253, 253, 253, 146, 253, 69, 253, 253, 253, 253, 0, 0, 0, 88, 163, 114, 63, 244, 253, 133, 185, 65, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6546036285499411, y=-0.7501238783103755, z=0.08508321288565203, w=-0.03961191188148362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.06, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.04, z=-0.02)>	COMP<133>
[1740780471.1457155]	Q_Header<(2621443, 63086, 257, 173, 250, 8, 58, 68, 65)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 42, 0, 12, 0, 0, 0, 40, 116, 159, 59, 83, 15, 0, 38, 51, 48, 132, 253, 241, 253, 253, 253, 253, 253, 253, 253, 250, 184, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 247, 253, 253, 253, 202, 68, 202, 253, 253, 116, 40, 0, 0, 0, 0, 0, 0, 85, 126, 60, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6524595724817325, y=-0.751945924506543, z=0.0856925387992846, w=-0.039123160520186204)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.06888888888888889, z=0.19)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.01)>	COMP<130>
[1740780471.1556456]	Q_Header<(2621443, 63087, 257, 173, 250, 8, 58, 69, 59)>	Q_Data<(0, 0, 63, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 4, 0, 0, 0, 19, 13, 48, 0, 0, 0, 0, 12, 60, 144, 209, 220, 143, 11, 51, 47, 140, 185, 115, 253, 253, 253, 253, 253, 253, 253, 253, 253, 172, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 118, 102, 59, 201, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6524595724817325, y=-0.751945924506543, z=0.0856925387992846, w=-0.039123160520186204)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.06888888888888889, z=0.19)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.01)>	COMP<130>
[1740780471.1656163]	Q_Header<(2621443, 63088, 257, 173, 250, 8, 58, 70, 52)>	Q_Data<(0, 0, 47, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 39, 0, 0, 0, 45, 16, 2, 165, 253, 253, 253, 161, 84, 217, 253, 253, 227, 253, 253, 253, 253, 253, 202, 164, 157, 119, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 253, 253, 253, 29, 104, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6524595724817325, y=-0.751945924506543, z=0.0856925387992846, w=-0.039123160520186204)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.06888888888888889, z=0.19)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.01)>	COMP<130>
