[1740780123.0030708]	Q_Header<(2621443, 28268, 257, 173, 250, 8, 58, 0, 56)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 61, 132, 119, 253, 253, 253, 253, 253, 253, 102, 185, 253, 253, 253, 193, 253, 253, 253, 253, 253, 86, 71, 138, 223, 253, 253, 227, 169, 17, 23, 50, 72, 33, 0, 0, 0, 0, 49, 145, 165, 127, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1900058252026721, y=-0.9776785442005786, z=0.08966224131793295, w=-0.0017700510539278799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.006666666666666667, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.09, z=0.18)>	COMP<100>
[1740780123.5931134]	Q_Header<(2621443, 28328, 257, 173, 250, 8, 58, 60, 34)>	Q_Data<(0, 0, 68, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 15, 15, 28, 44, 111, 253, 253, 241, 253, 253, 221, 163, 90, 82, 126, 95, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19390394310666723, y=-0.9767216876096934, z=0.09173359348105786, w=-0.0009765385866247012)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.04111111111111111, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=0.06)>	COMP<101>
[1740780123.6030674]	Q_Header<(2621443, 28329, 257, 173, 250, 8, 58, 61, 27)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 39, 30, 8, 48, 101, 166, 253, 253, 253, 253, 253, 211, 88, 10, 62, 65, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19390394310666723, y=-0.9767216876096934, z=0.09173359348105786, w=-0.0009765385866247012)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.04111111111111111, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.09, z=0.06)>	COMP<101>
[1740780123.6148398]	Q_Header<(2621443, 28330, 257, 173, 250, 8, 58, 62, 31)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 52, 67, 55, 57, 177, 253, 253, 253, 253, 253, 253, 166, 143, 87, 135, 55, 0, 6, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19397124727848947, y=-0.9767532631207259, z=0.09124827397147317, w=-0.0014038195995611257)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=0.02)>	COMP<101>
[1740780123.6239018]	Q_Header<(2621443, 28331, 257, 173, 250, 8, 58, 63, 27)>	Q_Data<(0, 0, 64, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 56, 95, 97, 75, 240, 253, 253, 253, 253, 253, 198, 99, 170, 121, 158, 70, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19397124727848947, y=-0.9767532631207259, z=0.09124827397147317, w=-0.0014038195995611257)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=0.02)>	COMP<101>
[1740780123.6364315]	Q_Header<(2621443, 28332, 257, 173, 250, 8, 58, 64, 32)>	Q_Data<(0, 0, 59, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 61, 100, 108, 164, 253, 253, 251, 253, 253, 253, 135, 211, 194, 129, 150, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19397124727848947, y=-0.9767532631207259, z=0.09124827397147317, w=-0.0014038195995611257)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.09, z=0.02)>	COMP<101>
[1740780123.6430032]	Q_Header<(2621443, 28333, 257, 173, 250, 8, 58, 65, 23)>	Q_Data<(0, 0, 51, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 82, 89, 137, 236, 253, 253, 253, 253, 253, 253, 253, 253, 227, 107, 139, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19396711480089884, y=-0.9767934881288814, z=0.09081908962358008, w=-0.0017699956983090203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.028888888888888888, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.1, z=0.11)>	COMP<102>
[1740780123.6529086]	Q_Header<(2621443, 28334, 257, 173, 250, 8, 58, 66, 27)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 103, 106, 185, 253, 253, 182, 253, 253, 196, 253, 253, 227, 244, 96, 125, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19396711480089884, y=-0.9767934881288814, z=0.09081908962358008, w=-0.0017699956983090203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.028888888888888888, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.1, z=0.11)>	COMP<102>
[1740780123.6629303]	Q_Header<(2621443, 28335, 257, 173, 250, 8, 58, 67, 27)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 107, 124, 170, 150, 190, 221, 253, 253, 174, 253, 189, 170, 221, 100, 67, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19396711480089884, y=-0.9767934881288814, z=0.09081908962358008, w=-0.0017699956983090203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.028888888888888888, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.1, z=0.11)>	COMP<102>
[1740780123.6729681]	Q_Header<(2621443, 28336, 257, 173, 250, 8, 58, 68, 26)>	Q_Data<(0, 0, 4, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 172, 154, 244, 253, 253, 253, 253, 232, 215, 205, 187, 149, 170, 120, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19396711480089884, y=-0.9767934881288814, z=0.09081908962358008, w=-0.0017699956983090203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.028888888888888888, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.1, z=0.11)>	COMP<102>
[1740780123.6831212]	Q_Header<(2621443, 28337, 257, 173, 250, 8, 58, 69, 27)>	Q_Data<(0, 0, 74, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 227, 238, 253, 253, 253, 253, 253, 191, 205, 253, 253, 110, 120, 123, 71, 27, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.194218887769734, y=-0.9767708551159815, z=0.09051747660669877, w=-0.0020752489579418465)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.01888888888888889, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=0.05)>	COMP<104>
[1740780123.6929874]	Q_Header<(2621443, 28338, 257, 173, 250, 8, 58, 70, 26)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 253, 253, 253, 253, 253, 253, 200, 153, 179, 253, 246, 54, 90, 84, 47, 2, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.194218887769734, y=-0.9767708551159815, z=0.09051747660669877, w=-0.0020752489579418465)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.01888888888888889, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=0.05)>	COMP<104>
[1740780123.7029223]	Q_Header<(2621443, 28339, 257, 173, 250, 8, 58, 71, 23)>	Q_Data<(0, 0, 58, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 253, 253, 253, 253, 253, 253, 160, 144, 160, 191, 167, 91, 54, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.194218887769734, y=-0.9767708551159815, z=0.09051747660669877, w=-0.0020752489579418465)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.01888888888888889, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=0.05)>	COMP<104>
[1740780123.7129745]	Q_Header<(2621443, 28340, 257, 173, 250, 8, 58, 72, 25)>	Q_Data<(0, 0, 60, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 199, 130, 146, 152, 74, 89, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19451463042420514, y=-0.9767234485969736, z=0.09039101589527701, w=-0.002197215781384181)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.005555555555555556, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.0)>	COMP<104>
[1740780123.7229326]	Q_Header<(2621443, 28341, 257, 173, 250, 8, 58, 73, 26)>	Q_Data<(0, 0, 75, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 253, 253, 253, 253, 253, 253, 186, 106, 116, 130, 77, 54, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19451463042420514, y=-0.9767234485969736, z=0.09039101589527701, w=-0.002197215781384181)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.005555555555555556, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.0)>	COMP<104>
[1740780123.7335792]	Q_Header<(2621443, 28342, 257, 173, 250, 8, 58, 74, 29)>	Q_Data<(0, 0, 75, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 253, 169, 253, 253, 253, 218, 140, 77, 73, 75, 57, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19451463042420514, y=-0.9767234485969736, z=0.09039101589527701, w=-0.002197215781384181)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.005555555555555556, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.0)>	COMP<104>
[1740780123.7431722]	Q_Header<(2621443, 28343, 257, 173, 250, 8, 58, 75, 22)>	Q_Data<(0, 0, 62, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 253, 253, 253, 253, 232, 105, 79, 53, 28, 41, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19489019818263165, y=-0.9766483122832099, z=0.09039535969573363, w=-0.0021362846653279386)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0011111111111111111, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.1, z=0.07)>	COMP<102>
[1740780123.7531078]	Q_Header<(2621443, 28344, 257, 173, 250, 8, 58, 76, 27)>	Q_Data<(0, 0, 70, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 244, 253, 253, 223, 253, 189, 67, 17, 23, 52, 42, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19489019818263165, y=-0.9766483122832099, z=0.09039535969573363, w=-0.0021362846653279386)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0011111111111111111, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.1, z=0.07)>	COMP<102>
