[1740780330.4748008]	Q_Header<(2621443, 49018, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 44, 75, 63, 62, 111, 114, 124, 119, 0, 130, 183, 175, 237, 218, 253, 253, 222, 162, 56, 53, 18, 0, 0, 24, 25, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 36, 10, 52, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2709321926985222, y=-0.9581197479120075, z=0.09258935262979458, w=-0.005432071446309636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.006666666666666667, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=0.02, z=0.03)>	COMP<88>
[1740780331.0245154]	Q_Header<(2621443, 49073, 257, 173, 250, 8, 58, 55, 40)>	Q_Data<(0, 0, 16, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 16, 30, 73, 114, 253, 253, 253, 253, 253, 253, 253, 253, 251, 113, 149, 0, 0, 0, 0, 0, 0, 26, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27953790770378795, y=-0.9556778512720331, z=0.09191792336286127, w=-0.00946034403801029)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=0.017777777777777778, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.07, z=0.01)>	COMP<88>
[1740780331.034557]	Q_Header<(2621443, 49074, 257, 173, 250, 8, 58, 56, 50)>	Q_Data<(0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 8, 0, 6, 5, 0, 18, 0, 0, 0, 24, 15, 14, 107, 204, 253, 253, 253, 253, 218, 109, 170, 230, 138, 74, 87, 0, 12, 0, 0, 0, 0, 31, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27953790770378795, y=-0.9556778512720331, z=0.09191792336286127, w=-0.00946034403801029)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=0.017777777777777778, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.07, z=0.01)>	COMP<88>
[1740780331.0446355]	Q_Header<(2621443, 49075, 257, 173, 250, 8, 58, 57, 52)>	Q_Data<(0, 0, 35, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 12, 15, 10, 16, 18, 9, 16, 34, 20, 9, 115, 253, 253, 253, 253, 246, 210, 171, 147, 125, 112, 45, 42, 0, 16, 0, 0, 0, 0, 19, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 133, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2800889912490089, y=-0.9555618319883379, z=0.09155229611538751, w=-0.008361776378538726)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.09, z=-0.11)>	COMP<88>
[1740780331.0545962]	Q_Header<(2621443, 49076, 257, 173, 250, 8, 58, 58, 48)>	Q_Data<(0, 0, 49, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 5, 17, 0, 0, 24, 0, 27, 25, 0, 14, 158, 253, 253, 253, 253, 253, 252, 215, 237, 113, 143, 106, 0, 20, 33, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 116, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2800889912490089, y=-0.9555618319883379, z=0.09155229611538751, w=-0.008361776378538726)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.09, z=-0.11)>	COMP<88>
[1740780331.064716]	Q_Header<(2621443, 49077, 257, 173, 250, 8, 58, 59, 47)>	Q_Data<(0, 0, 74, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 12, 0, 0, 18, 0, 0, 20, 0, 35, 32, 32, 0, 227, 253, 253, 188, 253, 253, 253, 193, 239, 149, 106, 94, 0, 18, 20, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 24, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2800889912490089, y=-0.9555618319883379, z=0.09155229611538751, w=-0.008361776378538726)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.09, z=-0.11)>	COMP<88>
[1740780331.075485]	Q_Header<(2621443, 49078, 257, 173, 250, 8, 58, 60, 39)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 16, 0, 0, 10, 3, 0, 21, 10, 27, 17, 40, 29, 251, 253, 253, 253, 253, 253, 230, 149, 200, 185, 58, 58, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28052377889394164, y=-0.9554654557888952, z=0.09131061210298884, w=-0.007385417155388803)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.05, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=-0.14)>	COMP<88>
[1740780331.084735]	Q_Header<(2621443, 49079, 257, 173, 250, 8, 58, 61, 42)>	Q_Data<(0, 0, 67, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 15, 0, 0, 10, 20, 11, 12, 20, 26, 0, 41, 68, 253, 253, 253, 253, 253, 253, 219, 73, 225, 204, 117, 90, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28052377889394164, y=-0.9554654557888952, z=0.09131061210298884, w=-0.007385417155388803)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.05, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=-0.14)>	COMP<88>
[1740780331.0979545]	Q_Header<(2621443, 49080, 257, 173, 250, 8, 58, 62, 36)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 13, 0, 0, 0, 0, 15, 19, 14, 11, 0, 30, 106, 253, 253, 253, 253, 253, 199, 197, 189, 245, 199, 104, 74, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28052377889394164, y=-0.9554654557888952, z=0.09131061210298884, w=-0.007385417155388803)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.05, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=-0.14)>	COMP<88>
[1740780331.1069596]	Q_Header<(2621443, 49081, 257, 173, 250, 8, 58, 63, 41)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 13, 0, 0, 0, 0, 19, 0, 0, 155, 253, 253, 253, 253, 253, 176, 198, 249, 241, 202, 64, 34, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2807684055484506, y=-0.9554060547934561, z=0.09124973180324646, w=-0.006469880649594732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.05555555555555555, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.05)>	COMP<90>
[1740780331.1180673]	Q_Header<(2621443, 49082, 257, 173, 250, 8, 58, 64, 33)>	Q_Data<(0, 0, 64, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 0, 22, 214, 253, 253, 253, 253, 253, 225, 215, 253, 231, 194, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2807684055484506, y=-0.9554060547934561, z=0.09124973180324646, w=-0.006469880649594732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.05555555555555555, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.05)>	COMP<90>
[1740780331.1244755]	Q_Header<(2621443, 49083, 257, 173, 250, 8, 58, 65, 37)>	Q_Data<(0, 0, 52, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 9, 27, 0, 0, 0, 22, 10, 72, 250, 253, 239, 253, 253, 253, 253, 250, 253, 210, 158, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2807684055484506, y=-0.9554060547934561, z=0.09124973180324646, w=-0.006469880649594732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.05555555555555555, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.05)>	COMP<90>
[1740780331.1346734]	Q_Header<(2621443, 49084, 257, 173, 250, 8, 58, 66, 36)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 3, 0, 0, 15, 33, 0, 0, 28, 65, 98, 131, 253, 253, 253, 253, 253, 253, 225, 223, 253, 169, 157, 37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2807684055484506, y=-0.9554060547934561, z=0.09124973180324646, w=-0.006469880649594732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.05555555555555555, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=-0.05)>	COMP<90>
[1740780331.1445012]	Q_Header<(2621443, 49085, 257, 173, 250, 8, 58, 67, 38)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 5, 0, 0, 13, 23, 0, 24, 20, 102, 157, 164, 215, 253, 253, 253, 253, 245, 140, 88, 225, 177, 160, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28112244784419976, y=-0.9553036373550617, z=0.09130681328157247, w=-0.005309955050465779)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.05444444444444444, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.11)>	COMP<85>
[1740780331.1557286]	Q_Header<(2621443, 49086, 257, 173, 250, 8, 58, 68, 40)>	Q_Data<(0, 0, 5, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 21, 20, 0, 19, 22, 111, 186, 176, 127, 253, 253, 253, 220, 253, 106, 206, 163, 150, 121, 52, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28112244784419976, y=-0.9553036373550617, z=0.09130681328157247, w=-0.005309955050465779)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.05444444444444444, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.11)>	COMP<85>
[1740780331.1683733]	Q_Header<(2621443, 49087, 257, 173, 250, 8, 58, 69, 33)>	Q_Data<(0, 0, 63, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 12, 0, 0, 10, 42, 101, 187, 210, 253, 253, 253, 253, 253, 201, 223, 253, 82, 60, 70, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28112244784419976, y=-0.9553036373550617, z=0.09130681328157247, w=-0.005309955050465779)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.05444444444444444, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.08, z=-0.11)>	COMP<85>
[1740780331.1748438]	Q_Header<(2621443, 49088, 257, 173, 250, 8, 58, 70, 31)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 12, 0, 0, 31, 134, 207, 211, 253, 253, 253, 253, 253, 165, 253, 241, 218, 151, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28143250682283016, y=-0.9551981634737132, z=0.09149150460364831, w=-0.004638662007923464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.04, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=-0.29)>	COMP<85>
[1740780331.184543]	Q_Header<(2621443, 49089, 257, 173, 250, 8, 58, 71, 39)>	Q_Data<(0, 0, 55, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 15, 33, 17, 0, 0, 200, 241, 209, 253, 253, 173, 250, 253, 192, 247, 177, 238, 145, 0, 0, 18, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28143250682283016, y=-0.9551981634737132, z=0.09149150460364831, w=-0.004638662007923464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.04, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.09, z=-0.29)>	COMP<85>
