[1740779815.5409]	Q_Header<(2621443, 63054, 257, 173, 250, 8, 58, 0, 40)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 139, 165, 233, 253, 253, 253, 193, 253, 253, 131, 146, 253, 253, 253, 253, 248, 231, 65, 67, 0, 0, 0, 0, 0, 0, 80, 155, 106, 96, 80, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5243626665002118, y=-0.8461459254676331, z=0.06933721209920156, w=0.0653698540125395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.012222222222222223, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.05, z=0.0)>	COMP<160>
[1740779816.0811193]	Q_Header<(2621443, 63109, 257, 173, 250, 8, 58, 55, 54)>	Q_Data<(0, 0, 18, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 38, 30, 0, 0, 7, 0, 13, 23, 34, 31, 16, 0, 0, 0, 19, 11, 23, 0, 0, 0, 0, 0, 46, 52, 40, 0, 0, 0, 35, 65, 26, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 135, 253, 253, 253, 253, 253, 253, 123, 45, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5406458159516148, y=-0.8357488324481217, z=0.0653071825545527, w=0.07043410155883535)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.021111111111111112, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.01, z=0.07)>	COMP<161>
[1740779816.091029]	Q_Header<(2621443, 63110, 257, 173, 250, 8, 58, 56, 65)>	Q_Data<(0, 0, 22, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 23, 0, 0, 19, 0, 21, 0, 42, 53, 0, 8, 0, 0, 0, 0, 15, 0, 0, 0, 12, 19, 29, 0, 38, 26, 40, 64, 63, 148, 111, 49, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 107, 253, 253, 253, 253, 105, 187, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5406458159516148, y=-0.8357488324481217, z=0.0653071825545527, w=0.07043410155883535)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.021111111111111112, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.01, z=0.07)>	COMP<161>
[1740779816.1010084]	Q_Header<(2621443, 63111, 257, 173, 250, 8, 58, 57, 58)>	Q_Data<(0, 0, 34, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 17, 12, 0, 0, 8, 17, 11, 12, 61, 106, 98, 35, 22, 0, 19, 13, 0, 0, 0, 20, 62, 86, 108, 84, 56, 37, 77, 129, 165, 253, 204, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 197, 253, 253, 144, 65, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5406458159516148, y=-0.8357488324481217, z=0.0653071825545527, w=0.07043410155883535)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.021111111111111112, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.01, z=0.07)>	COMP<161>
[1740779816.1110656]	Q_Header<(2621443, 63112, 257, 173, 250, 8, 58, 58, 58)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 31, 0, 0, 0, 0, 16, 20, 0, 52, 167, 182, 72, 33, 0, 16, 12, 29, 12, 15, 55, 129, 186, 248, 203, 203, 96, 71, 177, 245, 253, 253, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 133, 190, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5415135298417844, y=-0.8351588851245644, z=0.06585810400127201, w=0.07025271335075449)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.02666666666666667, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.0, z=-0.03)>	COMP<161>
[1740779816.1309824]	Q_Header<(2621443, 63113, 257, 173, 250, 8, 58, 59, 49)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 36, 10, 0, 0, 10, 23, 39, 76, 138, 239, 253, 94, 62, 0, 11, 49, 61, 0, 19, 88, 199, 253, 253, 253, 253, 221, 66, 187, 253, 253, 253, 155, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5415135298417844, y=-0.8351588851245644, z=0.06585810400127201, w=0.07025271335075449)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.02666666666666667, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.0, z=-0.03)>	COMP<161>
[1740779816.134029]	Q_Header<(2621443, 63114, 257, 173, 250, 8, 58, 60, 42)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 39, 18, 0, 0, 16, 32, 36, 135, 216, 235, 253, 90, 94, 0, 42, 74, 33, 0, 52, 86, 239, 253, 253, 253, 253, 253, 157, 205, 253, 253, 207, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5415135298417844, y=-0.8351588851245644, z=0.06585810400127201, w=0.07025271335075449)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.02666666666666667, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.0, z=-0.03)>	COMP<161>
[1740779816.157128]	Q_Header<(2621443, 63115, 257, 173, 250, 8, 58, 61, 46)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 30, 11, 0, 10, 43, 60, 51, 198, 253, 201, 197, 102, 91, 63, 134, 114, 86, 57, 157, 145, 253, 253, 253, 253, 253, 253, 195, 202, 253, 223, 115, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5427198531372099, y=-0.8343432739974876, z=0.06658877190426182, w=0.06994567607908712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.027777777777777776, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=-0.06)>	COMP<160>
[1740779816.1617513]	Q_Header<(2621443, 63116, 257, 173, 250, 8, 58, 62, 51)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 29, 13, 24, 34, 84, 128, 102, 199, 253, 253, 198, 154, 19, 178, 253, 253, 118, 150, 220, 172, 253, 253, 253, 253, 253, 240, 177, 147, 188, 135, 15, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5427198531372099, y=-0.8343432739974876, z=0.06658877190426182, w=0.06994567607908712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.027777777777777776, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=-0.06)>	COMP<160>
[1740779816.1720104]	Q_Header<(2621443, 63117, 257, 173, 250, 8, 58, 63, 41)>	Q_Data<(0, 0, 62, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 40, 20, 37, 32, 161, 226, 196, 184, 235, 253, 251, 173, 101, 253, 253, 253, 253, 227, 210, 172, 253, 253, 253, 193, 115, 101, 119, 71, 114, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5427198531372099, y=-0.8343432739974876, z=0.06658877190426182, w=0.06994567607908712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.027777777777777776, z=0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=-0.06)>	COMP<160>
[1740779816.1806247]	Q_Header<(2621443, 63118, 257, 173, 250, 8, 58, 64, 45)>	Q_Data<(0, 0, 53, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 25, 0, 38, 100, 199, 253, 164, 222, 241, 207, 124, 150, 152, 251, 253, 253, 253, 253, 141, 230, 253, 253, 210, 146, 54, 67, 32, 66, 71, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5437063479728477, y=-0.8336871359408539, z=0.06713931104289766, w=0.06958074053536667)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.03, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.02, z=0.01)>	COMP<156>
[1740779816.1904771]	Q_Header<(2621443, 63119, 257, 173, 250, 8, 58, 65, 43)>	Q_Data<(0, 0, 49, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 38, 41, 126, 177, 98, 107, 220, 239, 201, 177, 166, 145, 144, 192, 253, 253, 253, 253, 86, 176, 193, 200, 139, 96, 33, 52, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5437063479728477, y=-0.8336871359408539, z=0.06713931104289766, w=0.06958074053536667)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.03, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.02, z=0.01)>	COMP<156>
[1740779816.2005174]	Q_Header<(2621443, 63120, 257, 173, 250, 8, 58, 66, 37)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 51, 66, 226, 253, 228, 253, 253, 201, 112, 187, 179, 223, 143, 199, 253, 253, 253, 195, 242, 64, 125, 89, 96, 33, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5437063479728477, y=-0.8336871359408539, z=0.06713931104289766, w=0.06958074053536667)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.03, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.02, z=0.01)>	COMP<156>
[1740779816.210534]	Q_Header<(2621443, 63121, 257, 173, 250, 8, 58, 67, 37)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 49, 101, 253, 253, 253, 225, 253, 125, 114, 162, 188, 252, 219, 186, 253, 253, 253, 253, 253, 106, 109, 180, 98, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.544739242361108, y=-0.8330085355455913, z=0.0675049414063177, w=0.06927496247393362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.027777777777777776, z=0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.02)>	COMP<156>
[1740779816.2204626]	Q_Header<(2621443, 63122, 257, 173, 250, 8, 58, 68, 35)>	Q_Data<(0, 0, 9, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 104, 142, 253, 253, 200, 231, 253, 66, 164, 169, 222, 253, 253, 140, 220, 253, 253, 253, 253, 103, 161, 196, 83, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.544739242361108, y=-0.8330085355455913, z=0.0675049414063177, w=0.06927496247393362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.027777777777777776, z=0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.02)>	COMP<156>
[1740779816.2306478]	Q_Header<(2621443, 63123, 257, 173, 250, 8, 58, 69, 34)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 140, 145, 232, 253, 253, 253, 253, 125, 253, 253, 224, 223, 237, 59, 154, 111, 253, 229, 154, 83, 129, 145, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.544739242361108, y=-0.8330085355455913, z=0.0675049414063177, w=0.06927496247393362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.027777777777777776, z=0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.02)>	COMP<156>
[1740779816.2409024]	Q_Header<(2621443, 63124, 257, 173, 250, 8, 58, 70, 33)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 93, 157, 253, 253, 253, 253, 253, 171, 253, 253, 176, 134, 154, 77, 110, 200, 250, 155, 94, 81, 80, 76, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.544739242361108, y=-0.8330085355455913, z=0.0675049414063177, w=0.06927496247393362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.027777777777777776, z=0.08666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.04, z=-0.02)>	COMP<156>
[1740779816.2507682]	Q_Header<(2621443, 63125, 257, 173, 250, 8, 58, 71, 32)>	Q_Data<(0, 0, 54, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 235, 253, 253, 253, 239, 253, 198, 167, 253, 253, 85, 81, 65, 77, 98, 190, 232, 168, 107, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5461437327299116, y=-0.8320940442899961, z=0.06787123723688665, w=0.06884780180144617)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.017777777777777778, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.05, z=-0.13)>	COMP<156>
