[1740779520.638919]	Q_Header<(2621443, 33554, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 249, 253, 253, 253, 253, 253, 253, 253, 110, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 74, 68, 78, 0, 73, 0, 0, 139, 199, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7757626953154978, y=-0.6237840083496764, z=0.050354384235663706, w=0.08093322848059403)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.015555555555555555, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.28, y=-0.04, z=0.12)>	COMP<59>
[1740779521.3184617]	Q_Header<(2621443, 33622, 257, 173, 250, 8, 58, 68, 17)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 185, 253, 253, 253, 253, 253, 253, 253, 253, 253, 68, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7802010264823017, y=-0.6179719465800911, z=0.044738117219082156, w=0.08599728125741712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.0077777777777777776, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.14)>	COMP<206>
[1740779521.3287032]	Q_Header<(2621443, 33623, 257, 173, 250, 8, 58, 69, 26)>	Q_Data<(0, 0, 55, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 97, 251, 144, 253, 253, 253, 253, 174, 253, 253, 244, 175, 71, 46, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7802010264823017, y=-0.6179719465800911, z=0.044738117219082156, w=0.08599728125741712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.0077777777777777776, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.14)>	COMP<206>
[1740779521.339543]	Q_Header<(2621443, 33624, 257, 173, 250, 8, 58, 70, 27)>	Q_Data<(0, 0, 57, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 95, 192, 166, 253, 253, 253, 223, 134, 230, 221, 149, 72, 69, 17, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7802010264823017, y=-0.6179719465800911, z=0.044738117219082156, w=0.08599728125741712)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.0077777777777777776, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.14)>	COMP<206>
[1740779521.3485622]	Q_Header<(2621443, 33625, 257, 173, 250, 8, 58, 71, 27)>	Q_Data<(0, 0, 44, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 176, 250, 253, 216, 253, 228, 86, 84, 122, 47, 88, 50, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7806978043563623, y=-0.617368328595466, z=0.04510481412081555, w=0.08563200840528312)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.02, z=-0.12)>	COMP<206>
[1740779521.3595307]	Q_Header<(2621443, 33626, 257, 173, 250, 8, 58, 72, 30)>	Q_Data<(0, 0, 65, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 253, 253, 253, 241, 180, 176, 106, 64, 96, 96, 47, 0, 16, 0, 0, 0, 0, 0, 0, 12, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7806978043563623, y=-0.617368328595466, z=0.04510481412081555, w=0.08563200840528312)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.02, z=-0.12)>	COMP<206>
[1740779521.3686507]	Q_Header<(2621443, 33627, 257, 173, 250, 8, 58, 73, 27)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 252, 253, 134, 247, 241, 184, 214, 114, 85, 110, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7806978043563623, y=-0.617368328595466, z=0.04510481412081555, w=0.08563200840528312)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.02, z=-0.12)>	COMP<206>
[1740779521.3786323]	Q_Header<(2621443, 33628, 257, 173, 250, 8, 58, 74, 26)>	Q_Data<(0, 0, 60, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 253, 253, 253, 235, 253, 141, 212, 89, 68, 86, 64, 26, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7811074926081845, y=-0.6168661843874762, z=0.045347934599771926, w=0.08538594953577514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.013333333333333334, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.07, z=-0.08)>	COMP<213>
[1740779521.3885868]	Q_Header<(2621443, 33629, 257, 173, 250, 8, 58, 75, 26)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 234, 253, 253, 253, 253, 82, 168, 65, 28, 34, 30, 15, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7811074926081845, y=-0.6168661843874762, z=0.045347934599771926, w=0.08538594953577514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.013333333333333334, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.07, z=-0.08)>	COMP<213>
[1740779521.3984852]	Q_Header<(2621443, 33630, 257, 173, 250, 8, 58, 76, 26)>	Q_Data<(0, 0, 73, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 147, 223, 253, 253, 253, 171, 151, 47, 80, 26, 14, 34, 32, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7811074926081845, y=-0.6168661843874762, z=0.045347934599771926, w=0.08538594953577514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.013333333333333334, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.07, z=-0.08)>	COMP<213>
[1740779521.4083595]	Q_Header<(2621443, 33631, 257, 173, 250, 8, 58, 77, 27)>	Q_Data<(0, 0, 70, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 166, 253, 247, 253, 253, 235, 238, 60, 84, 20, 0, 15, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7815223846050089, y=-0.6163552827039503, z=0.04559490950483768, w=0.08514712015963663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.013333333333333334, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.06, z=-0.06)>	COMP<206>
[1740779521.4185877]	Q_Header<(2621443, 33632, 257, 173, 250, 8, 58, 78, 29)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 253, 253, 182, 253, 253, 253, 95, 87, 64, 3, 0, 0, 0, 8, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7815223846050089, y=-0.6163552827039503, z=0.04559490950483768, w=0.08514712015963663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.013333333333333334, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.06, z=-0.06)>	COMP<206>
[1740779521.4285548]	Q_Header<(2621443, 33633, 257, 173, 250, 8, 58, 79, 31)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 253, 253, 174, 143, 253, 253, 38, 100, 91, 0, 0, 14, 0, 7, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7815223846050089, y=-0.6163552827039503, z=0.04559490950483768, w=0.08514712015963663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.013333333333333334, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.06, z=-0.06)>	COMP<206>
[1740779521.438554]	Q_Header<(2621443, 33634, 257, 173, 250, 8, 58, 80, 27)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 253, 253, 211, 213, 253, 253, 98, 118, 120, 24, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7815223846050089, y=-0.6163552827039503, z=0.04559490950483768, w=0.08514712015963663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.013333333333333334, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.06, z=-0.06)>	COMP<206>
[1740779521.4485734]	Q_Header<(2621443, 33635, 257, 173, 250, 8, 58, 81, 27)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 253, 253, 253, 238, 253, 253, 95, 107, 131, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7819780857445543, y=-0.6157802768558233, z=0.045898182990938556, w=0.08496046638748202)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.015555555555555555, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.0, z=-0.12)>	COMP<206>
[1740779521.4608786]	Q_Header<(2621443, 33636, 257, 173, 250, 8, 58, 82, 22)>	Q_Data<(0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 253, 253, 238, 253, 253, 253, 187, 115, 134, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7819780857445543, y=-0.6157802768558233, z=0.045898182990938556, w=0.08496046638748202)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.015555555555555555, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.0, z=-0.12)>	COMP<206>
[1740779521.4683053]	Q_Header<(2621443, 33637, 257, 173, 250, 8, 58, 83, 23)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 253, 253, 96, 250, 253, 253, 253, 124, 110, 26, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7819780857445543, y=-0.6157802768558233, z=0.045898182990938556, w=0.08496046638748202)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.015555555555555555, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.0, z=-0.12)>	COMP<206>
[1740779521.4784787]	Q_Header<(2621443, 33638, 257, 173, 250, 8, 58, 84, 24)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 253, 253, 74, 223, 253, 253, 253, 161, 120, 47, 31, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7823315283151453, y=-0.6153429917673033, z=0.04608053548743444, w=0.08477597853251184)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.012222222222222223, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.02, z=-0.2)>	COMP<209>
