[1740780120.5031512]	Q_Header<(2621443, 28018, 257, 173, 250, 8, 58, 0, 67)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 11, 16, 64, 182, 151, 232, 253, 253, 253, 253, 253, 185, 237, 253, 253, 169, 216, 123, 35, 36, 107, 162, 253, 253, 253, 253, 253, 253, 109, 253, 253, 253, 253, 89, 0, 0, 0, 192, 253, 253, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 67, 0, 13, 195, 253, 194, 0, 54, 0, 0, 85, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13696103803006662, y=-0.9855213373758849, z=0.0996690619889032, w=0.007446188342098096)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04666666666666667, y=-0.016666666666666666, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.03)>	COMP<97>
[1740780121.0733662]	Q_Header<(2621443, 28075, 257, 173, 250, 8, 58, 57, 36)>	Q_Data<(0, 0, 45, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 33, 19, 40, 64, 184, 253, 253, 253, 253, 253, 117, 230, 127, 95, 76, 70, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15380517602830468, y=-0.9831324505809254, z=0.0989357898182071, w=0.0025023858004605127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.06222222222222222, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.05, z=-0.04)>	COMP<96>
[1740780121.0826962]	Q_Header<(2621443, 28076, 257, 173, 250, 8, 58, 58, 28)>	Q_Data<(0, 0, 47, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 16, 14, 9, 120, 230, 253, 253, 253, 253, 253, 143, 144, 142, 142, 66, 81, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15380517602830468, y=-0.9831324505809254, z=0.0989357898182071, w=0.0025023858004605127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.06222222222222222, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.05, z=-0.04)>	COMP<96>
[1740780121.0927713]	Q_Header<(2621443, 28077, 257, 173, 250, 8, 58, 59, 28)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 67, 91, 66, 86, 244, 253, 253, 253, 253, 253, 243, 108, 36, 162, 174, 49, 76, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15380517602830468, y=-0.9831324505809254, z=0.0989357898182071, w=0.0025023858004605127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.06222222222222222, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.05, z=-0.04)>	COMP<96>
[1740780121.1026812]	Q_Header<(2621443, 28078, 257, 173, 250, 8, 58, 60, 30)>	Q_Data<(0, 0, 71, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 145, 109, 168, 253, 253, 253, 253, 240, 253, 136, 108, 124, 171, 161, 40, 58, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15380517602830468, y=-0.9831324505809254, z=0.0989357898182071, w=0.0025023858004605127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.06222222222222222, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.05, z=-0.04)>	COMP<96>
[1740780121.1139975]	Q_Header<(2621443, 28079, 257, 173, 250, 8, 58, 61, 29)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 114, 166, 96, 236, 253, 253, 213, 253, 253, 253, 195, 139, 165, 161, 125, 76, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15442176299056293, y=-0.9830501639233228, z=0.09875668479001219, w=0.0036621761974046547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.057777777777777775, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.14)>	COMP<96>
[1740780121.123897]	Q_Header<(2621443, 28080, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 65, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 124, 157, 108, 246, 253, 230, 220, 163, 253, 253, 253, 169, 177, 127, 79, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15442176299056293, y=-0.9830501639233228, z=0.09875668479001219, w=0.0036621761974046547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.057777777777777775, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.14)>	COMP<96>
[1740780121.1332662]	Q_Header<(2621443, 28081, 257, 173, 250, 8, 58, 63, 28)>	Q_Data<(0, 0, 54, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 123, 140, 189, 194, 253, 216, 253, 253, 131, 253, 253, 159, 162, 76, 43, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15442176299056293, y=-0.9830501639233228, z=0.09875668479001219, w=0.0036621761974046547)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.057777777777777775, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.03, z=-0.14)>	COMP<96>
[1740780121.142979]	Q_Header<(2621443, 28082, 257, 173, 250, 8, 58, 64, 28)>	Q_Data<(0, 0, 52, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 127, 129, 185, 119, 207, 253, 253, 253, 213, 242, 211, 158, 90, 42, 41, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15490344772914513, y=-0.9830082463063875, z=0.0983862717649259, w=0.004455457716401732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.03, z=-0.15)>	COMP<97>
[1740780121.1526368]	Q_Header<(2621443, 28083, 257, 173, 250, 8, 58, 65, 25)>	Q_Data<(0, 0, 20, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 129, 116, 190, 253, 253, 253, 253, 253, 241, 160, 79, 176, 97, 87, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15490344772914513, y=-0.9830082463063875, z=0.0983862717649259, w=0.004455457716401732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.03, z=-0.15)>	COMP<97>
[1740780121.1628988]	Q_Header<(2621443, 28084, 257, 173, 250, 8, 58, 66, 24)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 153, 187, 239, 253, 253, 253, 253, 253, 199, 226, 159, 160, 109, 96, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15490344772914513, y=-0.9830082463063875, z=0.0983862717649259, w=0.004455457716401732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.03, z=-0.15)>	COMP<97>
[1740780121.1641552]	Q_Header<(2621443, 28085, 257, 173, 250, 8, 58, 67, 25)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 253, 253, 253, 253, 122, 203, 213, 203, 135, 217, 221, 159, 74, 56, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15490344772914513, y=-0.9830082463063875, z=0.0983862717649259, w=0.004455457716401732)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.04, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.03, z=-0.15)>	COMP<97>
[1740780121.182952]	Q_Header<(2621443, 28086, 257, 173, 250, 8, 58, 68, 26)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 253, 253, 253, 253, 96, 69, 132, 107, 163, 215, 138, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15539811926635427, y=-0.9829877104417264, z=0.09777996349752535, w=0.005066003102555932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.024444444444444446, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=-0.19)>	COMP<99>
[1740780121.1842644]	Q_Header<(2621443, 28087, 257, 173, 250, 8, 58, 69, 29)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 253, 253, 253, 253, 253, 159, 115, 110, 101, 98, 158, 81, 39, 15, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15539811926635427, y=-0.9829877104417264, z=0.09777996349752535, w=0.005066003102555932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.024444444444444446, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=-0.19)>	COMP<99>
[1740780121.20296]	Q_Header<(2621443, 28088, 257, 173, 250, 8, 58, 70, 28)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 253, 253, 253, 253, 245, 149, 119, 93, 78, 66, 88, 7, 26, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15539811926635427, y=-0.9829877104417264, z=0.09777996349752535, w=0.005066003102555932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.024444444444444446, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=-0.19)>	COMP<99>
[1740780121.20425]	Q_Header<(2621443, 28089, 257, 173, 250, 8, 58, 71, 26)>	Q_Data<(0, 0, 60, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 248, 144, 206, 253, 173, 107, 91, 79, 55, 51, 25, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15539811926635427, y=-0.9829877104417264, z=0.09777996349752535, w=0.005066003102555932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=0.024444444444444446, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=-0.19)>	COMP<99>
[1740780121.2229764]	Q_Header<(2621443, 28090, 257, 173, 250, 8, 58, 72, 29)>	Q_Data<(0, 0, 71, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 201, 253, 240, 228, 118, 73, 62, 65, 50, 45, 23, 0, 17, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15606864920940675, y=-0.9829822430651137, z=0.09674181032339058, w=0.0054321899803039505)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=0.0022222222222222222, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.0, z=-0.27)>	COMP<99>
[1740780121.2242794]	Q_Header<(2621443, 28091, 257, 173, 250, 8, 58, 73, 28)>	Q_Data<(0, 0, 74, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 189, 253, 253, 253, 230, 31, 29, 42, 42, 50, 34, 20, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.15606864920940675, y=-0.9829822430651137, z=0.09674181032339058, w=0.0054321899803039505)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=0.0022222222222222222, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.0, z=-0.27)>	COMP<99>
