[1740780467.965417]	Q_Header<(2621443, 62768, 257, 173, 250, 8, 58, 0, 18)>	Q_Data<(0, 0, 76, 0, 53, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7493657177871293, y=-0.6561680104194028, z=0.07299571579030842, w=-0.05065756196150166)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=-0.015555555555555555, z=0.07111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.15, z=-0.09)>	COMP<144>
[1740780468.5663188]	Q_Header<(2621443, 62828, 257, 173, 250, 8, 58, 60, 68)>	Q_Data<(0, 0, 71, 0, 0, 57, 43, 66, 29, 0, 0, 0, 0, 0, 0, 0, 36, 97, 176, 142, 107, 127, 85, 107, 98, 105, 79, 103, 170, 211, 80, 180, 117, 105, 36, 21, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 225, 253, 253, 253, 253, 253, 253, 253, 177, 0, 207, 84, 84, 237, 253, 120, 93, 59, 51, 85, 0, 22, 174, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7388817392453422, y=-0.6674715595892171, z=0.07769671683952756, w=-0.049987125759287564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05, y=-0.015555555555555555, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.08, z=0.1)>	COMP<143>
[1740780468.5773745]	Q_Header<(2621443, 62829, 257, 173, 250, 8, 58, 61, 61)>	Q_Data<(0, 0, 68, 0, 0, 0, 87, 73, 59, 0, 0, 0, 0, 0, 0, 0, 43, 75, 135, 94, 94, 73, 43, 84, 100, 118, 97, 121, 115, 114, 57, 117, 100, 105, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 121, 191, 244, 253, 253, 252, 253, 180, 91, 172, 148, 239, 170, 253, 253, 253, 229, 106, 116, 115, 28, 179, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7388964131293277, y=-0.6676068864041456, z=0.07666065545105201, w=-0.04956086960689031)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.03, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.04)>	COMP<144>
[1740780468.587331]	Q_Header<(2621443, 62830, 257, 173, 250, 8, 58, 62, 59)>	Q_Data<(0, 0, 67, 0, 57, 0, 85, 87, 36, 0, 0, 0, 0, 0, 0, 0, 34, 53, 81, 42, 53, 35, 40, 44, 79, 100, 96, 114, 76, 48, 50, 70, 76, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 202, 174, 187, 253, 141, 103, 121, 156, 253, 106, 250, 253, 253, 253, 238, 90, 247, 203, 236, 253, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7388964131293277, y=-0.6676068864041456, z=0.07666065545105201, w=-0.04956086960689031)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.03, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.04)>	COMP<144>
[1740780468.595607]	Q_Header<(2621443, 62831, 257, 173, 250, 8, 58, 63, 59)>	Q_Data<(0, 0, 69, 0, 61, 0, 44, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38, 39, 17, 15, 0, 21, 0, 42, 63, 75, 86, 39, 12, 37, 27, 39, 52, 0, 14, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 63, 75, 90, 153, 0, 39, 80, 113, 240, 162, 249, 253, 253, 253, 253, 105, 253, 253, 243, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7388964131293277, y=-0.6676068864041456, z=0.07666065545105201, w=-0.04956086960689031)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.03, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.04)>	COMP<144>
[1740780468.6055186]	Q_Header<(2621443, 62832, 257, 173, 250, 8, 58, 64, 44)>	Q_Data<(0, 0, 69, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 8, 0, 19, 0, 0, 0, 0, 31, 48, 47, 0, 0, 12, 0, 0, 0, 0, 13, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 88, 188, 253, 253, 253, 253, 156, 253, 253, 253, 253, 253, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7388964131293277, y=-0.6676068864041456, z=0.07666065545105201, w=-0.04956086960689031)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.03, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=-0.04)>	COMP<144>
[1740780468.6155934]	Q_Header<(2621443, 62833, 257, 173, 250, 8, 58, 65, 40)>	Q_Data<(0, 0, 17, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 15, 14, 9, 14, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 220, 253, 253, 167, 226, 253, 253, 253, 253, 253, 253, 97, 86, 152, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.739011104678146, y=-0.6676002199347176, z=0.07580540072763936, w=-0.04925519998969804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=-0.03111111111111111, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.04, z=-0.14)>	COMP<144>
[1740780468.6254706]	Q_Header<(2621443, 62834, 257, 173, 250, 8, 58, 66, 30)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 153, 206, 94, 226, 253, 253, 253, 253, 253, 253, 253, 253, 253, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.739011104678146, y=-0.6676002199347176, z=0.07580540072763936, w=-0.04925519998969804)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=-0.03111111111111111, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.04, z=-0.14)>	COMP<144>
[1740780468.6402328]	Q_Header<(2621443, 62835, 257, 173, 250, 8, 58, 67, 23)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 152, 103, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7390629425986885, y=-0.6676529464932739, z=0.07494997881833261, w=-0.049071484503207995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.034444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.08, z=-0.1)>	COMP<142>
[1740780468.6454659]	Q_Header<(2621443, 62836, 257, 173, 250, 8, 58, 68, 26)>	Q_Data<(0, 0, 55, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 73, 141, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7390629425986885, y=-0.6676529464932739, z=0.07494997881833261, w=-0.049071484503207995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.034444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.08, z=-0.1)>	COMP<142>
[1740780468.6554635]	Q_Header<(2621443, 62837, 257, 173, 250, 8, 58, 69, 31)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 36, 253, 253, 253, 253, 253, 253, 253, 253, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7390629425986885, y=-0.6676529464932739, z=0.07494997881833261, w=-0.049071484503207995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.034444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.08, z=-0.1)>	COMP<142>
[1740780468.6659467]	Q_Header<(2621443, 62838, 257, 173, 250, 8, 58, 70, 32)>	Q_Data<(0, 0, 6, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 253, 253, 253, 253, 76, 253, 253, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7390629425986885, y=-0.6676529464932739, z=0.07494997881833261, w=-0.049071484503207995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.034444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.08, z=-0.1)>	COMP<142>
[1740780468.675528]	Q_Header<(2621443, 62839, 257, 173, 250, 8, 58, 71, 24)>	Q_Data<(0, 0, 52, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 39, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 87, 0, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7390629425986885, y=-0.6676529464932739, z=0.07494997881833261, w=-0.049071484503207995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.034444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.08, z=-0.1)>	COMP<142>
[1740780468.6855826]	Q_Header<(2621443, 62840, 257, 173, 250, 8, 58, 72, 46)>	Q_Data<(0, 0, 65, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 22, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 95, 83, 0, 0, 0, 0, 122, 205, 0, 0, 0, 0, 129, 111, 105, 156, 189, 253, 253, 253, 253, 253, 253, 200, 90, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7391565512295281, y=-0.6676823710899923, z=0.0739156551229528, w=-0.04882949966834207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.13, z=-0.03)>	COMP<147>
[1740780468.6956584]	Q_Header<(2621443, 62841, 257, 173, 250, 8, 58, 73, 59)>	Q_Data<(0, 0, 75, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 76, 74, 53, 0, 98, 105, 116, 172, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 253, 253, 79, 0, 0, 102, 253, 253, 178, 0, 0, 79, 165, 193, 42, 140, 253, 253, 253, 253, 253, 253, 253, 253, 161, 79, 59, 93, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7391565512295281, y=-0.6676823710899923, z=0.0739156551229528, w=-0.04882949966834207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.13, z=-0.03)>	COMP<147>
[1740780468.705692]	Q_Header<(2621443, 62842, 257, 173, 250, 8, 58, 74, 62)>	Q_Data<(0, 0, 62, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 94, 124, 155, 159, 228, 227, 232, 253, 125, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 253, 253, 253, 218, 0, 63, 210, 253, 253, 238, 38, 41, 226, 100, 214, 73, 253, 253, 253, 253, 253, 253, 253, 253, 253, 135, 124, 0, 97, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7391565512295281, y=-0.6676823710899923, z=0.0739156551229528, w=-0.04882949966834207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.13, z=-0.03)>	COMP<147>
[1740780468.7157516]	Q_Header<(2621443, 62843, 257, 173, 250, 8, 58, 75, 74)>	Q_Data<(0, 0, 72, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 35, 0, 0, 53, 75, 214, 214, 162, 253, 253, 253, 253, 253, 253, 152, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 119, 253, 253, 253, 253, 0, 149, 253, 253, 253, 179, 0, 35, 253, 176, 184, 136, 253, 253, 253, 253, 169, 253, 167, 197, 233, 83, 0, 0, 0, 43, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7391961343503658, y=-0.6677240285519777, z=0.07318108868682095, w=-0.04876704742349453)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.03222222222222222, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=-0.19)>	COMP<147>
[1740780468.7256765]	Q_Header<(2621443, 62844, 257, 173, 250, 8, 58, 76, 71)>	Q_Data<(0, 0, 76, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 68, 7, 0, 14, 14, 81, 41, 57, 95, 163, 253, 253, 200, 253, 253, 253, 253, 253, 253, 146, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 133, 253, 253, 253, 221, 0, 216, 253, 253, 253, 0, 0, 0, 203, 187, 72, 95, 216, 243, 253, 227, 0, 97, 0, 110, 103, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7391961343503658, y=-0.6677240285519777, z=0.07318108868682095, w=-0.04876704742349453)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.03222222222222222, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=-0.19)>	COMP<147>
