[1740780018.0027368]	Q_Header<(2621443, 17768, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 120, 239, 253, 240, 253, 253, 249, 240, 108, 94, 40, 56, 0, 0, 28, 35, 42, 19, 44, 28, 145, 253, 253, 253, 158, 46, 44, 0, 0, 0, 67, 145, 187, 67, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 67, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30675949100732663, y=-0.9470115922144211, z=0.0949697111037406, w=-0.006957935132279196)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.0033333333333333335, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.03, z=0.14)>	COMP<192>
[1740780018.5873725]	Q_Header<(2621443, 17826, 257, 173, 250, 8, 58, 58, 64)>	Q_Data<(0, 0, 64, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 32, 6, 20, 26, 39, 38, 30, 0, 20, 17, 20, 56, 43, 9, 81, 82, 37, 150, 182, 162, 241, 69, 0, 64, 86, 41, 0, 0, 89, 213, 244, 237, 223, 146, 174, 95, 179, 112, 137, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 253, 253, 253, 178, 36, 175, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30443731515644135, y=-0.9476740562217452, z=0.09588432680648945, w=-0.006164428394306451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.027777777777777776, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=0.01)>	COMP<192>
[1740780018.5922341]	Q_Header<(2621443, 17827, 257, 173, 250, 8, 58, 59, 57)>	Q_Data<(0, 0, 71, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 5, 23, 23, 43, 40, 5, 0, 22, 25, 20, 0, 0, 132, 203, 178, 104, 217, 253, 206, 253, 106, 20, 117, 114, 74, 11, 35, 160, 253, 253, 253, 253, 202, 241, 189, 148, 0, 190, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 253, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30443731515644135, y=-0.9476740562217452, z=0.09588432680648945, w=-0.006164428394306451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.027777777777777776, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=0.01)>	COMP<192>
[1740780018.602326]	Q_Header<(2621443, 17828, 257, 173, 250, 8, 58, 60, 59)>	Q_Data<(0, 0, 70, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 14, 26, 0, 17, 24, 41, 19, 0, 0, 46, 43, 69, 124, 99, 253, 253, 253, 136, 234, 253, 207, 253, 109, 38, 76, 120, 136, 79, 107, 216, 253, 253, 253, 253, 217, 253, 247, 14, 166, 189, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 214, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30443731515644135, y=-0.9476740562217452, z=0.09588432680648945, w=-0.006164428394306451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.027777777777777776, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.01, z=0.01)>	COMP<192>
[1740780018.615368]	Q_Header<(2621443, 17829, 257, 173, 250, 8, 58, 61, 59)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 0, 12, 0, 7, 0, 36, 11, 23, 15, 59, 45, 134, 253, 247, 253, 253, 253, 115, 196, 253, 204, 110, 58, 122, 129, 253, 253, 116, 129, 222, 177, 253, 253, 253, 213, 225, 224, 129, 188, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 98, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30413006425271844, y=-0.9478506718532445, z=0.09509023481953348, w=-0.006469553845231417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.022222222222222223, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.0, z=0.05)>	COMP<192>
[1740780018.625057]	Q_Header<(2621443, 17830, 257, 173, 250, 8, 58, 62, 49)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 0, 0, 0, 0, 0, 0, 9, 35, 61, 91, 135, 131, 253, 253, 253, 253, 212, 152, 78, 242, 220, 237, 159, 205, 253, 253, 253, 212, 133, 213, 253, 214, 253, 253, 177, 171, 150, 82, 136, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30413006425271844, y=-0.9478506718532445, z=0.09509023481953348, w=-0.006469553845231417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.022222222222222223, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.0, z=0.05)>	COMP<192>
[1740780018.6322265]	Q_Header<(2621443, 17831, 257, 173, 250, 8, 58, 63, 50)>	Q_Data<(0, 0, 65, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 18, 12, 10, 17, 0, 0, 20, 48, 54, 104, 223, 253, 80, 253, 253, 253, 253, 212, 149, 183, 239, 189, 253, 253, 247, 253, 253, 253, 253, 99, 182, 220, 135, 234, 177, 110, 104, 46, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30413006425271844, y=-0.9478506718532445, z=0.09509023481953348, w=-0.006469553845231417)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.022222222222222223, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.0, z=0.05)>	COMP<192>
[1740780018.6423655]	Q_Header<(2621443, 17832, 257, 173, 250, 8, 58, 64, 47)>	Q_Data<(0, 0, 58, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11, 0, 0, 26, 32, 41, 63, 83, 131, 206, 253, 253, 123, 253, 253, 236, 220, 219, 156, 235, 253, 221, 253, 253, 215, 253, 253, 253, 253, 54, 110, 156, 144, 86, 93, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3039618892641688, y=-0.9479582534461457, z=0.0945455755964252, w=-0.006591944586451854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.015555555555555555, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.02, z=0.02)>	COMP<194>
[1740780018.652286]	Q_Header<(2621443, 17833, 257, 173, 250, 8, 58, 65, 48)>	Q_Data<(0, 0, 46, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 0, 9, 17, 44, 57, 83, 119, 191, 253, 253, 253, 228, 253, 253, 253, 239, 107, 253, 253, 253, 253, 253, 253, 160, 227, 253, 253, 253, 71, 73, 121, 103, 64, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3039618892641688, y=-0.9479582534461457, z=0.0945455755964252, w=-0.006591944586451854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.015555555555555555, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.02, z=0.02)>	COMP<194>
[1740780018.6622815]	Q_Header<(2621443, 17834, 257, 173, 250, 8, 58, 66, 50)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 21, 0, 0, 7, 43, 62, 68, 101, 250, 199, 253, 253, 253, 233, 253, 178, 129, 202, 253, 253, 253, 249, 253, 251, 144, 188, 253, 253, 253, 141, 85, 81, 56, 30, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3039618892641688, y=-0.9479582534461457, z=0.0945455755964252, w=-0.006591944586451854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.015555555555555555, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.02, z=0.02)>	COMP<194>
[1740780018.6751559]	Q_Header<(2621443, 17835, 257, 173, 250, 8, 58, 67, 44)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 9, 0, 9, 35, 66, 156, 205, 253, 253, 253, 253, 253, 253, 253, 222, 122, 206, 253, 253, 220, 182, 172, 146, 118, 204, 253, 253, 210, 145, 62, 32, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3038332800266764, y=-0.9480599314291613, z=0.09393318962656791, w=-0.006652837991745225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.015555555555555555, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.11)>	COMP<193>
[1740780018.6844902]	Q_Header<(2621443, 17836, 257, 173, 250, 8, 58, 68, 42)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 17, 7, 0, 69, 185, 242, 251, 192, 253, 253, 253, 213, 253, 214, 253, 151, 141, 246, 196, 134, 97, 67, 66, 71, 178, 253, 253, 137, 90, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3038332800266764, y=-0.9480599314291613, z=0.09393318962656791, w=-0.006652837991745225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.015555555555555555, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.11)>	COMP<193>
[1740780018.6921954]	Q_Header<(2621443, 17837, 257, 173, 250, 8, 58, 69, 42)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 0, 7, 31, 131, 253, 253, 219, 253, 253, 253, 212, 199, 253, 155, 210, 109, 39, 105, 101, 80, 39, 49, 53, 32, 128, 198, 155, 42, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3038332800266764, y=-0.9480599314291613, z=0.09393318962656791, w=-0.006652837991745225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.015555555555555555, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.11)>	COMP<193>
[1740780018.702268]	Q_Header<(2621443, 17838, 257, 173, 250, 8, 58, 70, 43)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 24, 0, 0, 73, 209, 253, 253, 253, 253, 253, 142, 115, 179, 204, 22, 119, 37, 40, 73, 78, 35, 19, 36, 25, 0, 52, 114, 93, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3038332800266764, y=-0.9480599314291613, z=0.09393318962656791, w=-0.006652837991745225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.015555555555555555, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.02, z=0.11)>	COMP<193>
[1740780018.7123098]	Q_Header<(2621443, 17839, 257, 173, 250, 8, 58, 71, 37)>	Q_Data<(0, 0, 66, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 24, 0, 0, 121, 253, 253, 253, 253, 253, 253, 191, 101, 103, 81, 61, 53, 12, 18, 55, 50, 0, 19, 0, 0, 0, 33, 79, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30382798697868685, y=-0.9481044495232869, z=0.09350431419271761, w=-0.00659168794570072)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.005555555555555556, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.06)>	COMP<193>
[1740780018.7222905]	Q_Header<(2621443, 17840, 257, 173, 250, 8, 58, 72, 27)>	Q_Data<(0, 0, 67, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 15, 7, 146, 253, 253, 253, 253, 201, 253, 165, 86, 83, 52, 40, 45, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30382798697868685, y=-0.9481044495232869, z=0.09350431419271761, w=-0.00659168794570072)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.005555555555555556, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.06)>	COMP<193>
[1740780018.7334814]	Q_Header<(2621443, 17841, 257, 173, 250, 8, 58, 73, 28)>	Q_Data<(0, 0, 71, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 21, 49, 88, 253, 253, 253, 253, 192, 253, 166, 32, 138, 148, 30, 13, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30382798697868685, y=-0.9481044495232869, z=0.09350431419271761, w=-0.00659168794570072)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.005555555555555556, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.06)>	COMP<193>
[1740780018.742258]	Q_Header<(2621443, 17842, 257, 173, 250, 8, 58, 74, 28)>	Q_Data<(0, 0, 72, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 17, 33, 69, 225, 253, 253, 253, 253, 253, 253, 166, 0, 180, 194, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3038403397409143, y=-0.9481429966925196, z=0.09308085940234918, w=-0.006469882686327222)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0011111111111111111, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.07, z=0.05)>	COMP<192>
