[1740780038.0024455]	Q_Header<(2621443, 19768, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 56, 176, 171, 253, 253, 253, 242, 253, 253, 253, 248, 208, 202, 195, 237, 177, 85, 36, 0, 0, 0, 33, 58, 0, 114, 243, 253, 186, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 50, 74, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2780113078626708, y=-0.9564077265001211, z=0.08880492929532074, w=-0.010375833663370809)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.006666666666666667, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.16, z=0.0)>	COMP<190>
[1740780038.5124767]	Q_Header<(2621443, 19819, 257, 173, 250, 8, 58, 51, 47)>	Q_Data<(0, 0, 54, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 16, 0, 9, 12, 0, 44, 41, 11, 31, 46, 21, 20, 21, 7, 0, 0, 0, 17, 0, 0, 0, 47, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.285888726723458, y=-0.9539796752108559, z=0.08996583757266804, w=-0.009826662041519373)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.035555555555555556, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=0.06)>	COMP<188>
[1740780038.5225015]	Q_Header<(2621443, 19820, 257, 173, 250, 8, 58, 52, 51)>	Q_Data<(0, 0, 54, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 27, 0, 6, 3, 23, 20, 52, 27, 2, 39, 54, 27, 19, 14, 0, 12, 0, 5, 48, 0, 14, 99, 104, 80, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 253, 253, 253, 253, 253, 253, 253, 253, 232, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.285888726723458, y=-0.9539796752108559, z=0.08996583757266804, w=-0.009826662041519373)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.035555555555555556, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=0.06)>	COMP<188>
[1740780038.5330176]	Q_Header<(2621443, 19821, 257, 173, 250, 8, 58, 53, 65)>	Q_Data<(0, 0, 62, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 30, 0, 0, 0, 10, 27, 49, 0, 14, 28, 44, 0, 0, 32, 37, 42, 21, 23, 53, 23, 70, 184, 253, 215, 0, 0, 0, 0, 44, 8, 0, 0, 0, 32, 83, 94, 0, 54, 0, 38, 84, 40, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 167, 253, 253, 253, 253, 253, 184, 253, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.285888726723458, y=-0.9539796752108559, z=0.08996583757266804, w=-0.009826662041519373)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.035555555555555556, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=0.06)>	COMP<188>
[1740780038.5425541]	Q_Header<(2621443, 19822, 257, 173, 250, 8, 58, 54, 64)>	Q_Data<(0, 0, 39, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 28, 16, 0, 0, 0, 33, 39, 0, 21, 0, 12, 0, 0, 58, 60, 63, 0, 23, 63, 0, 102, 239, 253, 253, 76, 0, 0, 50, 77, 0, 0, 63, 58, 182, 247, 231, 0, 124, 59, 120, 124, 122, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 72, 192, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2863146583107574, y=-0.9538532253422548, z=0.08990438961665864, w=-0.010253861137541516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03222222222222222, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.13, z=0.03)>	COMP<183>
[1740780038.5539308]	Q_Header<(2621443, 19823, 257, 173, 250, 8, 58, 55, 64)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 23, 24, 11, 13, 11, 23, 10, 44, 36, 0, 0, 28, 37, 55, 10, 83, 58, 110, 136, 19, 129, 253, 253, 253, 164, 50, 46, 99, 103, 74, 0, 111, 142, 253, 253, 253, 113, 149, 162, 175, 149, 168, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 233, 253, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2863146583107574, y=-0.9538532253422548, z=0.08990438961665864, w=-0.010253861137541516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03222222222222222, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.13, z=0.03)>	COMP<183>
[1740780038.5625343]	Q_Header<(2621443, 19824, 257, 173, 250, 8, 58, 56, 63)>	Q_Data<(0, 0, 15, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 19, 13, 10, 10, 22, 16, 49, 39, 9, 10, 0, 51, 41, 61, 73, 115, 196, 251, 98, 149, 253, 253, 253, 194, 67, 192, 223, 136, 108, 29, 144, 240, 253, 253, 253, 202, 119, 217, 210, 178, 183, 95, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 107, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2863146583107574, y=-0.9538532253422548, z=0.08990438961665864, w=-0.010253861137541516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03222222222222222, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.13, z=0.03)>	COMP<183>
[1740780038.574023]	Q_Header<(2621443, 19825, 257, 173, 250, 8, 58, 57, 60)>	Q_Data<(0, 0, 28, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 10, 0, 0, 22, 16, 30, 11, 0, 29, 31, 31, 105, 153, 186, 139, 249, 253, 159, 195, 253, 253, 253, 175, 109, 253, 253, 206, 151, 43, 133, 253, 253, 253, 253, 232, 96, 222, 195, 179, 145, 80, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 253, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2863146583107574, y=-0.9538532253422548, z=0.08990438961665864, w=-0.010253861137541516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03222222222222222, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.13, z=0.03)>	COMP<183>
[1740780038.5825195]	Q_Header<(2621443, 19826, 257, 173, 250, 8, 58, 58, 57)>	Q_Data<(0, 0, 42, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 24, 16, 0, 20, 36, 60, 97, 109, 193, 253, 253, 240, 253, 253, 223, 219, 253, 253, 253, 177, 139, 253, 253, 253, 207, 0, 73, 243, 253, 253, 253, 186, 124, 170, 145, 127, 48, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28697927012103375, y=-0.9536476171078588, z=0.08990226815999207, w=-0.010802920206597824)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03111111111111111, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.13, z=0.04)>	COMP<183>
[1740780038.5924232]	Q_Header<(2621443, 19827, 257, 173, 250, 8, 58, 59, 49)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 26, 20, 4, 51, 78, 82, 151, 195, 253, 253, 253, 253, 175, 253, 246, 146, 253, 253, 249, 195, 120, 253, 253, 253, 253, 106, 38, 253, 253, 248, 50, 78, 101, 91, 66, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28697927012103375, y=-0.9536476171078588, z=0.08990226815999207, w=-0.010802920206597824)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03111111111111111, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.13, z=0.04)>	COMP<183>
[1740780038.6025288]	Q_Header<(2621443, 19828, 257, 173, 250, 8, 58, 60, 51)>	Q_Data<(0, 0, 70, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 23, 29, 0, 8, 37, 122, 194, 208, 253, 253, 253, 253, 253, 170, 245, 202, 152, 184, 178, 189, 186, 157, 115, 253, 253, 233, 167, 91, 245, 253, 184, 90, 0, 39, 39, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.28697927012103375, y=-0.9536476171078588, z=0.08990226815999207, w=-0.010802920206597824)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03111111111111111, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.13, z=0.04)>	COMP<183>
[1740780038.6138766]	Q_Header<(2621443, 19829, 257, 173, 250, 8, 58, 61, 48)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 8, 0, 0, 31, 23, 0, 54, 93, 174, 253, 232, 253, 253, 253, 213, 253, 253, 252, 112, 233, 223, 185, 198, 148, 185, 221, 253, 253, 122, 161, 119, 149, 128, 74, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2874762574129697, y=-0.9534934380690898, z=0.08990499515271856, w=-0.011169459682924302)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.03, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.0)>	COMP<186>
[1740780038.6234734]	Q_Header<(2621443, 19830, 257, 173, 250, 8, 58, 62, 46)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 30, 25, 0, 0, 22, 17, 42, 67, 173, 108, 253, 205, 253, 253, 253, 203, 253, 253, 221, 147, 241, 232, 176, 188, 113, 146, 116, 253, 253, 47, 156, 85, 104, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2874762574129697, y=-0.9534934380690898, z=0.08990499515271856, w=-0.011169459682924302)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.03, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.0)>	COMP<186>
[1740780038.6323934]	Q_Header<(2621443, 19831, 257, 173, 250, 8, 58, 63, 47)>	Q_Data<(0, 0, 65, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36, 19, 0, 7, 17, 58, 90, 86, 253, 253, 253, 169, 253, 253, 253, 241, 253, 253, 172, 163, 213, 184, 125, 119, 69, 82, 143, 253, 253, 172, 137, 48, 100, 70, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2874762574129697, y=-0.9534934380690898, z=0.08990499515271856, w=-0.011169459682924302)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.03, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.0)>	COMP<186>
[1740780038.643372]	Q_Header<(2621443, 19832, 257, 173, 250, 8, 58, 64, 47)>	Q_Data<(0, 0, 56, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 0, 0, 0, 25, 108, 160, 238, 253, 253, 187, 191, 191, 253, 253, 185, 253, 221, 119, 153, 156, 124, 50, 33, 23, 15, 139, 253, 253, 193, 106, 38, 43, 22, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2879583850602851, y=-0.9533509908100155, z=0.08984203959490031, w=-0.01141335693223258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.022222222222222223, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.1)>	COMP<184>
[1740780038.6525211]	Q_Header<(2621443, 19833, 257, 173, 250, 8, 58, 65, 42)>	Q_Data<(0, 0, 23, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 32, 150, 181, 253, 253, 253, 231, 220, 108, 213, 118, 115, 230, 132, 55, 116, 108, 66, 0, 43, 0, 0, 66, 174, 253, 151, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2879583850602851, y=-0.9533509908100155, z=0.08984203959490031, w=-0.01141335693223258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.022222222222222223, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.1)>	COMP<184>
[1740780038.662358]	Q_Header<(2621443, 19834, 257, 173, 250, 8, 58, 66, 40)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 9, 10, 59, 161, 129, 253, 253, 253, 253, 134, 132, 175, 140, 35, 112, 68, 11, 66, 69, 29, 39, 35, 0, 0, 0, 139, 175, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2879583850602851, y=-0.9533509908100155, z=0.08984203959490031, w=-0.01141335693223258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.022222222222222223, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.1)>	COMP<184>
[1740780038.6724114]	Q_Header<(2621443, 19835, 257, 173, 250, 8, 58, 67, 43)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 20, 0, 0, 0, 88, 176, 253, 253, 253, 253, 253, 134, 84, 126, 128, 81, 70, 47, 23, 35, 42, 0, 30, 0, 0, 15, 25, 99, 103, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2879583850602851, y=-0.9533509908100155, z=0.08984203959490031, w=-0.01141335693223258)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.022222222222222223, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.1)>	COMP<184>
