[1740780610.4665213]	Q_Header<(2621443, 11482, 257, 173, 250, 8, 58, 0, 21)>	Q_Data<(0, 0, 76, 55, 64, 42, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 39, 24, 26, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4008776204471377, y=-0.9113740299203197, z=0.09271210497247293, w=-0.009948698558599794)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.015555555555555555, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.0, z=0.19)>	COMP<196>
[1740780611.006753]	Q_Header<(2621443, 11537, 257, 173, 250, 8, 58, 55, 69)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 66, 91, 33, 0, 0, 0, 0, 0, 16, 12, 0, 15, 0, 0, 0, 10, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 118, 127, 45, 86, 159, 253, 253, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 168, 202, 237, 253, 253, 57, 98, 43, 159, 253, 253, 116, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 160, 233, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3882529643396001, y=-0.9168898019665891, z=0.09216506463650309, w=-0.008850287663770164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.01, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.06, z=-0.08)>	COMP<193>
[1740780611.017416]	Q_Header<(2621443, 11538, 257, 173, 250, 8, 58, 56, 68)>	Q_Data<(0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 36, 57, 14, 0, 0, 0, 0, 0, 31, 2, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 102, 192, 205, 230, 239, 150, 181, 150, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 253, 253, 253, 253, 253, 20, 129, 113, 26, 250, 252, 122, 0, 0, 253, 253, 253, 218, 250, 253, 253, 253, 253, 211, 0, 198, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.387578395293983, y=-0.917187487572076, z=0.09204223938635062, w=-0.008850215325610635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.008888888888888889, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.05, z=-0.16)>	COMP<194>
[1740780611.026738]	Q_Header<(2621443, 11539, 257, 173, 250, 8, 58, 57, 72)>	Q_Data<(0, 0, 33, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 15, 15, 0, 33, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28, 0, 0, 0, 0, 0, 0, 91, 212, 253, 253, 253, 253, 253, 253, 120, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 253, 253, 253, 253, 233, 0, 72, 200, 204, 166, 240, 115, 0, 0, 253, 253, 238, 97, 0, 212, 253, 253, 253, 66, 0, 111, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.387578395293983, y=-0.917187487572076, z=0.09204223938635062, w=-0.008850215325610635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.008888888888888889, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.05, z=-0.16)>	COMP<194>
[1740780611.036708]	Q_Header<(2621443, 11540, 257, 173, 250, 8, 58, 58, 72)>	Q_Data<(0, 0, 56, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 26, 0, 15, 9, 0, 12, 0, 0, 0, 0, 0, 37, 50, 0, 33, 0, 0, 22, 25, 38, 30, 148, 253, 253, 253, 253, 175, 253, 253, 253, 253, 253, 202, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 175, 253, 253, 222, 0, 17, 208, 221, 253, 253, 18, 0, 0, 147, 176, 137, 0, 67, 0, 253, 253, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.387578395293983, y=-0.917187487572076, z=0.09204223938635062, w=-0.008850215325610635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.008888888888888889, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.05, z=-0.16)>	COMP<194>
[1740780611.046737]	Q_Header<(2621443, 11541, 257, 173, 250, 8, 58, 59, 64)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 15, 0, 13, 16, 19, 0, 0, 0, 0, 0, 54, 101, 96, 48, 0, 0, 0, 79, 55, 82, 119, 188, 253, 253, 253, 253, 253, 253, 253, 253, 253, 242, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 253, 253, 253, 0, 88, 149, 171, 253, 202, 0, 0, 0, 0, 11, 0, 0, 0, 0, 142, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3868975178839522, y=-0.917470182809839, z=0.09210101821847042, w=-0.008727929493201636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.01, z=-0.03)>	COMP<194>
[1740780611.0567172]	Q_Header<(2621443, 11542, 257, 173, 250, 8, 58, 60, 61)>	Q_Data<(0, 0, 65, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 24, 0, 11, 0, 17, 0, 0, 8, 103, 175, 130, 120, 72, 0, 16, 120, 115, 136, 161, 193, 253, 253, 253, 253, 253, 253, 253, 237, 167, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 197, 253, 253, 253, 82, 127, 0, 102, 146, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3868975178839522, y=-0.917470182809839, z=0.09210101821847042, w=-0.008727929493201636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.01, z=-0.03)>	COMP<194>
[1740780611.0668488]	Q_Header<(2621443, 11543, 257, 173, 250, 8, 58, 61, 52)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 11, 56, 110, 236, 154, 216, 202, 84, 122, 253, 253, 230, 149, 121, 253, 253, 253, 253, 195, 253, 209, 126, 60, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 164, 0, 253, 253, 172, 177, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3868975178839522, y=-0.917470182809839, z=0.09210101821847042, w=-0.008727929493201636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.011111111111111112, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.01, z=-0.03)>	COMP<194>
[1740780611.0783062]	Q_Header<(2621443, 11544, 257, 173, 250, 8, 58, 62, 53)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 46, 105, 182, 253, 239, 253, 253, 137, 109, 253, 253, 253, 141, 234, 253, 253, 253, 253, 102, 164, 111, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 161, 136, 253, 186, 45, 188, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3860370565554102, y=-0.9178221749375902, z=0.09222165888620155, w=-0.008544693741937934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.016666666666666666, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.03, z=-0.1)>	COMP<194>
[1740780611.087793]	Q_Header<(2621443, 11545, 257, 173, 250, 8, 58, 63, 51)>	Q_Data<(0, 0, 69, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 23, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 52, 38, 91, 211, 253, 253, 253, 253, 253, 125, 139, 253, 253, 253, 153, 253, 253, 253, 253, 253, 78, 105, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 85, 197, 132, 0, 135, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3860370565554102, y=-0.9178221749375902, z=0.09222165888620155, w=-0.008544693741937934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.016666666666666666, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.03, z=-0.1)>	COMP<194>
[1740780611.0966172]	Q_Header<(2621443, 11546, 257, 173, 250, 8, 58, 64, 46)>	Q_Data<(0, 0, 54, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 95, 80, 167, 253, 253, 253, 253, 253, 253, 212, 228, 253, 253, 253, 184, 253, 253, 253, 253, 216, 57, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 62, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3860370565554102, y=-0.9178221749375902, z=0.09222165888620155, w=-0.008544693741937934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.016666666666666666, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.03, z=-0.1)>	COMP<194>
[1740780611.1065695]	Q_Header<(2621443, 11547, 257, 173, 250, 8, 58, 65, 37)>	Q_Data<(0, 0, 56, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 119, 187, 253, 253, 253, 253, 253, 253, 253, 253, 252, 182, 253, 253, 253, 230, 150, 228, 253, 157, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3860370565554102, y=-0.9178221749375902, z=0.09222165888620155, w=-0.008544693741937934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.016666666666666666, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.03, z=-0.1)>	COMP<194>
[1740780611.1166928]	Q_Header<(2621443, 11548, 257, 173, 250, 8, 58, 66, 41)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 16, 16, 0, 0, 32, 39, 127, 195, 253, 253, 253, 253, 253, 154, 253, 253, 253, 249, 228, 253, 253, 253, 253, 181, 133, 193, 143, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38542951241597867, y=-0.9180729573651862, z=0.09228336069247185, w=-0.008361653713537462)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.02, z=-0.04)>	COMP<194>
[1740780611.126611]	Q_Header<(2621443, 11549, 257, 173, 250, 8, 58, 67, 41)>	Q_Data<(0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 39, 26, 0, 0, 46, 60, 179, 253, 253, 253, 237, 253, 253, 253, 253, 253, 253, 187, 246, 236, 253, 253, 253, 157, 38, 94, 70, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38542951241597867, y=-0.9180729573651862, z=0.09228336069247185, w=-0.008361653713537462)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.02, z=-0.04)>	COMP<194>
[1740780611.136749]	Q_Header<(2621443, 11550, 257, 173, 250, 8, 58, 68, 41)>	Q_Data<(0, 0, 31, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 34, 30, 0, 0, 22, 51, 185, 253, 253, 253, 253, 253, 176, 253, 253, 217, 174, 93, 198, 130, 253, 253, 198, 120, 85, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38542951241597867, y=-0.9180729573651862, z=0.09228336069247185, w=-0.008361653713537462)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.02, z=-0.04)>	COMP<194>
[1740780611.1466653]	Q_Header<(2621443, 11551, 257, 173, 250, 8, 58, 69, 43)>	Q_Data<(0, 0, 61, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25, 20, 0, 16, 40, 152, 174, 253, 253, 253, 253, 253, 142, 253, 253, 253, 91, 0, 114, 0, 131, 147, 39, 50, 19, 18, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38489119459401977, y=-0.9182822744476732, z=0.09246910241197906, w=-0.008117749584681989)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.02, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.0, z=0.01)>	COMP<193>
[1740780611.1566408]	Q_Header<(2621443, 11552, 257, 173, 250, 8, 58, 70, 35)>	Q_Data<(0, 0, 46, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 28, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 13, 110, 253, 253, 253, 253, 253, 253, 253, 231, 253, 253, 253, 107, 0, 35, 53, 61, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38489119459401977, y=-0.9182822744476732, z=0.09246910241197906, w=-0.008117749584681989)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.02, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.0, z=0.01)>	COMP<193>
[1740780611.1666381]	Q_Header<(2621443, 11553, 257, 173, 250, 8, 58, 71, 42)>	Q_Data<(0, 0, 12, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21, 32, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 0, 8, 151, 253, 253, 253, 253, 253, 253, 214, 184, 116, 252, 217, 108, 0, 0, 32, 16, 73, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38489119459401977, y=-0.9182822744476732, z=0.09246910241197906, w=-0.008117749584681989)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.02, z=0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.0, z=0.01)>	COMP<193>
