[1740779760.5309713]	Q_Header<(2621443, 57554, 257, 173, 250, 8, 58, 0, 88)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 221, 159, 69, 107, 38, 73, 218, 229, 150, 253, 253, 253, 253, 253, 253, 239, 140, 212, 253, 245, 253, 187, 48, 139, 227, 253, 253, 183, 97, 102, 126, 253, 253, 121, 220, 253, 253, 106, 253, 253, 213, 75, 0, 114, 118, 50, 0, 84, 240, 253, 253, 253, 228, 172, 124, 243, 237, 0, 0, 34, 0, 112, 126, 123, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 48, 253, 253, 123, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8073088493809382, y=-0.5829444938714251, z=0.0338743790282317, w=0.08532681420084309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=-0.05555555555555555, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.1, z=0.06)>	COMP<147>
[1740779761.0003967]	Q_Header<(2621443, 57601, 257, 173, 250, 8, 58, 47, 52)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 9, 3, 0, 43, 49, 0, 0, 0, 6, 0, 23, 0, 0, 0, 43, 85, 81, 52, 80, 114, 28, 52, 91, 121, 156, 104, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 253, 162, 167, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8045057506827973, y=-0.5868540166007963, z=0.03240972260166644, w=0.0855714333098613)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.028888888888888888, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.14, z=-0.08)>	COMP<144>
[1740779761.0104501]	Q_Header<(2621443, 57602, 257, 173, 250, 8, 58, 48, 49)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 25, 29, 0, 103, 136, 82, 0, 9, 0, 0, 0, 5, 0, 0, 54, 80, 81, 74, 182, 238, 146, 98, 190, 137, 231, 191, 98, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 146, 158, 173, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8044549347070616, y=-0.586983543784356, z=0.03179977397438385, w=0.0853894122651881)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.027777777777777776, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=-0.03)>	COMP<149>
[1740779761.0204415]	Q_Header<(2621443, 57603, 257, 173, 250, 8, 58, 49, 47)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 38, 39, 42, 165, 230, 140, 41, 17, 4, 11, 0, 15, 0, 33, 91, 126, 32, 77, 251, 253, 212, 166, 253, 177, 253, 240, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 131, 149, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8044549347070616, y=-0.586983543784356, z=0.03179977397438385, w=0.0853894122651881)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.027777777777777776, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=-0.03)>	COMP<149>
[1740779761.0303557]	Q_Header<(2621443, 57604, 257, 173, 250, 8, 58, 50, 51)>	Q_Data<(0, 0, 59, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 45, 45, 30, 50, 196, 253, 185, 62, 21, 20, 30, 0, 39, 36, 95, 246, 253, 220, 113, 238, 253, 253, 239, 253, 172, 253, 227, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 83, 57, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8044549347070616, y=-0.586983543784356, z=0.03179977397438385, w=0.0853894122651881)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.027777777777777776, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.13, z=-0.03)>	COMP<149>
[1740779761.040466]	Q_Header<(2621443, 57605, 257, 173, 250, 8, 58, 51, 49)>	Q_Data<(0, 0, 46, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 47, 49, 11, 18, 192, 253, 205, 144, 13, 20, 44, 54, 63, 37, 140, 253, 253, 253, 173, 230, 245, 253, 253, 253, 115, 253, 169, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8044022430774229, y=-0.5871117062115283, z=0.031250773841387094, w=0.08520718805190701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.017777777777777778, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.05)>	COMP<150>
[1740779761.050397]	Q_Header<(2621443, 57606, 257, 173, 250, 8, 58, 52, 50)>	Q_Data<(0, 0, 56, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 29, 39, 31, 71, 171, 253, 253, 217, 21, 47, 46, 77, 13, 23, 162, 253, 253, 253, 222, 253, 253, 253, 253, 211, 98, 160, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 96, 110, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8044022430774229, y=-0.5871117062115283, z=0.031250773841387094, w=0.08520718805190701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.017777777777777778, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.05)>	COMP<150>
[1740779761.0603824]	Q_Header<(2621443, 57607, 257, 173, 250, 8, 58, 53, 49)>	Q_Data<(0, 0, 59, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 40, 55, 61, 117, 174, 253, 253, 253, 68, 53, 78, 121, 104, 115, 198, 253, 253, 253, 198, 253, 253, 253, 253, 121, 73, 53, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 94, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8044022430774229, y=-0.5871117062115283, z=0.031250773841387094, w=0.08520718805190701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.017777777777777778, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.05)>	COMP<150>
[1740779761.070414]	Q_Header<(2621443, 57608, 257, 173, 250, 8, 58, 54, 46)>	Q_Data<(0, 0, 54, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 53, 79, 83, 136, 200, 205, 253, 253, 100, 79, 202, 253, 253, 195, 253, 253, 253, 253, 196, 253, 253, 234, 171, 86, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8044022430774229, y=-0.5871117062115283, z=0.031250773841387094, w=0.08520718805190701)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=0.017777777777777778, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.05)>	COMP<150>
[1740779761.0806313]	Q_Header<(2621443, 57609, 257, 173, 250, 8, 58, 55, 35)>	Q_Data<(0, 0, 20, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 64, 65, 77, 122, 221, 253, 253, 223, 168, 116, 253, 253, 253, 233, 253, 253, 253, 253, 253, 198, 247, 148, 62, 54, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043340866946199, y=-0.587289617709488, z=0.030823244330003267, w=0.08477918093935552)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0044444444444444444, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=-0.1)>	COMP<150>
[1740779761.090369]	Q_Header<(2621443, 57610, 257, 173, 250, 8, 58, 56, 45)>	Q_Data<(0, 0, 25, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 66, 108, 152, 135, 210, 253, 253, 154, 221, 171, 253, 253, 253, 244, 222, 247, 253, 253, 253, 40, 182, 73, 8, 3, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043340866946199, y=-0.587289617709488, z=0.030823244330003267, w=0.08477918093935552)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0044444444444444444, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=-0.1)>	COMP<150>
[1740779761.100397]	Q_Header<(2621443, 57611, 257, 173, 250, 8, 58, 57, 33)>	Q_Data<(0, 0, 30, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 90, 235, 253, 183, 143, 253, 231, 113, 236, 240, 253, 253, 253, 253, 154, 181, 248, 159, 253, 97, 112, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043340866946199, y=-0.587289617709488, z=0.030823244330003267, w=0.08477918093935552)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0044444444444444444, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.11, z=-0.1)>	COMP<150>
[1740779761.1103926]	Q_Header<(2621443, 57612, 257, 173, 250, 8, 58, 58, 35)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 146, 253, 253, 123, 128, 253, 239, 216, 205, 253, 253, 253, 253, 195, 167, 99, 191, 73, 157, 63, 55, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043264038471015, y=-0.5873450435741887, z=0.03063984327904424, w=0.08453422896708421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.0011111111111111111, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.12, z=-0.02)>	COMP<146>
[1740779761.120387]	Q_Header<(2621443, 57613, 257, 173, 250, 8, 58, 59, 33)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 217, 253, 253, 238, 239, 241, 253, 253, 252, 239, 253, 253, 253, 68, 238, 119, 110, 66, 81, 40, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043264038471015, y=-0.5873450435741887, z=0.03063984327904424, w=0.08453422896708421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.0011111111111111111, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.12, z=-0.02)>	COMP<146>
[1740779761.1304371]	Q_Header<(2621443, 57614, 257, 173, 250, 8, 58, 60, 29)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 253, 253, 253, 253, 253, 201, 238, 253, 253, 169, 237, 253, 253, 232, 253, 212, 64, 103, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8043264038471015, y=-0.5873450435741887, z=0.03063984327904424, w=0.08453422896708421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.0011111111111111111, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.12, z=-0.02)>	COMP<146>
[1740779761.1419559]	Q_Header<(2621443, 57615, 257, 173, 250, 8, 58, 61, 31)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 253, 253, 253, 253, 253, 155, 175, 228, 193, 89, 244, 253, 253, 253, 253, 239, 79, 143, 68, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8042379188894008, y=-0.5875080979911491, z=0.030516730624929832, w=0.0842872099860562)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.01, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=-0.03)>	COMP<149>
[1740779761.1519406]	Q_Header<(2621443, 57616, 257, 173, 250, 8, 58, 62, 30)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 253, 253, 253, 253, 236, 130, 159, 171, 156, 174, 236, 253, 253, 253, 253, 233, 69, 130, 49, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8042379188894008, y=-0.5875080979911491, z=0.030516730624929832, w=0.0842872099860562)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.01, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=-0.03)>	COMP<149>
[1740779761.1622467]	Q_Header<(2621443, 57617, 257, 173, 250, 8, 58, 63, 34)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 201, 253, 253, 253, 248, 220, 169, 199, 236, 238, 183, 188, 253, 253, 253, 253, 181, 41, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8042379188894008, y=-0.5875080979911491, z=0.030516730624929832, w=0.0842872099860562)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.01, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=-0.03)>	COMP<149>
