[1740780035.5024083]	Q_Header<(2621443, 19518, 257, 173, 250, 8, 58, 0, 49)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42, 163, 253, 253, 253, 253, 186, 250, 253, 253, 138, 253, 242, 253, 232, 108, 91, 82, 74, 45, 0, 21, 0, 0, 0, 64, 79, 84, 53, 25, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 97, 69, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2421283757350896, y=-0.9660110417845382, z=0.090332744161314, w=-0.006042528156736544)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.03777777777777778, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.09, z=-0.01)>	COMP<186>
[1740780035.962435]	Q_Header<(2621443, 19564, 257, 173, 250, 8, 58, 46, 44)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 0, 0, 0, 12, 37, 0, 31, 6, 0, 18, 0, 0, 13, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 40, 253, 253, 192, 253, 189, 198, 137, 231, 135, 165, 20, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24982434138380372, y=-0.9638959196513629, z=0.09204375929801514, w=-0.004516736198974218)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.0)>	COMP<186>
[1740780035.9728312]	Q_Header<(2621443, 19565, 257, 173, 250, 8, 58, 47, 50)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 0, 0, 0, 20, 41, 22, 35, 0, 17, 25, 0, 0, 18, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 108, 118, 72, 253, 45, 175, 253, 253, 253, 253, 253, 119, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.24982434138380372, y=-0.9638959196513629, z=0.09204375929801514, w=-0.004516736198974218)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.0)>	COMP<186>
[1740780035.9825435]	Q_Header<(2621443, 19566, 257, 173, 250, 8, 58, 48, 59)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 0, 0, 0, 0, 21, 34, 32, 0, 38, 11, 15, 0, 14, 0, 0, 36, 12, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 126, 185, 253, 253, 253, 253, 253, 229, 186, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25012515967744714, y=-0.9638180567268345, z=0.09204215246305278, w=-0.004516657348982696)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.0044444444444444444, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=-0.07)>	COMP<189>
[1740780035.9927728]	Q_Header<(2621443, 19567, 257, 173, 250, 8, 58, 49, 51)>	Q_Data<(0, 0, 73, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 18, 4, 0, 12, 33, 25, 24, 29, 46, 32, 0, 11, 0, 26, 0, 44, 47, 0, 0, 26, 77, 71, 0, 12, 0, 0, 0, 0, 0, 0, 0, 30, 47, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 253, 253, 253, 253, 253, 253, 253, 253, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25012515967744714, y=-0.9638180567268345, z=0.09204215246305278, w=-0.004516657348982696)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.0044444444444444444, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=-0.07)>	COMP<189>
[1740780036.0030234]	Q_Header<(2621443, 19568, 257, 173, 250, 8, 58, 50, 65)>	Q_Data<(0, 0, 60, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 17, 7, 0, 21, 36, 0, 0, 29, 43, 49, 19, 3, 0, 45, 25, 9, 37, 0, 0, 54, 161, 179, 58, 29, 0, 0, 36, 35, 0, 0, 0, 48, 76, 65, 59, 70, 48, 0, 0, 22, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 253, 253, 253, 253, 253, 253, 249, 204, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25012515967744714, y=-0.9638180567268345, z=0.09204215246305278, w=-0.004516657348982696)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.0044444444444444444, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=-0.07)>	COMP<189>
[1740780036.0125458]	Q_Header<(2621443, 19569, 257, 173, 250, 8, 58, 51, 66)>	Q_Data<(0, 0, 53, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 25, 15, 0, 0, 33, 31, 24, 34, 22, 31, 41, 17, 0, 24, 59, 59, 25, 30, 35, 0, 79, 227, 253, 126, 35, 0, 15, 32, 35, 0, 0, 51, 126, 153, 163, 176, 205, 171, 90, 0, 0, 130, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 204, 253, 253, 253, 253, 253, 171, 156, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25048715495572865, y=-0.9637407838087123, z=0.09185749712679621, w=-0.004699685899510504)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.015555555555555555, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.12)>	COMP<189>
[1740780036.0224595]	Q_Header<(2621443, 19570, 257, 173, 250, 8, 58, 52, 63)>	Q_Data<(0, 0, 53, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 0, 6, 0, 48, 32, 21, 11, 21, 0, 24, 0, 0, 63, 71, 78, 66, 132, 119, 0, 119, 232, 253, 253, 127, 56, 30, 48, 44, 30, 0, 117, 247, 253, 253, 253, 253, 253, 200, 126, 65, 205, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 253, 253, 253, 253, 242, 68, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25048715495572865, y=-0.9637407838087123, z=0.09185749712679621, w=-0.004699685899510504)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.015555555555555555, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.12)>	COMP<189>
[1740780036.0324647]	Q_Header<(2621443, 19571, 257, 173, 250, 8, 58, 53, 59)>	Q_Data<(0, 0, 61, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 5, 0, 0, 24, 61, 44, 25, 0, 2, 0, 30, 26, 38, 88, 90, 48, 115, 240, 191, 124, 177, 195, 253, 253, 193, 81, 27, 184, 174, 71, 0, 183, 253, 253, 253, 253, 253, 253, 253, 190, 102, 219, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 170, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25048715495572865, y=-0.9637407838087123, z=0.09185749712679621, w=-0.004699685899510504)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.015555555555555555, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.12)>	COMP<189>
[1740780036.0425363]	Q_Header<(2621443, 19572, 257, 173, 250, 8, 58, 54, 61)>	Q_Data<(0, 0, 54, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17, 0, 9, 27, 52, 37, 33, 0, 14, 27, 44, 29, 67, 121, 176, 168, 163, 253, 191, 225, 218, 253, 237, 253, 196, 86, 170, 253, 253, 191, 79, 233, 253, 253, 253, 193, 253, 253, 253, 206, 102, 181, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 253, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25079462161742777, y=-0.9636885570011114, z=0.09155315950989089, w=-0.004943870613534108)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=-0.06)>	COMP<186>
[1740780036.0524535]	Q_Header<(2621443, 19573, 257, 173, 250, 8, 58, 55, 58)>	Q_Data<(0, 0, 15, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 25, 7, 0, 28, 30, 26, 28, 0, 25, 38, 64, 75, 77, 168, 253, 253, 237, 253, 151, 253, 184, 253, 99, 253, 102, 81, 253, 253, 253, 239, 119, 253, 253, 253, 253, 184, 253, 253, 253, 160, 67, 95, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25079462161742777, y=-0.9636885570011114, z=0.09155315950989089, w=-0.004943870613534108)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=-0.06)>	COMP<186>
[1740780036.0624042]	Q_Header<(2621443, 19574, 257, 173, 250, 8, 58, 56, 51)>	Q_Data<(0, 0, 17, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 23, 14, 0, 22, 21, 31, 18, 19, 54, 64, 75, 153, 151, 253, 253, 253, 253, 253, 180, 253, 139, 253, 253, 247, 206, 124, 253, 253, 253, 156, 146, 253, 253, 253, 253, 139, 176, 217, 191, 88, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25079462161742777, y=-0.9636885570011114, z=0.09155315950989089, w=-0.004943870613534108)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=-0.06)>	COMP<186>
[1740780036.072566]	Q_Header<(2621443, 19575, 257, 173, 250, 8, 58, 57, 52)>	Q_Data<(0, 0, 7, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 24, 16, 0, 4, 0, 28, 0, 33, 81, 100, 90, 238, 211, 253, 253, 253, 253, 253, 245, 171, 215, 253, 253, 253, 253, 128, 253, 253, 253, 226, 160, 230, 253, 212, 197, 57, 79, 118, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.25079462161742777, y=-0.9636885570011114, z=0.09155315950989089, w=-0.004943870613534108)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.1, z=-0.06)>	COMP<186>
[1740780036.0834057]	Q_Header<(2621443, 19576, 257, 173, 250, 8, 58, 58, 48)>	Q_Data<(0, 0, 39, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 9, 0, 0, 14, 0, 10, 34, 34, 133, 102, 253, 240, 253, 158, 253, 253, 253, 253, 83, 236, 253, 253, 253, 253, 158, 225, 253, 253, 253, 135, 165, 123, 67, 106, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2511592174580144, y=-0.963621318402705, z=0.0912473949209554, w=-0.005187978975438936)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.02666666666666667, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.11, z=-0.13)>	COMP<188>
[1740780036.0978434]	Q_Header<(2621443, 19577, 257, 173, 250, 8, 58, 59, 46)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 16, 0, 0, 14, 26, 13, 11, 94, 127, 196, 253, 175, 253, 253, 253, 253, 213, 230, 235, 209, 253, 199, 231, 253, 237, 143, 246, 253, 253, 253, 89, 106, 112, 79, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2511592174580144, y=-0.963621318402705, z=0.0912473949209554, w=-0.005187978975438936)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.02666666666666667, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.11, z=-0.13)>	COMP<188>
[1740780036.1024137]	Q_Header<(2621443, 19578, 257, 173, 250, 8, 58, 60, 47)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 21, 41, 66, 133, 225, 253, 253, 240, 253, 215, 253, 253, 188, 176, 155, 253, 253, 143, 155, 202, 160, 103, 247, 253, 253, 253, 53, 47, 107, 79, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2511592174580144, y=-0.963621318402705, z=0.0912473949209554, w=-0.005187978975438936)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.02666666666666667, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.11, z=-0.13)>	COMP<188>
[1740780036.1139123]	Q_Header<(2621443, 19579, 257, 173, 250, 8, 58, 61, 43)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 0, 0, 0, 22, 57, 150, 173, 253, 253, 253, 253, 253, 253, 209, 253, 236, 153, 126, 236, 243, 103, 78, 105, 80, 67, 207, 253, 253, 179, 61, 0, 38, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.251641921556827, y=-0.9635389317530022, z=0.09075710340892597, w=-0.005676133568950985)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.03222222222222222, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=-0.15)>	COMP<188>
[1740780036.1235557]	Q_Header<(2621443, 19580, 257, 173, 250, 8, 58, 62, 39)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 23, 40, 88, 186, 249, 253, 253, 253, 253, 253, 224, 161, 234, 178, 123, 89, 152, 145, 68, 14, 49, 23, 32, 165, 253, 253, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.251641921556827, y=-0.9635389317530022, z=0.09075710340892597, w=-0.005676133568950985)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.03222222222222222, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.11, z=-0.15)>	COMP<188>
