[1740779435.7392588]	Q_Header<(2621443, 25054, 257, 173, 250, 8, 58, 0, 42)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 15, 0, 9, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 135, 252, 123, 253, 253, 194, 113, 216, 241, 193, 124, 45, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.789440177565838, y=-0.6051113283120239, z=0.07598987328509883, w=-0.06964212483397411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0011111111111111111, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.03, z=0.11)>	COMP<353>
[1740779436.3079765]	Q_Header<(2621443, 25111, 257, 173, 250, 8, 58, 57, 28)>	Q_Data<(0, 0, 31, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 150, 253, 253, 253, 253, 253, 253, 56, 64, 50, 7, 0, 0, 0, 0, 150, 253, 198, 253, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.793463891884889, y=-0.5991873097410735, z=0.08044503150032951, w=-0.07013000090582595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.011111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.04, z=-0.19)>	COMP<356>
[1740779436.3179007]	Q_Header<(2621443, 25112, 257, 173, 250, 8, 58, 58, 31)>	Q_Data<(0, 0, 48, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 208, 253, 253, 253, 157, 223, 184, 136, 74, 12, 26, 0, 0, 0, 0, 108, 206, 243, 250, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.793463891884889, y=-0.5991873097410735, z=0.08044503150032951, w=-0.07013000090582595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.011111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.04, z=-0.19)>	COMP<356>
[1740779436.3279274]	Q_Header<(2621443, 25113, 257, 173, 250, 8, 58, 59, 36)>	Q_Data<(0, 0, 66, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 223, 253, 253, 253, 253, 182, 253, 219, 61, 71, 36, 33, 0, 0, 0, 58, 198, 253, 165, 76, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.793463891884889, y=-0.5991873097410735, z=0.08044503150032951, w=-0.07013000090582595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.011111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.04, z=-0.19)>	COMP<356>
[1740779436.3382616]	Q_Header<(2621443, 25114, 257, 173, 250, 8, 58, 60, 33)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 253, 253, 253, 253, 205, 253, 253, 193, 196, 95, 27, 0, 0, 0, 0, 129, 169, 77, 35, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.793463891884889, y=-0.5991873097410735, z=0.08044503150032951, w=-0.07013000090582595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.011111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.04, z=-0.19)>	COMP<356>
[1740779436.3488708]	Q_Header<(2621443, 25115, 257, 173, 250, 8, 58, 61, 32)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 161, 253, 253, 253, 253, 141, 253, 253, 253, 253, 152, 24, 0, 0, 0, 0, 51, 74, 62, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7939539756770508, y=-0.5985172728697079, z=0.08038417788796709, w=-0.07037430304087021)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.021111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.02, z=-0.16)>	COMP<5>
[1740779436.359295]	Q_Header<(2621443, 25116, 257, 173, 250, 8, 58, 62, 29)>	Q_Data<(0, 0, 56, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 253, 253, 253, 253, 253, 253, 253, 253, 253, 168, 59, 0, 7, 0, 0, 0, 40, 43, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7939539756770508, y=-0.5985172728697079, z=0.08038417788796709, w=-0.07037430304087021)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.021111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.02, z=-0.16)>	COMP<5>
[1740779436.36949]	Q_Header<(2621443, 25117, 257, 173, 250, 8, 58, 63, 24)>	Q_Data<(0, 0, 60, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 253, 253, 253, 253, 253, 253, 253, 237, 253, 145, 84, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7939539756770508, y=-0.5985172728697079, z=0.08038417788796709, w=-0.07037430304087021)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.021111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.02, z=-0.16)>	COMP<5>
[1740779436.3797486]	Q_Header<(2621443, 25118, 257, 173, 250, 8, 58, 64, 27)>	Q_Data<(0, 0, 58, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 68, 190, 253, 253, 253, 253, 253, 253, 182, 240, 192, 129, 28, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7943668591041786, y=-0.5979571355085392, z=0.08026065460791355, w=-0.07061716911129733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.024444444444444446, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.12)>	COMP<5>
[1740779436.3879848]	Q_Header<(2621443, 25119, 257, 173, 250, 8, 58, 65, 28)>	Q_Data<(0, 0, 51, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 97, 172, 253, 253, 253, 247, 253, 253, 242, 87, 133, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7943668591041786, y=-0.5979571355085392, z=0.08026065460791355, w=-0.07061716911129733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.024444444444444446, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.12)>	COMP<5>
[1740779436.397886]	Q_Header<(2621443, 25120, 257, 173, 250, 8, 58, 66, 26)>	Q_Data<(0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 87, 80, 253, 253, 253, 253, 253, 253, 253, 245, 121, 151, 36, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7943668591041786, y=-0.5979571355085392, z=0.08026065460791355, w=-0.07061716911129733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.024444444444444446, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.12)>	COMP<5>
[1740779436.4086633]	Q_Header<(2621443, 25121, 257, 173, 250, 8, 58, 67, 20)>	Q_Data<(0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 68, 56, 253, 253, 253, 253, 253, 253, 253, 253, 177, 184, 71, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.794760237948299, y=-0.5974282473725483, z=0.08014132496936614, w=-0.07080269380385737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.017777777777777778, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.02, z=0.07)>	COMP<357>
[1740779436.417956]	Q_Header<(2621443, 25122, 257, 173, 250, 8, 58, 68, 29)>	Q_Data<(0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 57, 214, 253, 253, 253, 253, 253, 253, 253, 228, 185, 86, 30, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 7, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.794760237948299, y=-0.5974282473725483, z=0.08014132496936614, w=-0.07080269380385737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.017777777777777778, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.02, z=0.07)>	COMP<357>
[1740779436.42784]	Q_Header<(2621443, 25123, 257, 173, 250, 8, 58, 69, 21)>	Q_Data<(0, 0, 44, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 38, 124, 224, 253, 253, 253, 253, 253, 253, 235, 178, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.794760237948299, y=-0.5974282473725483, z=0.08014132496936614, w=-0.07080269380385737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.017777777777777778, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.02, z=0.07)>	COMP<357>
[1740779436.437945]	Q_Header<(2621443, 25124, 257, 173, 250, 8, 58, 70, 28)>	Q_Data<(0, 0, 58, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 29, 37, 117, 253, 253, 253, 253, 253, 253, 253, 253, 178, 76, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.794760237948299, y=-0.5974282473725483, z=0.08014132496936614, w=-0.07080269380385737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.017777777777777778, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.02, z=0.07)>	COMP<357>
[1740779436.448017]	Q_Header<(2621443, 25125, 257, 173, 250, 8, 58, 71, 38)>	Q_Data<(0, 0, 46, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 0, 0, 0, 7, 0, 110, 253, 253, 253, 253, 253, 253, 237, 245, 148, 58, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7952901509327994, y=-0.5967422721158849, z=0.07983419166693029, w=-0.07098407103107028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.021111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=0.13, z=-0.07)>	COMP<6>
[1740779436.4601326]	Q_Header<(2621443, 25126, 257, 173, 250, 8, 58, 72, 35)>	Q_Data<(0, 0, 54, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 52, 193, 253, 253, 244, 248, 253, 75, 192, 91, 38, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7952901509327994, y=-0.5967422721158849, z=0.07983419166693029, w=-0.07098407103107028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.021111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=0.13, z=-0.07)>	COMP<6>
[1740779436.4687014]	Q_Header<(2621443, 25127, 257, 173, 250, 8, 58, 73, 26)>	Q_Data<(0, 0, 64, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13, 80, 253, 253, 253, 253, 203, 207, 123, 125, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7952901509327994, y=-0.5967422721158849, z=0.07983419166693029, w=-0.07098407103107028)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.021111111111111112, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=0.13, z=-0.07)>	COMP<6>
