[1740779813.0407076]	Q_Header<(2621443, 62804, 257, 173, 250, 8, 58, 0, 30)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 253, 253, 253, 253, 253, 77, 249, 219, 253, 253, 253, 246, 219, 221, 145, 61, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.45417553607298095, y=-0.8864388268227258, z=0.06994828172821344, w=0.05529942691602214)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.024444444444444446, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=-0.19)>	COMP<171>
[1740779813.6707277]	Q_Header<(2621443, 62867, 257, 173, 250, 8, 58, 63, 51)>	Q_Data<(0, 0, 57, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33, 20, 0, 19, 0, 0, 0, 0, 33, 100, 129, 49, 16, 0, 22, 0, 0, 0, 0, 0, 0, 0, 39, 0, 24, 0, 0, 20, 0, 57, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 161, 253, 253, 253, 113, 253, 200, 224, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.46850044548517095, y=-0.8782857491573228, z=0.07189858321802128, w=0.06286548447755681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.0033333333333333335, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.06, z=-0.16)>	COMP<171>
[1740779813.6721013]	Q_Header<(2621443, 62868, 257, 173, 250, 8, 58, 64, 45)>	Q_Data<(0, 0, 52, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 26, 0, 0, 0, 0, 0, 0, 0, 76, 112, 69, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 61, 16, 0, 57, 90, 153, 115, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 74, 253, 253, 253, 139, 183, 96, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.46850044548517095, y=-0.8782857491573228, z=0.07189858321802128, w=0.06286548447755681)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.0033333333333333335, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.06, z=-0.16)>	COMP<171>
[1740779813.6907518]	Q_Header<(2621443, 62869, 257, 173, 250, 8, 58, 65, 52)>	Q_Data<(0, 0, 37, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 5, 0, 0, 5, 10, 0, 31, 145, 216, 135, 72, 0, 0, 0, 0, 0, 0, 0, 32, 60, 82, 101, 94, 142, 65, 45, 139, 187, 226, 173, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 193, 253, 204, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.46960846865388944, y=-0.8777540145193118, z=0.07153380884616044, w=0.06243949355769807)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0, z=0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.08, z=-0.11)>	COMP<178>
[1740779813.6921399]	Q_Header<(2621443, 62870, 257, 173, 250, 8, 58, 66, 52)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 35, 25, 0, 18, 0, 27, 13, 49, 172, 253, 203, 35, 11, 0, 31, 35, 14, 13, 36, 18, 154, 210, 219, 176, 188, 108, 114, 228, 253, 236, 182, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 165, 171, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.46960846865388944, y=-0.8777540145193118, z=0.07153380884616044, w=0.06243949355769807)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0, z=0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.08, z=-0.11)>	COMP<178>
[1740779813.7117178]	Q_Header<(2621443, 62871, 257, 173, 250, 8, 58, 67, 46)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 43, 44, 4, 21, 17, 57, 62, 61, 138, 244, 253, 114, 20, 0, 58, 70, 47, 29, 85, 106, 253, 253, 253, 253, 168, 107, 147, 253, 253, 212, 136, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4710015666071704, y=-0.8771236897384536, z=0.07073873470230796, w=0.061705660728242746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.008888888888888889, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.09, z=-0.12)>	COMP<172>
[1740779813.7129884]	Q_Header<(2621443, 62872, 257, 173, 250, 8, 58, 68, 45)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44, 40, 21, 15, 34, 67, 62, 133, 232, 253, 253, 191, 69, 0, 61, 51, 34, 68, 137, 156, 253, 253, 253, 253, 95, 91, 137, 253, 253, 182, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4710015666071704, y=-0.8771236897384536, z=0.07073873470230796, w=0.061705660728242746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.008888888888888889, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.09, z=-0.12)>	COMP<172>
[1740779813.7307458]	Q_Header<(2621443, 62873, 257, 173, 250, 8, 58, 69, 47)>	Q_Data<(0, 0, 57, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42, 20, 14, 7, 39, 101, 124, 181, 253, 253, 253, 220, 100, 61, 132, 128, 95, 122, 204, 203, 253, 253, 253, 253, 176, 109, 91, 234, 186, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 88, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4710015666071704, y=-0.8771236897384536, z=0.07073873470230796, w=0.061705660728242746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.008888888888888889, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.09, z=-0.12)>	COMP<172>
[1740779813.7333395]	Q_Header<(2621443, 62874, 257, 173, 250, 8, 58, 70, 49)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 25, 0, 26, 81, 208, 246, 184, 246, 253, 253, 221, 112, 150, 253, 253, 253, 179, 253, 253, 253, 253, 253, 192, 184, 114, 67, 150, 119, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4710015666071704, y=-0.8771236897384536, z=0.07073873470230796, w=0.061705660728242746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06, y=-0.008888888888888889, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.09, z=-0.12)>	COMP<172>
[1740779813.7508051]	Q_Header<(2621443, 62875, 257, 173, 250, 8, 58, 71, 44)>	Q_Data<(0, 0, 53, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 16, 25, 76, 124, 253, 253, 158, 164, 253, 253, 246, 125, 222, 253, 253, 253, 204, 253, 253, 253, 253, 204, 117, 150, 62, 4, 60, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4719791217206139, y=-0.876698319461386, z=0.0701285414272579, w=0.060973379361036244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.011111111111111112, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.25)>	COMP<172>
[1740779813.7519262]	Q_Header<(2621443, 62876, 257, 173, 250, 8, 58, 72, 39)>	Q_Data<(0, 0, 66, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 7, 35, 35, 141, 168, 253, 253, 98, 228, 253, 253, 253, 160, 253, 253, 253, 253, 174, 253, 253, 253, 178, 193, 31, 85, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4719791217206139, y=-0.876698319461386, z=0.0701285414272579, w=0.060973379361036244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.011111111111111112, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.25)>	COMP<172>
[1740779813.7637436]	Q_Header<(2621443, 62877, 257, 173, 250, 8, 58, 73, 39)>	Q_Data<(0, 0, 73, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 48, 57, 49, 162, 237, 243, 253, 222, 174, 253, 253, 253, 155, 253, 253, 253, 253, 140, 253, 253, 230, 149, 152, 0, 26, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4719791217206139, y=-0.876698319461386, z=0.0701285414272579, w=0.060973379361036244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.011111111111111112, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.25)>	COMP<172>
[1740779813.7711427]	Q_Header<(2621443, 62878, 257, 173, 250, 8, 58, 74, 37)>	Q_Data<(0, 0, 75, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 66, 67, 126, 151, 206, 211, 180, 229, 135, 251, 141, 186, 156, 230, 253, 253, 253, 175, 218, 217, 149, 70, 61, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4719791217206139, y=-0.876698319461386, z=0.0701285414272579, w=0.060973379361036244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.011111111111111112, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.25)>	COMP<172>
[1740779813.7854388]	Q_Header<(2621443, 62879, 257, 173, 250, 8, 58, 75, 36)>	Q_Data<(0, 0, 73, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 33, 105, 218, 253, 71, 252, 213, 184, 199, 242, 41, 237, 219, 77, 219, 253, 253, 243, 253, 105, 115, 104, 78, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.47283391087798793, y=-0.876332682636653, z=0.0695182424796732, w=0.06030204000870686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.014444444444444444, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.15)>	COMP<170>
[1740779813.8009307]	Q_Header<(2621443, 62880, 257, 173, 250, 8, 58, 76, 35)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 131, 236, 239, 253, 153, 253, 253, 253, 170, 226, 139, 253, 231, 227, 198, 253, 253, 253, 253, 35, 83, 108, 84, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.47283391087798793, y=-0.876332682636653, z=0.0695182424796732, w=0.06030204000870686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.014444444444444444, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.15)>	COMP<170>
[1740779813.8043082]	Q_Header<(2621443, 62881, 257, 173, 250, 8, 58, 77, 33)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 220, 253, 240, 253, 129, 253, 253, 253, 253, 253, 217, 224, 187, 248, 146, 253, 242, 253, 253, 74, 32, 57, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.47283391087798793, y=-0.876332682636653, z=0.0695182424796732, w=0.06030204000870686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.014444444444444444, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.15)>	COMP<170>
[1740779813.811144]	Q_Header<(2621443, 62882, 257, 173, 250, 8, 58, 78, 34)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 253, 253, 253, 253, 198, 253, 253, 223, 253, 253, 231, 128, 134, 203, 72, 253, 241, 235, 180, 20, 40, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4737991274474683, y=-0.8759455206912361, z=0.06866211752909981, w=0.059324069545142244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.013333333333333334, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.17)>	COMP<170>
[1740779813.8307056]	Q_Header<(2621443, 62883, 257, 173, 250, 8, 58, 79, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 253, 253, 253, 253, 253, 228, 209, 189, 253, 250, 192, 81, 97, 129, 0, 168, 211, 192, 65, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.4737991274474683, y=-0.8759455206912361, z=0.06866211752909981, w=0.059324069545142244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06666666666666667, y=-0.013333333333333334, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.15, z=-0.17)>	COMP<170>
