[1740779875.5312567]	Q_Header<(2621443, 3518, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 166, 253, 253, 253, 150, 253, 130, 224, 247, 201, 253, 253, 253, 253, 206, 126, 68, 60, 37, 22, 15, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.22546129750121852, y=-0.9700206825086264, z=0.0809927292323002, w=0.040832054149516836)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.03111111111111111, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.11, z=-0.08)>	COMP<159>
[1740779876.1611934]	Q_Header<(2621443, 3581, 257, 173, 250, 8, 58, 63, 52)>	Q_Data<(0, 0, 60, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 28, 26, 0, 5, 15, 19, 0, 46, 93, 104, 56, 134, 253, 253, 231, 202, 75, 82, 130, 124, 96, 119, 223, 253, 253, 252, 173, 253, 139, 175, 227, 253, 178, 134, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21404541464550725, y=-0.9723289138059811, z=0.08416556224583817, w=0.04095365646624903)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.025555555555555557, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.09, z=-0.12)>	COMP<164>
[1740779876.1712046]	Q_Header<(2621443, 3582, 257, 173, 250, 8, 58, 64, 45)>	Q_Data<(0, 0, 60, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 31, 0, 30, 29, 35, 50, 52, 154, 207, 104, 143, 253, 253, 225, 145, 75, 101, 204, 244, 152, 91, 224, 253, 253, 253, 253, 237, 189, 153, 155, 222, 86, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21404541464550725, y=-0.9723289138059811, z=0.08416556224583817, w=0.04095365646624903)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.025555555555555557, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.09, z=-0.12)>	COMP<164>
[1740779876.1812878]	Q_Header<(2621443, 3583, 257, 173, 250, 8, 58, 65, 50)>	Q_Data<(0, 0, 47, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 25, 0, 36, 31, 51, 101, 113, 199, 253, 212, 115, 248, 253, 253, 188, 116, 189, 253, 253, 221, 124, 222, 253, 253, 253, 253, 171, 180, 107, 65, 91, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 35, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21368494931692159, y=-0.9724160561317322, z=0.08398471586977552, w=0.04113786227923597)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.013333333333333334, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=0.0)>	COMP<159>
[1740779876.1911948]	Q_Header<(2621443, 3584, 257, 173, 250, 8, 58, 66, 44)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 21, 0, 13, 29, 76, 91, 178, 228, 229, 253, 253, 129, 148, 253, 253, 253, 206, 253, 253, 253, 253, 169, 253, 253, 253, 253, 244, 114, 120, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21368494931692159, y=-0.9724160561317322, z=0.08398471586977552, w=0.04113786227923597)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.013333333333333334, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=0.0)>	COMP<159>
[1740779876.2011645]	Q_Header<(2621443, 3585, 257, 173, 250, 8, 58, 67, 39)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 29, 23, 22, 49, 135, 177, 204, 253, 252, 253, 251, 139, 143, 253, 253, 253, 253, 253, 253, 253, 253, 227, 253, 223, 167, 126, 132, 78, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21368494931692159, y=-0.9724160561317322, z=0.08398471586977552, w=0.04113786227923597)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.013333333333333334, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=0.0)>	COMP<159>
[1740779876.211205]	Q_Header<(2621443, 3586, 257, 173, 250, 8, 58, 68, 33)>	Q_Data<(0, 0, 15, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 33, 0, 20, 68, 190, 253, 218, 253, 253, 253, 207, 176, 197, 253, 253, 253, 253, 253, 253, 253, 253, 253, 248, 190, 91, 54, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2132610907076471, y=-0.9725535830954919, z=0.08349775961306846, w=0.04107747969268646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0011111111111111111, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.03)>	COMP<158>
[1740779876.2212055]	Q_Header<(2621443, 3587, 257, 173, 250, 8, 58, 69, 36)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 30, 23, 77, 149, 253, 253, 253, 236, 238, 227, 173, 160, 217, 222, 195, 253, 253, 253, 253, 253, 253, 253, 234, 160, 146, 52, 11, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2132610907076471, y=-0.9725535830954919, z=0.08349775961306846, w=0.04107747969268646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0011111111111111111, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.03)>	COMP<158>
[1740779876.2311523]	Q_Header<(2621443, 3588, 257, 173, 250, 8, 58, 70, 37)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 22, 43, 128, 253, 253, 253, 253, 230, 253, 250, 169, 229, 253, 148, 203, 253, 253, 206, 194, 253, 253, 253, 212, 136, 147, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2132610907076471, y=-0.9725535830954919, z=0.08349775961306846, w=0.04107747969268646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.0011111111111111111, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.03)>	COMP<158>
[1740779876.241324]	Q_Header<(2621443, 3589, 257, 173, 250, 8, 58, 71, 38)>	Q_Data<(0, 0, 64, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 96, 171, 253, 253, 253, 244, 253, 253, 237, 201, 211, 253, 206, 240, 231, 249, 205, 228, 253, 253, 253, 154, 117, 101, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2130124282887683, y=-0.9726550307191436, z=0.08312977860438464, w=0.04071039818584769)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.06, z=-0.05)>	COMP<158>
[1740779876.2511673]	Q_Header<(2621443, 3590, 257, 173, 250, 8, 58, 72, 35)>	Q_Data<(0, 0, 66, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 44, 134, 177, 253, 253, 253, 253, 253, 253, 177, 253, 253, 238, 174, 190, 146, 161, 152, 194, 182, 253, 245, 95, 74, 51, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2130124282887683, y=-0.9726550307191436, z=0.08312977860438464, w=0.04071039818584769)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.06, z=-0.05)>	COMP<158>
[1740779876.2611892]	Q_Header<(2621443, 3591, 257, 173, 250, 8, 58, 73, 37)>	Q_Data<(0, 0, 67, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 60, 152, 162, 237, 253, 174, 247, 232, 150, 116, 253, 253, 196, 106, 110, 75, 71, 76, 119, 141, 197, 115, 47, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2130124282887683, y=-0.9726550307191436, z=0.08312977860438464, w=0.04071039818584769)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.06, z=-0.05)>	COMP<158>
[1740779876.2712014]	Q_Header<(2621443, 3592, 257, 173, 250, 8, 58, 74, 34)>	Q_Data<(0, 0, 69, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 79, 187, 209, 239, 237, 186, 190, 90, 143, 38, 216, 253, 156, 54, 43, 37, 49, 41, 57, 104, 117, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2130124282887683, y=-0.9726550307191436, z=0.08312977860438464, w=0.04071039818584769)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.06, z=-0.05)>	COMP<158>
[1740779876.281358]	Q_Header<(2621443, 3593, 257, 173, 250, 8, 58, 75, 34)>	Q_Data<(0, 0, 68, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 126, 253, 148, 253, 253, 187, 182, 153, 171, 91, 137, 163, 103, 20, 22, 11, 32, 0, 11, 47, 68, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21276689772506147, y=-0.9727707446764284, z=0.08264095798041687, w=0.04022185473345252)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.03111111111111111, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.09, z=-0.16)>	COMP<159>
[1740779876.2911718]	Q_Header<(2621443, 3594, 257, 173, 250, 8, 58, 76, 34)>	Q_Data<(0, 0, 75, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 197, 253, 253, 253, 212, 136, 253, 210, 145, 112, 78, 75, 56, 27, 0, 0, 5, 17, 38, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21276689772506147, y=-0.9727707446764284, z=0.08264095798041687, w=0.04022185473345252)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.03111111111111111, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.09, z=-0.16)>	COMP<159>
[1740779876.3011625]	Q_Header<(2621443, 3595, 257, 173, 250, 8, 58, 77, 32)>	Q_Data<(0, 0, 73, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 249, 253, 225, 253, 113, 150, 253, 248, 93, 90, 0, 22, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21276689772506147, y=-0.9727707446764284, z=0.08264095798041687, w=0.04022185473345252)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.03111111111111111, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.09, z=-0.16)>	COMP<159>
[1740779876.3111997]	Q_Header<(2621443, 3596, 257, 173, 250, 8, 58, 78, 28)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 253, 253, 158, 253, 170, 165, 253, 219, 88, 69, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21245820039114408, y=-0.9729377111276151, z=0.08190718325909663, w=0.03930568257739063)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04666666666666667, y=-0.04111111111111111, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=-0.15)>	COMP<158>
[1740779876.3212445]	Q_Header<(2621443, 3597, 257, 173, 250, 8, 58, 79, 33)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 253, 245, 253, 253, 132, 148, 188, 155, 36, 62, 0, 31, 0, 0, 0, 0, 0, 0, 0, 27, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.21245820039114408, y=-0.9729377111276151, z=0.08190718325909663, w=0.03930568257739063)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04666666666666667, y=-0.04111111111111111, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=-0.15)>	COMP<158>
