[1740780580.4663646]	Q_Header<(2621443, 8482, 257, 173, 250, 8, 58, 0, 22)>	Q_Data<(0, 0, 0, 24, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 13, 16, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4014882848865804, y=-0.9107033595002533, z=0.09619117315008371, w=-0.013183561802295738)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.023333333333333334, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.25, z=0.33)>	COMP<149>
[1740780581.0780246]	Q_Header<(2621443, 8544, 257, 173, 250, 8, 58, 62, 45)>	Q_Data<(0, 0, 62, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0, 30, 33, 0, 0, 0, 21, 30, 70, 253, 253, 253, 253, 191, 253, 253, 253, 253, 236, 253, 253, 253, 253, 249, 253, 247, 253, 253, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3856864246949886, y=-0.9177371548842932, z=0.09423956950926766, w=-0.01110855029189554)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.04888888888888889, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.08, z=0.0)>	COMP<147>
[1740780581.0871756]	Q_Header<(2621443, 8545, 257, 173, 250, 8, 58, 63, 41)>	Q_Data<(0, 0, 52, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 31, 19, 0, 0, 0, 0, 73, 182, 253, 253, 253, 253, 253, 253, 159, 253, 253, 253, 253, 236, 253, 253, 253, 108, 128, 253, 253, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3856864246949886, y=-0.9177371548842932, z=0.09423956950926766, w=-0.01110855029189554)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.04888888888888889, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.08, z=0.0)>	COMP<147>
[1740780581.096306]	Q_Header<(2621443, 8546, 257, 173, 250, 8, 58, 64, 35)>	Q_Data<(0, 0, 65, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 7, 0, 0, 33, 51, 118, 253, 253, 253, 253, 253, 253, 253, 253, 232, 253, 253, 253, 253, 253, 253, 253, 114, 126, 234, 160, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3856864246949886, y=-0.9177371548842932, z=0.09423956950926766, w=-0.01110855029189554)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.04888888888888889, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.08, z=0.0)>	COMP<147>
[1740780581.1066115]	Q_Header<(2621443, 8547, 257, 173, 250, 8, 58, 65, 35)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 11, 0, 42, 111, 77, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 242, 253, 217, 248, 42, 39, 133, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3856864246949886, y=-0.9177371548842932, z=0.09423956950926766, w=-0.01110855029189554)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.04888888888888889, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.08, z=0.0)>	COMP<147>
[1740780581.1164255]	Q_Header<(2621443, 8548, 257, 173, 250, 8, 58, 66, 31)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 14, 0, 34, 150, 145, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 184, 166, 156, 182, 156, 159, 55, 56, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3856320109093679, y=-0.9178139518904977, z=0.09363081746359138, w=-0.011780148481403609)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.05444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=0.07)>	COMP<144>
[1740780581.126351]	Q_Header<(2621443, 8549, 257, 173, 250, 8, 58, 67, 35)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 0, 0, 0, 25, 115, 93, 207, 253, 253, 253, 253, 253, 253, 253, 253, 162, 62, 90, 71, 86, 85, 87, 16, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3856320109093679, y=-0.9178139518904977, z=0.09363081746359138, w=-0.011780148481403609)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.05444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=0.07)>	COMP<144>
[1740780581.1365058]	Q_Header<(2621443, 8550, 257, 173, 250, 8, 58, 68, 42)>	Q_Data<(0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 33, 91, 220, 253, 147, 253, 253, 253, 188, 180, 238, 236, 253, 216, 70, 0, 14, 46, 78, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3856320109093679, y=-0.9178139518904977, z=0.09363081746359138, w=-0.011780148481403609)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.05444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.01, z=0.07)>	COMP<144>
[1740780581.1464088]	Q_Header<(2621443, 8551, 257, 173, 250, 8, 58, 69, 40)>	Q_Data<(0, 0, 49, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 113, 175, 253, 253, 253, 240, 242, 253, 130, 119, 120, 136, 179, 188, 65, 0, 0, 34, 44, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3855657223078734, y=-0.9178624872670255, z=0.0933243611538291, w=-0.01257345872968528)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.057777777777777775, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.07, z=0.21)>	COMP<144>
[1740780581.1563284]	Q_Header<(2621443, 8552, 257, 173, 250, 8, 58, 70, 36)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 46, 168, 253, 253, 253, 253, 149, 253, 253, 183, 233, 217, 125, 89, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3855657223078734, y=-0.9178624872670255, z=0.0933243611538291, w=-0.01257345872968528)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.057777777777777775, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.07, z=0.21)>	COMP<144>
[1740780581.1663632]	Q_Header<(2621443, 8553, 257, 173, 250, 8, 58, 71, 27)>	Q_Data<(0, 0, 48, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 16, 108, 253, 253, 253, 253, 226, 253, 253, 203, 253, 249, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3855657223078734, y=-0.9178624872670255, z=0.0933243611538291, w=-0.01257345872968528)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.057777777777777775, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.07, z=0.21)>	COMP<144>
[1740780581.176395]	Q_Header<(2621443, 8554, 257, 173, 250, 8, 58, 72, 26)>	Q_Data<(0, 0, 25, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 129, 253, 253, 253, 253, 253, 171, 253, 253, 170, 241, 220, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3853867335259906, y=-0.9179333363157068, z=0.09320328509569016, w=-0.013733293481683225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.05333333333333334, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.06, z=0.37)>	COMP<144>
[1740780581.1863084]	Q_Header<(2621443, 8555, 257, 173, 250, 8, 58, 73, 27)>	Q_Data<(0, 0, 53, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 229, 253, 253, 253, 253, 253, 93, 224, 253, 103, 157, 135, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3853867335259906, y=-0.9179333363157068, z=0.09320328509569016, w=-0.013733293481683225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.05333333333333334, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.06, z=0.37)>	COMP<144>
[1740780581.1962981]	Q_Header<(2621443, 8556, 257, 173, 250, 8, 58, 74, 26)>	Q_Data<(0, 0, 59, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 253, 253, 253, 253, 253, 253, 125, 150, 113, 81, 82, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3853867335259906, y=-0.9179333363157068, z=0.09320328509569016, w=-0.013733293481683225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.05333333333333334, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.06, z=0.37)>	COMP<144>
[1740780581.2062793]	Q_Header<(2621443, 8557, 257, 173, 250, 8, 58, 75, 25)>	Q_Data<(0, 0, 62, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 253, 253, 253, 253, 253, 253, 165, 220, 118, 94, 38, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3853867335259906, y=-0.9179333363157068, z=0.09320328509569016, w=-0.013733293481683225)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.05333333333333334, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.06, z=0.37)>	COMP<144>
[1740780581.216393]	Q_Header<(2621443, 8558, 257, 173, 250, 8, 58, 76, 29)>	Q_Data<(0, 0, 76, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 43, 212, 253, 253, 253, 253, 181, 194, 253, 112, 50, 35, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3851891818767632, y=-0.9179599580774075, z=0.0936270329581611, w=-0.014587262631682207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.035555555555555556, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.05, z=0.44)>	COMP<146>
[1740780581.2263231]	Q_Header<(2621443, 8559, 257, 173, 250, 8, 58, 77, 28)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 58, 78, 253, 253, 253, 253, 248, 192, 253, 181, 120, 103, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3851891818767632, y=-0.9179599580774075, z=0.0936270329581611, w=-0.014587262631682207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.035555555555555556, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.05, z=0.44)>	COMP<146>
[1740780581.2363882]	Q_Header<(2621443, 8560, 257, 173, 250, 8, 58, 78, 33)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 0, 0, 206, 253, 253, 253, 163, 253, 160, 253, 253, 196, 133, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3851891818767632, y=-0.9179599580774075, z=0.0936270329581611, w=-0.014587262631682207)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.035555555555555556, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.05, z=0.44)>	COMP<146>
