[1740779763.0306077]	Q_Header<(2621443, 57804, 257, 173, 250, 8, 58, 0, 92)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 247, 154, 48, 84, 145, 226, 235, 211, 253, 217, 253, 125, 253, 175, 204, 240, 253, 253, 253, 207, 169, 173, 77, 91, 66, 159, 225, 196, 70, 88, 63, 253, 253, 78, 172, 253, 235, 90, 253, 196, 126, 43, 69, 0, 0, 28, 68, 154, 253, 253, 253, 253, 150, 69, 0, 179, 139, 0, 0, 0, 0, 96, 0, 94, 0, 0, 0, 0, 12, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 157, 253, 253, 185, 231, 135, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8004733158776854, y=-0.5924662201467551, z=0.03454577939662752, w=0.08386201570842088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.05555555555555555, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.15, z=0.0)>	COMP<195>
[1740779763.5203588]	Q_Header<(2621443, 57853, 257, 173, 250, 8, 58, 49, 46)>	Q_Data<(0, 0, 72, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 18, 21, 30, 46, 167, 253, 212, 67, 33, 14, 0, 6, 28, 0, 0, 126, 135, 212, 253, 253, 253, 253, 146, 224, 252, 194, 236, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 104, 119, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8006640847627842, y=-0.592471891354806, z=0.03277607970099215, w=0.08270314337959846)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.04555555555555556, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.07)>	COMP<198>
[1740779763.5304873]	Q_Header<(2621443, 57854, 257, 173, 250, 8, 58, 50, 50)>	Q_Data<(0, 0, 60, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 24, 33, 62, 204, 253, 253, 128, 58, 5, 66, 67, 0, 26, 71, 253, 253, 253, 253, 253, 238, 218, 224, 253, 231, 234, 225, 106, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 44, 83, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8006640847627842, y=-0.592471891354806, z=0.03277607970099215, w=0.08270314337959846)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.04555555555555556, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.07)>	COMP<198>
[1740779763.5405664]	Q_Header<(2621443, 57855, 257, 173, 250, 8, 58, 51, 51)>	Q_Data<(0, 0, 52, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 29, 41, 58, 184, 253, 253, 209, 84, 33, 95, 98, 18, 44, 125, 253, 253, 253, 253, 253, 207, 200, 253, 253, 205, 202, 174, 22, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 51, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 177, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8006640847627842, y=-0.592471891354806, z=0.03277607970099215, w=0.08270314337959846)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.04555555555555556, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=0.07)>	COMP<198>
[1740779763.5504987]	Q_Header<(2621443, 57856, 257, 173, 250, 8, 58, 52, 54)>	Q_Data<(0, 0, 54, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 16, 0, 13, 93, 98, 177, 253, 253, 121, 55, 51, 56, 46, 31, 162, 253, 253, 253, 253, 251, 253, 253, 253, 253, 201, 129, 98, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 87, 35, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 140, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8006066461703254, y=-0.5925355890082731, z=0.033630728218331116, w=0.08245937172951967)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.04, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.17, z=0.1)>	COMP<195>
[1740779763.5604038]	Q_Header<(2621443, 57857, 257, 173, 250, 8, 58, 53, 51)>	Q_Data<(0, 0, 61, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 31, 38, 40, 135, 253, 253, 253, 253, 132, 63, 146, 161, 111, 86, 205, 253, 253, 253, 253, 179, 253, 253, 253, 202, 140, 25, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 41, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8006066461703254, y=-0.5925355890082731, z=0.033630728218331116, w=0.08245937172951967)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.04, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.17, z=0.1)>	COMP<195>
[1740779763.570406]	Q_Header<(2621443, 57858, 257, 173, 250, 8, 58, 54, 43)>	Q_Data<(0, 0, 39, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 28, 57, 37, 149, 253, 253, 253, 253, 137, 52, 213, 238, 163, 174, 253, 253, 253, 253, 184, 137, 253, 253, 165, 111, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8006066461703254, y=-0.5925355890082731, z=0.033630728218331116, w=0.08245937172951967)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.04, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.17, z=0.1)>	COMP<195>
[1740779763.5804312]	Q_Header<(2621443, 57859, 257, 173, 250, 8, 58, 55, 38)>	Q_Data<(0, 0, 11, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 29, 75, 66, 159, 243, 178, 253, 253, 168, 145, 253, 253, 244, 253, 253, 253, 253, 253, 253, 84, 201, 171, 45, 57, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8005940913982089, y=-0.5925262971177718, z=0.03424054930810362, w=0.08239704378955418)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.03777777777777778, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.02)>	COMP<195>
[1740779763.5903192]	Q_Header<(2621443, 57860, 257, 173, 250, 8, 58, 56, 33)>	Q_Data<(0, 0, 23, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 76, 142, 155, 179, 151, 159, 253, 179, 240, 241, 253, 253, 253, 253, 230, 253, 253, 253, 253, 109, 155, 98, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8005940913982089, y=-0.5925262971177718, z=0.03424054930810362, w=0.08239704378955418)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.03777777777777778, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.02)>	COMP<195>
[1740779763.600342]	Q_Header<(2621443, 57861, 257, 173, 250, 8, 58, 57, 35)>	Q_Data<(0, 0, 22, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 117, 205, 221, 164, 160, 222, 253, 221, 253, 253, 253, 253, 253, 253, 195, 253, 253, 243, 145, 93, 91, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8005940913982089, y=-0.5925262971177718, z=0.03424054930810362, w=0.08239704378955418)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.03777777777777778, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.02)>	COMP<195>
[1740779763.6104093]	Q_Header<(2621443, 57862, 257, 173, 250, 8, 58, 58, 37)>	Q_Data<(0, 0, 44, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 146, 232, 159, 130, 229, 240, 253, 253, 207, 235, 253, 253, 181, 235, 234, 166, 235, 145, 91, 22, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8005263407484672, y=-0.5925823606531616, z=0.0348506054107483, w=0.08239635254730335)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=-0.028888888888888888, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.1)>	COMP<195>
[1740779763.6203527]	Q_Header<(2621443, 57863, 257, 173, 250, 8, 58, 59, 36)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 141, 211, 239, 253, 253, 232, 253, 253, 195, 112, 253, 253, 253, 253, 154, 90, 120, 107, 89, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8005263407484672, y=-0.5925823606531616, z=0.0348506054107483, w=0.08239635254730335)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=-0.028888888888888888, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.1)>	COMP<195>
[1740779763.6303217]	Q_Header<(2621443, 57864, 257, 173, 250, 8, 58, 60, 31)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 250, 216, 253, 253, 245, 210, 253, 253, 183, 97, 164, 160, 253, 253, 156, 158, 24, 96, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8005263407484672, y=-0.5925823606531616, z=0.0348506054107483, w=0.08239635254730335)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=-0.028888888888888888, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.1)>	COMP<195>
[1740779763.6412263]	Q_Header<(2621443, 57865, 257, 173, 250, 8, 58, 61, 32)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 253, 253, 253, 246, 173, 202, 199, 253, 105, 107, 135, 135, 212, 253, 175, 174, 53, 110, 70, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8005263407484672, y=-0.5925823606531616, z=0.0348506054107483, w=0.08239635254730335)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=-0.028888888888888888, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.1)>	COMP<195>
[1740779763.65149]	Q_Header<(2621443, 57866, 257, 173, 250, 8, 58, 62, 33)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 247, 252, 253, 253, 147, 44, 178, 175, 240, 104, 154, 148, 211, 190, 202, 71, 117, 90, 118, 58, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8004636037621073, y=-0.592581100185002, z=0.03558294174558205, w=0.0827013483109154)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=-0.021111111111111112, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.06)>	COMP<193>
[1740779763.6603506]	Q_Header<(2621443, 57867, 257, 173, 250, 8, 58, 63, 32)>	Q_Data<(0, 0, 65, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 253, 183, 147, 253, 175, 135, 170, 253, 234, 147, 146, 131, 187, 187, 180, 142, 7, 80, 73, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8004636037621073, y=-0.592581100185002, z=0.03558294174558205, w=0.0827013483109154)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=-0.021111111111111112, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.06)>	COMP<193>
[1740779763.6703966]	Q_Header<(2621443, 57868, 257, 173, 250, 8, 58, 64, 31)>	Q_Data<(0, 0, 62, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 253, 253, 253, 229, 239, 162, 160, 253, 196, 160, 103, 81, 103, 43, 150, 125, 70, 40, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8004636037621073, y=-0.592581100185002, z=0.03558294174558205, w=0.0827013483109154)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=-0.021111111111111112, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.17, z=0.06)>	COMP<193>
[1740779763.6804132]	Q_Header<(2621443, 57869, 257, 173, 250, 8, 58, 65, 31)>	Q_Data<(0, 0, 52, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 149, 253, 253, 253, 211, 253, 253, 193, 253, 173, 121, 45, 0, 47, 97, 86, 69, 39, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8004074326542812, y=-0.592584700597866, z=0.03607143455076103, w=0.08300702367010998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=-0.013333333333333334, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.17, z=-0.02)>	COMP<193>
