[1740780070.502613]	Q_Header<(2621443, 23018, 257, 173, 250, 8, 58, 0, 47)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 253, 253, 132, 253, 253, 253, 253, 253, 71, 58, 125, 199, 128, 131, 0, 38, 165, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 115, 0, 0, 0, 0, 102, 128, 88, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 10, 40, 98, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3920277585551854, y=-0.9152807515636867, z=0.09045385928363456, w=-0.01983637264991986)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.014444444444444444, z=0.11888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.14)>	COMP<185>
[1740780071.0226905]	Q_Header<(2621443, 23070, 257, 173, 250, 8, 58, 52, 57)>	Q_Data<(0, 0, 64, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20, 0, 0, 18, 26, 43, 22, 0, 16, 0, 0, 0, 0, 20, 16, 20, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 49, 0, 151, 246, 159, 159, 150, 234, 253, 253, 253, 221, 223, 46, 166, 253, 253, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.365296055872484, y=-0.9262101333107676, z=0.09161393147278168, w=-0.017334015015503)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.005555555555555556, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.08, z=0.03)>	COMP<181>
[1740780071.032708]	Q_Header<(2621443, 23071, 257, 173, 250, 8, 58, 53, 61)>	Q_Data<(0, 0, 62, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 0, 0, 0, 26, 43, 0, 0, 24, 0, 20, 6, 27, 38, 35, 33, 0, 9, 0, 0, 0, 0, 43, 0, 21, 0, 18, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 72, 0, 0, 0, 177, 211, 242, 249, 248, 253, 253, 253, 253, 253, 114, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.365296055872484, y=-0.9262101333107676, z=0.09161393147278168, w=-0.017334015015503)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.005555555555555556, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.08, z=0.03)>	COMP<181>
[1740780071.0428226]	Q_Header<(2621443, 23072, 257, 173, 250, 8, 58, 54, 63)>	Q_Data<(0, 0, 52, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 31, 35, 0, 0, 30, 0, 10, 6, 20, 41, 38, 31, 0, 0, 0, 0, 0, 0, 39, 10, 36, 0, 41, 0, 25, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 99, 0, 198, 253, 253, 253, 253, 253, 253, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3632131342746111, y=-0.9270449162320733, z=0.09142888172464585, w=-0.01745571440136763)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0011111111111111111, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.04)>	COMP<181>
[1740780071.052677]	Q_Header<(2621443, 23073, 257, 173, 250, 8, 58, 55, 62)>	Q_Data<(0, 0, 12, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 18, 7, 0, 0, 0, 23, 11, 0, 0, 0, 18, 9, 16, 24, 23, 28, 0, 0, 25, 0, 0, 25, 52, 63, 0, 0, 2, 9, 27, 27, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 98, 253, 253, 253, 253, 253, 253, 182, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3632131342746111, y=-0.9270449162320733, z=0.09142888172464585, w=-0.01745571440136763)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0011111111111111111, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.04)>	COMP<181>
[1740780071.0627794]	Q_Header<(2621443, 23074, 257, 173, 250, 8, 58, 56, 57)>	Q_Data<(0, 0, 36, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 0, 0, 0, 0, 0, 8, 0, 0, 16, 44, 27, 37, 29, 0, 11, 0, 26, 44, 20, 0, 59, 131, 165, 72, 28, 0, 0, 0, 25, 0, 0, 0, 0, 0, 38, 68, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 253, 253, 253, 253, 253, 253, 253, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3632131342746111, y=-0.9270449162320733, z=0.09142888172464585, w=-0.01745571440136763)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0011111111111111111, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.04)>	COMP<181>
[1740780071.072705]	Q_Header<(2621443, 23075, 257, 173, 250, 8, 58, 57, 64)>	Q_Data<(0, 0, 39, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 15, 0, 0, 0, 0, 8, 25, 0, 7, 27, 34, 30, 35, 20, 0, 0, 39, 50, 59, 24, 26, 75, 216, 253, 189, 42, 0, 61, 79, 51, 0, 0, 0, 0, 30, 49, 108, 0, 0, 61, 59, 98, 96, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 253, 253, 253, 253, 253, 253, 221, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3632131342746111, y=-0.9270449162320733, z=0.09142888172464585, w=-0.01745571440136763)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0011111111111111111, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.07, z=-0.04)>	COMP<181>
[1740780071.082859]	Q_Header<(2621443, 23076, 257, 173, 250, 8, 58, 58, 66)>	Q_Data<(0, 0, 64, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 21, 19, 0, 0, 0, 13, 0, 14, 19, 24, 0, 0, 9, 0, 0, 41, 69, 95, 112, 98, 36, 63, 253, 253, 253, 153, 35, 42, 104, 82, 0, 0, 57, 77, 145, 127, 229, 60, 6, 156, 123, 177, 189, 81, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 253, 253, 253, 253, 253, 107, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36170393396655276, y=-0.9276369200849931, z=0.09137205351804413, w=-0.017639628234278393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0022222222222222222, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.07, z=0.0)>	COMP<184>
[1740780071.0927117]	Q_Header<(2621443, 23077, 257, 173, 250, 8, 58, 59, 65)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 22, 15, 7, 0, 0, 17, 0, 7, 19, 27, 18, 0, 25, 37, 0, 69, 84, 158, 253, 233, 99, 87, 189, 253, 253, 237, 109, 83, 35, 85, 159, 0, 103, 147, 216, 179, 253, 194, 41, 183, 145, 204, 253, 105, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 253, 253, 253, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36170393396655276, y=-0.9276369200849931, z=0.09137205351804413, w=-0.017639628234278393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0022222222222222222, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.07, z=0.0)>	COMP<184>
[1740780071.1045685]	Q_Header<(2621443, 23078, 257, 173, 250, 8, 58, 60, 61)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 30, 13, 16, 7, 19, 2, 19, 0, 38, 26, 5, 15, 50, 44, 77, 97, 165, 222, 253, 253, 145, 166, 174, 222, 253, 250, 150, 253, 253, 253, 253, 82, 143, 205, 235, 253, 253, 253, 0, 127, 135, 196, 253, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 151, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36170393396655276, y=-0.9276369200849931, z=0.09137205351804413, w=-0.017639628234278393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.0022222222222222222, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.07, z=0.0)>	COMP<184>
[1740780071.1213107]	Q_Header<(2621443, 23079, 257, 173, 250, 8, 58, 61, 53)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 34, 12, 9, 0, 25, 0, 17, 0, 14, 18, 10, 17, 66, 64, 175, 128, 253, 225, 253, 253, 194, 174, 253, 253, 253, 211, 190, 253, 253, 253, 253, 98, 164, 253, 253, 253, 253, 253, 52, 111, 108, 152, 205, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3602247269841099, y=-0.9282103774948057, z=0.09136842024656261, w=-0.01776099551887089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=-0.02)>	COMP<179>
[1740780071.124104]	Q_Header<(2621443, 23080, 257, 173, 250, 8, 58, 62, 55)>	Q_Data<(0, 0, 67, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 35, 0, 0, 0, 18, 0, 0, 0, 33, 62, 57, 49, 118, 52, 253, 234, 253, 253, 253, 168, 187, 106, 240, 253, 198, 253, 228, 253, 253, 253, 253, 111, 147, 236, 253, 253, 253, 205, 75, 117, 67, 67, 97, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3602247269841099, y=-0.9282103774948057, z=0.09136842024656261, w=-0.01776099551887089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=-0.02)>	COMP<179>
[1740780071.133451]	Q_Header<(2621443, 23081, 257, 173, 250, 8, 58, 63, 48)>	Q_Data<(0, 0, 60, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 32, 7, 0, 0, 0, 0, 29, 0, 55, 95, 87, 82, 221, 180, 253, 253, 253, 253, 253, 215, 103, 241, 253, 253, 248, 253, 225, 253, 253, 253, 253, 164, 65, 121, 253, 253, 162, 114, 33, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3602247269841099, y=-0.9282103774948057, z=0.09136842024656261, w=-0.01776099551887089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.11222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.07, z=-0.02)>	COMP<179>
[1740780071.143189]	Q_Header<(2621443, 23082, 257, 173, 250, 8, 58, 64, 50)>	Q_Data<(0, 0, 53, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 33, 23, 0, 0, 0, 22, 28, 33, 77, 69, 125, 150, 253, 253, 253, 253, 253, 253, 253, 228, 225, 253, 253, 253, 156, 227, 168, 253, 253, 253, 186, 218, 77, 51, 177, 128, 66, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35820544478813593, y=-0.9289904711399246, z=0.09136710697697044, w=-0.01782177370559477)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.015555555555555555, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=-0.07)>	COMP<179>
[1740780071.1526835]	Q_Header<(2621443, 23083, 257, 173, 250, 8, 58, 65, 51)>	Q_Data<(0, 0, 54, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 22, 0, 8, 18, 0, 22, 77, 103, 219, 253, 253, 253, 253, 169, 226, 253, 253, 252, 120, 253, 253, 253, 174, 12, 149, 104, 253, 253, 253, 253, 253, 21, 51, 118, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35820544478813593, y=-0.9289904711399246, z=0.09136710697697044, w=-0.01782177370559477)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.015555555555555555, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=-0.07)>	COMP<179>
[1740780071.1626964]	Q_Header<(2621443, 23084, 257, 173, 250, 8, 58, 66, 50)>	Q_Data<(0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 2, 0, 15, 20, 8, 46, 127, 207, 253, 253, 253, 253, 253, 137, 253, 253, 225, 97, 33, 253, 253, 253, 75, 56, 52, 58, 190, 253, 253, 253, 231, 0, 69, 73, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35820544478813593, y=-0.9289904711399246, z=0.09136710697697044, w=-0.01782177370559477)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.015555555555555555, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=-0.07)>	COMP<179>
[1740780071.1726177]	Q_Header<(2621443, 23085, 257, 173, 250, 8, 58, 67, 42)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 21, 0, 0, 5, 26, 36, 102, 172, 253, 253, 253, 253, 253, 253, 74, 253, 253, 205, 91, 68, 184, 236, 170, 0, 0, 18, 6, 122, 253, 253, 227, 137, 28, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35820544478813593, y=-0.9289904711399246, z=0.09136710697697044, w=-0.01782177370559477)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.015555555555555555, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=-0.07)>	COMP<179>
[1740780071.1826804]	Q_Header<(2621443, 23086, 257, 173, 250, 8, 58, 68, 41)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 24, 8, 0, 11, 0, 50, 84, 116, 253, 253, 253, 253, 253, 253, 121, 253, 253, 186, 111, 62, 103, 135, 77, 16, 0, 0, 0, 57, 191, 198, 114, 79, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3567441271970373, y=-0.9295488549548122, z=0.09142903379660595, w=-0.017699879706953088)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.021111111111111112, z=0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.05, z=-0.04)>	COMP<179>
