[1740779291.3372939]	Q_Header<(2621443, 10554, 257, 173, 250, 8, 58, 0, 65)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 20, 46, 74, 124, 253, 253, 80, 182, 214, 177, 253, 253, 253, 238, 59, 253, 253, 229, 108, 114, 101, 180, 181, 147, 149, 253, 253, 153, 228, 253, 253, 167, 65, 40, 164, 108, 2, 17, 155, 136, 168, 136, 31, 0, 0, 0, 48, 112, 145, 104, 21, 26, 95, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6709131813062126, y=0.7356729052296016, z=-0.05810674568809265, w=-0.07269446860768733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.015555555555555555, z=0.14333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.06, z=-0.03)>	COMP<180>
[1740779291.997013]	Q_Header<(2621443, 10621, 257, 173, 250, 8, 58, 67, 41)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 23, 0, 0, 0, 0, 0, 0, 0, 21, 10, 0, 0, 0, 12, 0, 32, 53, 33, 94, 134, 73, 66, 222, 253, 253, 181, 243, 241, 122, 130, 166, 253, 253, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.704054916220678, y=0.7045432074499598, z=-0.05499379969786136, w=-0.07000875499827634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0077777777777777776, z=0.10444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.13, z=0.05)>	COMP<171>
[1740779292.008307]	Q_Header<(2621443, 10622, 257, 173, 250, 8, 58, 68, 36)>	Q_Data<(0, 0, 19, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 39, 68, 0, 100, 242, 253, 253, 205, 189, 253, 220, 182, 214, 253, 253, 113, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7050944986104598, y=0.7035075476959971, z=-0.054932916269859224, w=-0.07000894995725393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.014444444444444444, z=0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.05, z=0.02)>	COMP<181>
[1740779292.0178316]	Q_Header<(2621443, 10623, 257, 173, 250, 8, 58, 69, 37)>	Q_Data<(0, 0, 70, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 16, 89, 119, 212, 253, 253, 253, 250, 253, 253, 179, 199, 253, 253, 131, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7050944986104598, y=0.7035075476959971, z=-0.054932916269859224, w=-0.07000894995725393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.014444444444444444, z=0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.05, z=0.02)>	COMP<181>
[1740779292.0273306]	Q_Header<(2621443, 10624, 257, 173, 250, 8, 58, 70, 38)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 20, 18, 68, 133, 227, 146, 253, 221, 253, 253, 253, 253, 156, 102, 253, 253, 143, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7050944986104598, y=0.7035075476959971, z=-0.054932916269859224, w=-0.07000894995725393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.014444444444444444, z=0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.05, z=0.02)>	COMP<181>
[1740779292.0368924]	Q_Header<(2621443, 10625, 257, 173, 250, 8, 58, 71, 38)>	Q_Data<(0, 0, 51, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 25, 22, 0, 0, 79, 89, 253, 245, 253, 214, 253, 253, 253, 253, 173, 83, 234, 253, 146, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7050944986104598, y=0.7035075476959971, z=-0.054932916269859224, w=-0.07000894995725393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.014444444444444444, z=0.09888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.05, z=0.02)>	COMP<181>
[1740779292.0487888]	Q_Header<(2621443, 10626, 257, 173, 250, 8, 58, 72, 32)>	Q_Data<(0, 0, 61, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 113, 205, 177, 253, 253, 242, 253, 253, 253, 253, 142, 96, 119, 151, 125, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.70643689135307, y=0.7021643336897975, z=-0.054871847704027116, w=-0.07000890913962081)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.02666666666666667, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.03, z=-0.03)>	COMP<181>
[1740779292.0569155]	Q_Header<(2621443, 10627, 257, 173, 250, 8, 58, 73, 40)>	Q_Data<(0, 0, 64, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 0, 0, 0, 0, 14, 34, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 91, 214, 253, 224, 253, 253, 253, 253, 248, 149, 98, 79, 79, 24, 72, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.70643689135307, y=0.7021643336897975, z=-0.054871847704027116, w=-0.07000890913962081)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.02666666666666667, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.03, z=-0.03)>	COMP<181>
[1740779292.0707347]	Q_Header<(2621443, 10628, 257, 173, 250, 8, 58, 74, 37)>	Q_Data<(0, 0, 62, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 18, 14, 22, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 116, 253, 253, 122, 253, 253, 253, 253, 253, 101, 90, 0, 38, 34, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.70643689135307, y=0.7021643336897975, z=-0.054871847704027116, w=-0.07000890913962081)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.02666666666666667, z=0.09333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.03, z=-0.03)>	COMP<181>
[1740779292.0812502]	Q_Header<(2621443, 10629, 257, 173, 250, 8, 58, 75, 30)>	Q_Data<(0, 0, 59, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 29, 12, 0, 0, 0, 0, 14, 15, 0, 40, 127, 253, 253, 253, 253, 253, 253, 253, 253, 140, 81, 23, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.707413921351579, y=0.7011881905510733, z=-0.05468877252208928, w=-0.0700699897939269)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.022222222222222223, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.05, z=-0.27)>	COMP<173>
[1740779292.0874195]	Q_Header<(2621443, 10630, 257, 173, 250, 8, 58, 76, 27)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 14, 10, 8, 54, 35, 125, 253, 253, 253, 253, 253, 253, 253, 253, 136, 95, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.707413921351579, y=0.7011881905510733, z=-0.05468877252208928, w=-0.0700699897939269)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.022222222222222223, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.05, z=-0.27)>	COMP<173>
[1740779292.1011138]	Q_Header<(2621443, 10631, 257, 173, 250, 8, 58, 77, 28)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 16, 0, 50, 59, 84, 150, 135, 184, 253, 253, 253, 253, 253, 253, 253, 253, 142, 125, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.707413921351579, y=0.7011881905510733, z=-0.05468877252208928, w=-0.0700699897939269)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.022222222222222223, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=0.05, z=-0.27)>	COMP<173>
[1740779292.1085107]	Q_Header<(2621443, 10632, 257, 173, 250, 8, 58, 78, 28)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 42, 103, 215, 217, 253, 253, 253, 253, 243, 253, 253, 253, 84, 174, 132, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7084462038869132, y=0.7001452920467632, z=-0.0546883603586348, w=-0.07006946170950085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.025555555555555557, z=0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=-0.14)>	COMP<169>
[1740779292.1215003]	Q_Header<(2621443, 10633, 257, 173, 250, 8, 58, 79, 29)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 94, 144, 171, 237, 253, 253, 253, 253, 178, 89, 210, 210, 124, 147, 106, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7084462038869132, y=0.7001452920467632, z=-0.0546883603586348, w=-0.07006946170950085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.025555555555555557, z=0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=-0.14)>	COMP<169>
[1740779292.127005]	Q_Header<(2621443, 10634, 257, 173, 250, 8, 58, 80, 28)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 71, 147, 225, 242, 119, 253, 253, 253, 253, 253, 122, 98, 207, 180, 137, 105, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7084462038869132, y=0.7001452920467632, z=-0.0546883603586348, w=-0.07006946170950085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.025555555555555557, z=0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=-0.14)>	COMP<169>
[1740779292.1405406]	Q_Header<(2621443, 10635, 257, 173, 250, 8, 58, 81, 25)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 68, 147, 253, 253, 253, 253, 253, 253, 253, 253, 166, 196, 158, 185, 165, 150, 29, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7084462038869132, y=0.7001452920467632, z=-0.0546883603586348, w=-0.07006946170950085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.025555555555555557, z=0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=-0.14)>	COMP<169>
[1740779292.1473007]	Q_Header<(2621443, 10636, 257, 173, 250, 8, 58, 82, 24)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 121, 243, 253, 253, 253, 253, 253, 253, 253, 187, 253, 253, 211, 134, 129, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7098336129107745, y=0.6987252966984132, z=-0.05462606049485324, w=-0.07025094483751516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.03, z=0.10222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.05, z=-0.41)>	COMP<169>
[1740779292.156964]	Q_Header<(2621443, 10637, 257, 173, 250, 8, 58, 83, 24)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 119, 213, 253, 253, 253, 253, 253, 253, 253, 253, 90, 253, 253, 208, 67, 101, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7098336129107745, y=0.6987252966984132, z=-0.05462606049485324, w=-0.07025094483751516)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.03, z=0.10222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.05, z=-0.41)>	COMP<169>
