[1740780040.502455]	Q_Header<(2621443, 20018, 257, 173, 250, 8, 58, 0, 59)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 98, 230, 70, 253, 253, 253, 253, 253, 123, 95, 35, 24, 46, 80, 101, 55, 0, 0, 29, 101, 238, 253, 253, 253, 94, 138, 107, 42, 0, 0, 60, 201, 236, 107, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 90, 128, 81, 87, 111, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3277039220170987, y=-0.9405694614050085, z=0.08807538824188367, w=-0.013489023424432634)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.0044444444444444444, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.14, z=-0.19)>	COMP<185>
[1740780041.0725412]	Q_Header<(2621443, 20075, 257, 173, 250, 8, 58, 57, 65)>	Q_Data<(0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 31, 23, 0, 0, 0, 23, 21, 19, 0, 12, 24, 0, 15, 10, 0, 0, 44, 51, 0, 0, 38, 163, 245, 180, 0, 0, 0, 0, 41, 0, 0, 0, 0, 51, 0, 50, 56, 36, 0, 0, 26, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 253, 253, 253, 253, 253, 253, 230, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33977419956667465, y=-0.9361947992012255, z=0.08843772501744415, w=-0.016479079195797046)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.012222222222222223, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.15, z=0.0)>	COMP<183>
[1740780041.08255]	Q_Header<(2621443, 20076, 257, 173, 250, 8, 58, 58, 64)>	Q_Data<(0, 0, 33, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 25, 19, 0, 3, 19, 7, 0, 0, 0, 15, 35, 0, 7, 19, 35, 34, 40, 38, 0, 3, 80, 240, 253, 243, 67, 0, 0, 57, 46, 0, 0, 0, 17, 91, 65, 126, 173, 140, 13, 100, 149, 139, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 253, 253, 253, 253, 253, 253, 176, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3405125356529369, y=-0.935905936852865, z=0.08874443929725225, w=-0.015991088786712578)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.017777777777777778, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.06)>	COMP<183>
[1740780041.092487]	Q_Header<(2621443, 20077, 257, 173, 250, 8, 58, 59, 66)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 23, 0, 3, 12, 17, 15, 25, 30, 0, 21, 0, 11, 13, 65, 46, 0, 27, 63, 0, 89, 253, 253, 253, 128, 0, 42, 68, 0, 0, 20, 40, 125, 179, 172, 156, 253, 229, 82, 205, 239, 235, 157, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 253, 253, 253, 253, 253, 178, 63, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3405125356529369, y=-0.935905936852865, z=0.08874443929725225, w=-0.015991088786712578)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.017777777777777778, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.06)>	COMP<183>
[1740780041.102509]	Q_Header<(2621443, 20078, 257, 173, 250, 8, 58, 60, 65)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 24, 28, 0, 0, 14, 24, 18, 22, 35, 0, 0, 0, 19, 48, 67, 66, 125, 178, 165, 88, 39, 253, 253, 253, 146, 56, 17, 71, 51, 65, 60, 78, 203, 253, 253, 179, 253, 253, 127, 253, 253, 253, 192, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 232, 253, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3405125356529369, y=-0.935905936852865, z=0.08874443929725225, w=-0.015991088786712578)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.017777777777777778, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.06)>	COMP<183>
[1740780041.1179757]	Q_Header<(2621443, 20079, 257, 173, 250, 8, 58, 61, 64)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 26, 25, 0, 0, 18, 26, 29, 3, 29, 0, 13, 38, 0, 43, 124, 200, 253, 253, 253, 175, 64, 180, 253, 253, 131, 96, 146, 126, 84, 188, 98, 129, 253, 253, 253, 187, 236, 253, 153, 245, 230, 219, 168, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 253, 248, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3410701701719043, y=-0.9356846293370245, z=0.08899074948293423, w=-0.015686298091299105)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.022222222222222223, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.15, z=-0.03)>	COMP<184>
[1740780041.123968]	Q_Header<(2621443, 20080, 257, 173, 250, 8, 58, 62, 58)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 20, 22, 0, 6, 8, 21, 31, 22, 20, 0, 27, 55, 10, 73, 238, 253, 253, 253, 253, 244, 110, 100, 221, 253, 105, 190, 253, 253, 253, 253, 109, 167, 253, 253, 253, 201, 191, 251, 145, 164, 108, 114, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3410701701719043, y=-0.9356846293370245, z=0.08899074948293423, w=-0.015686298091299105)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.022222222222222223, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.15, z=-0.03)>	COMP<184>
[1740780041.1335514]	Q_Header<(2621443, 20081, 257, 173, 250, 8, 58, 63, 54)>	Q_Data<(0, 0, 65, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 23, 0, 4, 0, 21, 0, 18, 57, 48, 0, 66, 124, 157, 253, 253, 253, 253, 253, 241, 163, 192, 157, 253, 138, 253, 253, 253, 253, 253, 74, 157, 253, 253, 241, 167, 141, 174, 112, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3410701701719043, y=-0.9356846293370245, z=0.08899074948293423, w=-0.015686298091299105)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.022222222222222223, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.15, z=-0.03)>	COMP<184>
[1740780041.1424968]	Q_Header<(2621443, 20082, 257, 173, 250, 8, 58, 64, 50)>	Q_Data<(0, 0, 59, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 17, 23, 0, 0, 0, 19, 0, 54, 91, 78, 78, 147, 218, 253, 253, 253, 253, 253, 251, 148, 202, 207, 167, 253, 213, 253, 253, 253, 253, 253, 152, 139, 253, 253, 253, 0, 74, 86, 55, 34, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3410701701719043, y=-0.9356846293370245, z=0.08899074948293423, w=-0.015686298091299105)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.022222222222222223, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.15, z=-0.03)>	COMP<184>
[1740780041.1524746]	Q_Header<(2621443, 20083, 257, 173, 250, 8, 58, 65, 51)>	Q_Data<(0, 0, 52, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 11, 24, 0, 0, 18, 20, 10, 58, 65, 99, 188, 253, 244, 253, 253, 105, 240, 194, 253, 217, 228, 173, 172, 253, 246, 230, 253, 253, 253, 253, 253, 136, 220, 253, 185, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3415564173474171, y=-0.9354959272129847, z=0.0891733248292667, w=-0.015319989412830897)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.02, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.12)>	COMP<184>
[1740780041.1624634]	Q_Header<(2621443, 20084, 257, 173, 250, 8, 58, 66, 49)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 22, 0, 3, 26, 19, 10, 26, 116, 65, 253, 253, 242, 253, 253, 253, 253, 253, 250, 253, 253, 152, 147, 229, 210, 202, 237, 253, 253, 253, 253, 137, 161, 152, 23, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3415564173474171, y=-0.9354959272129847, z=0.0891733248292667, w=-0.015319989412830897)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.02, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.12)>	COMP<184>
[1740780041.1724632]	Q_Header<(2621443, 20085, 257, 173, 250, 8, 58, 67, 49)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21, 6, 0, 20, 33, 49, 55, 130, 245, 209, 253, 253, 253, 253, 253, 220, 253, 253, 188, 253, 253, 146, 102, 137, 128, 154, 178, 253, 253, 253, 144, 101, 175, 171, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3415564173474171, y=-0.9354959272129847, z=0.0891733248292667, w=-0.015319989412830897)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.02, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.12)>	COMP<184>
[1740780041.1824615]	Q_Header<(2621443, 20086, 257, 173, 250, 8, 58, 68, 46)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 17, 25, 64, 85, 229, 253, 253, 253, 253, 253, 253, 253, 110, 216, 198, 129, 253, 253, 116, 59, 56, 33, 91, 80, 229, 253, 240, 70, 60, 125, 120, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3421719999610037, y=-0.9352660641103211, z=0.08929675988993016, w=-0.014892966106044401)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.017777777777777778, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.26)>	COMP<184>
[1740780041.1924374]	Q_Header<(2621443, 20087, 257, 173, 250, 8, 58, 69, 45)>	Q_Data<(0, 0, 59, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 0, 0, 12, 19, 112, 146, 253, 253, 253, 146, 253, 253, 181, 221, 160, 124, 131, 75, 216, 201, 61, 32, 53, 30, 66, 89, 215, 220, 91, 44, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3421719999610037, y=-0.9352660641103211, z=0.08929675988993016, w=-0.014892966106044401)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.017777777777777778, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.26)>	COMP<184>
[1740780041.2034013]	Q_Header<(2621443, 20088, 257, 173, 250, 8, 58, 70, 40)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 3, 3, 9, 20, 110, 112, 253, 253, 253, 253, 253, 163, 106, 146, 137, 103, 63, 28, 128, 124, 34, 0, 30, 0, 12, 67, 147, 133, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3421719999610037, y=-0.9352660641103211, z=0.08929675988993016, w=-0.014892966106044401)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.017777777777777778, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.14, z=-0.26)>	COMP<184>
[1740780041.2155623]	Q_Header<(2621443, 20089, 257, 173, 250, 8, 58, 71, 43)>	Q_Data<(0, 0, 59, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 41, 81, 119, 253, 253, 253, 253, 241, 168, 56, 73, 108, 119, 83, 34, 41, 80, 63, 0, 0, 0, 0, 0, 11, 73, 86, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425947766529357, y=-0.9351317607517597, z=0.08911248421758171, w=-0.014709663490710404)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.008888888888888889, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.11, z=-0.14)>	COMP<183>
[1740780041.2224145]	Q_Header<(2621443, 20090, 257, 173, 250, 8, 58, 72, 39)>	Q_Data<(0, 0, 69, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 0, 15, 64, 144, 243, 253, 253, 253, 233, 210, 149, 54, 0, 101, 122, 61, 9, 14, 50, 37, 0, 0, 0, 0, 0, 0, 9, 59, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425947766529357, y=-0.9351317607517597, z=0.08911248421758171, w=-0.014709663490710404)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.008888888888888889, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.11, z=-0.14)>	COMP<183>
[1740780041.232549]	Q_Header<(2621443, 20091, 257, 173, 250, 8, 58, 73, 32)>	Q_Data<(0, 0, 72, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 0, 21, 68, 220, 253, 253, 253, 253, 240, 253, 242, 76, 91, 137, 138, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425947766529357, y=-0.9351317607517597, z=0.08911248421758171, w=-0.014709663490710404)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.008888888888888889, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.11, z=-0.14)>	COMP<183>
